name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015
OperatingCashFlow,"111,993,961","36,032,473","22,359,827","25,122,540","28,479,121","15,480,993","14,320,991","12,379,324","14,757,420","20,787,606","16,722,487","24,835,447","23,332,182","15,812,332","14,610,910","4,403,227","6,894,754","7,294,089","129,810","406,518","389,902","160,373","395,539"
	CashFlowFromContinuingOperatingActivities,"111,993,961","36,032,473","22,359,827","25,122,540","28,479,121","15,480,993","14,320,991","12,379,324","14,757,420","20,787,606","16,722,487","24,835,447","23,332,182","15,812,332","14,610,910","4,403,227","6,894,754","7,294,089","129,810","406,518","389,902","160,373","395,539"
		NetIncomeFromContinuingOperations,"50,307,924","8,407,244","30,723,585","7,466,496","3,710,599","537,194","-93,839,697","-25,676,624","-76,790,050","-59,784,399","-103,582,507","-28,914,588","-20,365,487","-5,345,363","163,345","-999,392","1,378,295","-52,824,471","-194,605","-769,166","-1,199,285","-4,049,563","-3,992,360"
		OperatingGainsLosses,"25,166,459","18,431,587","-15,025,402","10,990,434","10,769,840","12,489,092","2,761,710","6,280,295","6,898,136","-9,142,415","2,383,813","-1,602,908","-2,603,825","5,165,884","-8,042,238","2,813,933","469,072","212,458",,,,,
			GainLossOnInvestmentSecurities,"26,350,606","18,680,995","-14,625,541","11,251,770","11,043,382","12,674,172","2,588,988","6,573,098","6,902,139","-8,978,861","2,545,190","-1,683,804","-2,603,825","5,165,884","-8,042,238","2,813,933","469,072","212,458",,,,,
			EarningsLossesFromEquityInvestments,"-1,184,147","-249,408","-399,861","-261,336","-273,542","-185,080","-303,628","-292,803","-4,003","-163,554","-161,377",,,,,,,,,,,,
		DepreciationAmortizationDepletion,"39,950,230","10,837,189","11,798,251","8,904,110","8,410,680","7,982,933","12,057,349","10,774,504","12,094,970","13,338,153","14,494,276","15,163,587","12,322,817","10,292,212","9,718,604","7,607,137","3,431,594","4,455,708","360,185","418,969","349,440","475,614","1,039,228"
			DepreciationAndAmortization,"39,950,230","10,837,189","11,798,251","8,904,110","8,410,680","7,982,933","12,057,349","10,774,504","12,094,970","13,338,153","14,494,276","15,163,587","12,322,817","10,292,212",,,,,,,,,
				Depreciation,"39,950,230","10,837,189","11,798,251","8,904,110","8,410,680","7,982,933","12,057,349","10,774,504","12,094,970","13,338,153","14,494,276","15,163,587","12,322,817","10,292,212",,,,,,,,,
		AmortizationOfSecurities,,,,,,,,,,,,,,,"0","0",,,"-42,837","45,326","-27,556","-9,302","-4,080"
		AssetImpairmentCharge,,,"0","0","0","0","92,859,722","22,237,131","65,535,973","70,925,731","103,321,275","34,880,071","28,146,711","2,802,198","12,558,057","0","0","54,753,444","0","306,959","965,907","3,720,031","2,876,814"
		ProvisionandWriteOffofAssets,,,,,,,,,,,,,,,,,,"0",,,,,
		UnrealizedGainLossOnInvestmentSecurities,,,,,,,,,,,,,,"5,165,884",,,,,,,,,
		StockBasedCompensation,"10,134,573","2,194,342","2,435,786","2,760,528","2,743,917","2,692,494","2,173,642","2,446,329","2,534,198","2,107,587","1,809,752","1,809,752","2,112,764","1,770,410","1,027,252","751,074","723,039","668,934","151,264","151,265","151,265","151,265","151,264"
