name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015
OperatingCashFlow,"-46,654,000","-36,278,000","-9,139,000","-14,478,000","13,241,000","25,648,000","40,137,000","23,305,000","-4,147,000","-21,036,000","32,147,000","4,343,000","21,083,000","-423,000","33,105,000","-2,787,000","30,941,000","-784,000","37,877,000","-6,582,000","19,185,000","-11,677,000","23,705,000","115,000","9,633,000","-5,723,000","15,699,000"
	CashFlowFromContinuingOperatingActivities,"-46,654,000","-36,278,000","-9,139,000","-14,478,000","13,241,000","25,648,000","40,137,000","23,305,000","-4,147,000","-21,036,000","32,147,000","4,343,000","21,083,000","-423,000","33,105,000","-2,787,000","30,941,000","-784,000","37,877,000","-6,582,000","19,185,000","-11,677,000","23,705,000","115,000","9,633,000","-5,723,000","15,699,000"
		NetIncomeFromContinuingOperations,"64,300,000","8,039,000","14,859,000","18,537,000","22,865,000","14,638,000","12,521,000","10,548,000","6,811,000","3,399,000","7,952,000","923,000","336,000","1,518,000","3,485,000","9,637,000","28,040,000","16,721,000","19,464,000","14,290,000","9,860,000","12,840,000","7,913,000","7,674,000","968,000","107,000","-6,774,000"
		OperatingGainsLosses,,,"737,000","0","-504,000",,"3,575,000",,,,,,,,,,,,"0","0","0","-241,000",,,,,
			GainLossOnSaleOfBusiness,,,,,"-504,000","0","3,575,000",,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,"0","0","0","-241,000",,,,,
		DepreciationAmortizationDepletion,"29,650,000","9,315,000","8,323,000","6,205,000","5,807,000","5,657,000","6,217,000","6,367,000","5,925,000","5,737,000","5,912,000","5,497,000","5,250,000","5,210,000","5,659,000","5,838,000","5,815,000","5,752,000","4,158,000","3,166,000","2,700,000","2,485,000","2,448,000","2,428,000","2,479,000","2,142,000","2,483,000"
			DepreciationAndAmortization,"29,650,000","9,315,000","8,323,000","6,205,000","5,807,000","5,657,000","6,217,000","6,367,000","5,925,000","5,737,000","5,912,000","5,497,000","5,250,000","5,210,000","5,659,000","5,838,000","5,815,000","5,752,000","4,158,000","3,166,000","2,700,000","2,485,000","2,448,000","2,428,000","2,479,000","2,142,000","2,483,000"
		DeferredTax,"-2,412,000","-37,000","-2,848,000","-104,000","577,000","512,000","-1,751,000","-320,000","-338,000","722,000","-6,262,000","-697,000","-175,000","3,000","-441,000","-1,296,000","-4,823,000","-127,000","-9,140,000","-5,983,000","-149,000","-75,000","56,000","-2,310,000","-107,000","-68,000","-468,000"
			DeferredIncomeTax,"-2,412,000","-37,000","-2,848,000","-104,000","577,000","512,000","-1,751,000","-320,000","-338,000","722,000","-6,262,000","-697,000","-175,000","3,000","-441,000","-1,296,000","-4,823,000","-127,000","-9,140,000","-5,983,000","-149,000","-75,000","56,000","-2,310,000","-107,000","-68,000","-468,000"
		AssetImpairmentCharge,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"3,160,000"
		StockBasedCompensation,"11,955,000","2,897,000","3,367,000","3,010,000","2,681,000","2,415,000","2,452,000","2,417,000","2,141,000","2,865,000","3,940,000","1,792,000","1,475,000","1,330,000","1,300,000","1,271,000","1,215,000","3,791,000","694,000","623,000","569,000","344,000","1,871,000","373,000","555,000","417,000","311,000"
		OtherNonCashItems,"1,242,000","117,000","323,000","502,000","300,000","242,000","242,000","242,000","241,000","243,000","241,000","242,000","242,000","212,000","239,000","240,000","158,000","333,000","196,000","148,000","132,000","132,000","132,000","132,000","131,000","132,000","131,000"
		ChangeInWorkingCapital,"-151,622,000","-56,609,000","-33,900,000","-42,628,000","-18,485,000","2,184,000","16,881,000","4,051,000","-18,927,000","-34,002,000","20,364,000","-3,414,000","13,955,000","-8,696,000","22,863,000","-18,477,000","536,000","-27,254,000","22,505,000","-18,826,000","6,073,000","-27,162,000","11,285,000","-8,182,000","5,607,000","-8,453,000","16,856,000"
			ChangeInReceivables,"-36,301,000","-10,544,000","-12,751,000","-2,572,000","-10,434,000","-7,697,000","3,144,000","738,000","-17,286,000","-2,724,000","-7,709,000","-35,569,000","12,326,000","-13,610,000","25,071,000","314,000","11,390,000","-26,350,000","21,573,000","-9,215,000","9,244,000","-22,661,000","4,413,000","-2,688,000","-3,871,000","-6,861,000","1,869,000"
				ChangesInAccountReceivables,"-36,301,000","-10,544,000","-12,751,000","-2,572,000","-10,434,000","-7,697,000","3,144,000","738,000","-17,286,000","-2,724,000","-7,709,000","-35,569,000","12,326,000","-13,610,000","25,071,000","314,000","11,390,000","-26,350,000","21,573,000","-9,215,000","9,244,000","-22,661,000","4,413,000","-2,688,000","-3,871,000","-6,861,000","1,869,000"
			ChangeInInventory,"-107,661,000","-27,718,000","-30,075,000","-27,674,000","-22,194,000","-9,306,000","2,019,000","11,607,000","-5,469,000","-16,684,000","-21,215,000","2,651,000","5,698,000","6,935,000","12,557,000","14,403,000","18,636,000","-10,470,000","-24,510,000","7,199,000","-6,051,000","-20,063,000","-13,483,000","-11,524,000","17,286,000","-15,998,000","11,127,000"
			ChangeInPrepaidAssets,"-376,000","-650,000","-934,000","2,198,000","-990,000","512,000","-1,604,000","-1,035,000","1,431,000","-868,000","2,575,000","434,000","1,701,000","1,357,000","-2,021,000","1,169,000","-203,000","370,000","-726,000","1,650,000","3,967,000","-1,505,000","-1,316,000","-805,000","-298,000","-962,000","1,621,000"
			ChangeInPayablesAndAccruedExpense,"-2,752,000","-16,027,000","12,123,000","-12,564,000","13,716,000","18,634,000","12,904,000","-9,112,000","2,369,000","-12,948,000","47,106,000","28,956,000","-3,783,000","-1,099,000","-13,876,000","-33,309,000","-26,263,000","7,757,000","26,821,000","-17,150,000","-1,913,000","15,702,000","21,319,000","6,618,000","-586,000","11,022,000","2,237,000"
				ChangeInPayable,"-1,661,000","-18,209,000","17,415,000","-12,068,000","11,201,000","22,101,000","9,184,000","-9,976,000","-1,337,000","-12,380,000","44,553,000","27,589,000","-5,071,000","895,000","-14,069,000","-29,915,000","-26,920,000","8,731,000","24,693,000","-15,673,000","-4,312,000","17,904,000","21,104,000","6,337,000","-842,000","10,162,000","3,029,000"
					ChangeInAccountPayable,"-1,661,000","-18,209,000","17,415,000","-12,068,000","11,201,000","22,101,000","9,184,000","-9,976,000","-1,337,000","-12,380,000","44,553,000","27,589,000","-5,071,000","895,000","-14,069,000","-29,915,000","-26,920,000","8,731,000","24,693,000","-15,673,000","-4,312,000","17,904,000","21,104,000","6,337,000","-842,000","10,162,000","3,029,000"
				ChangeInAccruedExpense,"-1,091,000","2,182,000","-5,292,000","-496,000","2,515,000","-3,467,000","3,720,000","864,000","3,706,000","-568,000","2,553,000","1,367,000","1,288,000","-1,994,000","193,000","-3,394,000","657,000","-974,000","2,128,000","-1,477,000","2,399,000","-2,202,000","215,000","281,000","256,000","860,000","-792,000"
			ChangeInOtherCurrentLiabilities,"-4,532,000","-1,670,000","-2,263,000","-2,016,000","1,417,000","41,000","418,000","1,853,000","28,000","-778,000","-393,000","114,000","-1,987,000","-2,279,000","1,132,000","-1,054,000","-3,024,000","1,439,000","-653,000","-1,310,000","826,000","1,365,000","323,000","4,480,000","-6,924,000","4,346,000","605,000"
			ChangeInOtherWorkingCapital,,,,,,,,,,,,,,,,,,,,,,,"29,000",,,,"-603,000"
InvestingCashFlow,"-287,602,000","-3,417,000","-172,352,000","2,665,000","-114,498,000","-5,400,000","-6,306,000","-2,626,000","-3,195,000","-2,470,000","-3,995,000","-2,231,000","-9,482,000","-4,782,000","-2,535,000","-2,588,000","-6,572,000","-3,668,000","-133,030,000","-50,937,000","-2,940,000","156,000","-2,016,000","-1,449,000","-17,685,000","-52,000","-305,000"
	CashFlowFromContinuingInvestingActivities,"-287,602,000","-3,417,000","-172,352,000","2,665,000","-114,498,000","-5,400,000","-6,306,000","-2,626,000","-3,195,000","-2,470,000","-3,995,000","-2,231,000","-9,482,000","-4,782,000","-2,535,000","-2,588,000","-6,572,000","-3,668,000","-133,030,000","-50,937,000","-2,940,000","156,000","-2,016,000","-1,449,000","-17,685,000","-52,000","-305,000"
		CapitalExpenditureReported,"-18,856,000","-3,417,000","-2,135,000","-3,335,000","-9,969,000","-5,400,000","-2,010,000","-2,626,000","-3,195,000","-2,470,000","-3,995,000","-2,231,000","-1,335,000","-4,782,000","-2,535,000","-2,588,000","-5,129,000","-3,668,000","-1,617,000","-1,395,000","-2,940,000","-2,274,000","-2,015,000","-1,449,000","-522,000","-282,000","-305,000"
		NetPPEPurchaseAndSale,,,"0","0","504,000","0","739,000",,,,,,,,,,,,,"0",,,"0","0",,,"0"
			SaleOfPPE,,,"0","0","504,000","0","739,000",,,,,,,,,,,,,"0",,,"0","0",,,"0"
		NetIntangiblesPurchaseAndSale,,,,,,,"0","0","0",,"0","0",,,,,,,,"0","0","0","0","0","0","230,000","0"
			PurchaseOfIntangibles,,,,,,,"0","0","0",,"0","0",,,,,,,,,,,,,,,
			SaleOfIntangibles,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","230,000","0"
		NetBusinessPurchaseAndSale,,,"-269,026,000",,,"0","-5,035,000",,,,"0","0",,,"0","0",,,"-131,413,000","-49,542,000",,,"-1,000","0",,,"0"
			PurchaseOfBusiness,,,"-269,026,000",,,"0","-5,035,000",,,,"0","0",,,"0","0",,,"-131,413,000","-49,542,000",,,"-1,000","0",,,"0"
		NetInvestmentPurchaseAndSale,"0",,"98,549,000","6,000,000","-105,033,000",,,,,,,,,,"0",,,,"0","0","0","2,430,000",,,"0","0",
			PurchaseOfInvestment,,,"-10,164,000","0","-105,033,000",,,,,,,,,,,,,,,,,,,,,,
			SaleOfInvestment,"0",,"108,713,000","6,000,000",,,,,,,,,,,"0",,,,"0","0","0","2,430,000",,,"0","0",
FinancingCashFlow,"125,826,000","-1,284,000","128,948,000","-1,863,000","25,000","-30,201,000","140,149,000","1,271,000","22,728,000","4,477,000","2,285,000","-13,393,000","-1,756,000","-7,018,000","-19,757,000","-25,023,000","-24,746,000","-1,056,000","121,609,000","33,529,000","2,189,000","7,277,000","5,655,000","567,000","13,848,000","1,862,000","-6,000,000"
	CashFlowFromContinuingFinancingActivities,"125,826,000","-1,284,000","128,948,000","-1,863,000","25,000","-30,201,000","140,149,000","1,271,000","22,728,000","4,477,000","2,285,000","-13,393,000","-1,756,000","-7,018,000","-19,757,000","-25,023,000","-24,746,000","-1,056,000","121,609,000","33,529,000","2,189,000","7,277,000","5,655,000","567,000","13,848,000","1,862,000","-6,000,000"
		NetIssuancePaymentsOfDebt,"123,026,000","-1,875,000","129,275,000","-2,187,000","-2,187,000","-32,188,000","-2,187,000","-2,188,000","22,813,000","2,812,000","-187,000","-14,000,000","-2,188,000","-7,375,000","9,812,000","5,000,000","-2,187,000","2,627,000","120,000,000","29,705,000","0","0","-41,448,000","567,000","13,848,000","1,862,000","-6,000,000"
			NetLongTermDebtIssuance,"-2,812,000","-1,875,000","3,437,000","-2,187,000","-2,187,000","-2,188,000","-2,187,000","-2,188,000","-2,187,000","-2,188,000","-2,187,000","0","-2,188,000","-4,375,000","-2,188,000","0","-2,187,000","-4,535,000","120,000,000","19,705,000","0","0","-26,448,000","-1,448,000","13,863,000","-1,138,000","0"
				LongTermDebtIssuance,,,"94,175,000",,,,"0","0","25,000,000","5,000,000","8,000,000","0","0","5,000,000","0","10,000,000","0","7,162,000","120,000,000","20,000,000","0","0","0","0","19,000,000","3,000,000","0"
				LongTermDebtPayments,"-96,987,000","-1,875,000","-90,738,000","-2,187,000","-2,187,000","-2,188,000","-2,187,000","-2,188,000","-2,187,000","-2,188,000","-2,187,000","0","-2,188,000","-4,375,000","-2,188,000","0","-2,187,000","-4,535,000","0","-295,000","0","0","-26,448,000","-1,448,000","-1,137,000","-1,138,000","0"
			NetShortTermDebtIssuance,"125,838,000","0","125,838,000","0","0","-30,000,000","0","0","25,000,000","5,000,000","2,000,000","-14,000,000","0","-3,000,000","12,000,000","5,000,000","0","7,162,000","0","10,000,000","0","0","-15,000,000","2,015,000","-15,000","3,000,000","-6,000,000"
				ShortTermDebtIssuance,,,"137,591,000","0","0","0","0","0","25,000,000","5,000,000","8,000,000","0","0","5,000,000","27,000,000","10,000,000","0","7,162,000","0","10,000,000","0","0","0","5,000,000","4,000,000","3,000,000","4,000,000"
				ShortTermDebtPayments,"-11,753,000","0","-11,753,000","0","0","-30,000,000","0","0","0","0","-6,000,000","-14,000,000","0","-8,000,000","-15,000,000",,,,,"0",,,"-15,000,000","-2,985,000",,,"-10,000,000"
		NetCommonStockIssuance,,,"0",,,"0","139,372,000","0","0","0","0","0","0","-1,599,000","-29,662,000","-30,348,000","-24,970,000","-5,000,000","0","0","1,000","7,277,000",,,"0","0",
			CommonStockIssuance,,,"0",,,"0","139,371,000",,,"2,658,000","2,540,000","655,000","495,000","2,067,000","0","368,000","2,438,000","3,409,000","0","0","1,000","7,277,000",,,"0","0",
			CommonStockPayments,,,,,,,"0","0","0","0","0","0","0","-1,599,000","-29,662,000","-30,348,000","-24,970,000","-5,000,000",,,,,,,,,
		CashDividendsPaid,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"0"
			CommonStockDividendPaid,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"0"
		ProceedsFromStockOptionExercised,"8,378,000","1,368,000","2,527,000","1,020,000","3,463,000","2,654,000","3,223,000","3,643,000","308,000","2,658,000","2,540,000","655,000","495,000","2,067,000","114,000","368,000","2,438,000","3,409,000","2,810,000","4,143,000",,,,,,,
		NetOtherFinancingCharges,"-5,578,000","-777,000","-2,854,000","-696,000","-1,251,000","-667,000","-259,000","-184,000","-393,000","-993,000","-68,000","-48,000","-63,000","-111,000","-21,000","-43,000","-27,000","-2,092,000","-1,201,000",,,,,,,,"0"
EndCashPosition,"34,516,000","34,516,000","75,495,000","128,038,000","141,714,000","242,946,000","252,899,000","78,919,000","56,969,000","41,583,000","60,612,000","30,175,000","41,456,000","31,611,000","43,834,000","33,021,000","63,419,000","63,796,000","69,304,000","42,848,000","66,838,000","48,404,000","52,648,000","25,304,000","26,071,000","20,275,000","24,188,000"
	ChangesInCash,"-208,430,000","-40,979,000","-52,543,000","-13,676,000","-101,232,000","-9,953,000","173,980,000","21,950,000","15,386,000","-19,029,000","30,437,000","-11,281,000","9,845,000","-12,223,000","10,813,000","-30,398,000","-377,000","-5,508,000","26,456,000","-23,990,000","18,434,000","-4,244,000","27,344,000","-767,000","5,796,000","-3,913,000","9,394,000"
	BeginningCashPosition,"242,946,000","75,495,000","128,038,000","141,714,000","242,946,000","252,899,000","78,919,000","56,969,000","41,583,000","60,612,000","30,175,000","41,456,000","31,611,000","43,834,000","33,021,000","63,419,000","63,796,000","69,304,000","42,848,000","66,838,000","48,404,000","52,648,000","25,304,000","26,071,000","20,275,000","24,188,000","14,794,000"
IncomeTaxPaidSupplementalData,"5,081,000","106,000","3,856,000","514,000","605,000","667,000","71,000","145,000","0","34,000","-1,065,000","337,000","1,517,000","107,000","112,000","391,000","1,545,000","230,000","918,000",,,,,,,,"264,000"
InterestPaidSupplementalData,"6,676,000","1,395,000","2,433,000","1,349,000","1,499,000","1,842,000","1,809,000","2,186,000","2,104,000","2,136,000","2,309,000","360,000","2,500,000","3,255,000","2,286,000","2,355,000","2,335,000","1,297,000","918,000","4,445,000","-518,000","-1,409,000","1,058,000","4,140,000","-732,000","-780,000","616,000"
CapitalExpenditure,"-18,856,000","-3,417,000","-2,135,000","-3,335,000","-9,969,000","-5,400,000","-2,010,000","-2,626,000","-3,195,000","-2,470,000","-3,995,000","-2,231,000","-9,482,000","-4,782,000","-2,535,000","-2,588,000","-5,129,000","-3,668,000","-1,617,000","-1,395,000","-2,940,000","-2,274,000","-2,015,000","-1,449,000","-522,000","-282,000","-305,000"
IssuanceOfCapitalStock,,,"0",,,"0","139,371,000",,,"2,658,000","2,540,000","655,000","495,000","2,067,000","0","368,000","2,438,000","3,409,000","0","0","1,000","7,277,000",,,"0","0",
IssuanceOfDebt,,,"231,766,000","0","0","0","0","0","25,000,000","5,000,000","8,000,000","0","0","5,000,000","27,000,000","10,000,000","0","7,162,000","120,000,000","30,000,000","0","0","0","5,000,000","19,000,000","3,000,000","4,000,000"
RepaymentOfDebt,"-108,740,000","-1,875,000","-102,491,000","-2,187,000","-2,187,000","-32,188,000","-2,187,000","-2,188,000","-2,187,000","-2,188,000","-8,187,000","-14,000,000","-2,188,000","-12,375,000","-17,188,000","-5,000,000","-2,187,000","-4,535,000","0","-295,000","0","0","-41,448,000","-4,433,000","-5,152,000","-1,138,000","-10,000,000"
RepurchaseOfCapitalStock,,,,,,,"0","0","0","0","0","0","0","-1,599,000","-29,662,000","-30,348,000","-24,970,000","-5,000,000",,,,,,,,,
