name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,12/31/2004
TotalAssets,"1,382,456,000","1,388,144,000","1,405,229,000","1,397,628,000","1,402,741,000","1,395,836,000","1,387,914,000","1,355,889,000","1,339,629,000","1,364,700,000","1,332,434,000","1,354,503,000","1,335,719,000","1,259,488,000","909,710,000","870,402,000","887,724,000","858,681,000","934,619,000","941,396,000","934,126,000","940,422,000","955,288,000","960,718,000","750,933,000","784,566,000","795,661,000","691,155,000","677,955,000","675,302,000","592,637,000","592,645,000","596,701,000","642,749,000","534,986,000","547,030,000","548,549,000","547,389,000","537,486,000","547,638,000","560,114,000","566,215,000","232,555,000","235,907,000","251,717,000","260,392,000","362,396,000","370,986,000","334,267,000","313,384,000","317,751,000","333,556,000","330,237,000","336,905,000","429,636,000","466,156,000","458,365,000","462,297,000","665,762,000","656,574,000","706,791,000","757,524,000","788,911,000","827,138,000","378,197,000","446,882,000","136,493,000"
	CurrentAssets,"223,213,000","227,313,000","250,568,000","223,084,000","223,445,000","215,904,000","228,060,000","209,608,000","193,066,000","173,068,000","162,919,000","160,929,000","137,546,000","127,754,000","121,591,000","115,344,000","113,040,000","109,775,000","102,463,000","96,110,000","94,827,000","102,281,000","124,763,000","120,609,000","117,436,000","136,807,000","144,135,000","133,011,000","133,943,000","115,398,000","132,724,000","130,135,000","122,075,000","155,140,000","174,637,000","178,297,000","172,671,000","159,848,000","147,541,000","146,807,000","123,390,000","124,770,000","103,728,000","109,981,000","123,933,000","123,996,000","188,752,000","189,375,000","119,927,000","111,459,000","129,369,000","135,959,000","122,327,000","116,517,000","204,731,000","239,680,000","230,766,000","231,683,000","438,235,000","437,080,000","493,962,000","569,772,000","610,020,000","649,164,000","213,953,000","303,854,000","116,428,000"
		CashCashEquivalentsAndShortTermInvestments,"15,719,000","18,342,000","48,386,000","39,977,000","51,623,000","43,078,000","48,370,000","47,565,000","43,073,000","23,620,000","18,741,000","17,963,000","18,254,000","5,057,000","25,735,000","26,077,000","23,536,000","31,360,000","29,869,000","26,825,000","26,520,000","29,679,000","39,795,000","32,405,000","45,489,000","67,634,000","69,314,000","58,021,000","60,556,000","47,959,000","63,990,000","54,962,000","54,272,000","84,663,000","99,915,000","98,548,000","105,894,000","97,110,000","74,708,000","72,382,000","55,243,000","58,863,000","55,590,000","63,161,000","79,655,000","78,934,000","136,251,000","125,900,000","52,055,000","32,213,000","37,819,000","56,000,000","44,729,000","46,134,000","112,267,000","126,088,000","148,278,000","151,484,000","277,744,000","276,777,000","410,284,000","499,736,000","544,330,000","597,721,000","175,461,000","266,379,000","105,768,000"
			CashAndCashEquivalents,"15,719,000","18,342,000","48,386,000","39,977,000","51,623,000","43,078,000","48,370,000","47,565,000","43,073,000","23,620,000","18,741,000","17,963,000","18,254,000","5,057,000","25,735,000","26,077,000","23,536,000","31,360,000","29,869,000","26,825,000","26,220,000","29,078,000","33,236,000","24,331,000","35,889,000","57,726,000","59,777,000","48,486,000","52,224,000","40,797,000","59,368,000","54,962,000","54,272,000","84,663,000","99,915,000","98,548,000","105,894,000","97,110,000","74,708,000","72,382,000","55,243,000","58,863,000","55,590,000","63,161,000","79,655,000","78,934,000","136,251,000","125,900,000","52,055,000","32,213,000","37,819,000","56,000,000","44,729,000","46,134,000","112,267,000","126,088,000","106,787,000","71,542,000","129,010,000","144,756,000","155,675,000","210,253,000","154,016,000","312,235,000","81,638,000","132,549,000","43,029,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,"0","0","300,000","601,000","6,559,000","8,074,000","9,600,000","9,908,000","9,537,000","9,535,000","8,332,000","7,162,000","4,622,000",,,,,,,,,,,,,,,,,,,,,,,"0",,,"41,491,000","79,942,000","148,734,000","132,021,000","254,609,000","289,483,000","390,314,000","285,486,000","93,823,000","133,830,000","62,739,000"
		Receivables,"145,895,000","147,622,000","138,630,000","124,426,000","111,584,000","116,304,000","119,553,000","114,554,000","96,238,000","101,813,000","94,423,000","97,465,000","73,375,000","75,342,000","57,060,000","49,460,000","43,927,000","44,159,000","42,435,000","36,185,000","34,082,000","39,835,000","37,299,000","38,027,000","22,692,000","22,026,000","24,957,000","26,592,000","22,775,000","20,501,000","23,978,000","30,744,000","27,384,000","27,051,000","29,846,000","32,614,000","27,025,000","27,015,000","22,367,000","19,320,000","16,684,000","17,862,000","17,747,000","17,797,000","15,922,000","15,207,000","19,000,000","18,300,000","15,376,000","15,053,000","16,906,000","23,115,000","21,364,000","17,696,000","24,957,000","25,218,000","22,029,000","20,105,000","21,823,000","18,885,000","15,738,000","16,544,000","14,589,000","10,550,000","11,771,000","7,435,000","2,695,000"
			AccountsReceivable,"145,895,000","147,622,000","138,630,000","124,426,000","111,584,000","116,304,000","119,553,000","114,554,000","96,238,000","101,813,000","94,423,000","97,465,000","73,375,000","75,342,000","57,060,000","49,460,000","43,927,000","44,159,000","42,435,000","36,185,000","32,108,000","36,688,000","33,259,000","35,272,000","20,846,000","19,913,000","22,669,000","24,778,000","21,239,000","17,990,000","22,048,000","21,705,000","19,626,000","19,649,000","21,932,000","23,296,000","20,759,000","20,416,000","22,367,000","19,320,000","16,684,000","17,862,000","17,747,000","17,797,000","15,922,000","15,207,000","19,000,000","18,300,000","15,376,000","15,053,000","16,906,000","23,115,000","21,364,000","17,696,000","24,957,000","25,218,000","22,029,000","20,105,000","21,823,000","18,885,000","15,738,000","16,544,000","14,589,000","10,550,000","11,771,000","7,435,000","2,695,000"
				GrossAccountsReceivable,"151,006,000","152,921,000","144,943,000","131,320,000","119,678,000","125,182,000","128,361,000","124,262,000","102,974,000","107,307,000","99,407,000","102,458,000","76,821,000","78,884,000","59,540,000","51,802,000","46,033,000","46,417,000","45,332,000","39,297,000","34,554,000","38,781,000","35,892,000","38,892,000","22,305,000","21,004,000","23,614,000","25,427,000","21,865,000","18,597,000","22,817,000","22,404,000","20,183,000","20,332,000","22,562,000","23,961,000","21,251,000","21,169,000","23,712,000","20,827,000",,"18,453,000","18,414,000",,,,"20,004,000",,,"16,485,000",,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-5,111,000","-5,299,000","-6,313,000","-6,894,000","-8,094,000","-8,878,000","-8,808,000","-9,708,000","-6,736,000","-5,494,000","-4,984,000","-4,993,000","-3,446,000","-3,542,000","-2,480,000","-2,342,000","-2,106,000","-2,258,000","-2,897,000","-3,112,000","-2,446,000","-2,093,000","-2,633,000","-3,620,000","-1,459,000","-1,091,000","-945,000","-649,000","-626,000","-607,000","-769,000","-699,000","-557,000","-683,000","-630,000","-665,000","-492,000","-753,000","-1,345,000","-1,507,000",,"-591,000","-667,000",,,,"-1,004,000",,,"-1,432,000",,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,"1,974,000","3,147,000","4,040,000","2,755,000","1,846,000","2,113,000","2,288,000","1,814,000","1,536,000","2,511,000","1,930,000","9,039,000","7,758,000","7,402,000","7,914,000","9,318,000","6,266,000","6,599,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
