name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997
OperatingCashFlow,"1,200,654,000","219,490,000","346,368,000","226,383,000","408,413,000","152,063,000","374,417,000","228,151,000","379,075,000","175,197,000","361,373,000","254,188,000","358,370,000","207,234,000","379,618,000","209,781,000","335,068,000","225,778,000","314,733,000","220,434,000","125,748,000","246,530,000","293,089,000","159,634,000","235,171,000","348,980,000","190,533,000","165,802,000","241,630,000","201,446,000","225,876,000","160,684,000","184,784,000","124,209,000","227,505,000","215,583,000","97,409,000","237,429,000","179,263,000","132,606,000","161,819,000","169,261,000","163,469,000","152,758,000","157,817,000","132,284,000","43,039,000","122,350,000","150,410,000","60,094,000","169,460,000","130,979,000","206,801,000","110,136,000","197,949,000","113,597,000","146,548,000","102,814,000","176,255,000","141,267,000","186,680,000","125,176,000","144,942,000","126,327,000","173,735,000","82,975,000","167,576,000","99,697,000","121,329,000","83,647,000","125,842,000","93,078,000","122,726,000","87,860,000","149,245,000","89,187,000","143,632,000","106,211,000","125,790,000","112,322,000","92,166,000","107,102,000","98,893,000","118,699,000","92,591,000","109,220,000","95,490,000","87,410,000","80,458,000","76,306,000","76,366,000","101,300,000","62,600,000","63,100,000","67,787,000","30,700,000","58,100,000","58,700,000","33,169,000","21,700,000"
	CashFlowFromContinuingOperatingActivities,"1,200,654,000","219,490,000","346,368,000","226,383,000","408,413,000","152,063,000","374,417,000","228,151,000","379,075,000","175,197,000","361,373,000","254,188,000","358,370,000","207,234,000","379,618,000","209,781,000","335,068,000","225,778,000","314,733,000","220,434,000","125,748,000","246,530,000","293,089,000","159,634,000","235,171,000","348,980,000","190,533,000","165,802,000","241,630,000","201,446,000","225,876,000","160,684,000","184,784,000","124,209,000","227,505,000","215,583,000","97,409,000","237,429,000","179,263,000","132,606,000","161,819,000","169,261,000","163,469,000","152,758,000","157,817,000","132,284,000","43,039,000","122,350,000","150,410,000","60,094,000","169,460,000","130,979,000","206,801,000","110,136,000","197,949,000","113,597,000","146,548,000","102,814,000","176,255,000","141,267,000","186,680,000","125,176,000","144,942,000","126,327,000","173,735,000","82,975,000","167,576,000","99,697,000","121,329,000","83,647,000","125,842,000","93,078,000","122,726,000","87,860,000","149,245,000","89,187,000","143,632,000","106,211,000","125,790,000","112,322,000","92,166,000","107,102,000","98,893,000","118,699,000","92,591,000","109,220,000","95,490,000","87,410,000","80,458,000","76,306,000","76,366,000","101,300,000","62,600,000","63,100,000","67,787,000","30,700,000","58,100,000","58,700,000","33,169,000","21,700,000"
		NetIncomeFromContinuingOperations,"680,742,000","176,957,000","223,285,000","139,250,000","141,250,000","128,147,000","24,905,000","118,060,000","298,580,000","577,146,000","176,009,000","141,370,000","203,461,000","131,159,000","185,241,000","150,445,000","160,565,000","216,312,000","132,203,000","147,704,000","167,010,000","115,564,000","164,894,000","71,504,000","117,357,000","216,222,000","166,738,000","323,271,000","100,739,000","209,170,000","211,425,000","150,975,000","95,901,000","67,756,000","79,931,000","83,988,000","506,761,000","40,990,000","20,403,000","66,103,000","134,746,000","74,010,000","115,443,000","80,451,000","69,738,000","48,194,000","-12,756,000","68,089,000","72,487,000","62,507,000","62,746,000","77,650,000","80,073,000","54,030,000","-91,234,000","48,479,000","79,526,000","88,461,000","124,218,000","242,542,000","103,623,000","854,307,000","72,642,000","108,389,000","624,867,000","67,737,000","153,891,000","57,677,000","165,482,000","61,242,000","62,347,000","68,609,000","87,013,000","66,048,000","60,255,000","56,642,000","63,380,000","185,045,000","259,844,000","71,481,000","56,604,000","57,008,000","56,928,000","53,168,000","50,686,000","47,250,000","45,248,000","39,040,000","36,523,000","32,620,000","35,976,000","29,100,000","28,900,000","25,800,000","21,812,000","25,300,000","26,400,000","19,600,000","24,856,000","13,800,000"
		OperatingGainsLosses,"-100,386,000","-22,628,000","-74,539,000","5,439,000","-8,658,000","-12,276,000","70,145,000","5,224,000","-210,151,000","-404,351,000","346,000","27,805,000","-50,815,000","-2,277,000","-45,783,000","-4,625,000","-19,566,000","-96,732,000","-6,847,000","-4,678,000","-22,049,000","-4,259,000","-62,515,000","-15,052,000","-2,712,000","-69,673,000","-62,199,000","-200,611,000","-3,054,000","-110,311,000","-131,173,000","-46,059,000","-3,496,000","-96,081,000","-3,873,000","-15,692,000","-105,760,000","-9,456,000","-54,310,000","2,561,000","-64,753,000","-4,464,000","-13,955,000","-686,000","891,000","-686,000","-2,971,000","-16,002,000","2,069,000","-14,005,000","1,260,000","-8,090,000","-1,281,000","22,311,000","200,225,000","4,915,000","-26,094,000","846,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,200,000","8,200,000","6,500,000",,"5,900,000"
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","-969,000","-1,765,000",,"-2,394,000","-4,493,000","-2,795,000",,"-1,753,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-148,066,000","-20,439,000","-117,438,000","-158,000","-10,031,000","-1,659,000","-9,555,000","-1,649,000","-208,319,000","-404,720,000","-2,120,000","-91,000","-2,851,000","-2,064,000","-56,485,000","-8,938,000","-18,797,000","-96,271,000","-1,834,000","-3,835,000","-4,497,000","-1,175,000","-560,000","-13,959,000","-478,000","-67,882,000","-81,825,000","-197,964,000","24,000","-95,477,000","-126,489,000","-41,640,000","-662,000","-286,000","-1,039,000","-956,000","-181,000","-735,000",,,"11,404,000","8,171,000",,,"9,773,000","7,290,000","-682,000","-731,000","678,000","-200,000","-510,000","-1,317,000","-1,194,000","587,000",,"7,258,000","3,547,000","846,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"5,606,000","-2,189,000","825,000","5,597,000","1,373,000","-5,225,000","79,700,000","6,873,000","-1,832,000","369,000","936,000","649,000","-47,964,000","-213,000","-5,305,000","4,313,000","-769,000","-461,000","-4,197,000","-843,000","-3,108,000","-3,084,000","-2,585,000","-1,464,000","-2,234,000","-1,791,000","-2,211,000","-2,647,000","-3,078,000","-14,834,000","-2,700,000","-4,419,000","-2,834,000","-2,816,000","-2,834,000","-14,736,000","-48,783,000","-8,721,000","-6,949,000","-9,217,000","-21,191,000","-11,721,000","-17,861,000","-11,326,000","-8,882,000","-7,976,000","-9,834,000","-11,565,000","-7,465,000","-7,910,000","-962,000","-6,350,000","351,000","-5,097,000","182,608,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"720,177,000","178,153,000","177,829,000","179,657,000","184,538,000","178,828,000","168,580,000","166,995,000","178,733,000","171,677,000","170,488,000","166,470,000","178,019,000","165,199,000","165,439,000","157,996,000","156,417,000","165,797,000","154,259,000","152,164,000","151,919,000","159,205,000","178,032,000","203,748,000","153,175,000","159,448,000","164,460,000","153,015,000","167,844,000","154,223,000","162,430,000","157,245,000","154,628,000","154,270,000","155,409,000","154,193,000","134,604,000","121,191,000","121,061,000","111,360,000","111,886,000","109,737,000","109,181,000","109,495,000","111,080,000","109,428,000","92,763,000","81,133,000","81,400,000","83,075,000","79,125,000","78,181,000","87,005,000","77,370,000","79,766,000","75,321,000","74,389,000","74,671,000","71,655,000","71,616,000","74,621,000","71,086,000","70,452,000","71,548,000","67,912,000","66,847,000","66,353,000","65,907,000","67,219,000","68,162,000","68,735,000","66,560,000","60,853,000","56,793,000","56,329,000","53,455,000","50,742,000","49,951,000","54,155,000","45,534,000","43,796,000","42,944,000","40,230,000","38,518,000","36,675,000","34,740,000","36,088,000","32,436,000","32,395,000","32,231,000","31,759,000","31,100,000","29,400,000","27,800,000","126,618,000","-21,500,000","-16,600,000","-13,100,000","48,873,000","-9,300,000"
			DepreciationAndAmortization,"720,177,000","178,153,000","177,829,000","179,657,000","184,538,000","178,828,000","168,580,000","166,995,000","178,733,000","171,677,000","170,488,000","166,470,000","178,019,000","165,199,000","165,439,000","157,996,000","156,417,000","165,797,000","154,259,000","152,164,000","151,919,000","159,205,000","178,032,000","203,748,000","153,175,000","159,448,000","164,460,000","153,015,000","167,844,000","154,223,000","162,430,000","157,245,000","154,628,000","154,270,000","155,409,000","154,193,000","134,604,000","121,191,000","121,061,000","111,360,000","111,886,000","109,737,000","109,181,000","109,495,000","111,080,000","109,428,000","92,763,000","81,133,000","81,400,000","83,075,000","79,125,000","78,181,000","87,005,000","77,370,000","79,766,000","75,321,000","74,389,000","74,671,000","71,655,000","71,616,000","74,621,000","71,086,000","70,452,000","71,548,000","67,912,000","66,847,000","66,353,000","65,907,000","67,219,000","68,162,000","68,735,000","66,560,000","60,853,000","56,793,000","56,329,000","53,455,000","50,742,000","49,951,000","54,155,000","45,534,000","43,796,000","42,944,000","40,230,000","38,518,000","36,675,000","34,740,000","36,088,000","32,436,000","32,395,000","32,231,000","31,759,000","31,100,000","29,400,000","27,800,000","126,618,000","-21,500,000","-16,600,000","-13,100,000","48,873,000","-9,300,000"
				Depreciation,"720,177,000","178,153,000","177,829,000","179,657,000","184,538,000","178,828,000","168,580,000","166,995,000","178,733,000","171,677,000","170,488,000","166,470,000","178,019,000","165,199,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-21,500,000","-16,600,000","-13,100,000",,"-9,300,000"
