name,ttm,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993,08/31/1993,05/31/1993,02/28/1993,11/30/1992,08/31/1992,05/31/1992,02/29/1992,11/30/1991,08/31/1991,05/31/1991,02/28/1991,11/30/1990,08/31/1990,05/31/1990,02/28/1990,11/30/1989,08/31/1989,05/31/1989,02/28/1989,11/30/1988
OperatingCashFlow,"113,617,000","43,945,000","37,071,000","7,822,000","24,779,000","59,507,000","75,275,000","52,741,000","81,252,000","68,563,000","84,435,000","52,434,000","82,702,000","70,779,000","96,404,000","32,257,000","62,781,000","48,380,000","71,285,000","47,627,000","62,457,000","41,068,000","51,250,000","63,499,000","46,556,000","55,599,000","47,840,000","57,641,000","68,503,000","51,377,000","54,189,000","52,848,000","62,344,000","23,170,000","40,463,000","68,642,000","72,071,000","46,982,000","36,351,000","56,167,000","54,901,000","46,371,000","29,792,000","30,654,000","30,240,000","23,332,000","5,455,000","27,166,000","34,201,000","34,635,000","17,627,000","47,510,000","49,787,000","49,076,000","34,371,000","25,961,000","35,883,000","23,860,000","34,663,000","25,059,000","24,145,000","21,706,000","19,717,000","19,931,000","20,370,000","21,810,000","1,164,000","19,888,000","17,279,000","17,087,000","18,676,000","19,074,000","31,358,000","30,810,000","20,942,000","22,948,000","15,752,000","13,884,000","10,955,000","20,217,000","18,069,000","2,938,000","19,753,000","11,939,000","27,864,000","15,292,000","19,031,000","14,024,000","12,208,000","15,216,000","12,912,000","17,300,000","14,200,000","7,100,000","16,300,000","19,300,000","17,700,000","5,800,000","14,900,000","13,400,000","14,800,000","14,000,000","13,300,000","13,700,000","9,500,000","9,900,000","12,300,000","9,800,000","15,600,000","7,200,000","12,500,000","7,200,000","9,800,000","9,800,000","200,000","8,300,000","8,300,000","13,800,000","5,500,000","10,100,000","11,700,000","13,000,000","3,500,000","4,700,000","7,800,000","8,500,000","6,900,000","3,900,000","4,600,000","8,100,000","3,500,000","7,700,000","8,200,000","8,500,000","5,100,000","5,800,000"
	CashFlowFromContinuingOperatingActivities,"113,617,000","43,945,000","37,071,000","7,822,000","24,779,000","59,507,000","75,275,000","52,741,000","81,252,000","68,563,000","84,435,000","52,434,000","82,702,000","70,779,000","96,404,000","32,257,000","62,781,000","48,380,000","71,285,000","47,627,000","62,457,000","41,068,000","51,250,000","63,499,000","46,556,000","55,599,000","47,840,000","57,641,000","68,503,000","51,377,000","54,189,000","52,848,000","62,344,000","23,170,000","40,463,000","68,642,000","72,071,000","46,982,000","36,351,000","56,167,000","54,901,000","46,371,000","29,792,000","30,654,000","30,240,000","23,332,000","5,455,000","27,166,000","34,201,000","34,635,000","17,627,000","47,510,000","49,787,000","49,076,000","34,371,000","25,961,000","35,883,000","23,860,000","34,663,000","25,059,000","24,145,000","21,706,000","19,717,000","19,931,000","20,370,000","21,810,000","1,164,000","19,888,000","17,279,000","17,087,000","18,676,000","19,074,000","31,358,000","30,810,000","20,942,000","22,948,000","15,752,000","13,884,000","10,955,000","20,217,000","18,069,000","2,938,000","19,753,000","11,939,000","27,864,000","15,292,000","19,031,000","14,024,000","12,208,000","15,216,000","12,912,000","17,300,000","14,200,000","7,100,000","16,300,000","19,300,000","17,700,000","5,800,000","14,900,000","13,400,000","14,800,000","14,000,000","13,300,000","13,700,000","9,500,000","9,900,000","12,300,000","9,800,000","15,600,000","7,200,000","12,500,000","7,200,000","9,800,000","9,800,000","200,000","8,300,000","8,300,000","13,800,000","5,500,000","10,100,000","11,700,000","13,000,000","3,500,000","4,700,000","7,800,000","8,500,000","6,900,000","3,900,000","4,600,000","8,100,000","3,500,000","7,700,000","8,200,000","8,500,000","5,100,000","5,800,000"
		NetIncomeFromContinuingOperations,"111,837,000","25,067,000","18,451,000","33,705,000","34,614,000","42,016,000","32,585,000","41,896,000","31,563,000","21,285,000","34,680,000","48,242,000","45,988,000","47,220,000","47,606,000","38,320,000","34,952,000","36,359,000","58,378,000","34,206,000","-4,896,000","24,362,000","22,516,000","28,214,000","35,494,000","30,144,000","23,498,000","35,890,000","28,941,000","32,499,000","25,446,000","37,413,000","28,872,000","30,944,000","25,647,000","34,462,000","30,561,000","28,722,000","26,642,000","30,760,000","22,532,000",,,"25,802,000","18,014,000","18,431,000","16,277,000","23,764,000","17,292,000","19,314,000","16,226,000","23,576,000","17,021,000","21,689,000","18,280,000","18,862,000","12,283,000","16,940,000","15,281,000","16,474,000","10,806,000","13,683,000","6,960,000","13,746,000","10,573,000","10,918,000","6,327,000","11,390,000","8,129,000","11,802,000","10,063,000","13,354,000","7,520,000","9,943,000","6,592,000","9,523,000","7,214,000","9,609,000","3,774,000","6,423,000","6,534,000","7,532,000","5,159,000","7,634,000","5,739,000","5,336,000","5,004,000","7,145,000","4,964,000","5,499,000","3,905,000","5,500,000","100,000","7,700,000","6,900,000","9,400,000","9,400,000","8,700,000","6,300,000","8,800,000","7,900,000","7,400,000","5,500,000","7,900,000","6,400,000","6,600,000","4,900,000","6,800,000","5,400,000","5,800,000","3,800,000","5,600,000","4,600,000","4,700,000","3,900,000","5,700,000","4,200,000","5,100,000","3,400,000","5,000,000","3,900,000","4,400,000","2,000,000","4,000,000","3,200,000","3,100,000","3,100,000","3,800,000","3,500,000","4,100,000","2,900,000","3,800,000","3,000,000","3,100,000","2,600,000","2,900,000"
		OperatingGainsLosses,,,,,,,,"5,000",,,,,,,,"-19,000","-7,000","-90,000",,,"0","-50,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-262,000","342,000","222,000","224,000","95,000","96,000","-127,000","-386,000","-457,000","-323,000","-384,000","-549,000","-236,000","-81,000","2,108,000","809,000","176,000","-263,000","534,000","562,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,"0",,,,"5,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"107,521,000","27,027,000","26,861,000","26,856,000","26,777,000","26,583,000","26,287,000","26,308,000","27,085,000","26,182,000","25,971,000","25,459,000","27,770,000","25,401,000","25,046,000","25,116,000","25,890,000","24,801,000","23,264,000","22,707,000","23,437,000","22,162,000","21,140,000","22,140,000","21,656,000","20,409,000","19,809,000","19,738,000","21,262,000","19,022,000","18,792,000","18,037,000","18,515,000","18,109,000","17,830,000","17,298,000","18,542,000","17,115,000","17,179,000","16,771,000","16,824,000","16,718,000","16,489,000","16,408,000","16,791,000","16,365,000","16,075,000","15,502,000","15,574,000","15,814,000","15,033,000","15,056,000","15,106,000","14,641,000","14,339,000","13,703,000","13,490,000","13,259,000","14,181,000","12,854,000","12,853,000","12,388,000","12,522,000","11,911,000","11,758,000","11,689,000","11,452,000","11,105,000","11,229,000","11,316,000","11,241,000","10,836,000","11,683,000","11,951,000","11,989,000","11,318,000","9,753,000","10,218,000","9,804,000","9,884,000","9,856,000","9,667,000","9,360,000","9,148,000","9,834,000","9,277,000","9,291,000","9,166,000","9,058,000","8,576,000","8,576,000","8,500,000","8,500,000","8,200,000","7,700,000","7,300,000","7,500,000","6,600,000","6,300,000","6,300,000","6,200,000","6,000,000","5,700,000","5,500,000","5,400,000","5,400,000","5,100,000","4,900,000","4,800,000","4,900,000","4,700,000","4,800,000","4,700,000","4,500,000","4,400,000","4,300,000","4,300,000","4,100,000","4,000,000","4,100,000","800,000","4,100,000","3,900,000","3,800,000","3,700,000","3,500,000","3,600,000","3,400,000","3,200,000","3,000,000","3,100,000","3,100,000","3,100,000","3,000,000","3,100,000","3,100,000"
			DepreciationAndAmortization,"107,521,000","27,027,000","26,861,000","26,856,000","26,777,000","26,583,000","26,287,000","26,308,000","27,085,000","26,182,000","25,971,000","25,459,000","27,770,000","25,401,000","25,046,000","25,116,000","25,890,000","24,801,000","23,264,000","22,707,000","23,437,000","22,162,000","21,140,000","22,140,000","21,656,000","20,409,000","19,809,000","19,738,000","21,262,000","19,022,000","18,792,000","18,037,000","18,515,000","18,109,000","17,830,000","17,298,000","18,542,000","17,115,000","17,179,000","16,771,000","16,824,000","16,718,000","16,489,000","16,408,000","16,791,000","16,365,000","16,075,000","15,502,000","15,574,000","15,814,000","15,033,000","15,056,000","15,106,000","14,641,000","14,339,000","13,703,000","13,490,000","13,259,000","14,181,000","12,854,000","12,853,000","12,388,000","12,522,000","11,911,000","11,758,000","11,689,000","11,452,000","11,105,000","11,229,000","11,316,000","11,241,000","10,836,000","11,683,000","11,951,000","11,989,000","11,318,000","9,753,000","10,218,000","9,804,000","9,884,000","9,856,000","9,667,000","9,360,000","9,148,000","9,834,000","9,277,000","9,291,000","9,166,000","9,058,000","8,576,000","8,576,000","8,500,000","8,500,000","8,200,000","7,700,000","7,300,000","7,500,000","6,600,000","6,300,000","6,300,000","6,200,000","6,000,000","5,700,000","5,500,000","5,400,000","5,400,000","5,100,000","4,900,000","4,800,000","4,900,000","4,700,000","4,800,000","4,700,000","4,500,000","4,400,000","4,300,000","4,300,000","4,100,000","4,000,000","4,100,000","800,000","4,100,000","3,900,000","3,800,000","3,700,000","3,500,000","3,600,000","3,400,000","3,200,000","3,000,000","3,100,000","3,100,000","3,100,000","3,000,000","3,100,000","3,100,000"
				Depreciation,,,,,,,,,,,,,,,,"21,795,000","22,389,000","21,430,000","20,017,000","19,540,000","20,105,000","18,917,000","18,551,000","18,500,000","19,427,000","18,259,000","17,654,000","17,643,000","18,894,000","16,775,000","16,630,000","15,865,000","16,359,000","15,967,000","15,615,000","14,850,000","16,092,000","14,718,000","14,695,000","14,305,000","14,233,000","14,094,000","13,823,000","13,727,000","14,017,000","13,597,000","13,449,000","13,125,000","13,118,000","13,370,000","12,780,000","12,839,000","12,783,000","12,526,000","12,033,000","11,513,000","11,292,000","11,078,000","12,175,000","10,887,000","10,944,000","10,622,000","10,029,000","9,810,000","9,907,000","9,881,000","9,761,000","9,472,000","9,352,000","9,656,000","9,578,000","9,272,000","8,944,000","10,111,000","9,993,000","9,491,000","8,767,000","9,198,000","8,775,000","8,522,000","8,571,000","8,266,000","8,016,000","7,902,000","8,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,"3,321,000","3,501,000","3,371,000","3,247,000","3,167,000","3,332,000","3,245,000","2,589,000","3,640,000","2,229,000","2,150,000","2,155,000","2,095,000","2,368,000","2,247,000","2,162,000","2,172,000","2,156,000","2,142,000","2,215,000","2,448,000","2,450,000","2,397,000","2,484,000","2,466,000","2,591,000","2,624,000","2,666,000","2,681,000","2,774,000","2,768,000","2,626,000","2,377,000","2,456,000","2,444,000","2,253,000","2,217,000","2,323,000","2,115,000","2,306,000","2,190,000","2,198,000","2,181,000","2,006,000","1,967,000","1,909,000","1,766,000","2,493,000","2,101,000","1,851,000","1,808,000","1,691,000","1,633,000","1,877,000","1,660,000","1,663,000","1,564,000","2,739,000","1,840,000","1,996,000","1,827,000","986,000","1,020,000","1,029,000","1,362,000","1,285,000","1,401,000","1,344,000","1,246,000","1,734,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,"3,321,000","3,501,000","3,371,000","3,247,000","3,167,000","3,332,000","3,245,000","2,589,000","3,640,000","2,229,000","2,150,000","2,155,000","2,095,000","2,368,000","2,247,000","2,162,000","2,172,000","2,156,000","2,142,000","2,215,000","2,448,000","2,450,000","2,397,000","2,484,000","2,466,000","2,591,000","2,624,000","2,666,000","2,681,000","2,774,000","2,768,000","2,626,000","2,377,000","2,456,000","2,444,000","2,253,000","2,217,000","2,323,000","2,115,000","2,306,000","2,190,000","2,198,000","2,181,000","2,006,000","1,967,000","1,909,000","1,766,000","2,493,000","2,101,000","1,851,000","1,808,000","1,691,000","1,633,000","1,877,000","1,660,000","1,663,000","1,564,000","2,739,000","1,840,000","1,996,000","1,827,000","986,000","1,020,000","1,029,000","1,362,000","1,285,000","1,401,000","1,344,000","1,246,000","1,734,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
