name,ttm,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993,08/31/1993,05/31/1993,02/28/1993,11/30/1992,08/31/1992,05/31/1992,02/29/1992,11/30/1991,08/31/1991,05/31/1991,02/28/1991,11/30/1990,08/31/1990,05/31/1990,02/28/1990,11/30/1989,08/31/1989,05/31/1989,02/28/1989,11/30/1988
		DeferredTax,"98,000","90,000","1,693,000","40,000","-1,725,000","1,178,000","605,000","242,000","-12,233,000","-646,000","482,000","245,000","8,163,000","369,000","861,000","-497,000","12,508,000","244,000","-22,644,000","2,031,000","2,800,000","-499,000","-600,000","-746,000","3,865,000","56,000","5,952,000","26,000","-10,141,000","-372,000","7,019,000","21,000","8,573,000","56,000","5,000","-195,000","20,587,000","2,000","95,000","-18,000","-692,000","0","311,000","51,000","7,720,000","-22,000","187,000","5,433,000","1,019,000","26,000","-305,000","-35,000","1,574,000","-83,000","-111,000","-52,000","1,254,000","106,000","-181,000","27,000",,,,,,,,,,,,,,,,,,,,,,,,"328,000",,,,"307,000","1,006,000","-2,349,000","2,495,000","200,000","1,100,000","300,000","500,000","400,000","400,000","600,000","0","300,000",,"300,000","200,000","300,000","1,200,000","200,000","200,000","200,000","-500,000","500,000",,,"-400,000","400,000","400,000","600,000",,"-400,000","300,000","500,000","-200,000",,,"400,000","200,000","300,000","300,000","400,000","200,000","400,000","300,000","400,000","400,000","400,000","-800,000","1,600,000"
			DeferredIncomeTax,"98,000","90,000","1,693,000","40,000","-1,725,000","1,178,000","605,000","242,000","-12,233,000","-646,000","482,000","245,000","8,163,000","369,000","861,000","-497,000","12,508,000","244,000","-22,644,000","2,031,000","2,800,000","-499,000","-600,000","-746,000","3,865,000","56,000","5,952,000","26,000","-10,141,000","-372,000","7,019,000","21,000","8,573,000","56,000","5,000","-195,000","20,587,000","2,000","95,000","-18,000","-692,000","0","311,000","51,000","7,720,000","-22,000","187,000","5,433,000","1,019,000","26,000","-305,000","-35,000","1,574,000","-83,000","-111,000","-52,000","1,254,000","106,000","-181,000","27,000",,,,,,,,,,,,,,,,,,,,,,,,"328,000",,,,"307,000","1,006,000","-2,349,000","2,495,000","200,000","1,100,000","300,000","500,000","400,000","400,000","600,000","0","300,000",,"300,000","200,000","300,000","1,200,000","200,000","200,000","200,000","-500,000","500,000",,,"-400,000","400,000","400,000","600,000",,"-400,000","300,000","500,000","-200,000",,,"400,000","200,000","300,000","300,000","400,000","200,000","400,000","300,000","400,000","400,000","400,000","-800,000","1,600,000"
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"533,000","-98,000","217,000","229,000","239,000","407,000","67,000","861,000","67,000","66,000","67,000","67,000","67,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"8,932,000","2,153,000","3,056,000","1,905,000","1,818,000","1,927,000","1,644,000","1,622,000","1,382,000","1,390,000","1,652,000","1,575,000","1,480,000","1,485,000","1,614,000","1,182,000","1,099,000","1,122,000","1,303,000","1,114,000","781,000","7,311,000","2,355,000","2,015,000","2,003,000","1,088,000","1,277,000","1,260,000","953,000","1,044,000","1,754,000","1,615,000","1,060,000","1,153,000","1,905,000","1,483,000","1,264,000","1,354,000","1,992,000","1,705,000","1,512,000","1,501,000","2,033,000","1,668,000","1,552,000","1,688,000","1,808,000","1,684,000","1,592,000","1,222,000","489,000","359,000","264,000","265,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"2,208,000","334,000","435,000","430,000","1,009,000","171,000","378,000","413,000","2,885,000","413,000","405,000","399,000","1,105,000","280,000","-7,719,000","437,000","432,000","435,000","431,000","441,000","395,000","391,000","396,000","383,000","422,000","421,000","418,000","418,000","391,000","389,000","325,000","397,000","417,000","625,000","412,000","412,000","374,000","361,000","360,000","361,000","1,028,000","-45,157,000","45,472,000","158,000","147,000","147,000","-22,000","317,000","-453,000","340,000","539,000","142,000","137,000","127,000","-146,000","399,000","547,000","321,000","694,000","309,000","256,000","282,000","456,000","228,000","510,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000",,,,,"-200,000",,,"100,000",,,,,,,,,,,,,,,,,"-200,000",,,"-200,000","3,300,000","200,000",,,,,,"-100,000","200,000","0","-200,000","100,000",,,"200,000","-100,000"
		ChangeInWorkingCapital,"-116,979,000","-10,726,000","-13,425,000","-55,114,000","-37,714,000","-12,368,000","13,781,000","-17,745,000","30,570,000","19,939,000","21,245,000","-23,486,000","-1,804,000","-3,976,000","28,977,000","-32,282,000","-12,093,000","-14,491,000","10,688,000","-12,872,000","-15,860,000","-12,609,000","5,960,000","11,493,000","-16,884,000","3,481,000","-3,114,000","309,000","27,097,000","-1,205,000","853,000","-4,635,000","4,907,000","-27,717,000","-5,336,000","15,182,000","743,000","-572,000","-9,917,000","6,588,000","14,349,000","319,000","-8,613,000","-13,650,000","-14,213,000","-13,516,000","-29,277,000","-19,601,000","-1,684,000","-2,148,000","-14,421,000","8,345,000","15,618,000","12,370,000","1,380,000","-6,951,000","8,309,000","-6,766,000","4,688,000","-4,605,000","230,000","-4,647,000","-221,000","-5,954,000","-2,169,000","-1,030,000","-16,957,000","-2,829,000","-2,303,000","-6,126,000","-2,724,000","-4,989,000","12,541,000","9,373,000","2,684,000","2,491,000","-666,000","-5,707,000","-2,542,000","1,802,000","8,833,000","-14,437,000","5,825,000","-5,705,000","11,729,000","-1,000,000","5,044,000","-2,594,000","-2,820,000","3,490,000","-1,964,000","3,000,000","4,400,000","-9,000,000","1,200,000","2,200,000","600,000","-10,200,000","2,400,000","-2,100,000","1,400,000","300,000","1,900,000","0","-3,300,000","-2,200,000","2,000,000","-2,100,000","7,200,000","-4,000,000","3,100,000","-3,200,000","1,000,000","100,000","-8,400,000","-2,300,000","400,000","4,900,000","-2,400,000","700,000","3,900,000","2,500,000","-3,100,000","-3,500,000","600,000","1,600,000","-200,000","-3,600,000","-2,500,000","600,000","-2,600,000","300,000","1,600,000","2,100,000","0","-1,700,000"
			ChangeInReceivables,"-41,026,000","-4,143,000","-2,272,000","-25,583,000","-9,028,000","4,854,000","6,364,000","-18,875,000","10,072,000","9,384,000","7,904,000","-12,771,000","-72,000","-615,000","9,663,000","-12,165,000","-4,905,000","-584,000","5,948,000","-12,879,000","-1,114,000","-8,231,000","225,000","-13,112,000","1,749,000","830,000","10,848,000","-17,376,000","5,969,000","1,585,000","4,991,000","-16,039,000","32,000","-2,028,000","3,433,000","-12,978,000","5,433,000","-905,000","7,263,000","-18,457,000","5,390,000","-1,287,000","4,402,000","-16,100,000","-447,000","-2,896,000","-264,000","-17,274,000","1,408,000","-826,000","4,851,000","-11,741,000","5,691,000","1,270,000","7,945,000","-10,827,000","5,015,000","-3,017,000","4,937,000","-15,477,000","5,774,000","-2,833,000","4,181,000","-12,031,000","1,787,000","-1,372,000","-443,000","-6,949,000","4,225,000","-3,391,000","2,665,000","-11,924,000","5,592,000","-2,120,000","4,871,000","-10,327,000","6,168,000","-3,290,000","2,691,000","-8,798,000","4,512,000","-1,184,000","3,685,000","-5,855,000","2,894,000","93,000","3,385,000","-7,818,000","1,983,000","517,000","1,480,000","-6,200,000","-400,000","-2,100,000","300,000","-3,400,000","4,100,000","-4,400,000","3,400,000","-5,800,000","400,000","-1,200,000","1,400,000","-3,100,000","2,400,000","-400,000","2,400,000","-6,700,000","2,000,000","-3,200,000","2,600,000","-4,300,000","1,700,000","-3,300,000","200,000","-3,800,000","1,100,000","-600,000","100,000","-3,200,000","1,600,000","-1,000,000","1,000,000","-4,200,000","2,400,000","-400,000","1,000,000","-2,800,000","800,000","2,000,000","1,100,000","-4,500,000","-100,000","1,400,000","1,000,000","-3,200,000"
			ChangeInInventory,"-31,600,000","8,931,000","-2,564,000","-14,625,000","-23,342,000","-9,584,000","-6,070,000","1,783,000","-1,496,000","-9,695,000","4,930,000","1,195,000","-5,915,000","768,000","-4,528,000","-1,061,000","-2,098,000","-3,657,000","-2,414,000","-2,882,000","-6,862,000","-506,000","1,707,000","7,526,000","-2,596,000","-670,000","1,281,000","3,452,000","3,478,000","864,000","-7,223,000","645,000","-9,000,000","-623,000","-3,317,000","8,490,000","-1,924,000","1,962,000","887,000","221,000","910,000","1,028,000","-3,680,000","2,332,000","-9,578,000","-8,233,000","-5,843,000","-4,759,000","-9,502,000","2,129,000","-1,468,000","4,510,000","3,729,000","4,646,000","-2,983,000","-2,940,000","-1,192,000","1,285,000","-2,075,000","166,000","-5,242,000","689,000","-2,839,000","-421,000","-7,337,000","1,599,000","-19,000","309,000","-5,110,000","2,228,000","665,000","3,800,000","4,039,000","-2,376,000","-1,243,000","3,098,000","1,697,000","-1,844,000","-3,348,000","2,947,000","2,650,000","-1,644,000","-3,363,000","-37,000","664,000","2,756,000","1,319,000","422,000","-3,039,000","971,000","-2,741,000","5,300,000","1,100,000","1,200,000","1,100,000","300,000","-1,800,000","-1,700,000",,,"700,000","-800,000","-1,500,000","-900,000","1,200,000","-700,000","-200,000","-700,000","900,000","700,000","1,300,000","-3,800,000","-1,200,000","-1,300,000","-1,700,000","300,000","-1,000,000","1,100,000","-400,000","1,000,000","1,500,000","100,000","-100,000","-400,000","-1,900,000","0","-400,000","-900,000","-2,000,000","-1,900,000","-700,000","3,100,000","400,000","800,000","-100,000","-600,000"
			ChangeInPrepaidAssets,"-16,000","5,708,000","-4,215,000","5,608,000","-7,117,000","-1,925,000","3,353,000","282,000","-8,132,000","8,222,000","2,800,000","-5,571,000","-11,093,000","1,292,000","16,255,000","6,372,000","-16,917,000","918,000","3,949,000","11,519,000","-22,446,000","-405,000","-10,613,000","26,877,000","-45,683,000","1,991,000","-18,549,000","12,567,000","12,160,000","-2,309,000","-11,835,000","14,740,000","-8,112,000","-3,985,000","-10,082,000","18,672,000","-5,561,000","-5,856,000","-14,048,000","9,166,000","14,467,000","-1,701,000","-32,000","-3,137,000","2,169,000","-1,124,000","1,151,000","-2,443,000","1,270,000","-921,000","1,640,000","-2,088,000","646,000","411,000","1,337,000","-3,568,000","1,222,000","897,000","-77,000","-2,033,000","46,000","501,000","1,917,000","-3,086,000","497,000","563,000","1,045,000","-2,285,000","1,104,000","992,000","1,032,000","-2,763,000","-1,053,000","361,000","-870,000","947,000","-20,000","-79,000","277,000","-270,000","-74,000","20,000","35,000","-21,000","21,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInPayablesAndAccruedExpense,"-4,395,000","-8,751,000","376,000","-11,947,000","15,927,000","6,118,000","9,788,000","-251,000","21,764,000","-5,033,000","142,000","-7,709,000","17,994,000","-2,677,000","7,936,000","-20,915,000","21,535,000","627,000","3,192,000","-8,548,000","17,385,000","-462,000","14,349,000","-9,950,000","27,272,000","3,236,000","-1,451,000","2,946,000","2,007,000","-2,044,000","12,458,000","-2,237,000","27,107,000","-17,159,000","3,181,000","7,407,000","48,000","8,356,000","-10,378,000","13,556,000","-8,876,000","6,508,000","-6,562,000","10,760,000","4,359,000","14,225,000","-19,289,000","10,008,000","8,586,000","4,629,000","-20,132,000","19,198,000","2,039,000","1,065,000","-4,179,000","-1,199,000","7,018,000","-3,067,000","-1,579,000","7,234,000","3,939,000","-684,000","-1,038,000","77,000","2,268,000","3,692,000","-4,818,000","4,771,000","377,000","-427,000","1,336,000","1,680,000","-6,614,000","9,510,000","-1,123,000","-3,427,000","-797,000","-2,888,000","5,662,000","11,690,000","2,364,000","-2,398,000","226,000","-2,862,000","6,343,000","-5,163,000","-1,210,000","-113,000","3,017,000","-1,377,000","-159,000","500,000","800,000","-2,400,000","0","3,900,000","300,000","-200,000","2,000,000","-1,100,000","100,000","-1,400,000","1,300,000","1,400,000","-1,600,000","200,000","-400,000","500,000","2,000,000","-200,000","-1,000,000","-300,000","1,700,000","2,800,000","-4,400,000","1,300,000","1,300,000","1,100,000","200,000","-600,000","500,000","-100,000","-2,800,000","1,200,000",,"-400,000","-700,000","-100,000","400,000","800,000","-2,600,000","3,400,000","-500,000","-100,000","-300,000","1,200,000"
