name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,06/30/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985
TotalAssets,"1,118,600,000","1,077,700,000","3,689,100,000","3,602,300,000","3,487,300,000","3,401,100,000","3,405,400,000","3,367,200,000","3,627,100,000","3,261,600,000","3,311,000,000","3,301,000,000","3,259,700,000","3,221,500,000","3,312,900,000","3,330,800,000","3,423,700,000","3,350,000,000","3,615,200,000","3,583,500,000","3,539,300,000","3,461,000,000","3,318,000,000","3,285,200,000","3,354,800,000","3,319,600,000","3,323,200,000","3,329,100,000","3,412,500,000","3,381,100,000","3,367,000,000","3,354,400,000","3,383,500,000","3,216,100,000","3,186,100,000","3,278,300,000","3,473,800,000","3,406,900,000","3,415,500,000","3,331,200,000","3,290,900,000","3,207,400,000","3,048,300,000","2,968,400,000","3,099,700,000","10,155,000","9,679,000","8,617,000","9,700,000","10,100,000","10,000,000","10,400,000","10,100,000","9,600,000","9,200,000","9,100,000","5,400,000","5,600,000","5,800,000","6,900,000","7,700,000","8,600,000","8,800,000","9,100,000","12,400,000","27,800,000","28,200,000","27,400,000","43,400,000","28,700,000","30,700,000","25,500,000","40,000,000","32,500,000","33,000,000","27,800,000","43,900,000","38,800,000","39,100,000","31,700,000","39,900,000","32,200,000","36,200,000","35,600,000","52,700,000","45,800,000","42,600,000","39,100,000","48,800,000","36,000,000","35,800,000","34,700,000","30,900,000"
	CurrentAssets,"520,100,000","474,800,000","1,262,700,000","1,144,900,000","1,013,000,000","907,700,000","1,015,500,000","1,015,300,000","1,264,300,000","968,600,000","1,013,500,000","969,400,000","982,900,000","966,500,000","1,025,200,000","1,035,200,000","997,700,000","954,900,000","1,263,300,000","1,226,300,000","1,178,100,000","1,105,500,000","932,800,000","895,500,000","1,176,100,000","1,122,200,000","1,100,500,000","1,072,900,000","1,126,300,000","1,144,200,000","1,130,100,000","1,083,400,000","1,120,800,000","943,600,000","963,800,000","1,070,400,000","1,247,100,000","1,155,100,000","1,171,600,000","1,089,900,000","1,018,300,000","908,200,000","960,900,000","853,200,000","981,400,000","5,801,000","5,517,000","4,519,000","5,500,000","5,800,000","5,600,000","6,000,000","5,800,000","5,400,000","5,400,000","5,200,000","5,400,000","5,600,000","5,800,000","6,900,000","7,700,000","8,600,000","8,800,000","9,100,000","10,800,000","26,200,000","23,800,000","22,800,000","38,800,000","24,300,000","26,300,000","20,900,000","35,400,000","27,700,000","28,200,000","23,000,000","38,900,000","33,700,000","33,800,000","26,300,000","34,400,000","26,600,000","30,500,000","29,700,000","46,600,000","39,600,000","36,600,000","32,800,000","42,700,000","29,700,000","31,000,000","29,800,000","25,600,000"
		CashCashEquivalentsAndShortTermInvestments,"73,200,000","96,600,000","477,600,000","390,700,000","307,300,000","255,600,000","326,600,000","353,400,000","573,400,000","277,000,000","319,800,000","271,800,000","292,500,000","297,100,000","223,500,000","179,000,000","217,600,000","234,800,000","531,300,000","516,200,000","490,100,000","429,300,000","208,500,000","183,200,000","484,600,000","436,400,000","374,700,000","329,700,000","370,300,000","394,900,000","361,300,000","311,300,000","339,000,000","192,700,000","206,400,000","334,900,000","524,100,000","452,500,000","440,200,000","392,900,000","298,000,000","225,600,000","361,800,000","231,800,000","391,000,000","646,000","574,000","85,000","200,000",,"200,000","100,000","100,000","200,000","700,000","700,000","4,500,000","4,600,000","4,200,000","5,300,000","5,200,000","5,700,000","5,500,000","5,800,000","5,700,000","200,000","200,000","300,000","300,000","300,000","200,000","200,000","100,000","300,000","500,000","200,000","400,000","400,000","400,000","300,000","600,000","500,000","400,000","400,000","1,000,000","800,000","500,000","600,000","500,000","400,000","500,000","2,000,000","3,400,000"
			CashAndCashEquivalents,"73,200,000","96,600,000","477,600,000","390,700,000","307,300,000","255,600,000","326,600,000","353,400,000","573,400,000","277,000,000","319,800,000","271,800,000","292,500,000","297,100,000","223,500,000","179,000,000","217,600,000","234,800,000","531,300,000","516,200,000","490,100,000","429,300,000","208,500,000","183,200,000","484,600,000","436,400,000","374,700,000","329,700,000","370,300,000","394,900,000","361,300,000","311,300,000","339,000,000","192,700,000","206,400,000","334,900,000","524,100,000","452,500,000","440,200,000","392,900,000","298,000,000","225,600,000","361,800,000","231,800,000","391,000,000","646,000","574,000","85,000","200,000",,"200,000","100,000","100,000","200,000","700,000","700,000","4,500,000","4,600,000","4,200,000","5,300,000","5,200,000","5,700,000","5,500,000","5,800,000","5,700,000","200,000","200,000","300,000","300,000","300,000","200,000","200,000","100,000","300,000","500,000","200,000","400,000","400,000","400,000","300,000","600,000","500,000","400,000","400,000","1,000,000","800,000","500,000","600,000","500,000","400,000","500,000","2,000,000","3,400,000"
		Receivables,"199,500,000","177,200,000","341,600,000","336,100,000","311,600,000","284,600,000","290,300,000","272,100,000","334,700,000","294,300,000","301,000,000","307,400,000","337,600,000","290,900,000","338,500,000","309,200,000","392,300,000","313,100,000","333,500,000","312,700,000","322,900,000","299,700,000","324,300,000","305,400,000","317,600,000","276,200,000","308,200,000","318,500,000","336,000,000","316,200,000","343,800,000","339,300,000","368,300,000","320,000,000","352,800,000","347,200,000","350,400,000","295,900,000","327,900,000","314,200,000","342,000,000","299,600,000","267,200,000","293,800,000","270,100,000","4,157,000","3,993,000","3,460,000","4,200,000","4,700,000","3,900,000","5,000,000","3,900,000","4,400,000","3,800,000","3,000,000",,,"100,000",,,"200,000","100,000","500,000","2,500,000","23,300,000","12,100,000","10,100,000","22,900,000","10,000,000","14,900,000","9,500,000","20,700,000","12,100,000","13,700,000","8,500,000","20,500,000","13,900,000","17,000,000","10,300,000","20,000,000","13,300,000","16,000,000","12,300,000","25,300,000","19,300,000","18,400,000","13,800,000","20,200,000","13,000,000","12,400,000","12,600,000","11,000,000"
			AccountsReceivable,"172,100,000","144,100,000","333,200,000","330,300,000","310,200,000","274,800,000","290,300,000","272,100,000","334,700,000","283,100,000","301,000,000","307,400,000","334,300,000","282,200,000","314,000,000","295,400,000","373,200,000","313,100,000","333,500,000","312,700,000","322,900,000","279,900,000","307,000,000","305,400,000","317,600,000","276,200,000","308,200,000","318,500,000","336,000,000","316,200,000","343,800,000","339,300,000","368,300,000","320,000,000","352,800,000","347,200,000","350,400,000","295,900,000","327,900,000","314,200,000","342,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,"145,300,000",,,,"278,200,000",,,"338,100,000",,,,"337,400,000",,,,"385,900,000",,,,"333,500,000",,,,"326,500,000",,,,"352,800,000",,,,"374,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-1,200,000",,,,"-3,400,000",,,"-3,400,000",,,,"-3,100,000",,,,"-12,700,000",,,,"-10,600,000",,,,"-8,900,000",,,,"-16,800,000",,,,"-6,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"27,400,000","33,100,000","8,400,000","5,800,000","1,400,000","9,800,000",,,,"11,200,000",,,"3,300,000","8,700,000","24,500,000","13,800,000","19,100,000",,,,,"19,800,000","17,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"224,300,000","184,500,000","386,400,000","360,900,000","348,400,000","330,100,000","355,700,000","348,800,000","317,500,000","349,300,000","344,600,000","351,300,000","316,500,000","339,400,000","334,900,000","335,800,000","344,800,000","349,900,000","349,600,000","345,500,000","314,900,000","339,100,000","355,000,000","355,500,000","327,200,000","358,200,000","368,600,000","372,600,000","367,700,000","382,000,000","373,600,000","380,600,000","359,700,000","379,300,000","355,700,000","340,000,000","326,200,000","356,900,000","349,300,000","334,900,000","322,800,000","329,600,000","292,100,000","290,800,000","283,800,000",,,,,,"500,000",,,,,,,,,,,,,,"2,100,000","2,300,000","10,800,000","11,600,000","14,700,000","13,500,000","10,600,000","10,900,000","14,100,000","14,600,000","13,200,000","13,600,000","17,400,000","19,000,000","15,900,000","15,200,000","13,200,000","11,600,000","11,600,000","15,000,000","19,300,000","17,700,000","15,800,000","17,200,000","21,600,000","15,600,000","17,400,000","14,500,000","10,800,000"
