name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999
OperatingCashFlow,"121,094,000","1,573,000","22,228,000","40,254,000","57,039,000","24,725,000","38,026,000","24,745,000","8,823,000","5,150,000","22,113,000","-202,000","25,443,000","17,891,000","27,281,000","34,330,000","20,773,000","-15,978,000","-4,350,000","18,598,000","15,322,000","24,673,000","9,714,000","9,574,000","11,453,000","4,946,000","7,441,000","6,526,000","3,859,000","-7,889,000","39,821,000","1,632,000","3,774,000","-25,748,000","-6,794,000","1,925,000","25,234,000","-1,074,000","1,025,000","7,052,000","7,406,000","2,453,000","7,898,000","-3,944,000","5,338,000","4,464,000","5,778,000","1,197,000","6,250,000","-7,177,000","6,104,000","4,129,000","8,701,000","-21,807,000","-2,770,000","20,578,000","1,143,000","5,752,000","2,023,000","7,248,000","2,063,000","11,347,000","-14,198,000","518,000","1,362,000","3,172,000","12,682,000","10,821,000","-3,639,000","-1,298,000","7,508,000","13,887,000","11,404,000","3,148,000","4,566,000","2,350,000","-4,882,000","791,000","1,174,000","12,998,000","-30,032,000","22,247,000","10,602,000","17,652,000","29,681,000","-18,920,000","18,014,000","-33,428,000","1,061,000","10,329,000","5,962,000","7,467,000","5,100,000"
	CashFlowFromContinuingOperatingActivities,"121,094,000","1,573,000","22,228,000","40,254,000","57,039,000","24,725,000","38,026,000","24,745,000","8,823,000","5,150,000","22,113,000","-202,000","25,443,000","17,891,000","27,281,000","34,330,000","20,773,000","-15,978,000","-4,350,000","18,598,000","15,322,000","24,673,000","9,714,000","9,574,000","11,453,000","4,946,000","7,441,000","6,526,000","3,859,000","-7,889,000","39,821,000","1,632,000","3,774,000","-25,748,000","-6,794,000","1,925,000","25,234,000","-1,074,000","1,025,000","7,052,000","7,406,000","2,453,000","7,898,000","-3,944,000","5,338,000","4,464,000","5,778,000","1,197,000","6,250,000","-7,177,000","6,104,000","4,129,000","8,701,000","-21,807,000","-2,770,000","20,578,000","1,143,000","5,752,000","2,023,000","7,248,000","2,063,000","11,347,000","-14,198,000","518,000","1,362,000","3,172,000","12,682,000","10,821,000","-3,639,000","-1,298,000","7,508,000","13,887,000","11,404,000","3,148,000","4,566,000","2,350,000","-4,882,000","791,000","1,174,000","12,998,000","-30,032,000","22,247,000","10,602,000","17,652,000","29,681,000","-18,920,000","18,014,000","-33,428,000","1,061,000","10,329,000","5,962,000","7,467,000","5,100,000"
		NetIncomeFromContinuingOperations,"49,187,000","12,824,000","13,341,000","12,696,000","10,326,000","3,472,000","-3,050,000","-8,812,000","-21,217,000","-44,352,000","-23,538,000","-37,738,000","-17,055,000","-6,932,000","7,199,000","-9,065,000","-5,632,000","-13,613,000","-31,923,000","4,376,000","12,177,000","-5,604,000","-8,611,000","-6,479,000","-2,340,000","-10,784,000","-7,234,000","-11,526,000","-15,660,000","-23,548,000","-13,105,000","-19,330,000","-16,231,000","-25,057,000","-15,987,000","-35,000","3,184,000","-2,220,000",,,,,,,"-2,087,000","-6,841,000","8,929,000","2,712,000",,"3,676,000","-1,379,000","-5,482,000","884,000","-2,174,000","2,466,000","1,639,000","772,000","-160,000","4,136,000","3,633,000","-5,046,000","-2,364,000","-1,860,000","-4,927,000","-4,335,000","2,841,000","5,650,000","4,353,000","123,000","-1,257,000","9,950,000","4,126,000","2,349,000","-1,106,000","-5,606,000","2,615,000","-165,078,000","-7,632,000","-19,739,000","-4,731,000","2,497,000","-139,799,000","-10,652,000","-36,008,000","-11,363,000","-70,115,000","8,062,000","4,533,000","589,000","9,057,000","6,355,000","4,047,000","2,900,000"
		OperatingGainsLosses,,,,,,,,,,,,,,,"428,000","-154,000","963,000","0","0","-3,757,000",,,,,,,,,,,,,"2,632,000","684,000","50,000","188,000","794,000","574,000","404,000","-11,166,000","-1,272,000",,,,"4,776,000","1,791,000",,,"334,000","4,004,000",,,"152,000","2,092,000","0","94,000","307,000","0",,,"-1,109,000","-145,000","-302,000","1,610,000","-3,577,000","2,539,000","1,676,000","2,639,000","808,000","535,000","260,000","50,000","6,777,000","0","0","762,000","-2,025,000","5,348,000",,,"1,900,000","174,679,000","-4,790,000","13,910,000","49,455,000","70,186,000","1,257,000","960,000",,,,,
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-922,000","684,000","238,000","0","166,000","0","86,000","-11,537,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-350,000","291,000","74,000","-445,000","371,000","-1,321,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,"-154,000","-210,000","0","0","-3,757,000",,,,,,,,,,,,,,,,"538,000","337,000","500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,"0","0","508,000","-274,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"44,009,000","9,368,000","10,031,000","11,595,000","13,015,000","13,185,000","13,899,000","15,218,000","15,642,000","16,156,000","12,180,000","19,843,000","13,113,000","12,732,000","13,172,000","13,856,000","15,868,000","14,072,000","11,682,000","7,434,000","4,843,000","5,072,000","6,348,000","10,077,000","10,261,000","10,551,000","10,393,000","11,967,000","12,154,000","12,226,000","12,365,000","12,038,000","12,695,000","15,564,000","9,417,000","1,723,000","1,474,000","1,464,000","1,484,000","1,609,000","1,764,000","1,770,000","1,772,000","1,860,000","3,919,000","1,824,000","1,609,000","1,539,000","1,284,000","1,281,000","1,376,000","1,647,000","1,702,000","1,455,000","1,088,000","1,657,000","1,577,000","1,909,000","2,099,000","2,957,000","2,707,000","2,975,000","2,919,000","3,373,000","3,770,000","4,056,000","3,707,000","5,057,000","5,530,000","5,842,000","6,161,000","6,346,000","6,612,000","7,107,000","6,674,000","5,853,000","6,425,000","2,161,000","7,413,000","10,653,000","17,991,000","15,260,000","23,031,000","22,472,000","21,553,000","14,194,000","11,151,000","9,960,000","9,216,000","1,222,000","2,013,000","1,712,000","2,300,000"
			DepreciationAndAmortization,"44,009,000","9,368,000","10,031,000","11,595,000","13,015,000","13,185,000","13,899,000","15,218,000","15,642,000","16,156,000","12,180,000","19,843,000","13,113,000","12,732,000","13,172,000","13,856,000","15,868,000","14,072,000","11,682,000","7,434,000","4,843,000","5,072,000","6,348,000","10,077,000","10,261,000","10,551,000","10,393,000","11,967,000","12,154,000","12,226,000","12,365,000","12,038,000","12,695,000","15,564,000","9,417,000","1,723,000","1,474,000","1,464,000","1,484,000","1,609,000","1,764,000","1,770,000","1,772,000","1,860,000","3,919,000","1,824,000","1,609,000","1,539,000","1,284,000","1,281,000","1,376,000","1,647,000","1,702,000","1,455,000","1,088,000","1,657,000","1,577,000","1,909,000","2,099,000","2,957,000","2,707,000","2,975,000","2,919,000","3,373,000","3,770,000","4,056,000","3,707,000","5,057,000","5,530,000","5,842,000","6,161,000","6,346,000","6,612,000","7,107,000","6,674,000","5,853,000","6,425,000","2,161,000","7,413,000","10,653,000","17,991,000","15,260,000","23,031,000","22,472,000","21,553,000","14,194,000","11,151,000","9,960,000","9,216,000","1,222,000","2,013,000","1,712,000","2,300,000"
				Depreciation,"20,484,000","5,091,000","5,078,000","5,155,000","5,160,000","5,330,000","5,744,000","6,727,000","6,884,000","7,468,000","2,833,000","11,418,000","6,863,000","6,550,000","6,693,000","6,783,000","8,054,000","7,324,000","4,968,000","3,125,000","2,902,000","2,884,000","2,395,000","2,437,000","2,598,000","2,838,000","2,290,000","3,076,000","3,180,000","3,246,000","3,369,000","3,037,000","2,861,000","3,624,000","2,706,000","1,437,000","1,154,000","1,097,000","1,121,000","1,171,000","1,347,000","1,399,000","1,261,000","1,341,000",,,,,,,,,,,,,"1,577,000","1,909,000","1,762,000","1,945,000","1,695,000","1,963,000","1,907,000","2,361,000","2,758,000","3,044,000","2,932,000","3,165,000","3,639,000","3,948,000","4,265,000","4,392,000","4,591,000","5,017,000","5,232,000","5,301,000",,,"5,630,000","8,652,000","7,738,000","8,101,000","7,796,000","7,747,000","6,282,000","5,940,000","4,122,000","2,984,000","2,139,000","1,194,000","1,982,000","1,677,000",
				AmortizationCashFlow,"23,525,000","4,277,000","4,953,000","6,440,000","7,855,000","7,855,000","8,155,000","8,491,000","8,758,000","8,688,000","9,347,000","8,425,000","6,250,000","6,182,000","6,479,000","7,073,000","7,814,000","6,748,000","6,714,000","4,309,000","1,941,000","2,188,000","3,953,000","7,640,000","7,663,000","7,713,000","8,103,000","8,891,000","8,974,000","8,980,000","8,996,000","9,001,000","9,834,000","11,940,000","6,711,000","286,000","320,000","367,000","363,000","438,000","417,000","371,000","511,000","519,000",,,,,,,,,,,,,"0","0","337,000","1,012,000","1,012,000","1,012,000","1,012,000","1,012,000","1,012,000","1,012,000","775,000","1,892,000","1,891,000","1,894,000","1,896,000","1,954,000","2,021,000","2,090,000","1,442,000","552,000",,,"1,783,000","2,001,000","10,253,000","7,159,000","15,235,000","14,725,000","15,271,000","8,254,000","7,029,000","6,976,000","7,077,000","28,000","31,000","35,000",
					AmortizationOfIntangibles,"23,525,000","4,277,000","4,953,000","6,440,000","7,855,000","7,855,000","8,155,000","8,491,000","8,758,000","8,688,000","9,347,000","8,425,000","6,250,000","6,182,000","6,479,000","7,073,000","7,814,000","6,748,000","6,714,000","4,309,000","1,941,000","2,188,000","3,953,000","7,640,000","7,663,000","7,713,000","8,103,000","8,891,000","8,974,000","8,980,000","8,996,000","9,001,000","9,834,000","11,940,000","6,711,000","286,000","320,000","367,000","363,000","438,000","417,000","371,000","511,000","519,000",,,,,,,,,,,,,"0","0","337,000","1,012,000","1,012,000","1,012,000","1,012,000","1,012,000","1,012,000","1,012,000","775,000","1,892,000","1,891,000","1,894,000","1,896,000","1,954,000","2,021,000","2,090,000","1,442,000","552,000",,,"1,783,000","2,001,000","10,253,000","7,159,000","15,235,000","14,725,000","15,271,000","8,254,000","7,029,000","6,976,000","7,077,000","28,000","31,000","35,000",
