name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
OperatingCashFlow,"-60,359,000","-21,563,000","-13,169,000","-12,221,000","-13,406,000","-9,743,000","-5,938,000","-3,578,000","-1,888,000","-2,085,000"
	CashFlowFromContinuingOperatingActivities,"-60,359,000","-21,563,000","-13,169,000","-12,221,000","-13,406,000","-9,743,000","-5,938,000","-3,578,000","-1,888,000","-2,085,000"
		NetIncomeFromContinuingOperations,"-84,400,000","-27,747,000","-21,938,000","-19,241,000","-15,474,000","-16,101,000","-35,600,000","-3,842,000","-2,408,000","-1,993,000"
		OperatingGainsLosses,,,,,,,,"270,000","90,000","218,000"
			GainLossOnInvestmentSecurities,,,,,,,,"270,000","90,000","218,000"
		DepreciationAmortizationDepletion,"203,000","53,000","51,000","50,000","49,000","49,000","49,000","46,000","46,000","14,000"
			DepreciationAndAmortization,"203,000","53,000","51,000","50,000","49,000","49,000","49,000","46,000","46,000","14,000"
				Depreciation,"203,000","53,000","51,000","50,000","49,000","49,000","49,000","46,000","46,000","14,000"
		StockBasedCompensation,"18,985,000","6,202,000","5,097,000","5,149,000","2,537,000","538,000","350,000","60,000","57,000","59,000"
		OtherNonCashItems,,,"-19,000","5,000","7,000","8,007,000","30,008,000","9,000","10,000","3,000"
		ChangeInWorkingCapital,"4,860,000","-71,000","3,640,000","1,816,000","-525,000","-2,236,000","-167,000","-121,000","317,000","-386,000"
			ChangeInPrepaidAssets,"-785,000","426,000","1,060,000","-98,000","-2,173,000","-2,568,000","-757,000","-409,000","-54,000","-223,000"
			ChangeInPayablesAndAccruedExpense,"5,825,000","-448,000","2,608,000","1,966,000","1,699,000","383,000","640,000","338,000","421,000","-140,000"
				ChangeInPayable,"15,000","-1,043,000","1,059,000","338,000","-339,000","484,000","-171,000","148,000","112,000","43,000"
					ChangeInAccountPayable,"15,000","-1,043,000","1,059,000","338,000","-339,000","484,000","-171,000","148,000","112,000","43,000"
				ChangeInAccruedExpense,"5,810,000","595,000","1,549,000","1,628,000","2,038,000","-101,000","811,000","190,000","309,000","-183,000"
			ChangeInOtherCurrentLiabilities,"-180,000","-49,000","-28,000","-52,000","-51,000","-51,000","-50,000","-50,000","-50,000","-23,000"
InvestingCashFlow,"-15,000","-15,000","0","0","0","-8,000,000","1,000","0","-5,000","-88,000"
	CashFlowFromContinuingInvestingActivities,"-15,000","-15,000","0","0","0","-8,000,000","1,000","0","-5,000","-88,000"
		NetPPEPurchaseAndSale,"-15,000","-15,000","0","0",,,"1,000","0","-5,000","-88,000"
			PurchaseOfPPE,"-15,000","-15,000","0","0",,,"1,000","0","-5,000","-88,000"
		NetIntangiblesPurchaseAndSale,"0","0","0","0","0","-8,000,000",,"0",,
			PurchaseOfIntangibles,"0","0","0","0","0","-8,000,000",,"0",,
FinancingCashFlow,"168,235,000","0","318,000","-615,000","168,532,000","128,885,000","29,977,000","0","0","0"
	CashFlowFromContinuingFinancingActivities,"168,235,000","0","318,000","-615,000","168,532,000","128,885,000","29,977,000","0","0","0"
		NetCommonStockIssuance,,,"318,000","-615,000",,,,"0",,
			CommonStockIssuance,,,"318,000","-615,000",,,,"0",,
		NetPreferredStockIssuance,"0","0","0","0","0","129,757,000","29,977,000","0","0","0"
			PreferredStockIssuance,"0","0","0","0","0","129,757,000","29,977,000","0","0","0"
		NetOtherFinancingCharges,,,,,,"-872,000",,,,
EndCashPosition,"262,731,000","262,731,000","284,309,000","297,160,000","309,996,000","154,870,000","43,728,000","19,688,000","23,266,000","25,159,000"
	ChangesInCash,"107,861,000","-21,578,000","-12,851,000","-12,836,000","155,126,000","111,142,000","24,040,000","-3,578,000","-1,893,000","-2,173,000"
	BeginningCashPosition,"154,870,000","284,309,000","297,160,000","309,996,000","154,870,000","43,728,000","19,688,000","23,266,000","25,159,000","27,332,000"
CapitalExpenditure,"-15,000","-15,000",,,,"-8,000,000",,,"-5,000","-88,000"
IssuanceOfCapitalStock,"167,363,000","0","318,000","-615,000","167,660,000","129,757,000","29,977,000","0","0","0"
FreeCashFlow,"-60,374,000","-21,578,000","-13,169,000","-12,221,000","-13,406,000","-17,743,000","-5,937,000","-3,578,000","-1,893,000","-2,173,000"
