name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,700,000","12,100,000","11,600,000","-77,800,000","44,700,000","55,200,000","42,000,000","166,200,000","16,714,000",,"17,412,000",,,"34,597,000","88,783,000",,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"131,000,000","29,500,000","34,100,000","33,200,000","34,200,000","38,600,000","50,300,000","43,000,000","47,800,000","47,400,000","48,700,000","49,400,000","59,600,000","49,800,000","47,900,000","42,700,000","40,900,000","40,900,000","40,400,000","42,400,000","43,300,000","49,200,000","41,300,000","39,300,000","40,400,000","38,700,000","37,400,000","36,200,000","36,000,000","40,700,000","33,700,000","34,300,000","33,500,000","36,500,000","30,100,000","33,600,000","35,900,000","33,500,000","33,500,000","-6,400,000","39,700,000","69,600,000","-45,100,000","31,200,000","54,000,000","75,000,000","30,800,000","31,500,000","31,300,000","24,200,000","22,700,000","24,200,000","20,200,000","23,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,800,000","4,600,000","36,000,000","5,500,000","46,000,000","-1,400,000","-10,600,000","1,100,000","-700,000","-2,100,000","-13,000,000","-53,800,000","6,500,000","39,300,000","-6,800,000","-9,300,000","-100,000","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"-411,600,000","-84,200,000","-306,300,000","91,400,000","-112,500,000","-120,900,000","26,000,000","-52,600,000","4,100,000","192,500,000","36,800,000","-82,400,000","-8,600,000","-57,900,000","-79,600,000","-242,700,000","-700,000","-23,200,000","-76,600,000","-50,800,000","-159,800,000","-94,700,000","-370,900,000","-29,600,000","-31,000,000","-78,600,000","-3,700,000","-900,000","8,800,000","-2,700,000","-6,600,000","1,300,000","-16,200,000","-6,600,000","-15,600,000","-2,700,000","-400,000","-17,700,000",,,,,,,,"99,300,000",,,,"22,300,000","3,300,000","7,400,000","1,800,000","29,800,000","-179,800,000","39,800,000","34,700,000","44,600,000",,,,,,,,,,"-41,514,000","-51,052,000","-33,233,000","-59,446,000","-32,529,000","-74,720,000","-79,708,000",,,"-186,616,000","112,031,000","-125,834,000","-36,656,000","-76,621,000","-19,757,000","-135,649,000","-54,540,000","-46,203,000","-36,841,000","-119,150,000","-11,976,000","-434,000"
		ChangeInWorkingCapital,"-651,500,000","-632,400,000","-243,600,000","96,000,000","128,500,000","-275,200,000","222,800,000","147,800,000","79,900,000","-518,800,000","85,400,000","69,100,000","344,900,000","-314,000,000","20,000,000","158,600,000","119,400,000","-351,100,000","-31,700,000","-38,300,000","343,500,000","148,900,000","-327,600,000","84,100,000","1,600,000","-248,800,000","219,900,000","-234,300,000","196,100,000","-359,100,000","-131,600,000","170,200,000","445,700,000","-437,100,000","-10,700,000","63,200,000","464,500,000","-759,000,000","292,300,000","-151,400,000","153,300,000","-377,300,000","119,600,000","201,800,000","-2,800,000","-335,300,000","-267,500,000","238,900,000","88,700,000","-376,600,000","59,600,000","19,300,000","83,600,000","-280,800,000","90,900,000","82,300,000","3,700,000","-335,000,000","78,200,000","121,200,000","70,000,000","-141,700,000","-40,200,000","170,910,000","-24,140,000","189,439,000","71,706,000","-85,173,000","-349,444,000","559,975,000","-5,719,000","-138,826,000","-2,329,000","-23,989,000","137,992,000","-73,888,000","-155,782,000","113,094,000","51,327,000","-567,000","-138,291,000","149,469,000","618,000","-33,224,000","-400,012,000","383,674,000","-64,576,000","17,395,000","-47,686,000"
			ChangeInReceivables,"3,976,000,000","137,700,000","329,900,000","1,161,200,000","2,347,200,000","1,742,900,000","943,700,000","409,200,000","1,168,200,000","1,223,300,000","413,700,000","663,700,000","577,200,000","-720,300,000","1,225,100,000","-135,800,000","-171,300,000","26,400,000","-285,100,000","-809,800,000","-1,166,800,000","-1,157,700,000","-1,134,700,000","-433,600,000","-830,400,000","-993,500,000","-321,500,000","-2,118,500,000","-417,000,000","-1,632,900,000","-32,000,000","168,900,000","118,200,000","-520,900,000","117,300,000","1,500,000","-105,300,000","-606,600,000","-38,100,000","-111,200,000","356,100,000","-93,000,000","172,100,000","301,700,000","118,300,000","-378,700,000","572,700,000","-507,700,000","160,800,000","-449,100,000","13,400,000","-119,300,000","-300,800,000","-61,700,000","633,800,000","292,000,000","227,200,000","-14,200,000","433,900,000","-151,700,000","190,900,000","-532,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInPayablesAndAccruedExpense,"-4,627,500,000","-770,100,000","-573,500,000","-1,065,200,000","-2,218,700,000","-2,018,100,000","-720,900,000","-261,400,000","-1,088,300,000","-1,742,100,000","-328,300,000","-594,600,000","-232,300,000","406,300,000","-1,205,100,000","294,400,000","290,700,000","-377,500,000","250,800,000","954,500,000","1,279,300,000","956,100,000","1,229,900,000","573,700,000","957,100,000","643,200,000","376,900,000","2,206,600,000","545,900,000","1,312,700,000","45,800,000","-42,500,000","-109,500,000","272,100,000","10,500,000","150,800,000","175,600,000","317,800,000","70,600,000","209,900,000","-286,800,000","-154,400,000","-20,400,000","-364,700,000","-166,000,000","56,800,000","-599,200,000","749,300,000","-95,700,000","188,600,000","35,900,000","129,500,000","372,800,000","-233,100,000","-560,900,000","-167,900,000","-222,700,000","-308,300,000","-333,600,000","275,400,000","-133,900,000","384,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
				ChangeInPayable,"-4,627,500,000","-770,100,000","-573,500,000","-1,065,200,000","-2,218,700,000","-2,018,100,000","-720,900,000","-261,400,000","-1,088,300,000","-1,742,100,000","-328,300,000","-594,600,000","-232,300,000","406,300,000","-1,205,100,000","294,400,000","290,700,000","-377,500,000","250,800,000","954,500,000","1,279,300,000","956,100,000","1,229,900,000","573,700,000","957,100,000","643,200,000","376,900,000","2,206,600,000","545,900,000","1,312,700,000","45,800,000","-42,500,000","-109,500,000","272,100,000","10,500,000","150,800,000","175,600,000","317,800,000","70,600,000","209,900,000","-286,800,000","-154,400,000","-20,400,000","-364,700,000","-166,000,000","56,800,000","-599,200,000","749,300,000","-95,700,000","188,600,000","35,900,000","129,500,000","372,800,000","-233,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentAssets,,,,"79,300,000","-69,100,000","-86,800,000","85,900,000","-21,100,000","64,100,000","86,000,000","33,500,000","-68,600,000","15,500,000","-26,800,000","-121,500,000","-236,800,000","700,000","-28,600,000","2,600,000","-183,000,000","231,000,000","350,500,000","-422,800,000","-56,000,000","-125,100,000","101,500,000","164,500,000","-322,400,000","67,200,000","-38,900,000","-145,400,000","43,800,000","437,000,000","-188,300,000","-138,500,000","-89,100,000","394,200,000","-470,200,000",,,,,,,,,,,,"-116,100,000",,"9,100,000","11,600,000","14,000,000",,,,,"-22,100,000",,,"6,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherWorkingCapital,,,,,,,,,,,"33,500,000","-68,600,000","15,500,000","-26,800,000","-121,500,000","-236,800,000","700,000","-28,600,000","-64,800,000","-31,900,000","-157,300,000","-88,500,000","-355,300,000","-13,400,000","-35,200,000","-83,300,000",,,,,,,,,,,,,,"-250,100,000","84,000,000","-129,900,000","-32,100,000","264,800,000","44,900,000","-13,400,000","-241,000,000","-2,700,000",,,,,,,,"-41,800,000","-800,000","-12,500,000",,,,,,"170,910,000",,"189,439,000","71,706,000","-85,173,000","-446,525,000","559,975,000","-5,719,000","-138,826,000","5,681,000","-23,989,000","137,992,000","-73,888,000","-138,771,000","113,094,000","51,327,000","-567,000","-63,659,000","149,469,000","618,000","-33,224,000","-352,691,000","383,674,000","-64,576,000","17,395,000",
		DividendReceivedCFO,"48,700,000","2,800,000","4,300,000","900,000","40,700,000","2,300,000","4,000,000","600,000","27,300,000","2,000,000","4,000,000","2,800,000","900,000","2,000,000","-700,000","6,500,000","2,500,000","900,000","600,000","1,000,000","600,000","600,000","1,300,000","15,400,000","300,000","600,000","800,000","16,500,000","700,000","700,000","800,000","3,400,000","14,600,000","800,000","900,000","13,700,000","900,000","1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InvestingCashFlow,"-787,100,000","-79,100,000","-268,500,000","-364,400,000","-83,800,000","-131,200,000","-36,100,000","-86,000,000","-291,000,000","-452,000,000","-656,100,000","-235,000,000","-200,900,000","-333,400,000","-215,800,000","-865,400,000","-1,519,700,000","-297,800,000","-471,100,000","-558,300,000","105,900,000","-37,600,000","-238,800,000","-269,000,000","-375,700,000","-107,100,000","-175,300,000","-91,700,000","-31,300,000","-366,500,000","-377,600,000","-479,800,000","-425,300,000","-544,500,000","-221,000,000","59,500,000","-224,800,000","146,400,000","-117,900,000","222,400,000","-22,200,000","-164,700,000","-5,700,000","123,900,000","196,500,000","33,400,000","306,600,000","-85,300,000","-693,200,000","134,100,000","-90,000,000","-36,100,000","26,300,000","-2,600,000","-18,100,000","48,000,000","37,100,000","-135,600,000","-5,600,000","-7,600,000","-12,800,000","-20,400,000","-122,300,000","-91,622,000","7,926,000","46,943,000","-11,218,000","-12,754,000","-25,775,000","-13,535,000","-7,017,000","-64,340,000","-55,742,000","-16,845,000","-11,220,000","-23,482,000","1,301,000","-28,691,000","-105,653,000","-15,064,000","6,245,000","-385,455,000","-118,435,000","-79,766,000","-141,763,000","-253,429,000","-32,535,000","-35,009,000","-7,268,000"
	CashFlowFromContinuingInvestingActivities,"-787,100,000","-79,100,000","-268,500,000","-364,400,000","-83,800,000","-131,200,000","-36,100,000","-86,000,000","-291,000,000","-452,000,000","-656,100,000","-235,000,000","-200,900,000","-333,400,000","-215,800,000","-865,400,000","-1,519,700,000","-297,800,000","-471,100,000","-558,300,000","105,900,000","-37,600,000","-238,800,000","-269,000,000","-375,700,000","-107,100,000","-175,300,000","-91,700,000","-31,300,000","-366,500,000","-377,600,000","-479,800,000","-425,300,000","-544,500,000","-221,000,000","59,500,000","-224,800,000","146,400,000","-117,900,000","222,400,000","-22,200,000","-164,700,000","-5,700,000","123,900,000","196,500,000","33,400,000","306,600,000","-85,300,000","-693,200,000","134,100,000","-90,000,000","-36,100,000","26,300,000","-2,600,000","-18,100,000","48,000,000","37,100,000","-135,600,000","-5,600,000","-7,600,000","-12,800,000","-20,400,000","-122,300,000","-91,622,000","7,926,000","46,943,000","-11,218,000","-12,754,000","-25,775,000","-13,535,000","-7,017,000","-64,340,000","-55,742,000","-16,845,000","-11,220,000","-23,482,000","1,301,000","-28,691,000","-105,653,000","-15,064,000","6,245,000","-385,455,000","-118,435,000","-79,766,000","-141,763,000","-253,429,000","-32,535,000","-35,009,000","-7,268,000"
		NetPPEPurchaseAndSale,"-112,400,000","-23,900,000","-35,600,000","-26,000,000","-26,900,000","-20,300,000","-41,400,000","-26,400,000","-28,000,000","-19,200,000","-48,700,000","-26,600,000","-27,900,000","-21,100,000","-34,200,000","-22,100,000","-25,600,000","-20,600,000","-29,000,000","-22,800,000","-32,800,000","-27,100,000","-46,400,000","-36,000,000","-39,300,000","-26,000,000","-36,400,000","-37,700,000","-27,400,000","-23,000,000","-46,500,000","-36,900,000","-28,400,000","-21,400,000","-21,200,000","-26,700,000","-22,200,000","-18,100,000","-30,900,000","-31,200,000","-18,800,000","-17,800,000","-46,400,000","-7,300,000","-19,900,000","-20,800,000","-32,200,000","-21,700,000","-20,200,000","-15,500,000","-15,800,000","-100,000","-11,800,000","-5,000,000","-14,500,000","-21,200,000","-34,000,000","-14,200,000","-11,200,000","-8,700,000","-4,500,000","-12,200,000","-10,200,000","-6,455,000","-66,691,000","48,994,000","-5,544,000","-12,754,000","-1,485,000","-17,311,000","-5,213,000","-12,377,000","-23,422,000","-16,763,000","-9,898,000","-7,202,000","-34,579,000","-32,063,000","-15,037,000","-6,283,000","-16,196,000","-26,235,000","-32,258,000","-24,352,000","-36,494,000","-17,741,000","-24,501,000","-13,960,000","-29,750,000"
			PurchaseOfPPE,"-112,400,000","-23,900,000","-35,600,000","-26,000,000","-26,900,000","-20,300,000","-41,400,000","-26,400,000","-28,000,000","-19,200,000","-48,700,000","-26,600,000","-27,900,000","-21,100,000","-34,200,000","-22,100,000","-25,600,000","-20,600,000","-29,000,000","-22,800,000","-32,800,000","-27,100,000","-46,400,000","-36,000,000","-39,300,000","-26,000,000","-36,400,000","-37,700,000","-27,400,000","-23,000,000","-46,500,000","-36,900,000","-28,400,000","-21,400,000","-21,200,000","-26,700,000","-22,200,000","-18,100,000","-30,900,000","-31,200,000","-18,800,000","-18,400,000","-46,400,000","-19,900,000","-19,900,000","-20,800,000","-32,200,000","-21,700,000","-20,200,000","-15,500,000","-16,200,000","-6,200,000","-11,800,000","-5,300,000","-14,600,000","-21,300,000","-34,000,000","-14,200,000","-11,300,000","-8,700,000","-4,500,000","-12,200,000","-12,700,000","-6,455,000","-14,440,000","-5,441,000","-5,544,000","-12,754,000","-65,280,000","-17,311,000","-3,051,000","-14,539,000","-28,854,000","-9,934,000","-17,657,000","-8,801,000","-34,579,000","-32,063,000","-15,037,000","-6,283,000","-16,196,000","-26,235,000","-32,258,000","-24,352,000","-36,494,000","-17,741,000","-24,501,000","-13,960,000","-29,750,000"
			SaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","600,000","0",,,,,,,"0","400,000","6,100,000","0","300,000","100,000",,,,,,,,,,"-52,251,000",,,,,,,"2,162,000","5,432,000","-6,829,000","7,759,000","1,599,000",,,,,,,,,,,,,
		NetIntangiblesPurchaseAndSale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SaleOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetBusinessPurchaseAndSale,,,,,,,"0","0",,,"-38,200,000","-11,200,000",,,"0","0",,,"0","-299,200,000","0","0","0","0","-88,700,000","-33,200,000",,"0",,,"0","0",,,,,,,"5,600,000","0","-500,000","-5,100,000","-11,400,000","0","-300,000","-20,000,000","-50,800,000","-12,900,000",,,"-34,200,000","0","0","0","130,900,000","0","-1,300,000","-129,600,000","-43,600,000","-4,400,000",,,"-97,600,000","-99,114,000",,,,,"-23,182,000","152,000","713,000","-51,963,000","-32,321,000","-82,000","-1,322,000","-16,280,000",,,,,"12,367,000","-315,869,000","-97,822,000","-52,196,000","-125,662,000",,,,
			PurchaseOfBusiness,,,,,,,,,,,,,,,"0","0",,,"0","-299,200,000","0","0","0","0","-88,700,000","-33,200,000",,,,,,,,,,,,,"5,600,000","0","-500,000","-5,100,000","-11,400,000","0","-300,000","-20,000,000",,,,,"-34,200,000","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SaleOfBusiness,,,,,,,,"0",,,"-38,200,000","-11,200,000",,,,,,,,,,,,,,,,"0",,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetInvestmentPurchaseAndSale,"-722,400,000","-58,200,000","-264,300,000","-347,500,000","-61,100,000","-111,100,000","-400,000","-95,500,000","-294,200,000","-386,600,000","-608,400,000","-146,200,000","-546,200,000","-394,900,000","-148,300,000","-856,000,000","-27,100,000","-277,200,000","-500,900,000","-273,000,000","110,700,000","-19,800,000","-201,000,000","-240,200,000","-259,800,000","-58,600,000","-144,300,000","-64,700,000","-23,600,000","-358,200,000","-335,800,000","-450,800,000","-479,800,000","-526,900,000","-348,800,000","70,800,000","-207,500,000","160,700,000","-63,200,000","233,700,000","-5,300,000","-148,100,000","44,000,000","121,600,000","200,200,000","71,800,000","386,900,000","-73,300,000","39,200,000","149,600,000","-12,600,000","-37,600,000","12,300,000","2,400,000","175,700,000","-191,300,000","98,100,000","-21,900,000","-146,800,000","5,500,000","-1,900,000","-8,200,000","-14,500,000","13,947,000","20,977,000","-4,314,000",,,,,,,,,,,"35,881,000","3,372,000","-90,616,000","-8,781,000","10,074,000","-43,352,000","11,645,000","-3,217,000",,,,,
