name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015
OperatingCashFlow,"-108,215,000","-32,181,000","-23,366,000","-24,594,000","-28,074,000","-28,517,000","-18,308,000","-16,966,000","-14,734,000","-19,822,000","-13,933,000","-12,145,000","-14,431,000","-14,251,000","-10,211,000","-13,001,000","-12,592,000","-12,851,000","-7,474,000","-6,235,000","-6,110,000","-8,622,000","-6,738,000","-5,472,000","-5,825,000","-7,314,000","-5,605,000","-4,430,000","-3,767,000","-4,123,000"
	CashFlowFromContinuingOperatingActivities,"-108,215,000","-32,181,000","-23,366,000","-24,594,000","-28,074,000","-28,517,000","-18,308,000","-16,966,000","-14,734,000","-19,822,000","-13,933,000","-12,145,000","-14,431,000","-14,251,000","-10,211,000","-13,001,000","-12,592,000","-12,851,000","-7,474,000","-6,235,000","-6,110,000","-8,622,000","-6,738,000","-5,472,000","-5,825,000","-7,314,000","-5,605,000","-4,430,000","-3,767,000","-4,123,000"
		NetIncomeFromContinuingOperations,"-132,225,000","-32,453,000","-32,743,000","-33,366,000","-33,663,000","-30,694,000","-26,159,000","-23,769,000","-20,487,000","-19,210,000","-17,865,000","-16,392,000","-14,943,000","-13,940,000","-16,097,000","-15,007,000","-14,739,000","-14,604,000","-10,748,000","-9,333,000","-7,820,000","-7,533,000","-7,347,000","-6,926,000","-6,661,000","-6,626,000","-6,474,000","-6,090,000","-5,585,000","-4,476,000"
		OperatingGainsLosses,,,"0","0",,,,,,,,,,,,,,,,,,,,,,,"0","-39,000",,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","-39,000",,
		DepreciationAmortizationDepletion,"627,000","177,000","166,000","160,000","124,000","108,000","108,000","74,000",,,"0","0","0","0","0","1,000","4,000","5,000","7,000","7,000","8,000","8,000","8,000","8,000","7,000","8,000","7,000","7,000","3,000","3,000"
			DepreciationAndAmortization,"627,000","177,000","166,000","160,000","124,000","108,000","108,000","74,000",,,"0","0","0","0","0","1,000","4,000","5,000","7,000","7,000","8,000","8,000","8,000","8,000","7,000","8,000","7,000","7,000","3,000","3,000"
				Depreciation,"627,000","177,000","166,000","160,000","124,000","108,000","108,000","74,000",,,"0","0","0","0","0","1,000","4,000","5,000","7,000","7,000","8,000","8,000","8,000","8,000","7,000","8,000","7,000","7,000","3,000","3,000"
		AmortizationOfSecurities,"4,641,000","1,100,000","1,216,000","1,188,000","1,137,000","850,000","368,000","176,000","-24,000","-110,000","-116,000","-128,000","-319,000","-540,000","-636,000","-596,000","-428,000","-275,000","-187,000","-76,000","-16,000","19,000","10,000","16,000","38,000","65,000","67,000","67,000","37,000","0"
		StockBasedCompensation,"25,154,000","6,650,000","6,397,000","6,114,000","5,993,000","5,075,000","3,742,000","3,360,000","2,552,000","3,153,000","2,439,000","2,452,000","2,249,000","2,269,000","1,716,000","2,523,000","2,236,000","2,179,000","1,446,000","1,175,000","1,030,000","894,000","586,000","584,000","429,000","490,000","596,000","534,000","485,000","644,000"
		OtherNonCashItems,,,"0","0",,,,,,,,,,,"17,000","53,000","57,000","57,000","56,000","30,000","16,000","16,000","15,000","16,000",,,"0","0","1,000","578,000"
		ChangeInWorkingCapital,"-7,023,000","-7,655,000","1,598,000","1,310,000","-2,276,000","-3,856,000","3,633,000","3,193,000","3,213,000","-3,655,000","1,609,000","1,923,000","-1,418,000","-2,040,000","4,291,000","25,000","278,000","-213,000","1,952,000","1,962,000","672,000","-2,026,000","-10,000","830,000","351,000","-1,251,000","199,000","1,091,000","985,000","-872,000"
			ChangeInReceivables,,,,,,,,,,"-1,000","17,000","64,000","84,000","45,000","8,000","-2,000","27,000","-41,000","-7,000","95,000","37,000","-46,000","-34,000","25,000","120,000","24,000","-51,000","-7,000","-24,000","-318,000"
				ChangesInAccountReceivables,,,,,,,,,,"-1,000","17,000","64,000","84,000","45,000","8,000","-2,000","27,000","-41,000","-7,000","95,000","37,000","-46,000","-34,000","25,000","120,000","24,000","-51,000","-7,000","-24,000","-318,000"
			ChangeInPrepaidAssets,"-127,000","-2,630,000","1,131,000","678,000","694,000","-2,860,000","-474,000","130,000","1,115,000","-1,482,000","-547,000","-396,000","-288,000","146,000","825,000","-256,000","-402,000","-624,000","-12,000","278,000","-53,000","-409,000","161,000","159,000","158,000","-510,000","-6,000","134,000","-114,000","-664,000"
			ChangeInPayablesAndAccruedExpense,"-6,317,000","-5,251,000","31,000","139,000","-1,236,000","-1,452,000","3,684,000","2,530,000","1,854,000","-2,391,000","2,086,000","2,070,000","-1,235,000","-2,065,000","3,541,000","540,000","478,000","557,000","2,307,000","1,620,000","555,000","-1,430,000","179,000","890,000","74,000","-839,000","131,000","1,124,000","1,343,000","1,017,000"
			ChangeInOtherCurrentAssets,"-634,000","105,000","417,000","432,000","-1,588,000","410,000","373,000","299,000","373,000","160,000","133,000","71,000","-82,000","-239,000","-149,000","-313,000","121,000","-163,000","-388,000","-88,000","171,000","-288,000","-429,000","-274,000","-23,000","74,000","124,000","-159,000","-129,000","0"
			ChangeInOtherCurrentLiabilities,"55,000","121,000","19,000","61,000","-146,000","46,000","50,000","234,000","-130,000","59,000","83,000","57,000","54,000","16,000","66,000","56,000","54,000","58,000","52,000","57,000","-38,000","147,000","113,000","30,000","22,000","0","1,000","-1,000","-91,000","-907,000"
			ChangeInOtherWorkingCapital,,,,,,,"423,000","533,000","243,000","219,000","53,000","57,000","49,000","57,000","-83,000","-257,000","175,000","-105,000","-336,000","-31,000","133,000","-141,000","-316,000","-244,000","-1,000","74,000","125,000","-160,000","-220,000","-907,000"
InvestingCashFlow,"34,423,000","-24,962,000","74,061,000","22,545,000","-37,221,000","-186,220,000","-60,190,000","-45,520,000","-21,687,000","27,461,000","-15,257,000","-55,752,000","8,876,000","15,808,000","4,618,000","-58,061,000","3,857,000","-29,714,000","-4,091,000","-36,294,000","7,433,000","9,534,000","9,680,000","143,000","-5,842,000","8,197,000","-40,448,000","-3,891,000","-26,277,000","-10,000"
	CashFlowFromContinuingInvestingActivities,"34,423,000","-24,962,000","74,061,000","22,545,000","-37,221,000","-186,220,000","-60,190,000","-45,520,000","-21,687,000","27,461,000","-15,257,000","-55,752,000","8,876,000","15,808,000","4,618,000","-58,061,000","3,857,000","-29,714,000","-4,091,000","-36,294,000","7,433,000","9,534,000","9,680,000","143,000","-5,842,000","8,197,000","-40,448,000","-3,891,000","-26,277,000","-10,000"
		NetPPEPurchaseAndSale,"-1,165,000","-49,000","-102,000","-723,000","-291,000","-31,000","-275,000","-665,000","-720,000","-511,000",,,,,,,,,,,,,,,"0","0","-15,000","-22,000","-17,000","-10,000"
			PurchaseOfPPE,"-1,165,000","-49,000","-102,000","-723,000","-291,000","-31,000","-275,000","-665,000","-720,000","-511,000",,,,,,,,,,,,,,,"0","0","-15,000","-22,000","-17,000","-10,000"
		NetInvestmentPurchaseAndSale,"35,588,000","-24,913,000","74,163,000","23,268,000","-36,930,000","-186,189,000","-59,915,000","-44,855,000","-20,967,000","27,972,000","-15,257,000","-55,752,000","8,876,000","15,808,000","4,618,000","-58,061,000","3,857,000","-29,714,000","-4,091,000","-36,294,000","7,433,000","9,534,000","9,680,000","143,000","-5,842,000","8,197,000","-40,433,000","-3,869,000","-26,260,000","0"
			PurchaseOfInvestment,"-273,899,000","-51,400,000","-16,337,000","-76,232,000","-129,930,000","-223,158,000","-128,020,000","-96,125,000","-85,544,000","-11,274,000","-30,747,000","-94,952,000","-51,024,000","-50,848,000","-33,982,000","-96,611,000","-30,643,000","-76,207,000","-21,381,000","-59,894,000","-8,817,000","-10,543,000","-15,220,000","-17,762,000","-19,442,000","-4,003,000","-46,433,000","-3,869,000","-26,260,000","0"
			SaleOfInvestment,"309,487,000","26,487,000","90,500,000","99,500,000","93,000,000","36,969,000","68,105,000","51,270,000","64,577,000","39,246,000","15,490,000","39,200,000","59,900,000","66,656,000","38,600,000","38,550,000","34,500,000","46,493,000","17,290,000","23,600,000","16,250,000","20,077,000","24,900,000","17,905,000","13,600,000","12,200,000",,,"0","0"
FinancingCashFlow,"-3,211,000","303,000","794,000","2,258,000","-6,566,000","79,000","327,036,000","4,683,000","137,368,000","247,000","583,000","559,000","109,857,000","102,000","1,144,000","73,972,000","-125,000","57,650,000","-338,000","53,711,000","189,000","5,000","0","0","7,453,000","0","50,281,000","-252,000","-3,739,000","56,580,000"
	CashFlowFromContinuingFinancingActivities,"-3,211,000","303,000","794,000","2,258,000","-6,566,000","79,000","327,036,000","4,683,000","137,368,000","247,000","583,000","559,000","109,857,000","102,000","1,144,000","73,972,000","-125,000","57,650,000","-338,000","53,711,000","189,000","5,000","0","0","7,453,000","0","50,281,000","-252,000","-3,739,000","56,580,000"
		NetIssuancePaymentsOfDebt,"-6,500,000","0","0","0","-6,500,000","-750,000",,,,,"0","0",,,"377,000","-750,000",,,"-344,000","0",,,"0","0",,,"0","0","0","5,000,000"
			NetLongTermDebtIssuance,"-6,500,000","0","0","0","-6,500,000","-750,000",,,,,"0","0",,,"377,000","-750,000",,,"-344,000","0",,,"0","0",,,"0","0","0","5,000,000"
				LongTermDebtIssuance,,,,,,,,,,,,,,,,,,,,"0",,,"0","0",,,"0","0","0","5,000,000"
				LongTermDebtPayments,"-6,500,000","0","0","0","-6,500,000","-750,000",,,,,"0","0",,,"-250,000","-750,000",,,,,,,,,,,,,,
		NetCommonStockIssuance,,,"0","0",,,"324,335,000","-180,000",,,"-21,000","-213,000","108,399,000","0","2,000","74,520,000","0","57,650,000","-4,000","53,524,000",,,,,"0","0","50,284,000","-255,000","-3,739,000","51,580,000"
			CommonStockIssuance,,,"0","0",,,"324,335,000","-180,000",,,"-21,000","-213,000","108,399,000","0","2,000","74,520,000","0","57,650,000","-4,000","53,524,000",,,,,"0","0","50,284,000","-255,000","-3,739,000","51,580,000"
		ProceedsFromStockOptionExercised,"3,900,000","303,000","794,000","2,258,000","545,000","829,000","2,951,000","4,863,000","2,188,000","247,000","604,000","772,000","1,458,000","102,000","765,000","202,000",,,"10,000","187,000","30,000","5,000",,,,,,,,
		NetOtherFinancingCharges,,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,
EndCashPosition,"34,042,000","34,042,000","90,882,000","39,393,000","39,184,000","111,045,000","325,703,000","77,165,000","134,968,000","34,021,000","26,135,000","54,742,000","122,080,000","17,778,000","16,119,000","20,568,000","17,658,000","26,518,000","11,433,000","23,336,000","12,154,000","10,642,000","9,725,000","6,783,000","12,112,000","16,326,000","15,443,000","11,215,000","19,788,000","53,571,000"
	ChangesInCash,"-77,003,000","-56,840,000","51,489,000","209,000","-71,861,000","-214,658,000","248,538,000","-57,803,000","100,947,000","7,886,000","-28,607,000","-67,338,000","104,302,000","1,659,000","-4,449,000","2,910,000","-8,860,000","15,085,000","-11,903,000","11,182,000","1,512,000","917,000","2,942,000","-5,329,000","-4,214,000","883,000","4,228,000","-8,573,000","-33,783,000","52,447,000"
