name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013
MarketCap,"412,693,354","283,311,750","304,397,480","322,944,446","555,702,185","734,425,267","673,820,368","1,035,418,596","1,423,937,418","868,592,633","1,639,700,432","996,353,911","1,252,200,053","1,079,216,341","1,233,943,514","1,189,279,059","1,049,727,546","1,934,942,360","1,724,859,794","1,311,047,079","1,045,611,537","797,601,276","282,374,214","312,370,836","222,742,406","381,148,948","501,217,468","531,122,244","1,838,190,539","2,078,645,445","822,684,063","377,749,575","244,440,915","232,535,182","210,781,355","289,222,305","205,568,200"
EnterpriseValue,"454,349,354","284,174,750","476,948,480","380,122,446","614,317,185","614,871,267","464,808,368","740,881,596","1,272,252,418","669,374,633","1,396,926,432","696,085,911","1,024,648,053","899,195,341","1,053,922,514","1,009,258,059","853,107,546","1,735,788,360","1,522,967,794","1,145,543,079","866,049,537","588,749,276","75,406,214","108,719,836","32,184,406","173,179,948","290,283,468","311,240,244","1,564,967,539","1,977,741,445","774,652,063","322,947,575","284,674,246","272,768,513","251,014,686","329,455,636","245,801,531"
PeRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.956","1.881",,"4.097",,
ForwardPeRatio,,,,,,,,,,,,,,,,,,,"625",,,,,,,,,,,,,,,,,,
PsRatio,"2.761","1.71","1.815","5.186","2.452","3.387","3.278","4.72","292.305","5.757","10.904","6.928","8.706",,,,,,,,,,,,,,,,,,,,,,,,
PbRatio,"98.424",,,,,,"75.203","12.112",,"43.482","23.933","7.704","7.187","13.613","9.366","6.761","4.905","7.908","6.228","8.517","5.434","3.489","1.111","1.166","0.802",,"1.691","1.739","5.846","15.564","16.381","6.412","3.646","3.138","2.532",,"0.266"
EnterprisesValueRevenueRatio,"5.088","15.087","30.969","26.381","15.109","77.071","48.227","193.29","5.995","363.791","1,422.532","709.568","1,043.43","6.183",,,,,,,,,,,,,,,,,,,,,,,
EnterprisesValueEBITDARatio,"-2.496","-6.684","-9.255","-6.839","-18.977","-7.439","-4.873","-9.221","9.834","-9.049","-24.201","-10.827","-18.548","10.336","-18.266","-19.987","-18.379","-37.063","-40.293","-25.393","-20.04","-14.571","-2.617","-6.303","-2.32","-12.017","-22.443","-24.668","-128.234","-175.441","-83.593","-33.57","-30.956","-34.695","-25.935","-63.019","-36.169"
