name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013
TotalAssets,"1,145,941,000","1,259,879,000","1,118,247,000","757,944,000","716,885,000","771,399,000","633,587,000","555,168,000","623,038,000","792,803,000","687,345,000","698,595,000","670,838,000","698,359,000","688,573,000","625,555,000","648,874,000","850,246,000","825,429,000","721,971,000","714,696,000","922,640,000","901,285,000","864,380,000","928,929,000","1,102,976,000","1,209,281,000","1,111,532,000","930,634,000","917,691,000","589,058,000","392,200,000","355,200,000","439,671,000"
	CurrentAssets,"666,774,000","781,858,000","643,094,000","550,680,000","506,073,000","556,684,000","412,979,000","314,101,000","372,885,000","535,976,000","425,008,000","429,386,000","396,454,000","474,073,000","452,898,000","380,119,000","391,586,000","573,687,000","510,249,000","401,850,000","384,146,000","587,813,000","503,040,000","472,162,000","602,375,000","833,243,000","1,003,265,000","935,443,000","822,254,000","823,043,000","498,383,000","299,894,000","273,300,000","358,040,000"
		CashCashEquivalentsAndShortTermInvestments,"449,935,000","538,917,000","378,541,000","318,695,000","296,754,000","325,654,000","146,871,000","79,679,000","124,930,000","165,148,000","78,976,000","130,110,000","133,260,000","197,512,000","148,242,000","139,794,000","144,833,000","247,390,000","196,562,000","149,755,000","74,877,000","217,953,000","224,892,000","279,200,000","388,668,000","474,058,000","513,102,000","516,984,000","491,906,000","422,256,000","237,749,000","104,879,000","111,215,000","101,410,000"
			CashAndCashEquivalents,"305,319,000","401,087,000","296,357,000","285,806,000","296,754,000","325,654,000","146,871,000","79,679,000","117,435,000","150,301,000","43,016,000","91,250,000","86,941,000","152,095,000","143,246,000","114,843,000","104,987,000","202,504,000","164,616,000","149,755,000","74,877,000","192,114,000","131,577,000","163,512,000","248,717,000","279,672,000","279,969,000","338,031,000","323,165,000","319,929,000","237,749,000","104,879,000","111,215,000","101,410,000"
				CashFinancial,,,,,,,,,,,,,"80,827,000",,,,,,,"57,518,000",,,,,,,,,,"236,961,000",,"104,879,000","111,215,000","101,410,000"
				CashEquivalents,,,,,,,,,,,,,"6,114,000",,,,,,,"92,237,000",,,,,,,,,,"82,968,000",,,,
			OtherShortTermInvestments,"144,616,000","137,830,000","82,184,000","32,889,000",,"0","0","0","7,495,000","14,847,000","35,960,000","38,860,000","46,319,000","45,417,000","4,996,000","24,951,000","39,846,000","44,886,000","31,946,000","0","0","25,839,000","93,315,000","115,688,000","139,951,000","194,386,000","233,133,000","178,953,000","168,741,000","102,327,000",,,,
		Receivables,"70,574,000","114,221,000","98,832,000","96,471,000","68,625,000","107,244,000","107,168,000","68,498,000","50,991,000","200,634,000","71,977,000","144,649,000","117,822,000","129,216,000","149,449,000","116,573,000","81,431,000","112,935,000","100,026,000","95,872,000","55,293,000","164,553,000","92,351,000","65,016,000","46,519,000","149,941,000","120,666,000","118,551,000","105,970,000","183,992,000","94,563,000","69,193,000","47,310,000","122,669,000"
			AccountsReceivable,"70,574,000","114,221,000","98,832,000","96,471,000","68,625,000","107,244,000","107,168,000","68,498,000","50,991,000","200,634,000","71,977,000","144,649,000","117,822,000","129,216,000","149,449,000","116,573,000","81,431,000","112,935,000","100,026,000","95,872,000","55,293,000","164,553,000","92,351,000","65,016,000","46,519,000","145,692,000","120,666,000","118,551,000","105,970,000","183,992,000","94,563,000","49,230,000","47,310,000","122,669,000"
				GrossAccountsReceivable,,"114,921,000",,,,"107,744,000",,,,"201,434,000",,,,,,,,,,,,,,,,,,,,"185,242,000",,,"47,692,000","123,189,000"
				AllowanceForDoubtfulAccountsReceivable,,"-700,000",,,,"-500,000",,,,"-800,000",,,,,,,,,,,,,,,,,,,,"-1,250,000",,,"-382,000","-520,000"
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,"4,249,000",,,,,,"19,963,000",,
		Inventory,"119,396,000","86,409,000","120,891,000","106,751,000","111,833,000","97,914,000","132,816,000","142,151,000","172,022,000","144,236,000","250,032,000","129,170,000","118,970,000","116,458,000","123,249,000","86,095,000","132,619,000","150,551,000","177,190,000","126,708,000","207,735,000","167,192,000","145,231,000","89,889,000","139,736,000","188,232,000","289,521,000","219,272,000","164,044,000","153,026,000","117,014,000","80,376,000","90,186,000","111,994,000"
			RawMaterials,"30,823,000","10,761,000","10,372,000","9,913,000","11,135,000","13,229,000","16,205,000","24,232,000","24,413,000","20,370,000","32,996,000","24,236,000","21,212,000","19,205,000","21,150,000","21,349,000","22,209,000","18,995,000","25,997,000","18,828,000","26,388,000","25,236,000","35,097,000","8,190,000","8,319,000","9,476,000","14,478,000","8,480,000","3,301,000","4,324,000","9,515,000","3,754,000","3,702,000","8,000,000"
			FinishedGoods,"88,573,000","75,648,000","110,519,000","96,838,000","100,698,000","84,685,000","116,611,000","117,919,000","147,609,000","123,866,000","217,036,000","104,934,000","97,758,000","97,253,000","102,099,000","64,746,000","110,410,000","131,556,000","151,193,000","107,880,000","181,347,000","141,956,000","110,134,000","81,699,000","131,417,000","178,756,000","275,043,000","210,792,000","160,743,000","148,702,000","107,499,000","76,622,000","86,484,000","103,994,000"
		PrepaidAssets,"26,869,000","42,311,000","44,830,000","28,763,000","28,861,000","23,872,000","26,124,000","23,773,000","24,942,000","25,958,000","24,023,000","25,457,000","26,402,000","30,887,000","31,958,000","37,657,000","32,703,000","62,811,000","36,471,000","29,515,000","46,241,000","38,115,000","40,566,000","38,057,000","27,452,000","13,646,000","79,976,000","80,636,000","60,334,000","33,706,000","31,613,000","28,239,000","6,023,000","5,879,000"
		RestrictedCash,,"0","0","0","0","2,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,218,000","14,981,000","14,984,000","15,079,000","15,173,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,218,000","14,981,000","14,984,000","15,079,000","15,173,000"
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,"7,366,000",,,,"5,845,000","2,463,000","2,223,000","3,487,000","915,000"
	TotalNonCurrentAssets,"479,167,000","478,021,000","475,153,000","207,264,000","210,812,000","214,715,000","220,608,000","241,067,000","250,153,000","256,827,000","262,337,000","269,209,000","274,384,000","224,286,000","235,675,000","245,436,000","257,288,000","276,559,000","315,180,000","320,121,000","330,550,000","334,827,000","398,245,000","392,218,000","326,554,000","269,733,000","206,016,000","176,089,000","108,380,000","94,648,000","90,675,000","92,306,000","81,900,000","81,631,000"
		NetPPE,"42,936,000","46,323,000","48,171,000","49,633,000","52,343,000","55,271,000","59,673,000","78,143,000","84,756,000","89,660,000","92,239,000","95,603,000","100,149,000","46,567,000","53,043,000","56,566,000","62,791,000","68,587,000","74,196,000","71,833,000","73,118,000","76,509,000","77,577,000","66,525,000","67,725,000","70,050,000","67,644,000","52,252,000","43,890,000","41,556,000","40,339,000","38,939,000","34,065,000","32,111,000"
			GrossPPE,"146,105,000","149,097,000","154,271,000","158,954,000","166,627,000","167,865,000","169,760,000","204,379,000","206,672,000","208,341,000","207,001,000","207,110,000","227,542,000","169,948,000","177,859,000","183,621,000","184,405,000","183,201,000","182,966,000","174,486,000","165,431,000","158,901,000","151,639,000","130,435,000","124,633,000","120,290,000","110,385,000","89,819,000","77,997,000","71,356,000","65,475,000","59,670,000","51,580,000","46,518,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				MachineryFurnitureEquipment,"26,691,000","26,385,000","28,172,000","28,070,000","28,711,000","28,700,000","28,664,000","32,958,000","33,220,000","32,565,000","31,922,000","31,321,000","35,546,000","35,834,000","35,942,000","35,954,000","36,508,000","35,531,000","35,436,000","32,743,000","32,286,000","31,280,000","30,311,000","27,977,000","26,375,000","25,970,000","42,936,000","40,530,000","27,420,000","25,603,000","20,724,000","19,697,000","15,777,000","12,844,000"
				OtherProperties,"85,619,000","88,468,000","92,225,000","97,071,000","102,714,000","103,963,000","105,488,000","121,288,000","122,667,000","124,995,000","124,289,000","124,660,000","125,730,000","67,836,000","75,330,000","80,289,000","79,924,000","79,610,000","79,635,000","80,364,000","79,478,000","77,648,000","70,992,000","53,561,000","52,030,000","48,847,000","23,892,000","23,210,000","21,503,000","19,022,000","18,619,000","15,076,000","12,363,000","11,412,000"
				ConstructionInProgress,"31,000","480,000","102,000","42,000","22,000","22,000","81,000","287,000","45,000","45,000","81,000","420,000","44,000","80,000","121,000","531,000","120,000","347,000","284,000","11,859,000","5,133,000","1,870,000","2,317,000","6,528,000","5,368,000","4,632,000","19,507,000","2,719,000","6,037,000","3,944,000","3,790,000","2,650,000","3,095,000","2,151,000"
