name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,06/30/1991
OperatingCashFlow,"1,645,700,000","392,800,000","581,700,000","398,300,000","272,900,000","615,700,000","485,100,000","267,000,000","258,700,000","280,400,000","398,400,000","417,000,000","209,300,000","192,100,000","549,000,000","207,600,000","258,000,000","434,200,000","360,800,000","425,400,000","314,100,000","235,900,000","495,900,000","455,000,000","140,900,000","154,500,000","345,300,000","232,700,000","221,900,000","155,000,000","383,200,000","200,400,000","199,000,000","214,200,000","158,800,000","157,500,000","64,300,000","130,220,000","147,680,000","50,354,000","40,697,000","116,956,000","77,232,000","122,799,000","85,974,000","92,223,000","64,822,000","73,285,000","36,500,000","60,165,000","53,012,000","69,762,000","43,591,000","21,862,000","74,934,000","51,603,000","26,202,000","40,379,000","55,494,000","30,017,000","13,119,000","25,882,000","15,760,000","22,718,000","-18,341,000","849,000","22,000,000","10,424,000","25,464,000","11,182,000","7,127,000","28,407,000","18,401,000","18,980,000","26,125,000","-28,822,000","-14,779,000","2,602,000","-31,053,000","-59,362,000","-613,000","-4,668,000","8,126,000","709,000","26,693,000","16,667,000","14,180,000","53,000","13,347,000","15,482,000","7,263,000","2,829,000","6,716,000","10,491,000","2,012,000","6,307,000","7,157,000","6,798,000","5,191,000","2,602,000","2,092,000","-2,215,000","-2,298,000","-3,054,000","-500,000","1,400,000","1,500,000","-1,100,000","2,500,000","800,000","400,000","-100,000","600,000","600,000","2,900,000","900,000","-800,000","-600,000","800,000","-700,000"
	CashFlowFromContinuingOperatingActivities,"1,645,700,000","393,800,000","580,700,000","398,300,000","272,900,000","615,700,000","485,100,000","267,000,000","258,700,000","280,400,000","398,400,000","417,100,000","209,200,000","193,100,000","548,000,000","207,600,000","258,000,000","434,200,000","360,800,000","425,400,000","314,100,000","235,900,000","495,900,000","455,000,000","140,900,000","154,500,000","345,300,000","232,700,000","221,900,000","155,000,000","383,200,000","200,400,000","199,000,000","214,200,000","158,800,000","157,500,000","64,300,000","130,220,000","147,680,000","50,354,000","40,697,000","116,956,000","77,232,000","122,799,000","85,974,000","92,223,000","64,822,000","73,285,000","36,500,000","60,165,000","53,012,000","69,762,000","43,591,000","21,862,000","74,934,000","51,603,000","26,202,000","40,379,000","55,494,000","30,017,000","13,119,000","25,882,000","15,760,000","22,718,000","-18,341,000","849,000","22,000,000","10,424,000","25,464,000","11,182,000","7,127,000","28,407,000","18,401,000","18,980,000","26,125,000","-28,822,000","-14,779,000","2,602,000","-31,053,000","-59,362,000","-613,000","-4,668,000","8,126,000","709,000","26,693,000","16,667,000","14,180,000","53,000","13,347,000","15,482,000","7,263,000","2,829,000","6,716,000","10,491,000","2,012,000","6,307,000","7,157,000","6,798,000","5,191,000","2,602,000","2,092,000","-2,215,000","-2,298,000","-3,054,000","-500,000","1,400,000","1,500,000","-1,100,000","2,500,000","800,000","400,000","-100,000","600,000","600,000","2,900,000","900,000","-800,000","-600,000","800,000","-700,000"
		NetIncomeFromContinuingOperations,"1,369,700,000","305,800,000","399,900,000","326,300,000","337,700,000","325,000,000","509,300,000","246,900,000","129,800,000","181,000,000","257,100,000","210,600,000","144,200,000","213,900,000","284,900,000","285,500,000","286,500,000","276,000,000","70,400,000","281,300,000","246,200,000","224,900,000","257,800,000","246,800,000","185,000,000","208,100,000","355,300,000","229,200,000","207,400,000","166,500,000","195,200,000","174,900,000","111,400,000","76,900,000","94,500,000","84,200,000","65,700,000","61,707,000","66,493,000","61,602,000","49,317,000","34,033,000","57,126,000",,,"49,960,000","60,868,000","46,804,000","34,736,000","27,744,000","28,010,000","56,005,000","19,849,000","-4,589,000","22,024,000","54,789,000","20,466,000","16,673,000","19,078,000","21,993,000","11,423,000","12,197,000","12,037,000","-96,370,000","3,005,000","926,000","4,287,000","3,061,000","7,389,000","1,244,000","13,917,000","14,631,000","13,030,000","-9,421,000","4,172,000","-440,066,000","-6,186,000","-5,955,000","791,000","-1,483,000","-8,499,000","-3,280,000","-2,587,000","-3,920,000","3,385,000","11,580,000","10,567,000","7,841,000","8,310,000","6,297,000","5,384,000","4,389,000","8,528,000","4,772,000","4,216,000","3,974,000","3,692,000","3,156,000","2,344,000","1,110,000","-5,345,000","-2,075,000","-4,728,000","-3,424,000","200,000","1,400,000","1,100,000","1,100,000","800,000","600,000","-12,000,000","100,000","100,000","300,000","-2,500,000","-600,000",,,"-300,000","300,000"
		OperatingGainsLosses,,,,,,,,,,,,,,,,,,,,"7,800,000","0","7,200,000",,"6,700,000","0","8,600,000","2,700,000","7,800,000","1,900,000","9,400,000","1,800,000","6,700,000","1,700,000","7,400,000","1,300,000","6,600,000","1,800,000","7,477,000","1,223,000",,,,"115,000","13,746,000","178,000",,,"29,000","167,000","24,000","72,000","183,000","181,000","46,000","1,000","32,000","-4,830,000","5,068,000","6,000","1,000","17,000","199,000","10,000","662,000","-10,612,000","5,609,000","4,414,000","8,498,000","6,279,000","6,471,000","5,448,000","3,087,000","943,000","14,615,000","781,000","441,068,000","1,667,000","1,166,000","1,523,000","904,000","6,195,000","-4,865,000","756,000","-50,000","-507,000","475,000","863,000","-256,000","398,000","293,000","310,000","252,000","-98,000","-292,000","190,000","143,000","1,230,000","843,000","110,000","41,000","987,000","355,000","442,000","64,000","-100,000","0","0","-300,000","100,000",,"2,500,000","0","0","-200,000",,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"167,000","24,000","72,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,,,,,,,,,,,,,,,,,,,,"7,800,000","0","7,200,000","0","6,700,000","0","8,600,000","2,700,000","7,800,000","1,900,000","9,400,000","1,800,000","6,700,000","1,700,000","7,400,000","1,300,000","6,600,000","1,800,000","7,477,000","1,223,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"606,900,000","164,400,000","181,500,000","170,000,000","91,000,000","89,300,000","86,400,000","90,700,000","90,600,000","91,800,000","91,200,000","92,900,000","93,700,000","92,000,000","93,000,000","83,800,000","74,700,000","71,600,000","69,100,000","65,400,000","62,700,000","62,900,000","63,800,000","61,200,000","64,600,000","62,100,000","59,900,000","54,200,000","50,300,000","47,100,000","44,200,000","37,700,000","29,800,000","27,900,000","27,300,000","25,600,000","25,400,000","25,726,000","26,674,000","25,935,000","25,742,000","27,491,000","23,586,000","26,164,000","19,244,000","15,931,000","15,191,000","14,052,000","13,406,000","12,880,000","12,371,000","12,597,000","12,724,000","12,850,000","12,360,000","13,110,000","13,291,000","13,668,000","13,329,000","11,455,000","11,045,000","10,843,000","10,349,000","10,927,000","10,555,000","10,792,000","10,079,000","10,263,000","9,975,000","10,411,000","10,578,000","11,082,000","10,278,000","9,741,000","9,947,000","11,153,000","10,882,000","10,909,000","10,506,000","13,668,000","5,472,000","5,267,000","5,157,000","5,108,000","4,518,000","4,333,000","3,589,000","3,570,000","2,872,000","2,435,000","2,373,000","2,225,000","2,077,000","2,013,000","1,967,000","1,884,000","1,686,000","1,758,000","1,685,000","1,644,000","1,505,000","1,665,000","1,417,000","1,334,000","1,200,000","900,000","1,400,000","1,200,000","800,000","1,100,000","1,200,000","1,000,000","1,100,000","1,200,000","1,000,000","1,200,000","1,300,000","1,200,000","900,000","1,300,000"
			DepreciationAndAmortization,"606,900,000","164,400,000","181,500,000","170,000,000","91,000,000","89,300,000","86,400,000","90,700,000","90,600,000","91,800,000","91,200,000","92,900,000","93,700,000","92,000,000","93,000,000","83,800,000","74,700,000","71,600,000","69,100,000","65,400,000","62,700,000","62,900,000","63,800,000","61,200,000","64,600,000","62,100,000","59,900,000","54,200,000","50,300,000","47,100,000","44,200,000","37,700,000","29,800,000","27,900,000","27,300,000","25,600,000","25,400,000","25,726,000","26,674,000","25,935,000","25,742,000","27,491,000","23,586,000","26,164,000","19,244,000","15,931,000","15,191,000","14,052,000","13,406,000","12,880,000","12,371,000","12,597,000","12,724,000","12,850,000","12,360,000","13,110,000","13,291,000","13,668,000","13,329,000","11,455,000","11,045,000","10,843,000","10,349,000","10,927,000","10,555,000","10,792,000","10,079,000","10,263,000","9,975,000","10,411,000","10,578,000","11,082,000","10,278,000","9,741,000","9,947,000","11,153,000","10,882,000","10,909,000","10,506,000","13,668,000","5,472,000","5,267,000","5,157,000","5,108,000","4,518,000","4,333,000","3,589,000","3,570,000","2,872,000","2,435,000","2,373,000","2,225,000","2,077,000","2,013,000","1,967,000","1,884,000","1,686,000","1,758,000","1,685,000","1,644,000","1,505,000","1,665,000","1,417,000","1,334,000","1,200,000","900,000","1,400,000","1,200,000","800,000","1,100,000","1,200,000","1,000,000","1,100,000","1,200,000","1,000,000","1,200,000","1,300,000","1,200,000","900,000","1,300,000"
				Depreciation,"366,600,000","98,400,000","94,200,000","89,300,000","84,700,000","79,800,000","78,400,000","80,100,000","77,900,000","80,500,000","79,800,000","79,500,000","79,000,000","78,900,000","77,500,000","73,600,000","69,300,000","66,000,000","63,600,000","60,400,000","55,600,000","55,900,000","55,300,000","54,800,000","54,600,000","53,500,000","51,500,000","45,900,000","41,900,000","38,800,000","35,700,000","30,300,000","24,100,000","21,600,000","20,800,000","18,900,000","18,400,000","18,482,000","18,518,000","17,450,000","17,135,000","17,686,000","17,274,000","16,668,000","15,238,000","14,293,000","13,589,000","12,418,000","11,905,000","11,380,000","10,870,000","10,422,000","11,176,000","11,604,000","11,211,000","11,278,000","11,441,000","11,077,000","10,916,000","10,408,000","9,999,000","9,328,000","9,502,000","10,080,000","9,708,000","9,285,000","9,144,000","9,328,000","9,040,000","9,467,000","9,442,000","9,793,000","8,992,000","8,419,000","8,625,000","9,333,000","9,247,000","9,253,000","9,108,000","12,541,000",,,,,,,,,"2,862,000","2,435,000","2,372,000","2,222,000","2,045,000","2,000,000","1,930,000","1,876,000","1,685,000","1,748,000","1,675,000","1,634,000","1,509,000","1,653,000","1,406,000","1,318,000",,,,,,,,,,,,,,,,
				AmortizationCashFlow,"240,300,000","66,000,000","87,300,000","80,700,000","6,300,000","9,500,000","8,000,000","10,600,000","12,700,000","11,300,000","11,400,000","13,400,000","14,700,000","13,100,000","15,500,000","10,200,000","5,400,000","5,600,000","5,500,000","5,000,000","7,100,000","7,000,000","8,500,000","6,400,000","10,000,000","8,600,000","8,400,000","8,300,000","8,400,000","8,300,000","8,500,000","7,400,000","5,700,000","6,300,000","6,500,000","6,700,000","7,000,000","7,244,000","8,156,000","8,485,000","8,607,000","9,805,000","6,312,000","9,496,000","4,006,000","1,638,000","1,602,000","1,634,000","1,501,000","1,500,000","1,501,000","2,175,000","1,548,000","1,246,000","1,149,000","1,832,000","1,850,000","2,591,000","2,413,000","1,047,000","1,046,000","1,515,000","847,000","847,000","847,000","1,507,000","935,000","935,000","935,000","944,000","1,136,000","1,289,000","1,286,000","1,322,000","1,322,000","1,820,000","1,635,000","1,656,000","1,398,000","1,127,000",,,,,,,,,"10,000","0","1,000","3,000","32,000","13,000","37,000","8,000","1,000","10,000","10,000","10,000","-4,000","12,000","11,000","16,000",,,,,,,,,,,,,,,,
