name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021
TotalAssets,"266,994,000","276,742,000","259,689,000","302,782,000","97,767,000","117,188,000"
	CurrentAssets,"245,265,000","262,992,000","247,566,000","290,494,000","83,232,000","103,542,000"
		CashCashEquivalentsAndShortTermInvestments,"201,081,000","205,954,000","207,635,000","253,567,000","53,388,000","56,843,000"
			CashAndCashEquivalents,"47,672,000","95,688,000","141,440,000","239,246,000","37,344,000","37,297,000"
			OtherShortTermInvestments,"153,409,000","110,266,000","66,195,000","14,321,000","16,044,000","19,546,000"
		Receivables,"24,622,000","36,696,000","22,525,000","20,183,000","17,441,000","35,897,000"
			AccountsReceivable,"24,622,000","36,696,000","22,525,000","20,183,000","17,441,000","35,897,000"
		PrepaidAssets,"6,596,000","6,815,000","7,419,000","7,575,000","3,638,000","2,183,000"
		CurrentDeferredAssets,"11,548,000","11,783,000","9,215,000","8,645,000","8,315,000","8,353,000"
		OtherCurrentAssets,"1,418,000","1,744,000","772,000","524,000","450,000","266,000"
	TotalNonCurrentAssets,"21,729,000","13,750,000","12,123,000","12,288,000","14,535,000","13,646,000"
		NetPPE,"12,009,000","4,288,000","4,983,000","5,578,000","5,801,000","6,506,000"
			GrossPPE,"19,663,000","11,477,000","11,462,000","11,350,000","10,874,000","10,871,000"
				Properties,"0","0","0","0","0","0"
				MachineryFurnitureEquipment,"9,641,000","9,895,000","9,880,000","9,768,000","9,487,000","9,484,000"
				OtherProperties,"7,668,000","4,288,000","4,983,000","5,578,000",,
				ConstructionInProgress,"772,000",,,,"0","0"
				Leases,"1,582,000","1,582,000","1,582,000","1,582,000","1,387,000","1,387,000"
			AccumulatedDepreciation,"-7,654,000","-7,189,000","-6,479,000","-5,772,000","-5,073,000","-4,365,000"
		GoodwillAndOtherIntangibleAssets,,,,,"5,772,000",
			OtherIntangibleAssets,,,,,"5,772,000",
		NonCurrentDeferredAssets,"8,267,000","8,243,000","5,885,000","5,394,000","4,740,000","4,941,000"
		OtherNonCurrentAssets,"1,453,000","1,219,000","1,255,000","1,316,000","3,994,000","2,199,000"
TotalLiabilitiesNetMinorityInterest,"92,710,000","93,527,000","68,221,000","100,359,000","95,612,000","103,708,000"
	CurrentLiabilities,"84,794,000","90,307,000","64,200,000","68,728,000","63,671,000","72,860,000"
		PayablesAndAccruedExpenses,"5,586,000","5,154,000","6,048,000","10,728,000","6,841,000","6,582,000"
			Payables,"3,420,000","3,008,000","4,019,000","7,772,000","4,048,000","3,279,000"
				AccountsPayable,"2,640,000","1,923,000","3,518,000","7,153,000","3,425,000","2,428,000"
				TotalTaxPayable,"780,000","1,085,000","501,000","619,000","623,000","851,000"
					IncomeTaxPayable,"372,000","414,000","237,000","513,000","521,000","436,000"
			CurrentAccruedExpenses,"2,166,000","2,146,000","2,029,000","2,956,000","2,793,000","3,303,000"
				InterestPayable,,,"0",,"14,000","95,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"8,025,000","16,143,000","9,926,000","9,020,000","5,837,000","9,110,000"
		CurrentDebtAndCapitalLeaseObligation,"2,717,000",,,,,
			CurrentCapitalLeaseObligation,"2,717,000",,,,,
		CurrentDeferredLiabilities,"68,466,000","69,010,000","48,226,000","48,980,000","50,993,000","57,168,000"
			CurrentDeferredRevenue,"68,466,000","69,010,000","48,226,000","48,980,000","50,993,000","57,168,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"7,916,000","3,220,000","4,021,000","31,631,000","31,941,000","30,848,000"
		LongTermDebtAndCapitalLeaseObligation,"5,627,000",,,"24,963,000","24,952,000","24,948,000"
			LongTermDebt,,,,"24,963,000","24,952,000","24,948,000"
			LongTermCapitalLeaseObligation,"5,627,000",,,,,
		NonCurrentDeferredLiabilities,"2,289,000","2,713,000","2,726,000","5,356,000","5,655,000","4,542,000"
			NonCurrentDeferredRevenue,"2,289,000","2,713,000","2,726,000","5,356,000","5,655,000","4,542,000"
