name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
TotalRevenue,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
	OperatingRevenue,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
OperatingExpense,"118,003,000","39,061,000","28,938,000","26,652,000","23,352,000","23,143,000","19,127,000","20,521,000","20,188,000","27,267,000","15,656,000","12,086,000","12,232,000","13,944,000"
	SellingGeneralAndAdministration,"26,917,000","7,543,000","6,772,000","6,523,000","6,079,000","5,885,000","4,792,000","4,898,000","3,046,000","3,281,000","2,457,000","2,510,000","2,264,000","1,316,000"
		GeneralAndAdministrativeExpense,"26,917,000","7,543,000","6,772,000","6,523,000","6,079,000","5,885,000","4,792,000","4,898,000","3,046,000","3,281,000","2,457,000","2,510,000","2,264,000","1,316,000"
			OtherGandA,"26,917,000","7,543,000","6,772,000","6,523,000","6,079,000","5,885,000","4,792,000","4,898,000","3,046,000","3,281,000","2,457,000","2,510,000","2,264,000","1,316,000"
	ResearchAndDevelopment,"92,831,000","31,678,000","23,074,000","20,428,000","17,651,000","17,258,000","14,661,000","16,410,000","18,178,000","24,315,000","13,382,000","9,630,000","9,968,000","12,628,000"
	OtherOperatingExpenses,,"-160,000","-908,000","-299,000","-378,000",,"-326,000","-787,000","-1,036,000","-329,000","-183,000","-54,000",,
OperatingIncome,"-118,003,000","-39,061,000","-28,938,000","-26,652,000","-23,352,000","-23,143,000","-19,127,000","-20,521,000","-20,188,000","-27,267,000","-15,656,000","-12,086,000","-12,232,000","-13,944,000"
NetNonOperatingInterestIncomeExpense,"410,000","134,000","99,000","90,000","86,000","61,000","32,000","33,000","44,000","128,000","88,000","111,000","170,000","223,000"
	InterestIncomeNonOperating,"417,000","134,000","99,000","90,000","93,000","61,000","32,000","33,000","44,000","135,000","95,000","120,000","181,000","236,000"
	InterestExpenseNonOperating,,,"0","0","7,000","0","0","0","0","7,000","7,000","9,000","11,000","13,000"
OtherIncomeExpense,"-250,000","-59,000","276,000","-53,000","-413,000","1,862,000","-1,642,000","-530,000","-176,000","-3,000","947,000","658,000","1,397,000","50,000"
