name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997
DilutedNIAvailtoComStockholders,"96,392,000","23,642,000","24,283,000","24,119,000","24,348,000","22,983,000","24,592,000","22,776,000","19,670,000","17,299,000","22,198,000","21,454,000","21,713,000","21,682,000","21,363,000","20,570,000","20,142,000","18,336,000","11,627,000","15,825,000","15,364,000","14,514,000","13,522,000","13,480,000","12,803,000","12,279,000","12,286,000","11,565,000","11,380,000","11,136,000","11,070,000","11,511,000","11,312,000","9,912,000","10,588,000","9,769,000","9,236,000","9,246,000","8,602,000","9,347,000","8,819,000","8,626,000","8,261,000","8,447,000","7,989,000","5,965,000","5,782,000","6,521,000","3,837,000","5,216,000","4,579,000","4,466,000","3,660,000","3,580,000","4,439,000","5,225,000","4,802,000","5,241,000","4,824,000","4,374,000","5,255,000","4,758,000","4,559,000","4,730,000","4,782,000","4,650,000","4,977,000","4,522,000","4,404,000","4,055,000","3,748,000","3,951,000","3,344,000","3,502,000","3,010,000","3,591,000","3,749,000","3,515,000","3,535,000","2,953,000","2,993,000","2,885,000","2,846,000","2,767,000","2,371,000","2,129,000","2,304,000","2,315,000","2,501,000","2,202,000","2,019,000","2,100,000","2,200,000","2,100,000","2,000,000","1,900,000","2,000,000","2,000,000","1,600,000","1,900,000"
BasicEPS,,"0.93","0.95","0.95","0.96","0.9","0.97","0.89","0.77","0.68","0.86","0.84","0.85","0.85","0.84","0.81","0.8","0.73","0.46","0.63","0.61","0.58","0.54","0.54","0.513","0.493","0.493","0.467","0.46","0.447","0.447","0.467","0.453","0.4","0.427","0.393","0.373","0.373","0.353","0.38","0.36","0.353",,"0.347","0.327","0.247",,"0.273","0.16","0.213",,"0.24","0.193","0.193",,"0.287","0.26","0.287",,"0.24","0.287","0.26",,"0.26","0.267","0.13",,"0.253","0.247","0.227",,"0.223","0.19","0.2",,"0.207","0.213","0.2",,"0.17","0.17","0.167",,"0.16","0.137","0.123",,"0.133","0.143","0.127",,"0.06","0.062","0.06",,"0.055","0.058","0.029",,"0.027"
DilutedEPS,,"0.92","0.95","0.94","0.95","0.9","0.97","0.89","0.77","0.67","0.86","0.83","0.85","0.84","0.83","0.8","0.78","0.71","0.45","0.62","0.6","0.57","0.53","0.53","0.507","0.487","0.487","0.46","0.453","0.44","0.44","0.46","0.453","0.393","0.42","0.393","0.373","0.373","0.347","0.38","0.36","0.347",,"0.347","0.327","0.247",,"0.267","0.16","0.213",,"0.24","0.193","0.193",,"0.28","0.26","0.28",,"0.233","0.28","0.253",,"0.253","0.26","0.127",,"0.243","0.24","0.22",,"0.217","0.183","0.193",,"0.2","0.21","0.197",,"0.163","0.167","0.163",,"0.157","0.137","0.123",,"0.133","0.143","0.127",,"0.06","0.062","0.06",,"0.055","0.058","0.029",,"0.027"
BasicAverageShares,,"25,515,271","25,486,484","25,479,654","25,473,497","25,457,659","25,424,307","25,418,712","25,412,014","25,622,988","25,623,016","25,622,338","25,614,701","25,491,093","25,301,732","25,301,033","25,293,329","25,257,414","25,194,903","25,193,894","25,183,186","25,152,242","25,091,685","25,069,434","25,045,251","25,019,752","24,956,979","24,944,067","24,917,961","24,885,427","24,824,199","24,821,326","24,804,168","24,770,467","24,699,691","24,676,798","24,638,073","24,613,065","24,534,826","24,510,637","24,487,392","24,420,624",,"24,313,333","24,301,966","24,293,028",,"24,208,213","24,171,612","24,137,439",,"18,648,202","18,625,065","18,602,247",,"18,435,082","18,394,389","18,323,341",,"18,296,685","18,284,995","18,239,652",,"18,126,366","18,097,714","36,041,490",,"17,936,595","17,861,493","17,809,110",,"17,624,943","17,578,422","17,528,838",,"17,459,013","17,458,344","17,441,952",,"17,441,952","17,441,952","17,441,952",,"17,441,952","17,441,952","17,441,952",,"17,441,952","17,441,952","17,441,952",,"17,376,000","17,442,000","17,442,000",,"17,442,000","17,397,000","17,397,000",,"17,418,000"
DilutedAverageShares,,"25,690,372","25,669,042","25,635,288","25,602,063","25,550,111","25,519,643","25,487,302","25,469,680","25,735,826","25,818,433","25,796,696","25,774,002","25,665,287","25,746,490","25,745,151","25,709,216","25,696,864","25,701,337","25,656,403","25,619,977","25,596,136","25,518,069","25,457,892","25,395,769","25,327,806","25,324,510","25,271,974","25,230,078","25,184,245","25,193,728","25,163,655","25,108,603","25,070,779","25,033,189","24,952,399","24,819,820","24,790,756","24,753,469","24,735,585","24,680,341","24,658,864",,"24,486,087","24,450,343","24,427,741",,"24,348,381","24,318,690","24,264,609",,"18,796,896","18,772,794","18,761,244",,"18,702,669","18,702,729","18,636,964",,"18,650,551","18,631,767","18,629,962",,"18,582,558","18,548,899","37,022,310",,"18,464,328","18,388,809","18,397,446",,"18,175,824","18,144,768","18,157,611",,"18,051,723","17,932,794","17,871,402",,"17,978,472","17,921,316","17,704,743",,"17,561,244","17,441,952","17,441,952",,"17,441,952","17,441,952","17,441,952",,"17,376,000","17,442,000","17,442,000",,"17,442,000","17,397,000","17,397,000",,"17,418,000"
RentExpenseSupplemental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,520,000",,,,,"1,143,000","1,060,000","841,000","835,000","729,000","979,000","1,112,000","1,001,000","1,004,000","960,000","966,000","975,000","985,000","1,005,000","979,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"96,392,000","23,642,000","24,283,000","24,119,000","24,348,000","22,983,000","24,592,000","22,776,000","19,670,000","17,299,000","22,198,000","21,454,000","21,713,000","21,682,000","21,363,000","20,570,000","20,142,000","18,336,000","11,627,000","15,825,000","15,364,000","14,514,000","13,522,000","13,480,000","12,803,000","12,279,000","12,286,000","11,565,000","11,380,000","11,136,000","11,070,000","11,511,000","11,312,000","9,912,000","10,588,000","9,769,000","9,236,000","9,246,000","8,602,000","9,347,000","8,819,000","8,626,000","8,261,000","8,447,000","7,989,000","5,965,000","5,782,000","6,521,000","6,219,000","6,021,000","5,382,000","5,267,000","4,460,000","3,870,000","4,439,000","5,225,000","4,802,000","5,241,000","4,824,000","4,374,000","5,255,000","4,758,000","4,559,000","4,730,000","4,782,000","4,650,000","4,977,000","4,522,000","4,404,000","4,055,000","3,748,000","3,951,000","3,344,000","3,502,000","3,010,000","3,591,000","3,749,000","3,515,000","3,535,000","2,953,000","2,993,000","2,885,000","2,846,000","2,767,000","2,371,000","2,129,000","2,304,000","2,315,000","2,501,000","2,202,000","2,019,000","2,100,000","2,200,000","2,100,000","2,000,000","1,900,000","2,000,000","2,000,000","1,600,000","1,900,000"
NormalizedIncome,"96,392,000","23,642,000","24,283,000","24,119,000","24,348,000","22,983,000","24,592,000","22,776,000","19,670,000","17,299,000","22,198,000","21,454,000","21,713,000","21,682,000","21,363,000","20,570,000","20,142,000","18,336,000","11,627,000","15,825,000","15,364,000","14,514,000","13,522,000","13,480,000","12,803,000","12,279,000","12,286,000","11,565,000","11,380,000","11,136,000","11,070,000","11,511,000","11,312,000","9,912,000","10,588,000","9,769,000","9,236,000","9,246,000","8,602,000","11,434,432.526","11,088,001.665","10,812,665.527","10,551,068.549","10,322,870.89","10,463,657.715","8,361,552.607","16,070,717.757","6,578,438.86","6,272,956.62","6,021,000","5,382,000","5,416,178.625","4,460,000","3,870,000","4,357,175.115","5,127,473.792","4,658,122.479","5,027,703.488","4,685,687.537","4,293,000","5,118,959.282","4,642,378.498","4,480,002.28","4,641,121.931","4,665,557.319","4,549,815.734","4,278,027.144","4,341,775.362","4,269,183.673","3,894,092.535","3,573,905.334","3,666,902.402","3,362,119.205","3,286,823.349","3,319,708.353","3,336,775.786","2,964,065.462","2,799,264.012","3,535,000","2,630,342.863","2,763,575.996","2,647,272.312","2,846,000","2,026,127.675","2,153,206.027","2,038,962.371","2,304,000","2,224,905.746","2,427,320.786","2,111,554.502","2,019,000","1,837,500","2,000,000","1,761,290.323","2,000,000","1,637,931.034","1,666,666.667","1,862,068.966","1,600,000","1,900,000"
InterestIncome,"193,276,000","48,034,000","48,322,000","49,295,000","47,625,000","47,977,000","49,854,000","45,979,000","46,831,000","50,439,000","52,312,000","54,769,000","54,635,000","53,494,000","53,728,000","50,379,000","48,795,000","46,068,000","44,161,000","42,589,000","40,821,000","38,127,000","36,307,000","35,079,000","34,355,000","33,210,000","31,619,000","30,966,000","30,290,000","29,664,000","30,023,000","29,745,000","29,250,000","28,270,000","28,050,000","26,970,000","26,424,000","26,292,000","26,685,000","28,660,000","29,249,000","29,775,000","30,163,000","30,431,000","30,548,000","30,750,000","31,333,000","31,124,000","30,812,000","30,256,000","30,042,000","29,530,000","28,830,000","27,941,000","28,914,000","30,966,000","29,012,000","29,592,000","30,365,000","30,091,000","29,259,000","28,258,000","28,619,000","27,221,000","25,785,000","23,926,000","22,844,000","20,922,000","19,190,000","17,473,000","16,687,000","15,008,000","14,135,000","14,175,000","14,513,000","14,833,000","15,537,000","15,453,000","15,773,000","16,216,000","16,281,000","16,065,000","17,259,000","19,283,000","19,575,000","20,498,000","21,074,000","20,398,000","19,743,000","18,835,000","18,195,000","17,700,000","17,100,000","16,400,000","16,500,000","16,400,000","15,900,000","15,000,000","13,800,000","13,300,000"
InterestExpense,"13,987,000","3,154,000","3,315,000","3,554,000","3,964,000","4,298,000","5,141,000","6,066,000","7,303,000","11,585,000","13,430,000","15,224,000","16,224,000","15,285,000","14,138,000","12,454,000","11,262,000","9,845,000","8,769,000","7,969,000","7,002,000","6,066,000","5,400,000","5,360,000","5,082,000","4,628,000","4,167,000","4,255,000","4,226,000","3,964,000","3,919,000","3,780,000","3,696,000","3,590,000","3,752,000","3,998,000","4,512,000","5,035,000","5,819,000","6,500,000","7,101,000","7,278,000","7,383,000","7,610,000","7,603,000","7,216,000","8,010,000","7,907,000","7,660,000","7,295,000","7,576,000","8,268,000","9,292,000","10,926,000","12,922,000","13,694,000","13,514,000","15,086,000","16,307,000","16,372,000","15,578,000","15,160,000","15,109,000","14,226,000","12,776,000","11,113,000","9,657,000","8,388,000","6,686,000","5,622,000","4,815,000","4,194,000","3,857,000","3,967,000","4,035,000","4,421,000","4,786,000","4,895,000","5,478,000","5,591,000","5,616,000","5,844,000","7,291,000","9,387,000","10,614,000","11,909,000","12,137,000","11,650,000","10,818,000","10,396,000","9,693,000","9,300,000","9,200,000","9,000,000","9,400,000","9,400,000","9,000,000","8,400,000","7,600,000","7,200,000"
NetInterestIncome,"179,289,000","44,880,000","45,007,000","45,741,000","43,661,000","43,679,000","44,713,000","39,913,000","39,528,000","38,854,000","38,882,000","39,545,000","38,411,000","38,209,000","39,590,000","37,925,000","37,533,000","36,223,000","35,392,000","34,620,000","33,819,000","32,061,000","30,907,000","29,719,000","29,273,000","28,582,000","27,452,000","26,711,000","26,064,000","25,700,000","26,104,000","25,965,000","25,554,000","24,680,000","24,298,000","22,972,000","21,912,000","21,257,000","20,866,000","22,160,000","22,148,000","22,497,000","22,780,000","22,821,000","22,945,000","23,534,000","23,323,000","23,217,000","23,152,000","22,961,000","22,466,000","21,262,000","19,538,000","17,015,000","15,992,000","17,272,000","15,498,000","14,506,000","14,058,000","13,719,000","13,681,000","13,098,000","13,510,000","12,995,000","13,009,000","12,813,000","13,187,000","12,534,000","12,504,000","11,851,000","11,872,000","10,814,000","10,278,000","10,208,000","10,478,000","10,412,000","10,751,000","10,558,000","10,295,000","10,625,000","10,665,000","10,221,000","9,968,000","9,896,000","8,961,000","8,589,000","8,937,000","8,748,000","8,925,000","8,439,000","8,502,000","8,400,000","7,900,000","7,400,000","7,100,000","7,000,000","6,900,000","6,600,000","6,200,000","6,100,000"
ReconciledDepreciation,"8,353,000","1,739,000","2,135,000","2,494,000","1,985,000","1,773,000","1,774,000","1,692,000","1,667,000","1,681,000","1,662,000","1,622,000","1,635,000","1,539,000","1,579,000","1,563,000","1,479,000","1,536,000","1,552,000","1,447,000","1,396,000","1,323,000","1,246,000","1,276,000","1,177,000","1,128,000","1,047,000","1,070,000","1,096,000","1,098,000","1,039,000","980,000","959,000","960,000","963,000","931,000","872,000","859,000","1,502,000","704,000","685,000","679,000","632,000","574,000","562,000","565,000","551,000","560,000","563,000","574,000","623,000","625,000","610,000","600,000","1,035,000","293,000","556,000","661,000","214,000","640,000","681,000","808,000","1,113,000","1,159,000","855,000","929,000","1,215,000","1,099,000","1,296,000","1,429,000","1,567,000","1,661,000","1,734,000","1,483,000","1,171,000","915,000","1,323,000","1,175,000","878,000","1,270,000","1,176,000","1,348,000","824,000","882,000","685,000","1,079,000","1,095,000","1,149,000","1,415,000","898,000","-505,000","1,300,000","1,400,000","1,400,000","-100,000","1,500,000","600,000","700,000","400,000",
NetIncomeFromContinuingOperationNetMinorityInterest,"96,392,000","23,642,000","24,283,000","24,119,000","24,348,000","22,983,000","24,592,000","22,776,000","19,670,000","17,299,000","22,198,000","21,454,000","21,713,000","21,682,000","21,363,000","20,570,000","20,142,000","18,336,000","11,627,000","15,825,000","15,364,000","14,514,000","13,522,000","13,480,000","12,803,000","12,279,000","12,286,000","11,565,000","11,380,000","11,136,000","11,070,000","11,511,000","11,312,000","9,912,000","10,588,000","9,769,000","9,236,000","9,246,000","8,602,000","9,347,000","8,819,000","8,626,000","8,261,000","8,447,000","7,989,000","5,965,000","5,782,000","6,521,000","6,219,000","6,021,000","5,382,000","5,267,000","4,460,000","3,870,000","4,439,000","5,225,000","4,802,000","5,241,000","4,824,000","4,374,000","5,255,000","4,758,000","4,559,000","4,730,000","4,782,000","4,650,000","4,977,000","4,522,000","4,404,000","4,055,000","3,748,000","3,951,000","3,344,000","3,502,000","3,010,000","3,591,000","3,749,000","3,515,000","3,535,000","2,953,000","2,993,000","2,885,000","2,846,000","2,767,000","2,371,000","2,129,000","2,304,000","2,315,000","2,501,000","2,202,000","2,019,000","2,100,000","2,200,000","2,100,000","2,000,000","1,900,000","2,000,000","2,000,000","1,600,000","1,900,000"
TotalUnusualItemsExcludingGoodwill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,146,000","-3,399,000","-3,262,000","-3,308,000","-2,857,000","-3,714,000","-3,452,000","-15,232,000","-85,000","-81,000","-171,000","0","-225,000","0","0","120,000","146,000","205,000","315,000","196,000","116,000","199,000","165,000","114,000","137,000","178,000","152,000","1,071,000","275,000","207,000","244,000","263,000","431,000","-27,000","320,000","-441,000","383,000","1,193,000","1,079,000",,"493,000","350,000","361,000",,"1,101,000","317,000","127,000",,"128,000","108,000","130,000",,"400,000","300,000","500,000",,"400,000","500,000","200,000",,
