name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,12/31/2009
			FinishedGoods,,,,,,,,,,,,,,,,,,,,,,,"34,888,000",,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInventories,"46,963,000","58,546,000","19,508,000","12,580,000","24,656,000","56,943,000","58,598,000","59,317,000","57,491,000","60,731,000","60,329,000","65,392,000","69,110,000","198,352,000","78,696,000","46,780,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"66,205,000","21,370,000","74,022,000","40,175,000","16,208,000","17,455,000","24,029,000","16,683,000","14,132,000","13,263,000","19,918,000","15,669,000","15,202,000","16,981,000","16,142,000","10,599,000","12,465,000","94,336,000","333,294,000","180,399,000","170,853,000","204,374,000","489,994,000","99,866,000","72,854,000","64,223,000","81,504,000","87,459,000","150,119,000","160,788,000","146,868,000","122,477,000","58,760,000","17,149,000","7,266,000","3,947,000","39,846,000","24,373,000","124,752,000","119,987,000","130,619,000","127,156,000","130,013,000","141,145,000","137,223,000","126,587,000","132,824,000","135,045,000"
		RestrictedCash,"365,483,000","418,971,000","437,950,000","219,483,000","217,425,000","276,887,000","282,086,000","313,523,000","318,215,000","214,742,000","221,941,000","215,858,000","154,527,000","242,209,000","174,100,000","146,640,000","148,993,000","37,585,000","48,277,000","47,219,000","54,605,000","61,304,000","10,381,000","9,855,000","8,854,000","17,599,000","12,556,000","12,353,000","9,483,000","9,829,000","38,577,000","30,838,000","32,762,000","28,082,000","15,007,000","9,689,000","10,356,000","12,865,000",,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,"156,086,000","95,714,000","143,460,000","137,879,000","133,027,000","120,037,000","113,057,000","110,339,000","97,422,000","64,531,000","64,053,000","63,099,000","63,532,000","61,804,000","73,263,000","72,705,000","73,845,000","75,070,000",,"61,107,000","51,623,000","36,567,000","22,234,000","17,478,000","9,731,000","12,891,000","12,740,000","12,549,000","11,609,000","10,338,000","7,899,000","5,903,000",,"6,619,000","6,894,000","7,444,000"
		HedgingAssetsCurrent,,,,,,,,,,,,,"0","346,000","1,288,000","7,269,000","9,011,000","4,470,000","3,244,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,"10,950,000","20,364,000","9,026,000","13,127,000","11,873,000","19,242,000","3,892,000","3,258,000","3,537,000","13,902,000","3,703,000","3,223,000","2,316,000","5,459,000","1,194,000","2,015,000","2,425,000","2,397,000",,"24,503,000","18,288,000","20,116,000","21,427,000","22,115,000","21,673,000","21,393,000","0","0","0",,"0","0","0","0","0","0"
	TotalNonCurrentAssets,"7,706,182,000","7,664,804,000","7,404,104,000","7,475,679,000","7,455,024,000","7,386,633,000","7,350,901,000","7,473,982,000","7,354,477,000","7,317,635,000","6,634,201,000","6,435,599,000","6,426,501,000","6,126,976,000","6,239,953,000","6,039,337,000","5,680,783,000","5,336,742,000","5,250,949,000","5,190,571,000","5,108,792,000","4,979,413,000","4,815,761,000","4,714,759,000","4,601,223,000","4,734,599,000","4,650,088,000","4,528,477,000","4,401,890,000","4,171,438,000","3,773,228,000","3,550,781,000","3,257,242,000","3,086,904,000","2,955,006,000","2,850,764,000","2,784,904,000","2,738,035,000","2,639,985,000","2,613,700,000","2,566,227,000","2,560,721,000","2,551,283,000","2,230,539,000","2,237,311,000","2,234,186,000","2,735,837,000","2,742,175,000"
		NetPPE,"56,175,000","57,022,000","53,593,000","54,566,000","55,412,000","56,255,000","57,087,000","57,882,000","58,347,000","69,398,000","84,637,000","85,883,000","87,230,000","15,543,000","15,961,000","16,380,000","16,798,000","16,955,000","17,364,000","15,669,000","17,172,000","17,556,000","17,930,000","18,182,000","19,343,000","18,772,000","19,150,000","19,528,000","19,906,000","20,284,000","20,662,000","21,041,000","21,551,000","21,978,000","22,301,000","2,718,837,000","2,683,567,000","2,360,492,000","2,603,823,000","2,581,103,000","2,503,136,000","2,495,763,000","2,490,069,000","2,077,406,000","2,080,142,000",,,
			GrossPPE,"56,175,000","57,022,000","53,593,000","54,566,000","55,412,000","56,255,000","57,087,000","57,882,000","58,347,000","69,398,000","94,237,000","95,083,000","95,930,000","22,443,000","23,861,000","23,880,000","23,898,000","23,855,000","23,864,000","21,769,000","22,872,000","22,456,000","22,830,000","22,882,000","23,643,000","22,672,000","22,650,000","22,728,000","22,706,000","22,684,000","22,662,000","22,641,000","22,651,000","22,678,000","22,301,000","2,842,631,000","2,801,539,000","2,472,983,000","2,710,210,000","2,682,272,000","2,599,828,000","2,588,257,000","2,584,840,000","2,166,300,000","2,166,258,000",,,
				Properties,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,
				LandAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"253,867,000","253,024,000","238,699,000","236,363,000","259,557,000","180,976,000","180,976,000",,,
				BuildingsAndImprovements,,,,,,,,,,,,,,,,,,"2,238,617,000","2,155,071,000","2,152,915,000","2,131,973,000","2,027,363,000","1,900,172,000","1,910,016,000","1,884,772,000","1,772,401,000","1,478,489,000","1,429,386,000","1,295,694,000","1,243,979,000",,"846,934,000","769,606,000","754,878,000","712,961,000","719,111,000","660,412,000","657,268,000","646,459,000","627,554,000","559,192,000","556,786,000","523,871,000","344,636,000","342,797,000",,,
				MachineryFurnitureEquipment,,,,,,,,,,,"23,888,000","23,907,000","23,825,000","22,443,000","23,861,000","23,880,000","23,898,000","23,855,000","23,864,000","21,769,000","22,872,000","22,456,000","22,830,000","22,882,000","23,643,000","22,672,000","22,650,000","22,728,000","22,706,000","22,684,000","22,662,000","22,641,000","22,651,000","22,678,000","22,301,000",,,,,,,,,,,,,
				OtherProperties,"56,175,000","57,022,000","53,593,000","54,566,000","55,412,000","56,255,000","57,087,000","57,882,000","58,347,000","69,398,000","70,349,000","71,176,000","72,105,000",,,,,"1,642,278,000","2,791,575,000","2,725,112,000","2,690,220,000","1,669,561,000","2,636,732,000","2,567,213,000","2,454,809,000","2,679,769,000","2,877,887,000","2,768,503,000","2,748,573,000","2,555,366,000",,"2,371,220,000","2,172,140,000","2,025,914,000","1,962,951,000","1,870,179,000","1,888,534,000","1,563,122,000","1,585,514,000","1,597,244,000","1,601,385,000","1,600,074,000","1,611,125,000","1,348,138,000","1,348,531,000",,,
				ConstructionInProgress,,,,,,,,,,,,,,,,,,,,,"994,864,000","961,980,000",,,,,,,,,,,,,,,,,"224,370,000","204,450,000","200,552,000","195,034,000","190,287,000","292,550,000","293,954,000",,,
			AccumulatedDepreciation,,,,,,,,,,,"-9,600,000","-9,200,000","-8,700,000","-6,900,000","-7,900,000","-7,500,000","-7,100,000","-6,900,000","-6,500,000","-6,100,000","-5,700,000","-4,900,000","-4,900,000","-4,700,000","-4,300,000","-3,900,000","-3,500,000","-3,200,000","-2,800,000","-2,400,000","-2,000,000","-1,600,000","-1,100,000","-700,000","-112,841,000","-123,794,000","-117,972,000","-112,491,000","-106,387,000","-101,169,000","-96,692,000","-92,494,000","-94,771,000","-88,894,000","-86,116,000",,,
		GoodwillAndOtherIntangibleAssets,"71,997,000","73,977,000","75,971,000","78,001,000","80,346,000","82,071,000","83,566,000","85,086,000","86,655,000","88,302,000","38,375,000","39,328,000","40,368,000","59,834,000","61,125,000","63,211,000","64,327,000","65,918,000","67,095,000","69,655,000","72,960,000","41,504,000","41,915,000","43,026,000","46,839,000","49,090,000","51,320,000","54,073,000","57,583,000","60,627,000","32,350,000","32,704,000","33,397,000","34,117,000","34,894,000","35,602,000","36,287,000","37,467,000",,,,,,,,,,
			Goodwill,,,,,,,,,,,,,,,,,,"1,307,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"71,997,000","73,977,000","75,971,000","78,001,000","80,346,000","82,071,000","83,566,000","85,086,000","86,655,000","88,302,000","38,375,000","39,328,000","40,368,000","59,834,000","61,125,000","63,211,000","64,327,000","65,918,000","67,095,000","69,655,000","72,960,000","41,504,000","41,915,000","43,026,000","46,839,000","49,090,000","51,320,000","54,073,000","57,583,000","60,627,000","32,350,000","32,704,000","33,397,000","34,117,000","34,894,000","35,602,000","36,287,000","37,467,000",,,,,,,,,,
		InvestmentProperties,"7,441,353,000","7,403,193,000","7,147,200,000","7,209,618,000","7,191,254,000","7,062,214,000","7,024,308,000","7,111,337,000","6,872,711,000","6,882,112,000","6,139,367,000","6,024,300,000","6,028,923,000","5,884,682,000","5,905,229,000","5,705,883,000","5,363,691,000","5,110,120,000","5,046,297,000","4,991,650,000","4,917,701,000","4,810,402,000","4,688,160,000","4,587,229,000","4,469,193,000","4,599,474,000","4,505,161,000","4,380,156,000","4,248,131,000","4,013,060,000","3,623,124,000","3,411,426,000","3,132,383,000","2,974,126,000","2,854,150,000","2,775,569,000","2,717,213,000","2,666,284,000",,,,,,,,,,
		InvestmentsAndAdvances,"2,901,000","2,913,000","2,915,000","2,917,000","2,919,000","2,926,000","2,928,000","2,754,000","130,226,000","79,166,000","195,680,000","113,965,000","102,944,000",,"103,864,000","95,588,000","82,056,000","76,593,000","89,155,000","81,797,000","70,381,000","76,376,000","78,890,000","65,834,000","56,295,000","57,811,000","56,191,000","55,959,000","56,127,000","53,686,000",,"77,284,000","67,323,000","61,021,000","57,673,000","56,732,000","33,646,000","32,179,000","36,162,000","32,597,000","63,091,000","64,958,000","61,214,000","153,133,000","151,093,000","2,234,186,000","2,735,837,000","2,742,175,000"
			LongTermEquityInvestment,,,,,,,,,"127,293,000",,"117,659,000","113,965,000","102,944,000",,"103,864,000","95,588,000","82,056,000","76,593,000","89,155,000","81,797,000","70,381,000","76,376,000","78,890,000","65,834,000","56,295,000","57,811,000","56,191,000","55,959,000","56,127,000","53,686,000",,"77,284,000","67,323,000","61,021,000","57,673,000","56,732,000","33,646,000","32,179,000",,,,,,,,,,
				InvestmentsInOtherVenturesUnderEquityMethod,,,,,,,,,,,,,,,,,,"76,593,000","89,155,000","81,797,000","70,381,000","76,376,000","78,890,000","65,834,000","56,295,000","57,811,000","56,191,000","55,959,000","56,127,000","53,686,000",,"77,284,000","67,323,000","61,021,000","57,673,000","56,732,000","33,646,000","32,179,000",,,,,,,,,,
			OtherInvestments,"2,901,000","2,913,000","2,915,000","2,917,000","2,919,000","2,926,000","2,928,000","2,754,000","2,933,000","79,166,000","78,021,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		FinancialAssets,,,,,"204,000",,,,,"0","0","0","0","346,000","1,288,000","7,269,000","9,011,000","4,470,000","3,244,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentAccountsReceivable,,,,,,,,,,,,,,,,,,,,"436,387,000","395,285,000",,"256,317,000","518,479,000","400,733,000",,"157,872,000","102,823,000","53,683,000","56,211,000",,,"51,561,000",,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"120,559,000","119,825,000","117,372,000","111,491,000","110,362,000","171,386,000","171,857,000","207,610,000","198,411,000","189,405,000","166,277,000","161,890,000","156,086,000","146,207,000","143,460,000","137,879,000","133,027,000","120,037,000","113,057,000","110,339,000","97,422,000","96,049,000","64,053,000","63,099,000","63,532,000","61,804,000","73,263,000","72,705,000","73,845,000","75,070,000","73,230,000","61,107,000","51,623,000","36,567,000","22,234,000","17,478,000","9,731,000","12,891,000",,,,,,,"6,076,000",,,
		NonCurrentPrepaidAssets,,,,,,,,,,,,,,,,,,,,"44,710,000","87,072,000",,"53,276,000","50,330,000","55,480,000",,"9,997,000","7,869,000","10,560,000","9,196,000",,,"8,528,000",,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"13,197,000","7,874,000","7,053,000","19,086,000","14,527,000","11,781,000","11,155,000","9,313,000","8,127,000","9,252,000","9,865,000","10,233,000","10,950,000","20,364,000","9,026,000","13,127,000","11,873,000","19,242,000","3,892,000","3,258,000","3,537,000","13,902,000","3,703,000","3,223,000","2,316,000","5,459,000","1,194,000","2,015,000","2,425,000","2,397,000","23,862,000","24,503,000","18,288,000","20,116,000","21,427,000","22,115,000","21,673,000","21,393,000","0","0","0",,"0","0","0","0","0","0"
TotalLiabilitiesNetMinorityInterest,"5,914,289,000","5,848,524,000","5,832,329,000","5,637,166,000","5,492,895,000","5,425,309,000","5,327,583,000","5,504,855,000","5,347,126,000","5,080,778,000","4,567,859,000","4,357,411,000","4,108,534,000","4,117,673,000","4,115,844,000","3,983,086,000","3,658,623,000","3,540,513,000","3,693,314,000","3,699,956,000","3,790,836,000","3,795,872,000","3,956,498,000","3,714,432,000","3,531,511,000","3,357,693,000","3,208,998,000","3,228,817,000","3,125,051,000","2,892,425,000","3,114,999,000","2,832,752,000","2,539,096,000","2,322,722,000","1,493,654,000","1,387,280,000","1,253,696,000","1,192,045,000","1,322,058,000","1,215,297,000","1,171,648,000","1,065,550,000","1,178,161,000","894,512,000","961,925,000","843,600,000","1,352,317,000","1,401,707,000"
	CurrentLiabilities,"858,318,000","853,870,000","1,005,221,000","779,273,000","696,089,000","707,881,000","685,264,000","734,060,000","662,981,000","605,449,000","565,917,000","569,781,000","528,924,000","699,128,000","634,984,000","625,788,000","546,832,000","443,483,000","386,552,000","374,072,000","410,323,000","458,442,000","437,017,000","397,513,000","377,799,000","366,822,000","352,306,000","334,322,000","377,897,000","384,442,000","463,454,000","403,520,000","315,291,000","249,957,000","184,350,000","145,517,000","158,924,000","138,438,000","136,760,000","119,435,000","113,944,000","125,404,000","122,079,000","65,839,000","69,640,000","78,836,000","300,025,000","68,062,000"
		PayablesAndAccruedExpenses,"452,265,000","484,873,000","454,602,000","435,756,000","370,676,000","397,997,000","387,864,000","444,622,000","422,001,000","410,655,000","395,812,000","411,617,000","381,063,000","435,492,000","406,326,000","422,307,000","350,495,000","387,508,000","322,095,000","315,604,000","288,796,000","341,427,000","330,759,000","310,085,000","315,893,000","316,630,000","322,588,000","312,220,000","317,191,000","302,292,000","326,047,000","287,875,000","265,059,000","237,552,000","184,350,000","145,517,000","125,575,000","118,822,000","118,443,000","106,213,000","113,944,000","110,007,000","114,377,000","65,839,000","69,640,000","78,836,000","300,025,000","68,062,000"
			Payables,"358,470,000","384,177,000","385,476,000","355,661,000","320,812,000","321,078,000","335,482,000","382,308,000","374,785,000","326,562,000","337,140,000","347,483,000","337,289,000","323,668,000","329,569,000","330,384,000","281,791,000","276,014,000","238,576,000","241,821,000","242,210,000","257,693,000","250,555,000","244,469,000","243,939,000","234,793,000","234,114,000","250,204,000","249,915,000","236,015,000","259,652,000","240,360,000","209,472,000","187,150,000","148,494,000","110,792,000","95,802,000","84,005,000","59,384,000","50,282,000","113,944,000","57,440,000","56,101,000","65,839,000",,"78,836,000","300,025,000","68,062,000"
				AccountsPayable,"48,734,000","72,828,000","36,961,000","31,786,000","26,989,000","28,589,000","26,540,000","26,655,000","31,651,000","37,480,000","32,299,000","26,928,000","26,512,000","38,748,000","32,578,000","21,922,000","26,328,000","35,887,000","33,466,000","33,759,000","30,683,000","33,050,000","42,179,000","37,687,000","42,716,000","33,928,000","34,318,000","27,009,000","31,827,000","34,154,000","34,687,000","34,511,000","37,770,000","46,998,000","53,402,000","53,737,000","52,504,000","39,634,000","38,998,000","34,300,000","113,944,000","45,078,000","36,280,000","65,839,000",,"78,836,000","225,883,000","68,062,000"
				TotalTaxPayable,"18,060,000","26,965,000","35,748,000","27,878,000","17,610,000","38,863,000","40,797,000","28,647,000","15,577,000","27,559,000","28,551,000","20,541,000","12,542,000","26,171,000","26,541,000","17,471,000","11,271,000","22,289,000","21,525,000","13,997,000","8,386,000","16,726,000","19,875,000","12,935,000","7,171,000","15,134,000","14,830,000","9,639,000","5,041,000","9,903,000","9,860,000","6,247,000","4,811,000","8,581,000","8,262,000","5,259,000","3,883,000","6,622,000","8,916,000","6,463,000",,"3,439,000","10,086,000",,,,,
				OtherPayable,"291,676,000","284,384,000","312,767,000","295,997,000","276,213,000","253,626,000","268,145,000","327,006,000","327,557,000","261,523,000","276,290,000","300,014,000","298,235,000","258,749,000","270,450,000","290,991,000","244,192,000","217,838,000","183,585,000","194,065,000","203,141,000","207,917,000","188,501,000","193,847,000","194,052,000","185,731,000","184,966,000","213,556,000","213,047,000","191,958,000","215,105,000","199,602,000","166,891,000","131,571,000","86,830,000","51,796,000","39,415,000","37,749,000","11,470,000","9,519,000","0","8,923,000","9,735,000","0",,"0","74,142,000","0"
			CurrentAccruedExpenses,"93,795,000","100,696,000","69,126,000","80,095,000","49,864,000","76,919,000","52,382,000","62,314,000","47,216,000","84,093,000","58,672,000","64,134,000","43,774,000","111,824,000","76,757,000","91,923,000","68,704,000","111,494,000","83,519,000","73,783,000","46,586,000","83,734,000","80,204,000","65,616,000","71,954,000","81,837,000","88,474,000","62,016,000","67,276,000","66,277,000","66,395,000","47,515,000","55,587,000","50,402,000","35,856,000","34,725,000","29,773,000","34,817,000","59,059,000","55,931,000",,"52,567,000","58,276,000",,,,,
				InterestPayable,"24,390,000","47,738,000","22,972,000","45,561,000","21,993,000","37,007,000","13,204,000","23,120,000","11,418,000","23,838,000","10,547,000","22,933,000","10,515,000","23,080,000","8,086,000","22,135,000","7,507,000","20,322,000","8,256,000","21,178,000","6,683,000","16,897,000","29,014,000","16,627,000","29,535,000","16,504,000","28,282,000","15,239,000","28,127,000","14,791,000","28,793,000","14,916,000","28,338,000","17,463,000","6,123,000","2,316,000","2,368,000","2,425,000","2,218,000","2,247,000",,"7,114,000","3,556,000",,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,,,,,,,,,"18,246,000","41,236,000","26,685,000","22,135,000","13,543,000","36,937,000","24,313,000","20,142,000","15,603,000","31,271,000",,,,"25,838,000",,"12,707,000",,,,,,,"10,205,000","5,743,000",,"9,658,000","7,702,000",,,,,
		CurrentDeferredLiabilities,,,,,,,,,,,,,"223,748,000","327,263,000","297,789,000","280,513,000","268,776,000","128,249,000","133,016,000","153,556,000","228,486,000","230,732,000","244,684,000","234,958,000","229,514,000","194,507,000","162,796,000","122,785,000","137,769,000","160,581,000",,"158,277,000","84,499,000","40,858,000","32,847,000","25,602,000","50,700,000","35,479,000","8,112,000","7,479,000",,"5,739,000",,,,,,
			CurrentDeferredRevenue,,,,,,,,,,,,,"223,748,000","327,263,000","297,789,000","280,513,000","268,776,000","128,249,000","133,016,000","153,556,000","228,486,000","230,732,000","244,684,000","234,958,000","229,514,000","194,507,000","162,796,000","122,785,000","137,769,000","160,581,000",,"158,277,000","84,499,000","40,858,000","32,847,000","25,602,000","50,700,000","35,479,000","8,112,000","7,479,000",,"5,739,000",,,,,,
		OtherCurrentLiabilities,"406,053,000","368,997,000","550,619,000","343,517,000","325,413,000","309,884,000","297,400,000","289,438,000","240,980,000","194,794,000","170,105,000","158,164,000","147,861,000","263,636,000","228,658,000","203,481,000","196,337,000","55,975,000","64,457,000","58,468,000","121,527,000","117,015,000","106,258,000","87,428,000","61,906,000","50,192,000","29,718,000","22,102,000","60,706,000","82,150,000","137,407,000","115,645,000","50,232,000","12,405,000","4,696,000","4,281,000","33,349,000","19,616,000","0","0","0",,"0","0","0","0","0","0"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"5,055,971,000","4,994,654,000","4,827,108,000","4,857,893,000","4,796,806,000","4,717,428,000","4,642,319,000","4,770,795,000","4,684,145,000","4,475,329,000","4,001,942,000","3,787,630,000","3,579,610,000","3,418,545,000","3,480,860,000","3,357,298,000","3,111,791,000","3,097,030,000","3,306,762,000","3,325,884,000","3,380,513,000","3,337,430,000","3,519,481,000","3,316,919,000","3,153,712,000","2,990,871,000","2,856,692,000","2,894,495,000","2,747,154,000","2,507,983,000","2,651,545,000","2,429,232,000","2,223,805,000","2,072,765,000","1,309,304,000","1,241,763,000","1,094,772,000","1,053,607,000","1,185,298,000","1,095,862,000","1,057,704,000","940,146,000","1,056,082,000","828,673,000","892,285,000","764,764,000","1,052,292,000","1,333,645,000"
		LongTermProvisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,000,000","577,000","1,417,000","2,087,000","2,832,000","4,876,000","9,037,000",,,,,,,,,,
