name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996
TotalAssets,"50,250,661,000","50,142,143,000","47,832,271,000","46,738,450,000","45,682,202,000","45,080,768,000","43,731,718,000","43,540,017,000","38,799,847,000","36,620,583,000","34,911,902,000","33,641,769,000","32,358,621,000","31,244,849,000","30,142,731,000","29,464,588,000","28,456,772,000","27,915,970,000","27,358,162,000","26,929,265,000","25,778,893,000","25,668,553,000","25,321,759,000","24,420,616,000","23,488,168,000","22,917,166,000","22,043,930,000","20,799,924,000","20,382,271,000","20,010,727,000","19,169,345,000","18,895,681,000","18,221,163,000","18,097,783,000","17,682,548,000","17,613,546,000","17,074,247,000","17,519,613,000","17,018,592,000","16,576,282,000","16,172,018,000","15,893,808,000","15,914,804,000","14,615,897,000","14,094,294,000","13,980,156,000","14,100,368,000","13,708,560,000","12,839,978,000","12,215,620,000","12,136,021,000","11,359,536,000","10,818,941,000","10,658,326,000","9,864,920,000","9,923,077,000","9,732,466,000","9,368,859,000","9,465,114,000","9,348,460,000","9,414,604,000","9,571,852,000","9,463,060,000","9,172,784,000","8,382,247,000","8,177,042,000","7,893,503,000","7,768,993,000","7,345,539,000","6,419,048,000","5,817,286,000","5,326,179,000","4,962,773,000","4,747,398,000","4,304,877,000","4,132,394,000","3,914,995,000","3,721,555,000","3,576,775,000","3,219,400,000","2,955,153,000","2,705,422,000","2,515,396,000","2,322,083,000","2,166,630,000","2,102,806,000","1,996,306,000","1,863,469,000","1,771,891,000","1,679,382,000","1,564,900,000","1,515,100,000","1,419,400,000","1,348,000,000","1,243,600,000","1,176,500,000","1,151,900,000","1,053,400,000","973,000,000","856,900,000","764,600,000","706,000,000"
TotalLiabilitiesNetMinorityInterest,"45,758,405,000","45,643,455,000","43,421,954,000","42,399,439,000","41,429,691,000","40,964,773,000","39,657,629,000","39,549,799,000","35,099,454,000","32,929,333,000","31,371,577,000","30,194,819,000","28,986,649,000","27,977,279,000","26,962,909,000","26,357,717,000","25,425,522,000","24,939,031,000","24,449,237,000","24,089,807,000","23,013,910,000","22,972,936,000","22,647,285,000","21,797,021,000","21,069,726,000","20,564,892,000","19,708,194,000","18,534,942,000","18,251,197,000","17,940,905,000","17,140,837,000","16,897,446,000","16,281,020,000","16,197,194,000","15,808,982,000","15,776,886,000","15,248,559,000","15,714,908,000","15,257,292,000","14,854,208,000","14,484,097,000","14,350,275,000","14,386,617,000","13,142,511,000","12,641,041,000","12,543,607,000","12,701,456,000","12,323,824,000","11,475,146,000","11,076,981,000","11,029,939,000","10,294,460,000","9,755,714,000","9,591,754,000","9,055,589,000","9,174,052,000","8,979,173,000","8,629,304,000","8,743,141,000","8,627,832,000","8,684,863,000","8,798,506,000","8,699,762,000","8,450,981,000","7,729,360,000","7,549,131,000","7,279,742,000","7,172,072,000","6,783,012,000","5,945,136,000","5,387,133,000","4,952,027,000","4,593,765,000","4,397,561,000","4,005,003,000","3,882,995,000","3,676,090,000","3,494,553,000","3,358,747,000","3,013,401,000","2,791,632,000","2,564,144,000","2,377,372,000","2,189,114,000","2,060,758,000","2,000,530,000","1,898,936,000","1,765,111,000","1,677,056,000","1,586,435,000","1,484,000,000","1,435,900,000","1,342,200,000","1,272,800,000","1,170,400,000","1,105,500,000","1,081,900,000","984,600,000","906,100,000","791,900,000","701,100,000","663,400,000"
TotalEquityGrossMinorityInterest,"4,492,256,000","4,498,688,000","4,410,317,000","4,339,011,000","4,252,511,000","4,115,995,000","4,074,089,000","3,990,218,000","3,700,393,000","3,691,250,000","3,540,325,000","3,446,950,000","3,371,972,000","3,267,570,000","3,179,822,000","3,106,871,000","3,031,250,000","2,976,939,000","2,908,925,000","2,839,458,000","2,764,983,000","2,695,617,000","2,674,474,000","2,623,595,000","2,418,442,000","2,352,274,000","2,335,736,000","2,264,982,000","2,131,074,000","2,069,822,000","2,028,508,000","1,998,235,000","1,940,143,000","1,900,589,000","1,873,566,000","1,836,660,000","1,825,688,000","1,804,705,000","1,761,300,000","1,722,074,000","1,687,921,000","1,543,533,000","1,528,187,000","1,473,386,000","1,453,253,000","1,436,549,000","1,398,912,000","1,384,736,000","1,364,832,000","1,138,639,000","1,106,082,000","1,065,076,000","1,063,227,000","1,066,572,000","809,331,000","749,025,000","753,293,000","739,555,000","721,973,000","720,628,000","729,741,000","773,346,000","763,298,000","721,803,000","652,887,000","627,911,000","613,761,000","596,921,000","562,527,000","473,912,000","430,153,000","374,152,000","369,008,000","349,837,000","299,874,000","249,399,000","238,905,000","227,002,000","218,028,000","205,999,000","163,521,000","141,278,000","138,024,000","132,969,000","105,872,000","102,276,000","97,370,000","98,358,000","94,835,000","92,947,000","80,900,000","79,200,000","77,200,000","75,200,000","73,200,000","71,000,000","70,000,000","68,800,000","66,900,000","65,000,000","63,500,000","42,600,000"
	StockholdersEquity,"4,492,256,000","4,498,688,000","4,410,317,000","4,339,011,000","4,252,511,000","4,115,995,000","4,074,089,000","3,990,218,000","3,700,393,000","3,691,250,000","3,540,325,000","3,446,950,000","3,371,972,000","3,267,570,000","3,179,822,000","3,106,871,000","3,031,250,000","2,976,939,000","2,908,925,000","2,839,458,000","2,764,983,000","2,695,617,000","2,674,474,000","2,623,595,000","2,418,442,000","2,352,274,000","2,335,736,000","2,264,982,000","2,131,074,000","2,069,822,000","2,028,508,000","1,998,235,000","1,940,143,000","1,900,589,000","1,873,566,000","1,836,660,000","1,825,688,000","1,804,705,000","1,761,300,000","1,722,074,000","1,687,921,000","1,543,533,000","1,528,187,000","1,473,386,000","1,453,253,000","1,436,549,000","1,398,912,000","1,384,736,000","1,364,832,000","1,138,639,000","1,106,082,000","1,065,076,000","1,063,227,000","1,066,572,000","809,331,000","749,025,000","753,293,000","739,555,000","721,973,000","720,628,000","729,741,000","773,346,000","763,298,000","721,803,000","652,887,000","627,911,000","613,761,000","596,921,000","562,527,000","473,912,000","430,153,000","374,152,000","369,008,000","349,837,000","299,874,000","249,399,000","238,905,000","227,002,000","218,028,000","205,999,000","163,521,000","141,278,000","138,024,000","132,969,000","105,872,000","102,276,000","97,370,000","98,358,000","94,835,000","92,947,000","80,900,000","79,200,000","77,200,000","75,200,000","73,200,000","71,000,000","70,000,000","68,800,000","66,900,000","65,000,000","63,500,000","42,600,000"
		CapitalStock,"471,591,000","471,392,000","471,294,000","471,270,000","471,227,000","470,973,000","470,823,000","470,794,000","183,266,000","182,951,000","181,825,000","181,794,000","181,765,000","181,518,000","181,486,000","181,437,000","181,364,000","181,068,000","180,940,000","180,802,000","303,862,000","303,235,000","303,068,000","302,965,000","299,865,000","299,756,000","299,734,000","299,075,000","173,902,000","173,348,000","173,233,000","173,094,000","172,809,000","172,658,000","166,492,000","214,461,000","213,713,000","213,514,000","176,371,000","176,337,000","176,302,000","85,750,000","85,662,000","49,704,000","49,672,000","84,504,000","318,379,000","317,544,000","316,686,000","311,903,000","284,061,000","283,518,000","282,662,000","308,484,000","75,927,000","26,478,000",,"26,281,000","26,060,000","26,012,000",,"25,802,000","25,718,000",,"24,231,000","23,941,000","23,655,000","23,568,000","23,447,000","21,729,000","21,064,000","20,485,000","20,213,000","20,066,000","18,898,000","17,428,000","17,371,000","17,216,000","17,148,000","16,955,000","15,712,000","14,532,000","9,673,000","9,637,000","8,859,000","8,857,000","8,850,000","8,850,000","8,838,000","8,771,000","8,200,000",,,,,,,,,,,
			PreferredStock,"412,500,000","412,500,000","412,500,000","412,500,000","412,500,000","412,500,000","412,500,000","412,500,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","125,000,000","251,257,000","251,257,000","251,257,000","251,257,000","251,257,000","251,287,000","251,312,000","251,312,000","126,427,000","126,467,000","126,467,000","126,467,000","126,477,000","126,477,000","126,500,000","176,476,000","176,441,000","176,406,000","176,371,000","176,337,000","176,302,000","49,768,000","85,662,000","49,704,000","49,672,000","49,640,000","287,234,000","286,460,000","285,642,000","284,824,000","284,061,000","283,518,000","282,662,000","281,873,000","49,379,000",,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"59,091,000","58,892,000","58,794,000","58,770,000","58,727,000","58,473,000","58,323,000","58,294,000","58,266,000","57,951,000","56,825,000","56,794,000","56,765,000","56,518,000","56,486,000","56,437,000","56,364,000","56,068,000","55,940,000","55,802,000","52,605,000","51,978,000","51,811,000","51,708,000","48,608,000","48,469,000","48,422,000","47,763,000","47,475,000","46,881,000","46,766,000","46,627,000","46,332,000","46,181,000","39,992,000","37,985,000","37,272,000","37,108,000",,,,"35,982,000",,,,"34,864,000","31,145,000","31,084,000","31,044,000","27,079,000",,,,"26,611,000","26,548,000","26,478,000",,"26,281,000","26,060,000","26,012,000",,"25,802,000","25,718,000",,"24,231,000","23,941,000","23,655,000","23,568,000","23,447,000","21,729,000","21,064,000","20,485,000","20,213,000","20,066,000","18,898,000","17,428,000","17,371,000","17,216,000","17,148,000","16,955,000","15,712,000","14,532,000","9,673,000","9,637,000","8,859,000","8,857,000","8,850,000","8,850,000","8,838,000","8,771,000","8,200,000",,,,,,,,,,,
		AdditionalPaidInCapital,"1,698,093,000","1,685,572,000","1,674,062,000","1,669,002,000","1,663,008,000","1,649,990,000","1,647,049,000","1,643,864,000","1,652,063,000","1,650,278,000","1,574,011,000","1,569,969,000","1,565,185,000","1,557,984,000","1,553,353,000","1,547,511,000","1,540,673,000","1,529,035,000","1,519,596,000","1,511,080,000","1,381,886,000","1,365,781,000","1,356,759,000","1,350,751,000","1,194,750,000","1,190,988,000","1,187,407,000","1,159,052,000","1,156,542,000","1,133,955,000","1,129,975,000","1,125,551,000","1,122,233,000","1,117,032,000","1,118,550,000","1,066,796,000","1,040,098,000","1,036,295,000","1,055,064,000","1,050,001,000","1,044,848,000","1,001,316,000","997,854,000","1,004,303,000","1,002,534,000","965,203,000","682,318,000","680,261,000","677,090,000","589,939,000","607,953,000","604,308,000","601,932,000","571,887,000","550,994,000","547,333,000","570,551,000","539,127,000","532,407,000","528,916,000","550,045,000","519,233,000","513,453,000","533,547,000","435,207,000","420,426,000","413,330,000","411,115,000","407,590,000","319,147,000","287,547,000","258,289,000","247,254,000","243,626,000","205,238,000","158,597,000","157,499,000","153,614,000","152,557,000","147,616,000","116,201,000","97,956,000","102,536,000","101,805,000","83,745,000","83,710,000","83,612,000","83,603,000","83,487,000","82,792,000","73,200,000",,,,,,,,,,,
		RetainedEarnings,"2,548,474,000","2,447,535,000","2,373,447,000","2,288,969,000","2,208,535,000","2,080,013,000","2,001,949,000","1,921,048,000","1,917,558,000","1,899,630,000","1,830,165,000","1,747,266,000","1,682,016,000","1,610,574,000","1,543,680,000","1,464,494,000","1,387,663,000","1,313,657,000","1,254,759,000","1,198,997,000","1,143,943,000","1,096,518,000","1,051,748,000","1,008,464,000","967,882,000","928,211,000","901,652,000","872,690,000","835,669,000","803,400,000","771,519,000","737,542,000","705,234,000","676,935,000","643,228,000","612,821,000","581,131,000","555,023,000","527,550,000","501,139,000","478,160,000","459,457,000","441,268,000","415,297,000","404,580,000","392,354,000","394,323,000","381,969,000","373,903,000","366,152,000","342,873,000","317,713,000","315,855,000","318,793,000","318,066,000","325,314,000","314,038,000","309,556,000","293,913,000","287,741,000","272,331,000","261,734,000","246,724,000","235,453,000","217,842,000","201,133,000","184,138,000","169,134,000","151,962,000","139,566,000","125,395,000","114,368,000","101,875,000","92,301,000","81,372,000","72,861,000","63,842,000","56,967,000","49,045,000","42,789,000","36,482,000","30,995,000","25,831,000","21,500,000","17,137,000","13,835,000","10,020,000","9,554,000","6,235,000","3,555,000","700,000","-1,800,000","-4,000,000","-5,900,000","-8,000,000","-10,100,000","-11,100,000","-12,100,000","-13,800,000","-15,100,000","-16,200,000","-17,000,000"
		TreasuryStock,"109,903,000","109,903,000","109,903,000","100,363,000","100,363,000","100,363,000","44,891,000","44,891,000","44,891,000","6,931,000","6,799,000","6,650,000","6,650,000","5,634,000","5,547,000","5,355,000","5,355,000","4,986,000","4,884,000","4,884,000","4,884,000","4,589,000","4,522,000","4,145,000","4,145,000","3,973,000","3,964,000","3,964,000","3,948,000","3,549,000","3,519,000","3,449,000","3,380,000","3,000,000","8,290,000","8,214,000","8,187,000","7,838,000","7,490,000","7,374,000","6,559,000","112,000","68,000","50,000","74,000","0","51,000","4,000","0","122,733,000","122,437,000","122,302,000","122,302,000","122,290,000","122,290,000","122,258,000","122,252,000","122,196,000","107,742,000","84,559,000","77,498,000","16,343,000",,,,,,,,,,,,,,,,,,,,,,,"3,863,000","3,863,000","3,863,000","1,314,000","1,306,000",,,,,,,,,,,,,
