name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012
OperatingCashFlow,"320,565,000","80,310,000","44,338,000","98,837,000","97,080,000","85,464,000","37,621,000","87,622,000","79,503,000","47,852,000","68,583,000","52,243,000","59,045,000","28,279,000","46,512,000","37,996,000","40,222,000","21,131,000","25,985,000","27,186,000","16,681,000","-2,089,000","19,732,000","24,650,000","26,827,000","735,000","25,292,000","17,538,000","6,175,000","-7,542,000","-1,414,000","-1,565,000","-6,034,000","-11,991,000","-7,030,351","-6,341,366","-9,695,607","-13,243,676","-5,732,486","-4,163,182","-4,493,660","-206,929"
	CashFlowFromContinuingOperatingActivities,"320,565,000","80,310,000","44,338,000","98,837,000","97,080,000","85,464,000","37,621,000","87,622,000","79,503,000","47,852,000","68,583,000","52,243,000","59,045,000","28,279,000","46,512,000","37,996,000","40,222,000","21,131,000","25,985,000","27,186,000","16,681,000","-2,089,000","19,732,000","24,650,000","26,827,000","735,000","25,292,000","17,538,000","6,175,000","-7,542,000","-1,414,000","-1,565,000","-6,034,000","-11,991,000","-7,030,351","-6,341,366","-9,695,607","-13,243,676","-5,732,486","-4,163,182","-4,493,660","-206,929"
		NetIncomeFromContinuingOperations,"245,919,000","67,680,000","60,524,000","60,192,000","57,523,000","52,891,000","48,268,000","38,179,000","26,848,000","58,271,000","50,195,000","49,763,000","39,100,000","32,899,000","35,520,000","24,811,000","25,241,000","22,355,000","-1,766,000","12,312,000","6,012,000","5,492,000","61,562,000","6,175,000","2,011,000","-3,907,000","-4,821,000","-4,799,000","-10,353,000","-7,820,000","-10,021,000","-10,976,000","-12,854,000","-15,055,000","-13,084,538","-13,872,674","-16,274,082","-11,952,706","-12,796,890","-8,112,673","-6,196,323","-385,827"
		OperatingGainsLosses,,"-408,000","-714,000","-3,000",,,"-295,000","4,000","-711,000","72,000","-264,000","-81,000","113,000","187,000","-6,000","8,000",,,"-10,000","-68,000","-188,000","58,000","-65,000","-66,000","-61,000","885,000","121,000","15,000","-354,000","-613,000","-63,000",,,,"-13,709","308,418","-452,359","-28,350",,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-35,108",,,,
			GainLossOnInvestmentSecurities,,"-408,000","-714,000","-3,000",,,"-295,000","4,000","-711,000","72,000","-264,000","-81,000","113,000","187,000","-6,000","8,000",,,"-10,000","-68,000","-188,000","58,000","-65,000","-66,000","-61,000","885,000","121,000","15,000","-354,000","-613,000","-63,000",,,,"-13,709","308,418","-452,359","-28,350",,,,
		DeferredTax,"70,003,000","19,054,000","17,561,000","17,257,000","16,131,000","14,561,000","13,328,000","11,172,000","8,126,000","13,880,000","13,091,000","14,151,000","11,802,000","6,038,000","9,229,000","5,834,000","6,855,000","4,009,000","19,762,000","6,891,000",,,,,,,,"0","241,000","-241,000","-812,000","-277,000",,,,,,,,,,
			DeferredIncomeTax,"70,003,000","19,054,000","17,561,000","17,257,000","16,131,000","14,561,000","13,328,000","11,172,000","8,126,000","13,880,000","13,091,000","14,151,000","11,802,000","6,038,000","9,229,000","5,834,000","6,855,000","4,009,000","19,762,000","6,891,000",,,,,,,,"0","241,000","-241,000","-812,000","-277,000",,,,,,,,,,
		AmortizationOfSecurities,"6,804,000","1,707,000","1,713,000","1,731,000","1,653,000","1,636,000","1,552,000","1,487,000","311,000","318,000","309,000","321,000","308,000","314,000","343,000","366,000","371,000","439,000","399,000","428,000","415,000","357,000","305,000","305,000","1,149,000","418,000",,,,,,,,,,,,,,,,
		AssetImpairmentCharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","1,200,000","0","0","0"
