name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010
MarketCap,"3,479,626,562","5,432,490,813","5,502,802,976","4,840,481,115","5,372,605,299","5,242,393,122","4,338,960,166","3,163,492,684","2,853,680,983","2,775,518,431","5,399,858,264","5,602,987,468","5,342,372,274","4,766,948,780","4,196,842,334","5,348,292,845","5,700,029,822","5,999,919,476","5,677,921,600","5,093,074,279","5,304,933,599","4,726,579,537","4,545,627,047","4,561,562,637","4,553,820,022","4,216,940,699","4,494,131,068","4,556,880,512","5,700,691,817","6,155,431,071","5,169,600,219","5,945,714,100","6,256,080,376","5,655,675,505","4,753,118,914","4,447,193,775","4,427,433,046","3,310,403,814","2,884,210,554","2,698,027,122","2,338,788,459","2,423,592,306","1,675,902,866","1,597,362,704","2,467,754,639","2,678,987,103","2,062,763,216"
EnterpriseValue,"7,535,696,562","9,249,798,813","8,983,382,976","8,294,656,115","8,860,468,299","8,584,005,122","7,770,150,166","6,703,565,684","6,256,555,983","6,519,544,431","8,457,753,264","8,445,900,468","8,203,337,274","7,448,485,780","7,003,972,334","7,879,350,845","7,962,962,822","7,996,805,476","8,069,435,600","7,435,834,279","7,513,679,599","6,751,816,537","6,739,588,047","6,542,567,637","6,360,624,022","6,215,601,699","6,365,780,068","6,354,425,512","7,365,936,817","7,588,450,071","6,244,910,219","6,845,279,100","6,988,374,376","6,275,350,505","5,308,338,914","4,949,527,775","4,923,658,046","3,769,518,814","3,343,325,554","3,103,136,122","2,727,101,459","2,802,503,306","2,090,711,866","2,012,171,704","2,498,466,639","2,713,430,103","2,096,741,216"
PeRatio,"29.85","100.592",,"54.54","82.593",,,,,"29.544","48.958","52.898","61.005","83.333","24.903","34.22","34.777","35.583","89.911","84.236","75.827","24.789","26.473","17.534","16.402","66.181","62.176","204.893",,,,,,,,,,,,"182.179","50.114","54.59","169.885","161.923",,,
ForwardPeRatio,"111.111","263.158",,,,,,,,,,,"44.248","131.579",,,,"126.582","82.645","57.804","39.683","20.492","19.96","20.325","24.876","11.751","21.978","17.986","16.447","14.663","38.023","43.668","44.053","34.843","40.486","38.911","41.841","26.525","142.857","138.889","120.482","158.73","109.89","105.263",,,
PsRatio,"2.521","3.952","6.779","6.335","7.579","7.114","5.066","3.157","2.007","1.68","3.708","3.713","4.258","4.463","4.684","5.952","5.562","5.449","5.239","4.773","5.121","4.845","4.95","5.375","5.639","5.276","6.143","6.558","8.204","9.641","9.082","10.819","12.887","11.862","10.506","9.92","11.148","8.478","7.387","8.018","7.947","9.031","7.14","6.805","13.137","15.975","14.385"
PbRatio,"0.979","1.464","1.494","1.318","1.468","1.411","1.168","0.89","0.795","0.882","1.692","1.771","1.69","1.515","1.352","1.738","1.856","1.879","1.877","1.719","2.03","1.841","1.809","1.825","1.824","1.787","1.927","2.097","2.689","2.768","2.361","2.777","2.904","2.526","2.143","2.012","1.943","1.436","1.251","1.201","1.058","1.043","0.731","0.696","1.159","1.298","0.947"
EnterprisesValueRevenueRatio,"5.206","43.999","11.15","37.843","41.705","45.041","36.36","43.406","40.062","37.217","29.764","36.535","19.019","21.047","15.072","30.64","43.993","49.461","26.81","28.739","24.345","29.133","23.867","27.169","23.372","25.934","27.751","31.235","35.216","48.929","30.161","57.413","33.337","63.61","39.628","47.815","33.482","41.841","30.851","32.728","29.031","35.134","24.632","23.158","49.16","51.099","41.244"
EnterprisesValueEBITDARatio,"15.568","117.171","39.768","86.384","106.376","-1,473.143","85.859","22.925","162.876","-103.326","114.745","78.287","101.373","72.643","62.855","92.503","200.609","169.463","66.822","106.987","109.463","114.948","66.288","113.622","84.641","25.067","92.114","29.574","77.811","-110.784","81.71","94.166","138.942","-98.72","194.118","218.32","-87.369","-272.285","580.842","-76.877","64.34","-27.294","92.293","12.234","36.721","-23.737","-3.277"
