name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003
TotalCapitalization,"7,602,100,000","9,260,700,000","9,262,400,000","9,254,000,000","8,791,000,000","9,414,700,000","8,868,900,000","8,516,500,000","7,551,400,000","8,462,900,000","8,339,800,000","8,039,300,000","7,717,500,000","7,250,700,000","7,499,800,000","8,335,000,000","8,489,300,000","8,719,500,000","8,541,200,000","8,772,800,000","8,701,600,000","8,610,000,000","8,644,100,000","8,531,800,000","8,242,700,000","8,174,100,000","7,982,000,000","8,169,800,000","8,508,600,000","8,287,900,000","8,350,400,000","8,290,000,000","8,073,100,000","8,723,900,000","8,540,500,000","8,508,800,000","8,986,400,000","8,471,300,000","8,705,800,000","8,125,900,000","7,687,100,000","8,086,900,000","7,734,700,000","7,120,300,000","5,350,200,000","6,914,800,000","5,683,200,000","5,086,700,000","4,670,000,000","4,216,300,000","4,048,600,000","4,421,900,000","3,660,000,000","3,715,400,000","4,715,500,000","5,396,000,000","5,979,700,000","6,342,600,000","6,413,100,000","6,442,000,000","6,371,000,000","6,132,200,000","5,899,000,000","5,452,500,000","5,403,300,000","5,686,400,000","5,079,400,000","5,405,400,000","4,981,000,000","5,095,000,000","5,102,200,000","4,513,500,000","4,904,600,000","4,504,900,000","9,646,200,000"
PreferredStockEquity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"667,800,000","667,800,000","667,800,000","667,800,000","667,800,000","667,800,000","667,800,000","667,800,000","667,800,000","667,800,000","667,800,000","667,800,000","910,400,000","887,500,000","1,724,700,000"
CommonStockEquity,"3,690,900,000","5,259,700,000","5,232,900,000","5,324,000,000","4,860,700,000","5,484,200,000","5,083,900,000","4,731,200,000","3,765,800,000","4,677,000,000","4,553,300,000","4,252,200,000","3,837,900,000","3,370,900,000","3,619,900,000","4,454,900,000","4,617,200,000","4,847,500,000","4,881,700,000","4,779,300,000","4,606,800,000","4,486,900,000","4,493,800,000","4,456,200,000","4,226,600,000","4,138,500,000","4,171,000,000","4,364,200,000","4,753,600,000","4,688,200,000","4,722,000,000","4,844,300,000","4,710,200,000","4,955,200,000","4,786,600,000","4,581,400,000","5,028,600,000","5,049,300,000","5,252,900,000","4,893,100,000","4,683,000,000","5,032,600,000","4,948,800,000","4,563,200,000","4,400,400,000","4,325,300,000","4,604,300,000","4,182,800,000","3,720,100,000","3,532,400,000","3,333,700,000","2,415,000,000","1,591,200,000","1,619,200,000","2,704,000,000","3,382,100,000","3,939,700,000","4,235,900,000","4,303,700,000","4,375,300,000","4,056,200,000","4,045,300,000","4,044,900,000","3,628,800,000","3,615,500,000","3,852,000,000","3,286,400,000","3,526,700,000","3,127,100,000","3,234,400,000","3,061,000,000","2,506,900,000","2,236,500,000","1,930,100,000","3,572,700,000"
NetTangibleAssets,"3,690,900,000","5,259,700,000","5,232,900,000","5,324,000,000","4,860,700,000","5,484,200,000","5,083,900,000","4,731,200,000","3,765,800,000","4,677,000,000","4,553,300,000","4,252,200,000","3,837,900,000","3,370,900,000","3,619,900,000","4,454,900,000","4,617,200,000","4,847,500,000","4,881,700,000","4,779,300,000","4,606,800,000","4,486,900,000","4,493,800,000","4,456,200,000","4,226,600,000","4,138,500,000","4,171,000,000","4,364,200,000","4,753,600,000","4,688,200,000","4,722,000,000","4,844,300,000","4,710,200,000","4,955,200,000","4,786,600,000","4,581,400,000","5,028,600,000","5,049,300,000","5,252,900,000","4,893,100,000","4,683,000,000","5,032,600,000","4,948,800,000","4,563,200,000","4,400,400,000","4,325,300,000","4,604,300,000","4,182,800,000","3,720,100,000","3,532,400,000","3,333,700,000","2,415,000,000","1,591,200,000","1,619,200,000","2,704,000,000","3,382,100,000","3,939,700,000","4,235,900,000","4,303,700,000","4,375,300,000","4,724,000,000","4,713,100,000","4,712,700,000","4,296,600,000","4,283,300,000","4,519,800,000","3,954,200,000","4,194,500,000","3,794,900,000","3,902,200,000","2,794,100,000","2,150,200,000","2,219,700,000","1,710,200,000","2,910,600,000"
InvestedCapital,"7,602,100,000","9,260,700,000","9,262,400,000","9,254,000,000","8,791,000,000","9,414,700,000","8,868,900,000","8,516,500,000","7,551,400,000","8,462,900,000","8,339,800,000","8,039,300,000","7,817,500,000","7,350,700,000","7,599,800,000","8,435,000,000","8,589,300,000","8,819,500,000","8,641,200,000","8,872,800,000","8,801,600,000","8,710,000,000","8,744,100,000","8,631,800,000","8,342,700,000","8,274,100,000","8,082,000,000","8,269,800,000","8,508,600,000","8,287,900,000","8,350,400,000","8,290,000,000","8,073,100,000","8,723,900,000","8,540,500,000","8,508,800,000","8,986,400,000","8,471,300,000","8,705,800,000","8,125,900,000","7,687,100,000","8,086,900,000","7,734,700,000","7,120,300,000","5,350,200,000","6,914,800,000","6,713,000,000","6,116,100,000","5,707,200,000","5,253,700,000","5,310,500,000","4,421,900,000","3,660,000,000","3,715,400,000","4,715,500,000","5,396,000,000","5,979,700,000","6,342,600,000","6,413,100,000","6,442,000,000","5,703,200,000","5,464,400,000","5,231,200,000","4,784,700,000","4,735,500,000","5,018,600,000","4,411,600,000","4,737,600,000","4,313,200,000","4,427,200,000","4,434,400,000","3,845,700,000","3,994,200,000","3,617,400,000","7,921,500,000"
TangibleBookValue,"3,690,900,000","5,259,700,000","5,232,900,000","5,324,000,000","4,860,700,000","5,484,200,000","5,083,900,000","4,731,200,000","3,765,800,000","4,677,000,000","4,553,300,000","4,252,200,000","3,837,900,000","3,370,900,000","3,619,900,000","4,454,900,000","4,617,200,000","4,847,500,000","4,881,700,000","4,779,300,000","4,606,800,000","4,486,900,000","4,493,800,000","4,456,200,000","4,226,600,000","4,138,500,000","4,171,000,000","4,364,200,000","4,753,600,000","4,688,200,000","4,722,000,000","4,844,300,000","4,710,200,000","4,955,200,000","4,786,600,000","4,581,400,000","5,028,600,000","5,049,300,000","5,252,900,000","4,893,100,000","4,683,000,000","5,032,600,000","4,948,800,000","4,563,200,000","4,400,400,000","4,325,300,000","4,604,300,000","4,182,800,000","3,720,100,000","3,532,400,000","3,333,700,000","2,415,000,000","1,591,200,000","1,619,200,000","2,704,000,000","3,382,100,000","3,939,700,000","4,235,900,000","4,303,700,000","4,375,300,000","4,056,200,000","4,045,300,000","4,044,900,000","3,628,800,000","3,615,500,000","3,852,000,000","3,286,400,000","3,526,700,000","3,127,100,000","3,234,400,000","2,126,300,000","1,482,400,000","1,309,300,000","822,700,000","1,185,900,000"
TotalDebt,"3,911,200,000","4,001,000,000","4,029,500,000","3,930,000,000","3,930,300,000","3,930,500,000","3,785,000,000","3,785,300,000","3,785,600,000","3,785,900,000","3,786,500,000","3,787,100,000","3,979,600,000","3,979,800,000","3,979,900,000","3,980,100,000","3,972,100,000","3,972,000,000","3,759,500,000","4,093,500,000","4,194,800,000","4,223,100,000","4,250,300,000","4,175,600,000","4,116,100,000","4,135,600,000","3,911,000,000","3,905,600,000","3,755,000,000","3,599,700,000","3,628,400,000","3,445,700,000","3,362,900,000","3,768,700,000","3,753,900,000","3,927,400,000","3,957,800,000","3,422,000,000","3,452,900,000","3,232,800,000","3,004,100,000","3,054,300,000","2,785,900,000","2,557,100,000","949,800,000","2,589,500,000","2,108,700,000","1,933,300,000","1,987,100,000","1,721,300,000","1,976,800,000","2,006,900,000","2,068,800,000","2,096,200,000","2,011,500,000","2,013,900,000","2,040,000,000","2,106,700,000","2,109,400,000","2,066,700,000","1,647,000,000","1,419,100,000","1,186,300,000","1,155,900,000","1,120,000,000","1,166,600,000","1,125,200,000","1,210,900,000","1,186,100,000","1,192,800,000","1,373,400,000","1,338,800,000","1,757,700,000","1,687,300,000","4,348,800,000"
NetDebt,"3,863,200,000","3,901,400,000","3,959,000,000","3,867,700,000","3,854,300,000","3,876,400,000","3,734,000,000","3,748,500,000","3,717,100,000","3,711,200,000","3,724,800,000","3,736,600,000","3,909,900,000","3,917,400,000","3,923,500,000","3,873,700,000","3,856,500,000","3,793,100,000","3,653,600,000","3,702,400,000","3,840,300,000","4,033,800,000","4,102,600,000","4,015,600,000","3,926,000,000","3,771,200,000","3,804,100,000","3,755,000,000","3,596,500,000","3,531,400,000","3,477,700,000","3,343,900,000","3,222,600,000","3,664,400,000","3,668,800,000","3,716,700,000","3,495,600,000","3,367,800,000","2,989,400,000","2,954,000,000","2,764,800,000","2,543,900,000","2,304,300,000","1,951,600,000","498,100,000","1,990,800,000","1,541,600,000","1,596,100,000","1,641,700,000","1,197,900,000","1,444,500,000","1,125,600,000","1,299,200,000","1,201,700,000","1,659,200,000","1,718,600,000","1,453,700,000","1,678,100,000","1,691,300,000","1,514,400,000","1,353,700,000","1,009,200,000","934,700,000","910,500,000","995,300,000","893,600,000","920,800,000","420,500,000","880,000,000","397,300,000","276,500,000","460,800,000","743,200,000","426,700,000","1,386,500,000"
ShareIssued,"117,241,006","120,377,152","124,269,869","129,105,039","132,268,255","135,279,119","138,931,352","141,718,570","143,610,046","148,084,178","152,183,491","156,768,002","159,955,172","162,201,692","164,634,365","164,433,085","167,354,255","166,857,931","167,762,323","169,018,890","172,103,802","173,753,614","173,543,965","176,240,559","179,098,447","184,028,511","186,741,760","193,467,712","198,631,949","203,324,458","207,640,050","213,755,190","219,266,947","220,323,823","222,007,214","219,378,666","223,502,106","221,502,371","229,506,690","234,026,409","239,219,445","241,304,503","243,247,260","249,415,210","251,404,857","251,084,174","251,046,412","251,044,745","250,929,801","250,786,216","184,886,216","184,886,216","184,751,551","184,751,551","184,751,551","184,725,949","184,655,525","184,655,525","186,356,981","188,699,343","150,845,158","152,165,108","151,923,582","151,518,505","151,513,212","151,513,434","151,272,969","151,066,487","151,057,863","151,057,863","151,123,275","150,715,772","100,115,772","100,115,772","100,098,119"
OrdinarySharesNumber,"117,241,006","120,377,152","124,269,869","129,105,039","132,268,255","135,279,119","138,931,352","141,718,570","143,610,046","148,084,178","152,183,491","156,768,002","159,955,172","162,201,692","164,634,365","164,433,085","167,354,255","166,857,931","167,762,323","169,018,890","172,103,802","173,753,614","173,543,965","176,240,559","179,098,447","184,028,511","186,741,760","193,467,712","198,631,949","203,324,458","207,640,050","213,755,190","219,266,947","220,323,823","222,007,214","219,378,666","223,502,106","221,502,371","229,506,690","234,026,409","239,219,445","241,304,503","243,247,260","249,415,210","251,404,857","251,084,174","251,046,412","251,044,745","250,929,801","250,786,216","184,886,216","184,886,216","184,751,551","184,751,551","184,751,551","184,725,949","184,655,525","184,655,525","186,356,981","188,699,343","150,845,158","152,165,108","151,923,582","151,518,505","151,513,212","151,513,434","151,272,969","151,066,487","151,057,863","151,057,863","151,123,275","150,715,772","100,115,772","100,115,772","100,098,119"
