name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015
TotalAssets,"4,889,909,000","4,809,243,000","4,784,284,000","4,745,374,000","4,781,759,000","4,731,818,000","4,837,965,000","4,816,195,000","5,014,080,000","5,017,000,000","5,031,225,000","4,790,357,000","4,697,306,000","4,592,937,000","4,570,824,000","4,471,658,000","4,363,513,000","4,330,082,000","4,292,210,000","4,161,161,000","3,280,677,000","3,318,752,000","3,217,534,000","2,851,675,000","2,517,915,000","2,542,636,000","2,622,779,000","2,645,640,000"
	CurrentAssets,"141,263,000","138,681,000","142,604,000","177,800,000","281,258,000","246,936,000","261,139,000","528,332,000","399,454,000","222,844,000","284,868,000","393,780,000","322,096,000","203,874,000","235,366,000","197,763,000","145,949,000","150,458,000","124,688,000","984,561,000","119,368,000","216,123,000","81,577,000","77,693,000","182,289,000","156,376,000","219,146,000","161,322,000"
		CashCashEquivalentsAndShortTermInvestments,"51,129,000","58,903,000","69,751,000","108,536,000","122,466,000","77,534,000","195,570,000","88,269,000","109,329,000","142,813,000","197,317,000","299,394,000","104,684,000","38,026,000","118,493,000","76,500,000","56,901,000","59,765,000","49,923,000","934,096,000","68,726,000","171,754,000","40,762,000","48,813,000","165,340,000","142,498,000","209,998,000","154,615,000"
			CashAndCashEquivalents,"51,129,000","58,903,000","69,751,000","108,536,000","122,466,000","77,534,000","195,570,000","88,269,000","109,329,000","142,813,000","197,317,000","299,394,000","104,684,000","38,026,000","118,493,000","76,500,000","56,901,000","59,765,000","49,923,000","934,096,000","68,726,000","171,754,000","40,762,000","48,813,000","165,340,000","142,498,000","209,998,000","154,615,000"
		Receivables,"90,134,000","79,778,000","72,853,000","69,264,000","71,042,000","76,059,000","65,569,000","75,640,000","78,274,000","80,031,000","87,551,000","77,694,000","76,832,000","165,848,000","116,873,000","121,263,000","89,048,000","90,693,000","74,765,000","50,465,000","50,642,000","44,369,000","40,815,000","28,880,000","16,949,000","13,878,000","9,148,000","6,707,000"
			AccountsReceivable,"90,134,000","79,778,000","72,853,000","69,264,000","71,042,000","76,059,000","65,569,000","75,640,000","78,274,000","80,031,000","87,551,000","77,694,000","76,832,000","165,848,000","116,873,000","121,263,000","89,048,000","90,693,000","74,765,000","50,465,000","50,642,000","44,369,000","40,815,000","28,880,000","16,949,000","13,878,000","9,148,000","6,707,000"
				GrossAccountsReceivable,,"82,495,000",,,,"78,999,000",,,,"82,774,000",,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-2,717,000",,,,"-2,940,000",,,,"-2,743,000",,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,"2,408,000","612,000","391,000","370,000","61,785,000","58,212,000","54,626,000","51,447,000","47,041,000","42,050,000","37,728,000","33,406,000","29,088,000","24,969,000","20,422,000","16,117,000","11,795,000","7,497,000","3,200,000"
		AssetsHeldForSaleCurrent,,"0","0","0","87,750,000","93,343,000",,"364,423,000","211,851,000",,,"16,692,000","140,580,000",,,,,,,,,,,,,,,
