name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,03/31/1990,12/31/1989
TotalAssets,"2,339,234","2,601,215","2,525,305","2,283,473","2,010,587","2,108,325","2,065,259","1,586,992","3,038,548","3,287,077","3,350,210","3,348,758","2,702,896","3,994,193","4,089,523","3,599,846","5,032,827","3,950,462","3,475,680","3,534,084","3,841,733","4,398,723","2,783,384","3,064,849","1,929,902","2,145,443","2,109,661","2,402,660","1,719,090","2,828,267","5,146,285","5,249,237","5,824,937","3,917,570","5,745,450","4,464,674","3,519,623","3,399,942","3,685,965","4,911,985","7,443,517","5,619,522","3,230,743","7,635,779","7,257,120","5,552,130","6,249,082","6,909,865","6,902,082","6,563,134","4,265,347","3,322,537","2,532,492","6,318,009","12,699,140","10,458,920","9,779,696","9,467,142","7,912,538","5,872,479","6,067,892","6,574,350","8,118,453","6,451,393","7,836,113","8,874,678","7,750,650","6,506,068","5,747,838","7,224,412","6,375,138","4,852,402","4,986,026","4,865,569","5,253,340","4,687,477","4,750,674","4,543,780","4,383,020","4,164,982","3,964,296","4,213,606","4,683,084","6,281,480","6,831,104","5,651,376","5,867,786","5,682,302","4,867,864","5,305,223","5,238,108","4,580,312","4,330,165","3,861,776","4,863,921","3,683,129","5,222,588","5,220,786","4,798,649","4,489,599","6,585,586","5,913,931","6,963,971","5,804,471","4,516,339","5,252,922","5,071,471","4,940,123","4,986,472","6,000,000","6,400,000","5,000,000","8,000,000","6,300,000","6,700,000","6,900,000","6,800,000","6,900,000","7,200,000","6,700,000","7,000,000","7,500,000","7,100,000","7,500,000","8,400,000","9,800,000","7,500,000","8,400,000","8,800,000"
	CurrentAssets,"2,002,689","2,248,527","2,178,062","1,922,140","1,637,532","1,725,449","1,675,819","1,184,812","2,627,119","2,862,570","2,914,923","2,900,400","2,245,165","3,526,613","3,604,578","3,104,519","4,523,106","3,421,419","2,924,931","2,968,037","3,258,067","3,795,604","2,139,686","2,409,776","1,258,027","1,464,757","1,419,770","1,700,050","1,005,686","2,105,320","4,417,568","4,501,531","5,058,439","3,136,698","4,953,042","3,658,721","2,703,246","2,573,993",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CashCashEquivalentsAndShortTermInvestments,"2,002,689","2,248,527","2,178,062","1,922,140","1,637,532","1,725,449","1,675,819","1,184,812","2,627,119","2,862,570","2,914,923","2,900,400","2,245,165","3,526,613","3,604,578","3,104,519","4,523,106","3,421,419","2,924,931","2,968,037","3,258,067","3,795,604","2,139,686","2,409,776","1,258,027","1,464,757","1,419,770","1,700,050","1,005,686","2,105,320","4,417,568","4,501,531","5,058,439","3,136,698","4,953,042","3,658,721","2,703,246","2,573,993","2,847,723","4,060,709","6,573,996","4,727,946","2,320,176","6,708,026","6,308,513","4,580,923","5,253,628","5,885,870","5,848,497","5,483,148","3,158,404","2,192,146","1,380,578","5,147,216","11,500,938","9,230,577","8,520,418","8,173,207","6,576,732","4,500,184","4,664,349","5,135,136","6,637,774","4,924,094","6,265,957","7,264,048","6,090,764","4,800,362","4,001,861","5,429,145","4,523,057","2,949,832","3,038,718","2,873,975","3,215,037","2,601,810","2,620,747","2,371,387","2,158,014","1,889,669","1,634,721","1,842,420","2,255,830","3,804,184","4,294,102","3,056,122","3,194,201","2,939,151","2,056,411","2,415,245","2,227,400","1,442,397","1,048,564","525,193","1,488,594","271,758","1,778,358","1,724,192","1,235,580","868,784","2,913,251","2,152,992","3,116,478","1,854,456","507,321","1,195,294","938,577","754,888","754,847","1,700,000","2,000,000","4,500,000","4,700,000","1,400,000","4,900,000","1,800,000","1,700,000","5,200,000","1,900,000","1,300,000","1,500,000","1,900,000","1,400,000","1,800,000","2,600,000","3,900,000","1,400,000","2,100,000","2,500,000"
			CashAndCashEquivalents,,,,,,,,,,,,"2,900,400","2,245,165","3,526,613","3,604,578","3,104,519","4,523,106","3,421,419","2,924,931","2,968,037","3,258,067","3,795,604","2,139,686","2,409,776","1,258,027","1,464,757","1,419,770","1,700,050","1,005,686","2,105,320",,"4,501,531","5,058,439","3,136,698","4,953,042","3,658,721","2,703,246","2,573,993","2,847,723","4,060,709","6,573,996","4,727,946","2,320,176","6,708,026","6,308,513","4,580,923","5,253,628","5,885,870","5,848,497","5,483,148","3,158,404","2,192,146","1,380,578","5,147,216","11,500,938","9,230,577","8,520,418","8,173,207","6,576,732","4,500,184","4,664,349","5,135,136","6,637,774","4,924,094","6,265,957","7,264,048","6,090,764","4,800,362","4,001,861","5,429,145","4,523,057","2,949,832","3,038,718","2,873,975","3,215,037","2,601,810","2,620,747","2,371,387","2,158,014","1,889,669","1,634,721","1,842,420","2,255,830","3,804,184","4,294,102","3,056,122","3,194,201","2,939,151","2,056,411","2,415,245","2,227,400","1,442,397","1,048,564","525,193","1,488,594","271,758","1,778,358","1,724,192","1,235,580","868,784","2,913,251","2,152,992","3,116,478","1,854,456","507,321","1,195,294","938,577","754,888","754,847","1,700,000","2,000,000","4,500,000","4,700,000","1,400,000","4,900,000","1,800,000","1,700,000","5,200,000","1,900,000","1,300,000","1,500,000","1,900,000","1,400,000","1,800,000","2,600,000","3,900,000","1,400,000","2,100,000","2,500,000"
				CashFinancial,,,,,,,,,,,,,,,,,,,,,"3,258,067",,,,"1,258,027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,,,,,,,,,,,,"448,358",,"467,580",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccountsReceivable,,,,,,,,,,,,"448,358",,"467,580",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalNonCurrentAssets,"336,545","352,688","347,243","361,333","373,055","382,876","389,440","402,180","411,429","424,507","435,287","448,358","457,731","467,580","484,945","495,327","509,721","529,043","550,749","566,047","583,666","603,119","643,698","655,073","671,875","680,686","689,891","702,610","713,404","722,947","728,717","747,706","766,498","780,872","792,408","805,953","816,377","825,949",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetPPE,"336,545","352,688","347,243","361,333","373,055","382,876","389,440","402,180","411,429","424,507","435,287","448,358","457,731","467,580","484,945","495,327","509,721","529,043","550,749","566,047","583,666","603,119","643,698","655,073","671,875","680,686","689,891","702,610","713,404","722,947","728,717","747,706","766,498","780,872","792,408","805,953","816,377","825,949","838,242","851,276","869,521","891,576","910,567","927,753","948,607","971,207","995,454","1,023,995","1,053,585","1,079,986","1,106,943","1,130,391","1,151,914","1,170,793","1,198,202","1,228,343","1,259,278","1,293,935","1,335,806","1,372,295","1,403,543","1,439,214","1,480,679","1,527,299","1,570,156","1,610,630","1,659,886","1,705,706","1,745,977","1,795,267","1,852,081","1,902,570","1,947,308","1,991,594","2,038,303","2,085,667","2,129,927","2,172,393","2,225,006","2,275,313","2,329,575","2,371,187","2,427,254","2,477,296","2,537,002","2,595,254","2,673,585","2,743,151","2,811,453","2,889,978","3,010,708","3,137,915","3,281,601","3,336,583","3,375,327","3,411,371","3,444,230","3,496,594","3,563,069","3,620,815","3,672,335","3,760,939","3,847,493","3,950,015","4,009,018","4,057,628","4,132,894","4,185,235","4,231,625",,"4,400,000",,,"4,800,000",,,,,,,"5,500,000","5,600,000","5,700,000","5,700,000","5,800,000","5,900,000","6,000,000","6,200,000","6,300,000"
			GrossPPE,"10,975,216","10,975,216","10,975,216","10,975,216","10,975,216","10,975,216","10,975,216","10,975,216","10,975,216","10,975,216","10,975,216",,"10,975,216","10,975,216","10,975,216","10,975,216","10,975,216","10,975,216","10,975,216","10,975,216","10,975,216","10,975,216","10,975,216","10,975,216","10,975,216","10,975,216","10,975,216","10,975,216","10,975,216","10,975,216","10,975,166","10,975,216","10,975,216","10,975,216","10,975,216","10,975,216","10,975,216","10,975,216","10,975,216","10,975,216","10,975,216","10,975,216","10,975,216","10,975,216","948,607",,"995,454","1,023,995","1,053,585",,"10,975,216","10,975,216","10,975,292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
