name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014
TotalAssets,"319,889,000","354,859,000","396,293,000","269,648,000","305,695,000","342,940,000","356,201,000","100,678,000","110,619,000","132,440,000","124,151,000","146,093,000","107,042,000","120,472,000","109,042,000","132,954,000","159,433,000","189,522,000","211,882,000","216,339,000","244,850,000","272,646,000","297,514,000","306,217,000","324,468,000","216,900,000","227,045,000","101,281,000","108,628,000","117,345,000"
	CurrentAssets,"263,250,000","303,628,000","358,811,000","224,555,000","251,978,000","268,777,000","308,010,000","72,716,000","80,563,000","100,189,000","89,578,000","108,994,000","67,755,000","92,665,000","79,446,000","101,537,000","126,454,000","155,078,000","176,645,000","176,051,000","192,261,000","198,369,000","208,434,000","217,103,000","306,846,000","207,610,000","222,363,000","94,064,000","105,084,000","114,243,000"
		CashCashEquivalentsAndShortTermInvestments,"248,001,000","290,706,000","347,387,000","214,553,000","242,800,000","253,616,000","297,914,000","63,940,000","75,094,000","94,816,000","83,788,000","102,230,000","53,600,000","85,820,000","72,890,000","96,066,000","122,194,000","149,983,000","171,299,000","171,212,000","187,073,000","193,243,000","203,379,000","211,856,000","303,278,000","205,082,000","219,343,000","91,776,000","104,316,000","114,185,000"
			CashAndCashEquivalents,"153,192,000","180,002,000","227,460,000","73,997,000","66,579,000","116,049,000","207,326,000","61,536,000","54,857,000","65,126,000","49,296,000","102,230,000","53,600,000","85,820,000","55,713,000","57,960,000","47,194,000","36,088,000","46,025,000","33,642,000","41,899,000","54,539,000","55,611,000","59,824,000","193,228,000","73,933,000","69,702,000","36,338,000","45,045,000","114,185,000"
			OtherShortTermInvestments,"94,809,000","110,704,000","119,927,000","140,556,000","176,221,000","137,567,000","90,588,000","2,404,000","20,237,000","29,690,000","34,492,000",,,"0","17,177,000","38,106,000","75,000,000","113,895,000","125,274,000","137,570,000","145,174,000","138,704,000","147,768,000","152,032,000","110,050,000","131,149,000","149,641,000","55,438,000","59,271,000","0"
		Receivables,,"0","1,250,000","1,251,000","2,604,000","9,387,000","3,393,000","2,929,000","2,084,000","1,785,000","1,717,000","1,604,000","6,667,000",,,,,,,,,,,,,,,,,
			AccountsReceivable,,"0","1,250,000","1,251,000","2,604,000","9,387,000","3,393,000","2,929,000","2,084,000","1,785,000","1,717,000","1,604,000","6,667,000",,,,,,,,,,,,,,,,,
		PrepaidAssets,"15,249,000","12,922,000","10,174,000","8,751,000","6,574,000","5,774,000","6,703,000","5,847,000","3,385,000","3,588,000","4,073,000","5,160,000","7,488,000","6,845,000","6,556,000","5,471,000","4,260,000","5,095,000","5,346,000","4,839,000","5,188,000","5,126,000","5,055,000","5,247,000","3,568,000","2,528,000","3,020,000","2,288,000","768,000","58,000"
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0"
	TotalNonCurrentAssets,"56,639,000","51,231,000","37,482,000","45,093,000","53,717,000","74,163,000","48,191,000","27,962,000","30,056,000","32,251,000","34,573,000","37,099,000","39,287,000","27,807,000","29,596,000","31,417,000","32,979,000","34,444,000","35,237,000","40,288,000","52,589,000","74,277,000","89,080,000","89,114,000","17,622,000","9,290,000","4,682,000","7,217,000","3,544,000","3,102,000"
		NetPPE,"45,312,000","36,146,000","28,943,000","27,462,000","21,966,000","22,938,000","24,393,000","26,562,000","28,656,000","30,851,000","33,059,000","35,585,000","37,773,000","26,294,000","28,083,000","29,904,000","31,466,000","32,931,000","33,724,000","34,813,000","36,089,000","36,125,000","34,560,000","26,985,000","16,082,000","7,751,000","4,543,000","3,319,000","1,313,000","1,264,000"
			GrossPPE,"87,150,000","76,414,000","67,659,000","64,684,000","57,763,000","57,258,000","57,204,000","57,797,000","58,200,000","58,593,000","59,001,000","59,651,000","59,919,000","46,595,000","46,391,000","46,238,000","45,846,000","45,370,000","44,260,000","43,484,000","42,999,000","41,305,000","38,046,000","29,220,000","17,479,000","8,762,000","5,220,000","3,814,000","1,688,000","1,547,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				MachineryFurnitureEquipment,"4,759,000","4,474,000","4,235,000","4,010,000","3,963,000","3,907,000","3,907,000","3,907,000","3,907,000","3,907,000","3,907,000","3,907,000","3,908,000","3,897,000","3,897,000","3,885,000","3,885,000","3,865,000","3,588,000","2,399,000","2,360,000","2,345,000","1,887,000","1,759,000","1,213,000","693,000","528,000","288,000","280,000","173,000"
				OtherProperties,"46,869,000","37,345,000","29,849,000","29,318,000","25,144,000","25,026,000","25,320,000","25,913,000","26,201,000","26,496,000","26,977,000","27,741,000","28,008,000","14,695,000","14,367,000","13,988,000","13,489,000","13,181,000","12,544,000","11,802,000","11,460,000","10,711,000","9,380,000","6,804,000","4,739,000","4,370,000","2,700,000","1,898,000","1,271,000","1,260,000"
