name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004
TotalRevenue,"396,407,000","90,059,000","107,680,000","97,862,000","100,806,000","85,518,000","90,476,000","88,694,000","78,946,000","78,678,000","75,971,000","65,755,000","64,107,000","55,183,000","79,858,000","61,680,000","67,086,000","52,380,000","69,520,000","48,643,000","58,562,000","40,492,000","43,612,000","33,309,000","32,472,000","24,176,000","22,836,000","13,562,000","10,655,000","6,896,000","7,280,000","999,000","934,000","165,000","1,648,000","439,000","1,327,000","1,344,000","5,798,000","1,430,000","1,430,000","127,099,000","5,362,000","6,431,000","6,389,000","6,331,000","6,942,000","5,302,000","6,264,000","5,714,000","3,822,000","5,515,000","5,493,000","9,544,000","5,947,000","5,999,000","5,505,000","5,645,000","5,630,000","5,669,000","5,305,000","5,398,000","4,930,000","5,524,000","4,837,000","4,296,000","3,378,000","3,006,000","2,913,000","2,757,000","2,740,000","2,637,000","1,782,000"
	OperatingRevenue,"396,407,000","90,059,000","107,680,000","97,862,000","100,806,000","85,518,000","90,476,000","88,694,000","78,946,000","78,678,000","75,971,000","65,755,000","64,107,000","55,183,000","79,858,000","61,680,000","67,086,000","52,380,000","69,520,000","48,643,000","58,562,000","40,492,000","43,612,000","33,309,000","32,472,000","24,176,000","22,836,000","13,562,000","10,655,000","6,896,000","7,280,000","999,000","934,000","165,000","1,648,000","439,000","1,327,000","1,344,000","5,798,000","1,430,000","1,430,000","127,099,000","5,362,000","6,431,000","6,389,000","6,331,000","6,942,000","5,302,000","6,264,000","5,714,000","3,822,000","5,515,000","5,493,000","9,544,000","5,947,000","5,999,000","5,505,000","5,645,000","5,630,000","5,669,000","5,305,000","5,398,000","4,930,000","5,524,000","4,837,000","4,296,000","3,378,000","3,006,000","2,913,000","2,757,000","2,740,000","2,637,000","1,782,000"
CostOfRevenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"188,000",,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,
GrossProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-23,000",,,,,,"1,430,000","1,430,000","127,099,000","5,362,000","6,431,000","6,389,000","6,331,000","6,942,000","5,302,000","6,264,000","5,714,000","3,822,000","5,515,000","5,493,000","9,544,000",,,,,,,,,,,,,,,,,,,
OperatingExpense,"23,058,000","12,330,000","3,153,000","3,309,000","4,266,000","6,035,000","5,689,000","4,264,000","3,155,000","2,563,000","2,332,000","4,962,000","4,347,000","3,015,000","2,638,000","4,019,000","4,411,000","11,685,000","3,111,000","8,621,000","10,732,000","11,149,000","5,951,000","5,391,000","6,595,000","6,644,000","5,543,000","5,128,000","5,547,000","6,151,000","7,150,000","10,541,000","10,728,000","66,221,000","50,100,000","45,677,000","43,113,000","34,731,000","35,778,000","34,780,000","37,139,000","41,059,000","40,937,000","35,633,000","30,046,000","27,633,000","24,875,000","25,147,000","25,696,000","26,827,000","24,563,000","26,602,000","26,816,000","26,609,000","21,115,000","26,569,000","27,252,000","35,945,000","39,476,000","40,426,000","53,009,000","57,656,000","46,154,000","46,971,000","49,650,000","55,982,000","47,290,000","42,383,000","36,104,000","35,833,000","30,522,000","25,958,000","27,928,000"
	SellingGeneralAndAdministration,"16,693,000","6,492,000","3,113,000","2,860,000","4,228,000","5,986,000","5,470,000","3,254,000","2,596,000","2,563,000","2,332,000","4,962,000","4,347,000","3,015,000","2,638,000","4,019,000","4,411,000","11,685,000","2,769,000","8,310,000","10,384,000","10,795,000","5,606,000","5,105,000","6,225,000","6,252,000","4,821,000","4,581,000","4,909,000","5,439,000","6,373,000","8,632,000","8,603,000","22,834,000","16,469,000","12,282,000","11,374,000","8,315,000","7,658,000","7,754,000","7,590,000","7,857,000","8,468,000","7,796,000","7,248,000","7,169,000","7,399,000","6,610,000","6,991,000","6,476,000","6,157,000","7,061,000","6,796,000","7,052,000","5,945,000","6,494,000","7,256,000","9,166,000","8,541,000","8,462,000","9,512,000","8,798,000","8,152,000","7,868,000","8,899,000","7,274,000","6,267,000","6,134,000","8,054,000","6,478,000","6,220,000","5,547,000","8,286,000"
		GeneralAndAdministrativeExpense,"16,693,000","6,492,000","3,113,000","2,860,000","4,228,000","5,986,000","5,470,000","3,254,000","2,596,000","2,563,000","2,332,000","4,962,000","4,347,000","3,015,000","2,638,000","4,019,000","4,411,000","11,685,000","2,769,000","8,310,000","10,384,000","10,795,000","5,606,000","5,105,000","6,225,000","6,252,000","4,821,000","4,581,000","4,909,000","5,439,000","6,373,000","8,632,000","8,603,000","22,834,000","16,469,000","12,282,000","11,374,000","8,315,000",,,"11,131,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,,,,,,,,,,,,"489,000",,,"486,000","-874,000","1,452,000","2,169,000","2,263,000","2,292,000","2,252,000","2,329,000","1,732,000","1,575,000","2,669,000","1,689,000","1,301,000","1,248,000","1,590,000","1,698,000","1,185,000","3,375,000","3,081,000","8,096,000","2,462,000","2,255,000","2,654,000","2,298,000",,,"5,979,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"16,693,000","6,492,000","3,113,000","2,860,000","4,228,000","5,986,000","5,470,000","3,254,000","2,596,000","2,563,000","3,900,000","4,473,000","4,347,000","3,015,000","2,152,000","4,893,000","2,959,000","9,516,000","506,000","6,018,000","8,132,000","8,466,000","3,874,000","3,530,000","3,556,000","4,563,000","3,520,000","3,333,000","3,319,000","3,741,000","5,188,000","5,257,000","5,522,000","14,738,000","14,007,000","10,027,000","8,720,000","6,017,000",,,"5,152,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"6,365,000","5,838,000","40,000","449,000","38,000","49,000","219,000","1,010,000","559,000",,,,,,"0","0","0","0","342,000","311,000","348,000","354,000","345,000","286,000","370,000","392,000","722,000","547,000","638,000","712,000","777,000","1,909,000","2,125,000","43,387,000","33,631,000","33,395,000","31,739,000","26,416,000","28,120,000","27,026,000","29,549,000","33,202,000","32,469,000","27,837,000","22,798,000","20,464,000","17,476,000","18,537,000","18,705,000","20,351,000","18,406,000","19,541,000","20,020,000","19,557,000","15,170,000","20,075,000","19,996,000","26,779,000","30,935,000","31,964,000","43,497,000","48,858,000","38,002,000","39,103,000","40,751,000","48,708,000","41,023,000","36,249,000","28,050,000","29,355,000","27,302,000","20,411,000","19,642,000"
