name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021
MarketCap,"422,840,625","421,331,250","420,468,750","421,331,250","420,468,750"
EnterpriseValue,"422,605,372","420,598,882","419,470,749","420,163,674","419,173,561"
PeRatio,"15.201","65.133",,,
PbRatio,"1.287","1.303",,,
EnterprisesValueEBITDARatio,"-319.235","-1,429.174","-883.783","-1,830.842","-1,288.227"
