name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
		AssetsHeldForSaleCurrent,,,"32,326,000",,,,,,,,,,,,,
		HedgingAssetsCurrent,,,"884,000","11,515,000","3,283,000","2,507,000","57,658,000","84,681,000","169,859,000","9,166,000","50,029,000","29,945,000","16,445,000","88,596,000",,
		OtherCurrentAssets,"1,084,000","225,000","226,000","226,000","227,000","652,000","652,000","846,000","846,000","846,000","466,000","242,000","238,000","238,000","1,228,000","1,227,000"
	TotalNonCurrentAssets,"1,328,239,000","1,308,981,000","1,251,047,000","1,267,452,000","1,258,790,000","1,265,319,000","1,272,063,000","1,303,900,000","1,321,338,000","1,589,766,000","1,635,541,000","1,549,448,000","1,485,401,000","1,463,242,000","1,436,704,000","1,420,005,000"
		NetPPE,"1,323,028,000","1,301,349,000","1,233,223,000","1,262,417,000","1,250,656,000","1,258,084,000","1,260,755,000","1,288,844,000","1,295,613,000","1,576,267,000","1,607,810,000","1,526,004,000","1,469,127,000","1,442,709,000","1,418,366,000","1,397,919,000"
			GrossPPE,"1,737,004,000","1,678,604,000","1,574,441,000","1,593,180,000","1,548,358,000","1,524,711,000","1,499,690,000","1,494,947,000","1,466,590,000","1,810,834,000","1,817,335,000","1,710,225,000","1,631,216,000","1,581,704,000","1,535,738,000","1,495,395,000"
				LandAndImprovements,,"6,101,000",,,,"6,512,000",,,,"7,544,000",,,,"8,073,000",,
				BuildingsAndImprovements,,"2,186,000",,,,"2,241,000",,,,"3,752,000",,,,"3,359,000",,
				MachineryFurnitureEquipment,,"78,186,000",,,,"30,393,000",,,,"29,202,000",,,,"21,717,000",,
				OtherProperties,"151,479,000","54,237,000","91,052,000","114,558,000","112,072,000","72,999,000","111,146,000","111,275,000","109,094,000","94,619,000","132,066,000","129,190,000","121,283,000","86,562,000","116,149,000","112,618,000"
			AccumulatedDepreciation,"-413,976,000","-377,255,000","-341,218,000","-330,763,000","-297,702,000","-266,627,000","-238,935,000","-206,103,000","-170,977,000","-234,567,000","-209,525,000","-184,221,000","-162,089,000","-138,995,000","-117,372,000","-97,476,000"
		FinancialAssets,"0","1,070,000","2,042,000",,"1,999,000","0","2,011,000","5,268,000","15,245,000","525,000","13,663,000","8,282,000","18,000","3,289,000",,
		NonCurrentDeferredAssets,"171,000",,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,"171,000",,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"5,040,000","6,562,000","15,782,000","5,035,000","6,135,000","7,235,000","9,297,000","9,788,000","10,480,000","12,974,000","14,068,000","15,162,000","16,256,000","17,244,000","18,338,000","22,086,000"
TotalLiabilitiesNetMinorityInterest,"864,301,000","763,831,000","745,070,000","765,857,000","745,037,000","705,774,000","671,832,000","670,987,000","709,704,000","717,750,000","768,234,000","704,425,000","644,074,000","685,817,000","650,497,000","706,660,000"
	CurrentLiabilities,"246,556,000","187,149,000","194,058,000","222,062,000","212,565,000","175,306,000","95,574,000","94,687,000","108,720,000","156,628,000","148,894,000","134,519,000","114,630,000","144,118,000","144,267,000","144,327,000"
		PayablesAndAccruedExpenses,"132,305,000","137,524,000","134,591,000","140,586,000","134,846,000","126,985,000","81,537,000","80,987,000","95,020,000","126,603,000","118,701,000","118,183,000","108,029,000","144,117,000","117,801,000","113,170,000"
			Payables,"58,591,000","56,313,000","72,899,000","44,803,000","53,374,000","72,750,000","32,196,000","30,276,000","42,643,000","70,514,000","55,606,000","55,597,000","50,226,000","67,200,000","59,303,000","44,669,000"
				AccountsPayable,"23,599,000","17,699,000","11,762,000","11,820,000","22,498,000","11,055,000","6,596,000","8,086,000","10,796,000","25,475,000","14,118,000","20,693,000","7,996,000","13,564,000","10,483,000","10,698,000"
				TotalTaxPayable,"11,095,000","8,273,000","14,671,000","11,439,000","9,892,000","10,118,000","12,390,000","9,586,000","11,656,000","9,150,000","10,919,000","8,526,000","9,867,000","10,766,000","11,021,000","9,428,000"
				DividendsPayable,"4,840,000","4,800,000","4,803,000","3,217,000","3,218,000","0","5,000","32,000","9,703,000","9,888,000","10,063,000","10,112,000","10,251,000","9,992,000","7,431,000",
				OtherPayable,"19,057,000","25,541,000","41,663,000","18,327,000","17,766,000","51,577,000","13,205,000","12,572,000","10,488,000","26,001,000","20,506,000","16,266,000","22,112,000","32,878,000","30,368,000","24,543,000"
			CurrentAccruedExpenses,"73,714,000","81,211,000","61,692,000","95,783,000","81,472,000","54,235,000","49,341,000","50,711,000","52,377,000","56,089,000","63,095,000","62,586,000","57,803,000","76,917,000","58,498,000","68,501,000"
				InterestPayable,"3,713,000","10,736,000","3,597,000","10,500,000","3,500,000","10,783,000","3,500,000","10,500,000","3,500,000","10,500,000","3,516,000","10,516,000","4,050,000","10,500,000","3,529,000","10,970,000"
		CurrentProvisions,"20,000,000","20,000,000","20,000,000","20,000,000","25,000,000","25,000,000","13,700,000","13,700,000","13,700,000","25,208,000","26,659,000","8,927,000",,,,
		CurrentDebtAndCapitalLeaseObligation,"1,779,000",,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"1,779,000",,,,,,,,,,,,,,,
		OtherCurrentLiabilities,"92,472,000","29,625,000","39,467,000","61,476,000","52,719,000","23,321,000","337,000",,,"4,817,000","3,534,000","7,409,000","6,601,000","1,000","26,466,000","31,157,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"617,745,000","576,682,000","551,012,000","543,795,000","532,472,000","530,468,000","576,258,000","576,300,000","600,984,000","561,122,000","619,340,000","569,906,000","529,444,000","541,699,000","506,230,000","562,333,000"
		LongTermProvisions,"142,999,000","143,926,000","115,458,000","139,181,000","135,402,000","135,192,000","136,392,000","137,800,000","134,877,000","124,019,000","122,733,000","102,291,000","85,620,000","89,176,000","89,404,000","88,575,000"
		LongTermDebtAndCapitalLeaseObligation,"394,846,000","394,566,000","394,285,000","394,009,000","393,741,000","393,480,000","393,219,000","394,262,000","403,663,000","394,319,000","402,290,000","397,315,000","391,947,000","391,786,000","391,512,000","457,333,000"
			LongTermDebt,"394,846,000","394,566,000","394,285,000","394,009,000","393,741,000","393,480,000","393,219,000","394,262,000","403,663,000","394,319,000","402,290,000","397,315,000","391,947,000","391,786,000","391,512,000","457,333,000"
		NonCurrentDeferredLiabilities,"0","1,831,000","0","538,000","635,000","1,011,000","9,318,000","12,208,000","35,404,000","9,057,000","65,129,000","44,946,000","32,737,000","45,835,000","5,033,000",
			NonCurrentDeferredTaxesLiabilities,"0","1,831,000","0","538,000","635,000","1,011,000","9,318,000","12,208,000","35,404,000","9,057,000","65,129,000","44,946,000","32,737,000","45,835,000","5,033,000",
			NonCurrentDeferredRevenue,,,,,,,,,,,,,"32,737,000","45,835,000","5,033,000",
		DerivativeProductLiabilities,"56,208,000","18,577,000","15,603,000","4,058,000",,"0","1,179,000","366,000","283,000","141,000",,"206,000",,"0","4,664,000","3,563,000"
		OtherNonCurrentLiabilities,"23,692,000","17,782,000","25,666,000","6,009,000","2,694,000","785,000","36,150,000","31,664,000","26,757,000","33,586,000","29,188,000","25,148,000","19,140,000","14,902,000","15,617,000","12,862,000"
TotalEquityGrossMinorityInterest,"630,426,000","692,648,000","684,896,000","678,658,000","691,794,000","714,036,000","774,625,000","789,515,000","849,826,000","972,448,000","997,344,000","952,316,000","939,129,000","1,006,446,000","889,110,000","808,496,000"
	StockholdersEquity,"630,426,000","692,648,000","684,896,000","678,658,000","691,794,000","714,036,000","774,625,000","789,515,000","849,826,000","972,448,000","997,344,000","952,316,000","939,129,000","1,006,446,000","889,110,000","808,496,000"
		CapitalStock,"86,000","86,000","86,000","86,000","86,000","85,000","85,000","85,000","85,000","85,000","85,000","85,000","85,000","82,000","81,000","335,033,000"
			PreferredStock,,,,,,,,,,,,,,"0","0","335,000,000"
			CommonStock,"86,000","86,000","86,000","86,000","86,000","85,000","85,000","85,000","85,000","85,000","85,000","85,000","85,000","82,000","81,000","33,000"
		AdditionalPaidInCapital,"907,059,000","912,471,000","913,544,000","914,701,000","914,956,000","915,877,000","912,637,000","908,662,000","904,072,000","901,830,000","899,421,000","897,322,000","895,500,000","914,540,000","915,028,000","536,188,000"
		RetainedEarnings,"-224,283,000","-167,473,000","-176,298,000","-186,134,000","-173,253,000","-151,931,000","-88,102,000","-69,237,000","-4,336,000","120,528,000","137,063,000","94,134,000","71,872,000","116,042,000","-5,734,000","-42,719,000"
		TreasuryStock,"52,436,000","52,436,000","52,436,000","49,995,000","49,995,000","49,995,000","49,995,000","49,995,000","49,995,000","49,995,000","39,225,000","39,225,000","28,328,000","24,218,000","20,265,000","20,006,000"
TotalCapitalization,"1,025,272,000","1,087,214,000","1,079,181,000","1,072,667,000","1,085,535,000","1,107,516,000","1,167,844,000","1,183,777,000","1,253,489,000","1,366,767,000","1,399,634,000","1,349,631,000","1,331,076,000","1,398,232,000","1,280,622,000","1,265,829,000"
PreferredStockEquity,,,,,,,,,,,,,,,,"335,000,000"
CommonStockEquity,"630,426,000","692,648,000","684,896,000","678,658,000","691,794,000","714,036,000","774,625,000","789,515,000","849,826,000","972,448,000","997,344,000","952,316,000","939,129,000","1,006,446,000","889,110,000","473,496,000"
CapitalLeaseObligations,"1,779,000",,,,,,,,,,,,,,,
NetTangibleAssets,"630,426,000","692,648,000","684,896,000","678,658,000","691,794,000","714,036,000","774,625,000","789,515,000","849,826,000","972,448,000","997,344,000","952,316,000","939,129,000","1,006,446,000","889,110,000","808,496,000"
WorkingCapital,"-80,068,000","-39,651,000","-15,139,000","-44,999,000","-34,524,000","-20,815,000","78,820,000","61,915,000","129,472,000","-56,196,000","-18,857,000","-27,226,000","-16,828,000","84,904,000","-41,364,000","-49,176,000"
InvestedCapital,"1,025,272,000","1,087,214,000","1,079,181,000","1,072,667,000","1,085,535,000","1,107,516,000","1,167,844,000","1,183,777,000","1,253,489,000","1,366,767,000","1,399,634,000","1,349,631,000","1,331,076,000","1,398,232,000","1,280,622,000","930,829,000"
TangibleBookValue,"630,426,000","692,648,000","684,896,000","678,658,000","691,794,000","714,036,000","774,625,000","789,515,000","849,826,000","972,448,000","997,344,000","952,316,000","939,129,000","1,006,446,000","889,110,000","473,496,000"
TotalDebt,"396,625,000","394,566,000","394,285,000","394,009,000","393,741,000","393,480,000","393,219,000","394,262,000","403,663,000","394,319,000","402,290,000","397,315,000","391,947,000","391,786,000","391,512,000","457,333,000"
NetDebt,"376,886,000","379,283,000","356,124,000","319,091,000","296,379,000","312,923,000","345,599,000","394,262,000","403,662,000","394,319,000","402,290,000","397,088,000","390,285,000","323,106,000","367,656,000","453,733,000"
ShareIssued,"86,342,808","85,590,417","85,590,417","85,583,268","85,583,268","85,041,581","85,004,619","84,983,120","84,863,263","84,655,222","84,646,228","84,622,108","84,527,993","81,651,098","81,364,933","81,336,762"
OrdinarySharesNumber,"80,759,540","80,007,149","80,007,149","80,471,022","80,471,022","79,929,335","79,892,373","79,870,874","79,751,017","79,542,976","80,997,405","80,973,285","81,879,170","81,202,437","81,364,933","81,336,762"
TreasurySharesNumber,"5,583,268","5,583,268","5,583,268","5,112,246","5,112,246","5,112,246","5,112,246","5,112,246","5,112,246","5,112,246","3,648,823","3,648,823","2,648,823","448,661",,
