name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,12/31/2018
TotalAssets,"2,887,129,000","1,954,268,000","1,210,213,000","1,057,581,000","1,135,584,000","918,761,000","943,259,000","672,238,000","477,114,000","512,071,000","422,642,000","456,849,000","191,596,000"
	CurrentAssets,"2,567,548,000","1,562,821,000","1,066,337,000","862,295,000","993,114,000","772,365,000","849,572,000","578,761,000","377,541,000","402,995,000","337,720,000","377,399,000","117,783,000"
		CashCashEquivalentsAndShortTermInvestments,"1,260,074,000","708,145,000","939,450,000","826,058,000","733,032,000","736,861,000","826,595,000","552,380,000","355,611,000","383,436,000","320,210,000","356,547,000","98,443,000"
			CashAndCashEquivalents,"812,355,000","347,815,000","714,521,000","741,951,000","521,396,000","436,575,000","462,521,000","371,781,000","168,418,000","109,335,000","93,698,000","80,678,000","47,598,000"
			OtherShortTermInvestments,"447,719,000","360,330,000","224,929,000","84,107,000","211,636,000","300,286,000","364,074,000","180,599,000","187,193,000","274,101,000","226,512,000","275,869,000","50,845,000"
		Receivables,"1,223,161,000","773,079,000","93,003,000",,"225,000,000",,,,,,,,
			OtherReceivables,"1,223,161,000","773,079,000","93,003,000",,"225,000,000",,,,,,,,
		PrepaidAssets,"69,911,000","73,003,000","27,772,000","29,233,000","26,481,000","27,511,000","13,614,000","15,357,000","12,829,000","13,378,000","8,688,000","9,232,000","8,579,000"
		RestrictedCash,"14,402,000","8,594,000","6,112,000","7,004,000","8,601,000","7,993,000","9,363,000","11,024,000","9,101,000","6,181,000","8,822,000","11,620,000","10,761,000"
	TotalNonCurrentAssets,"319,581,000","391,447,000","143,876,000","195,286,000","142,470,000","146,365,000","93,688,000","93,477,000","99,573,000","109,076,000","84,922,000","79,450,000","73,813,000"
		NetPPE,"153,914,000","130,054,000","84,176,000","79,223,000","77,752,000","79,893,000","31,710,000","31,488,000","32,245,000","16,308,000","15,448,000","15,418,000","12,290,000"
			GrossPPE,"169,817,000","144,546,000","97,282,000","90,989,000","88,249,000","89,125,000","39,727,000","38,381,000","38,077,000","21,140,000","19,599,000","18,667,000","14,006,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0"
				BuildingsAndImprovements,"88,331,000","87,220,000","57,566,000","58,972,000","60,461,000","61,947,000","14,762,000","15,177,000","16,007,000",,,,
				MachineryFurnitureEquipment,"2,687,000","2,555,000","2,433,000","2,024,000","2,012,000","2,000,000","2,000,000","1,960,000","1,944,000","1,891,000","1,878,000","1,737,000","1,461,000"
				OtherProperties,"21,225,000","20,012,000","19,296,000","18,168,000","17,577,000","16,769,000","14,174,000","13,811,000","12,703,000","11,986,000","10,559,000","10,171,000","7,538,000"
				ConstructionInProgress,"49,740,000","26,925,000","10,153,000","4,544,000","925,000","1,135,000","1,517,000","159,000","149,000","142,000","0","400,000","1,893,000"
				Leases,"7,834,000","7,834,000","7,834,000","7,281,000","7,274,000","7,274,000","7,274,000","7,274,000","7,274,000","7,121,000","7,162,000","6,359,000","3,114,000"
			AccumulatedDepreciation,"-15,903,000","-14,492,000","-13,106,000","-11,766,000","-10,497,000","-9,232,000","-8,017,000","-6,893,000","-5,832,000","-4,832,000","-4,151,000","-3,249,000","-1,716,000"
		GoodwillAndOtherIntangibleAssets,"50,091,000","50,224,000","50,358,000","50,491,000","50,624,000","50,726,000","50,882,000","52,019,000","52,325,000","52,631,000","52,936,000","53,242,000","53,854,000"
			Goodwill,"16,937,000","16,937,000","16,937,000","16,937,000","16,937,000","16,937,000","16,937,000","16,937,000","16,937,000","16,937,000","16,937,000","16,937,000","16,937,000"
			OtherIntangibleAssets,"33,154,000","33,287,000","33,421,000","33,554,000","33,687,000","33,789,000","33,945,000","35,082,000","35,388,000","35,694,000","35,999,000","36,305,000","36,917,000"
		InvestmentsAndAdvances,"103,535,000","201,388,000",,"50,680,000",,"0","0","0","6,139,000","24,290,000",,,
		OtherNonCurrentAssets,"12,041,000","9,781,000","9,342,000","14,892,000","14,094,000","15,746,000","11,096,000","9,970,000","8,864,000","15,847,000","16,538,000","10,790,000","7,669,000"
TotalLiabilitiesNetMinorityInterest,"886,115,000","522,419,000","333,939,000","320,256,000","484,633,000","201,909,000","130,904,000","108,459,000","96,781,000","88,129,000","703,439,000","55,396,000","370,773,000"
	CurrentLiabilities,"702,361,000","341,242,000","233,724,000","146,024,000","361,099,000","99,064,000","76,998,000","54,940,000","56,396,000","59,206,000","44,316,000","40,720,000","39,908,000"
		PayablesAndAccruedExpenses,"584,559,000","239,106,000","65,516,000","71,584,000","70,202,000","78,123,000","47,304,000","39,014,000","36,274,000","30,705,000","28,768,000","22,452,000","21,007,000"
			Payables,"418,424,000","109,563,000","5,623,000","23,078,000","19,160,000","8,544,000","10,689,000","8,202,000","22,952,000","5,881,000","5,815,000","4,078,000","6,473,000"
				AccountsPayable,"10,955,000","6,521,000","4,225,000","11,032,000","3,701,000","5,077,000","6,796,000","4,382,000","18,768,000","5,881,000","5,815,000","4,078,000","6,473,000"
				TotalTaxPayable,"404,430,000","6,217,000",,,,,,,,,,,
					IncomeTaxPayable,"404,430,000","6,217,000",,,,,,,,,,,
				OtherPayable,"3,039,000","96,825,000","1,398,000","12,046,000","15,459,000","3,467,000","3,893,000","3,820,000","4,184,000",,,,
			CurrentAccruedExpenses,"166,135,000","129,543,000","59,893,000","48,506,000","51,042,000","69,579,000","36,615,000","30,812,000","13,322,000","24,824,000","22,953,000","18,374,000","14,534,000"
		CurrentDebtAndCapitalLeaseObligation,"4,065,000","3,927,000","3,554,000","3,522,000","3,568,000","3,890,000","3,712,000","3,382,000","3,405,000","237,000",,,
			CurrentCapitalLeaseObligation,"4,065,000","3,927,000","3,554,000","3,522,000","3,568,000","3,890,000","3,712,000","3,382,000","3,405,000","237,000",,,
		CurrentDeferredLiabilities,"113,737,000","98,209,000","96,154,000","44,718,000","262,929,000","6,451,000","5,563,000","7,298,000","5,010,000","6,181,000","8,822,000","11,663,000","8,761,000"
			CurrentDeferredRevenue,"113,737,000","98,209,000","96,154,000","44,718,000","262,929,000","6,451,000","5,563,000","7,298,000","5,010,000","6,181,000","8,822,000","11,663,000","8,761,000"
		OtherCurrentLiabilities,,,"68,500,000","26,200,000","24,400,000","10,600,000","20,419,000","5,246,000","11,707,000","22,083,000","6,726,000","6,605,000","10,140,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"183,754,000","181,177,000","100,215,000","174,232,000","123,534,000","102,845,000","53,906,000","53,519,000","40,385,000","28,923,000","659,123,000","14,676,000","330,865,000"
		LongTermDebtAndCapitalLeaseObligation,"132,813,000","133,561,000","68,604,000","68,938,000","66,615,000","66,556,000","12,092,000","12,762,000","13,531,000",,,,
			LongTermCapitalLeaseObligation,"132,813,000","133,561,000","68,604,000","68,938,000","66,615,000","66,556,000","12,092,000","12,762,000","13,531,000",,,,
		NonCurrentDeferredLiabilities,"24,304,000","22,254,000","7,068,000","58,749,000","7,068,000","7,068,000","7,120,000","7,120,000","9,867,000","15,975,000","11,713,000","9,866,000","9,866,000"
			NonCurrentDeferredTaxesLiabilities,"18,439,000","18,439,000","3,253,000","3,253,000","3,253,000","3,253,000","3,305,000","3,305,000","3,305,000","3,305,000","3,305,000","3,305,000","3,305,000"
			NonCurrentDeferredRevenue,"5,865,000","3,815,000","3,815,000","55,496,000","3,815,000","3,815,000","3,815,000","3,815,000","6,562,000","12,670,000","8,408,000","6,561,000","6,561,000"
		DerivativeProductLiabilities,,,,,,,,,,"0","4,425,000","0","1,024,000"
		PreferredSecuritiesOutsideStockEquity,,,,,,,,,,"0","636,612,000","0","309,137,000"
		OtherNonCurrentLiabilities,"26,637,000","25,362,000","24,543,000","46,545,000","49,851,000","29,221,000","34,694,000","33,637,000","16,987,000","12,948,000","6,373,000","4,810,000","10,838,000"
TotalEquityGrossMinorityInterest,"2,001,014,000","1,431,849,000","876,274,000","737,325,000","650,951,000","716,852,000","812,355,000","563,779,000","380,333,000","423,942,000","-280,797,000","401,453,000","-179,177,000"
	StockholdersEquity,"2,001,014,000","1,431,849,000","876,274,000","737,325,000","650,951,000","716,852,000","812,355,000","563,779,000","380,333,000","423,942,000","-280,797,000","401,453,000","-179,177,000"
		CapitalStock,"13,000","13,000","13,000","13,000","13,000","13,000","13,000","12,000","11,000","11,000","1,000","10,000","1,000"
			PreferredStock,"0","0","0","0","0","0","0","0","0","0",,,
			CommonStock,"13,000","13,000","13,000","13,000","13,000","13,000","13,000","12,000","11,000","11,000","1,000","10,000","1,000"
		AdditionalPaidInCapital,"1,625,785,000","1,571,535,000","1,541,422,000","1,512,928,000","1,488,337,000","1,385,301,000","1,374,362,000","1,040,988,000","825,833,000","793,051,000","23,869,000","657,637,000","14,672,000"
