name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,12/31/2018
		RetainedEarnings,"380,021,000","-138,600,000","-663,854,000","-774,282,000","-836,095,000","-667,184,000","-561,535,000","-476,926,000","-445,759,000","-368,519,000","-304,748,000","-256,434,000","-193,836,000"
		GainsLossesNotAffectingRetainedEarnings,"-4,805,000","-1,099,000","-1,307,000","-1,334,000","-1,304,000","-1,278,000","-485,000","-295,000","248,000","-601,000","81,000","240,000","-14,000"
TotalCapitalization,"2,001,014,000","1,431,849,000","876,274,000","737,325,000","650,951,000","716,852,000","812,355,000","563,779,000","380,333,000","423,942,000","-280,797,000","401,453,000","-179,177,000"
CommonStockEquity,"2,001,014,000","1,431,849,000","876,274,000","737,325,000","650,951,000","716,852,000","812,355,000","563,779,000","380,333,000","423,942,000","-280,797,000","401,453,000","-179,177,000"
CapitalLeaseObligations,"136,878,000","137,488,000","72,158,000","72,460,000","70,183,000","70,446,000","15,804,000","16,144,000","16,936,000","237,000",,,
NetTangibleAssets,"1,950,923,000","1,381,625,000","825,916,000","686,834,000","600,327,000","666,126,000","761,473,000","511,760,000","328,008,000","371,311,000","-333,733,000","348,211,000","-233,031,000"
WorkingCapital,"1,865,187,000","1,221,579,000","832,613,000","716,271,000","632,015,000","673,301,000","772,574,000","523,821,000","321,145,000","343,789,000","293,404,000","336,679,000","77,875,000"
InvestedCapital,"2,001,014,000","1,431,849,000","876,274,000","737,325,000","650,951,000","716,852,000","812,355,000","563,779,000","380,333,000","423,942,000","-280,797,000","401,453,000","-179,177,000"
TangibleBookValue,"1,950,923,000","1,381,625,000","825,916,000","686,834,000","600,327,000","666,126,000","761,473,000","511,760,000","328,008,000","371,311,000","-333,733,000","348,211,000","-233,031,000"
TotalDebt,"136,878,000","137,488,000","72,158,000","72,460,000","70,183,000","70,446,000","15,804,000","16,144,000","16,936,000","237,000",,,
ShareIssued,"132,353,441","131,161,404","130,826,122","130,479,975","129,891,856","127,416,740","126,991,631","117,727,086","108,350,368","107,648,925","109,397,196","109,397,196","109,397,196"
OrdinarySharesNumber,"132,353,441","131,161,404","130,826,122","130,479,975","129,891,856","127,416,740","126,991,631","117,727,086","108,350,368","107,648,925","109,397,196","109,397,196","109,397,196"
