name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,12/31/2019
TotalAssets,"342,732,000","318,825,000","293,243,000","261,136,000","326,795,000","294,009,000","294,907,000","186,534,000","79,186,000"
	CurrentAssets,"220,599,000","202,794,000","165,562,000","133,750,000","191,093,000","162,777,000","157,115,000","53,305,000","45,212,000"
		CashCashEquivalentsAndShortTermInvestments,"147,404,000","116,454,000","90,864,000","57,154,000","127,011,000","101,513,000","115,153,000","26,252,000","7,676,000"
			CashAndCashEquivalents,"147,404,000","116,454,000","90,864,000","57,154,000","127,011,000","101,513,000","115,153,000","26,252,000","7,676,000"
		Receivables,"68,415,000","78,412,000","67,613,000","68,681,000","59,539,000","54,738,000","31,206,000","22,684,000","33,549,000"
			AccountsReceivable,"8,060,000","6,525,000","6,874,000","7,569,000","6,803,000","4,352,000","3,392,000","3,193,000","3,767,000"
			TaxesReceivable,"2,090,000","1,345,000",,"80,000",,,,,
			OtherReceivables,"58,265,000","70,542,000","60,739,000","61,032,000","52,736,000","50,386,000","27,814,000","19,491,000","29,782,000"
		PrepaidAssets,,"2,479,000","3,436,000","4,390,000","932,000","1,873,000","2,975,000","1,629,000","479,000"
		RestrictedCash,"3,031,000","3,055,000","2,896,000","2,891,000","2,631,000","2,635,000","2,613,000","2,412,000","2,222,000"
		CurrentDeferredAssets,,,,,,"0","0","0","1,081,000"
		OtherCurrentAssets,"1,749,000","2,394,000","753,000","634,000","980,000","2,018,000","5,168,000","328,000","205,000"
	TotalNonCurrentAssets,"122,133,000","116,031,000","127,681,000","127,386,000","135,702,000","131,232,000","137,792,000","133,229,000","33,974,000"
		NetPPE,"7,840,000","7,852,000","7,992,000","8,046,000","7,208,000","6,934,000","7,168,000","669,000","299,000"
			GrossPPE,"7,840,000","8,574,000","7,992,000","8,046,000","7,208,000","7,264,000","7,213,000",,"638,000"
				Properties,,,,,,"0",,,"0"
				MachineryFurnitureEquipment,,,,,,"1,077,000",,,"391,000"
				OtherProperties,"7,840,000","8,574,000","7,992,000","8,046,000","7,208,000","5,911,000","7,213,000",,
				Leases,,,,,,"276,000",,,"247,000"
			AccumulatedDepreciation,,"-722,000",,,,"-330,000","-45,000",,"-339,000"
		NonCurrentAccountsReceivable,"49,187,000","42,414,000","53,523,000","50,901,000","44,482,000","38,956,000","45,174,000","43,235,000","33,169,000"
		NonCurrentDeferredAssets,"64,949,000","65,503,000","66,042,000","68,315,000","83,888,000","85,218,000","85,269,000","89,177,000","0"
			NonCurrentDeferredTaxesAssets,"64,949,000","65,503,000","66,042,000","68,315,000","83,888,000","85,218,000","85,269,000","89,177,000","0"
		OtherNonCurrentAssets,"157,000","262,000","124,000","124,000","124,000","124,000","181,000","148,000","506,000"
TotalLiabilitiesNetMinorityInterest,"159,354,000","159,843,000","165,653,000","164,058,000","286,610,000","267,387,000","260,625,000","650,785,000","313,965,000"
	CurrentLiabilities,"12,409,000","12,065,000","17,050,000","14,642,000","19,010,000","17,008,000","13,131,000","11,689,000","8,193,000"
		PayablesAndAccruedExpenses,"5,705,000","5,269,000","9,898,000","7,057,000","11,776,000","8,977,000","4,236,000","4,579,000","3,343,000"
			Payables,"195,000","1,285,000","2,537,000","1,987,000","7,782,000","5,944,000","2,827,000","3,655,000","1,337,000"
				AccountsPayable,"195,000","1,285,000","1,430,000","1,987,000","2,991,000","3,442,000","2,283,000","3,086,000","1,337,000"
				TotalTaxPayable,,"0","1,107,000","0","4,791,000","2,502,000","544,000","569,000","0"
					IncomeTaxPayable,,"0","1,107,000","0","4,791,000","1,640,000","544,000","569,000","0"
			CurrentAccruedExpenses,"5,510,000","3,984,000","7,361,000","5,070,000","3,994,000","3,033,000","1,409,000","924,000","2,006,000"
		CurrentDebtAndCapitalLeaseObligation,"3,125,000","3,125,000","3,125,000","3,125,000","3,125,000","5,252,000","4,675,000","4,463,000","2,484,000"
			CurrentDebt,"3,125,000","3,125,000","3,125,000","3,125,000","3,125,000","4,888,000","4,675,000","4,463,000","2,484,000"
				OtherCurrentBorrowings,"3,125,000","3,125,000","3,125,000","3,125,000","3,125,000","4,888,000","4,675,000","4,463,000","2,484,000"
			CurrentCapitalLeaseObligation,,,,,,"364,000",,,
