name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006
		PrepaidAssets,"1,331,000,000","1,017,000,000","642,000,000","1,184,000,000","786,000,000","373,000,000","429,000,000","563,000,000","1,121,000,000","689,000,000","830,000,000","926,000,000","1,107,000,000","902,000,000","991,000,000","922,000,000","1,110,000,000","687,000,000","519,000,000","565,000,000","497,000,000","578,000,000","569,000,000","594,000,000","651,000,000","846,000,000","934,000,000","938,000,000","990,000,000","917,000,000","717,200,000","677,000,000","765,300,000","550,670,000","470,120,000","384,079,000","419,209,000","408,560,000","421,758,000","441,073,000","464,947,000","428,879,000","352,782,000","329,144,000","304,296,000","283,516,000","300,125,000","312,900,000","285,073,000","266,388,000","286,712,000","348,260,000","425,097,000","343,698,000","317,613,000","356,526,000","412,067,000","353,889,000","369,922,000","385,980,000"
		RestrictedCash,"601,000,000","393,000,000","763,000,000","875,000,000","1,353,000,000","411,000,000","745,000,000","945,000,000","392,000,000","495,000,000","230,000,000","239,000,000","452,000,000","283,000,000","265,000,000","236,000,000","894,000,000","432,000,000","1,029,000,000","1,062,000,000","266,000,000","278,000,000","324,000,000","318,000,000","353,000,000","349,000,000","280,000,000","421,000,000","411,000,000","571,000,000","859,900,000","521,300,000","393,200,000","425,161,000","571,634,000","376,773,000","175,449,000","211,872,000","308,039,000","332,806,000","274,289,000","190,886,000","207,576,000","739,571,000","743,435,000","221,338,000","365,159,000","404,658,000","188,507,000","323,469,000","731,373,000","514,048,000","161,443,000","136,502,000","661,025,000","430,156,000","212,215,000","191,835,000","552,516,000","640,582,000"
		AssetsHeldForSaleCurrent,,,,,,"1,811,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalNonCurrentAssets,"16,688,000,000","15,357,000,000","14,595,000,000","14,104,000,000","12,591,000,000","14,251,000,000","15,030,000,000","18,676,000,000","21,217,000,000","20,738,000,000","22,050,000,000","23,076,000,000","20,354,000,000","17,483,000,000","18,638,000,000","19,502,000,000","17,939,000,000","16,502,000,000","17,524,000,000","18,455,000,000","17,074,000,000","16,200,000,000","17,315,000,000","18,457,000,000","20,596,000,000","19,552,000,000","21,161,000,000","22,608,000,000","21,241,000,000","20,343,000,000","20,983,200,000","22,017,200,000","22,506,400,000","20,781,121,000","19,718,722,000","16,487,115,000","16,698,647,000","15,566,747,000","14,311,591,000","15,839,785,000","15,273,647,000","13,432,834,000","12,953,711,000","13,812,034,000","14,422,137,000","13,433,456,000","12,932,746,000","13,146,185,000","13,445,867,000","12,376,648,000","12,831,745,000","16,268,913,000","17,542,426,000","16,495,991,000","15,736,868,000","17,083,085,000","17,284,804,000","15,950,172,000","15,311,753,000","16,355,344,000"
		NetPPE,"12,741,000,000","11,400,000,000","10,625,000,000","10,112,000,000","8,577,000,000","8,403,000,000","10,887,000,000","14,508,000,000","16,906,000,000","16,417,000,000","17,723,000,000","18,764,000,000","16,053,000,000","13,197,000,000","14,358,000,000","15,219,000,000","13,651,000,000","12,176,000,000","13,207,000,000","14,025,000,000","12,541,000,000","11,676,000,000","12,586,000,000","13,721,000,000","15,439,000,000","14,376,000,000","15,903,000,000","17,303,000,000","15,907,000,000","14,975,000,000","15,707,700,000","16,706,200,000","17,171,600,000","15,426,421,000","14,344,722,000","13,500,930,000","13,702,228,000","12,531,095,000","11,357,263,000","12,880,579,000","12,443,895,000","10,587,769,000","10,102,978,000","10,961,280,000","11,567,878,000","10,562,448,000","10,039,714,000","10,240,308,000","10,523,786,000","9,501,489,000","9,946,098,000","12,204,871,000","13,451,213,000","12,396,696,000","11,653,408,000","12,953,499,000","13,156,194,000","10,459,027,000","11,173,565,000","12,048,177,000"
			GrossPPE,"14,295,000,000","13,712,000,000","12,184,000,000","11,685,000,000","10,136,000,000","11,253,000,000","13,898,000,000","17,783,000,000","20,243,000,000","21,025,000,000","21,021,000,000","22,006,000,000","19,264,000,000","17,705,000,000","18,972,000,000","19,700,000,000","18,113,000,000","16,570,000,000","17,514,000,000","18,108,000,000","16,513,000,000","15,544,000,000","16,406,000,000","17,328,000,000","20,451,000,000","19,389,000,000","20,954,000,000","22,610,000,000","21,337,000,000","20,651,000,000","20,587,900,000","21,303,300,000","21,506,500,000","19,552,426,000","18,381,109,000","17,406,585,000","17,358,594,000","16,055,297,000","14,705,968,000","16,186,215,000","15,698,537,000","13,784,540,000","13,163,436,000","13,948,841,000","14,304,511,000","13,213,557,000","12,650,405,000","12,855,250,000","12,948,676,000","11,733,514,000","12,128,679,000","14,306,235,000","15,487,550,000","14,313,349,000","13,389,203,000","14,612,566,000","14,639,936,000","11,833,264,000","12,442,818,000","13,177,207,000"
				Properties,,"971,000,000",,,,"1,277,000,000",,,,"1,271,000,000",,,,"1,220,000,000","1,214,000,000","1,204,000,000","1,225,000,000","1,233,000,000","1,211,000,000","1,188,000,000","1,173,000,000","1,165,000,000","1,165,000,000","1,152,000,000","1,335,000,000","1,347,000,000","1,302,000,000","1,364,000,000","1,251,000,000","1,268,000,000","1,362,100,000","1,350,300,000","1,333,700,000","1,302,509,000","1,288,833,000",,,,,,,,,,,,,,,,,,,,,,,,,
				LandAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,191,140,000","1,172,743,000","1,162,646,000","1,146,112,000","1,126,324,000","1,119,172,000","1,101,047,000","1,071,987,000","1,062,154,000","1,038,726,000","1,031,177,000","1,023,891,000","1,023,722,000","1,052,172,000","1,031,025,000","1,033,098,000","1,045,649,000","1,059,752,000","1,047,321,000","1,022,438,000",,,"992,479,000","969,195,000","967,896,000"
				MachineryFurnitureEquipment,,,,,,"761,000,000",,,,"798,000,000",,,,"782,000,000","786,000,000","790,000,000","786,000,000","763,000,000","750,000,000","771,000,000","761,000,000","724,000,000","754,000,000","758,000,000","3,543,000,000","3,526,000,000","3,582,000,000","3,781,000,000","3,626,000,000","3,613,000,000","3,512,200,000","3,486,500,000","3,425,200,000","3,313,112,000","3,240,095,000","4,364,662,000","4,158,847,000","4,059,335,000","3,881,091,000","3,875,068,000","3,791,812,000","3,712,599,000","3,656,372,000","3,605,487,000","3,412,455,000","3,417,512,000","838,906,000","810,390,000","3,281,572,000","3,248,574,000","751,925,000","3,695,805,000","3,858,125,000","13,266,028,000","12,366,765,000","13,580,617,000","13,627,524,000","12,194,439,000","11,473,623,000","12,209,311,000"
				OtherProperties,"2,177,000,000","1,905,000,000","2,062,000,000","2,122,000,000","2,217,000,000","2,436,000,000","2,436,000,000","2,443,000,000","2,597,000,000","2,669,000,000","2,437,000,000","2,319,000,000","2,285,000,000","782,000,000","786,000,000","790,000,000","786,000,000","763,000,000","750,000,000","771,000,000","761,000,000","724,000,000","754,000,000","758,000,000","1,089,000,000","1,075,000,000","1,058,000,000","1,072,000,000","1,048,000,000","1,148,000,000","1,257,000,000","1,220,800,000","1,257,800,000","1,241,864,000","1,261,049,000",,,,,,,"8,970,894,000",,,"9,853,330,000","8,764,868,000","10,787,608,000","11,021,138,000","8,614,932,000","7,453,915,000","10,343,656,000","9,564,781,000","10,569,673,000",,,"1,031,949,000","1,012,412,000","-1,353,654,000",,
			AccumulatedDepreciation,"-1,554,000,000","-2,312,000,000","-1,559,000,000","-1,573,000,000","-1,559,000,000","-2,850,000,000","-3,011,000,000","-3,275,000,000","-3,337,000,000","-4,608,000,000","-3,298,000,000","-3,242,000,000","-3,211,000,000","-4,508,000,000","-4,614,000,000","-4,481,000,000","-4,462,000,000","-4,394,000,000","-4,307,000,000","-4,083,000,000","-3,972,000,000","-3,868,000,000","-3,820,000,000","-3,607,000,000","-5,012,000,000","-5,013,000,000","-5,051,000,000","-5,307,000,000","-5,430,000,000","-5,676,000,000","-4,880,200,000","-4,597,100,000","-4,334,900,000","-4,126,005,000","-4,036,387,000","-3,905,655,000","-3,656,366,000","-3,524,202,000","-3,348,705,000","-3,305,636,000","-3,254,642,000","-3,196,771,000","-3,060,458,000","-2,987,561,000","-2,736,633,000","-2,651,109,000","-2,610,691,000","-2,614,942,000","-2,424,890,000","-2,232,025,000","-2,182,581,000","-2,101,364,000","-2,036,337,000","-1,916,653,000","-1,735,795,000","-1,659,067,000","-1,483,742,000","-1,374,237,000","-1,269,253,000","-1,129,030,000"
		GoodwillAndOtherIntangibleAssets,"3,947,000,000","3,957,000,000","3,970,000,000","3,992,000,000","4,014,000,000","4,037,000,000","4,143,000,000","4,168,000,000","4,311,000,000","4,321,000,000","4,327,000,000","4,312,000,000","4,301,000,000","4,286,000,000","4,280,000,000","4,283,000,000","4,288,000,000","4,326,000,000","4,317,000,000","4,321,000,000","4,406,000,000","4,413,000,000","4,729,000,000","4,736,000,000","5,157,000,000","5,176,000,000","5,258,000,000","5,305,000,000","5,334,000,000","5,368,000,000","5,275,500,000","5,311,000,000","5,334,800,000","5,354,700,000","5,374,000,000","2,986,185,000","2,996,419,000","3,035,652,000","2,954,328,000","2,959,206,000","2,829,752,000","2,845,065,000","2,850,733,000","2,850,754,000","2,854,259,000","2,871,008,000","2,893,032,000","2,905,877,000","2,922,081,000","2,875,159,000","2,885,647,000","4,064,042,000","4,091,213,000","4,099,295,000","4,083,460,000","4,129,586,000","4,128,610,000","4,137,491,000","4,138,188,000","4,307,167,000"
			Goodwill,"1,044,000,000","1,045,000,000","1,045,000,000","1,045,000,000","1,045,000,000","1,045,000,000","1,081,000,000","1,080,000,000","1,080,000,000","1,083,000,000","1,082,000,000","1,083,000,000","1,083,000,000","1,083,000,000","1,083,000,000","1,083,000,000","1,084,000,000","1,084,000,000","1,083,000,000","1,082,000,000","1,081,000,000","1,081,000,000","1,256,000,000","1,257,000,000","1,353,000,000","1,354,000,000","1,358,000,000","1,360,000,000","1,356,000,000","1,359,000,000","1,347,500,000","1,366,300,000","1,366,300,000","1,352,700,000","1,341,900,000","454,663,000","452,408,000","471,430,000","392,094,000","379,861,000","307,212,000","309,495,000","300,174,000","295,825,000","290,550,000","290,311,000","295,350,000","285,588,000","287,414,000","262,451,000","264,061,000","974,655,000","988,176,000","980,909,000","959,993,000","991,918,000","985,347,000","978,983,000","964,693,000","1,118,163,000"
			OtherIntangibleAssets,"2,903,000,000","2,912,000,000","2,925,000,000","2,947,000,000","2,969,000,000","2,992,000,000","3,062,000,000","3,088,000,000","3,231,000,000","3,238,000,000","3,245,000,000","3,229,000,000","3,218,000,000","3,203,000,000","3,197,000,000","3,200,000,000","3,204,000,000","3,242,000,000","3,234,000,000","3,239,000,000","3,325,000,000","3,332,000,000","3,473,000,000","3,479,000,000","3,804,000,000","3,822,000,000","3,900,000,000","3,945,000,000","3,978,000,000","4,009,000,000","3,928,000,000","3,944,700,000","3,968,500,000","4,002,000,000","4,032,100,000","2,531,522,000","2,544,011,000","2,564,222,000","2,562,234,000","2,579,345,000","2,522,540,000","2,535,570,000","2,550,559,000","2,554,929,000","2,563,709,000","2,580,697,000","2,597,682,000","2,620,289,000","2,634,667,000","2,612,708,000","2,621,586,000","3,089,387,000","3,103,037,000","3,118,386,000","3,123,467,000","3,137,668,000","3,143,263,000","3,158,508,000","3,173,495,000","3,189,004,000"
		OtherNonCurrentAssets,,,,,,"1,811,000,000",,,,,,,,,,,,,,"109,000,000","127,000,000","111,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,353,654,000",,
TotalLiabilitiesNetMinorityInterest,"18,239,000,000","16,806,000,000","15,375,000,000","15,368,000,000","16,320,000,000","16,815,000,000","18,357,000,000","22,443,000,000","24,351,000,000","22,739,000,000","23,552,000,000","25,284,000,000","23,025,000,000","20,262,000,000","21,233,000,000","21,702,000,000","21,183,000,000","18,538,000,000","20,478,000,000","21,677,000,000","18,738,000,000","18,080,000,000","19,554,000,000","20,411,000,000","21,990,000,000","21,339,000,000","22,231,000,000","23,582,000,000","22,253,000,000","21,521,000,000","21,817,200,000","22,750,900,000","23,768,100,000","22,039,086,000","20,778,733,000","16,996,794,000","17,163,551,000","16,074,615,000","15,438,852,000","16,824,359,000","16,175,996,000","14,792,892,000","15,200,898,000","15,983,246,000","15,942,143,000","14,338,330,000","13,904,978,000","14,035,751,000","13,856,915,000","13,377,785,000","14,963,085,000","17,006,381,000","17,689,577,000","16,482,631,000","16,321,245,000","17,375,596,000","17,198,312,000","16,025,060,000","16,113,213,000","17,996,292,000"
	CurrentLiabilities,"1,942,000,000","1,738,000,000","1,879,000,000","2,126,000,000","2,388,000,000","1,688,000,000","1,673,000,000","1,835,000,000","3,100,000,000","2,722,000,000","2,822,000,000","3,467,000,000","3,186,000,000","2,856,000,000","3,541,000,000","3,767,000,000","3,360,000,000","2,689,000,000","2,800,000,000","3,747,000,000","2,639,000,000","2,347,000,000","2,675,000,000","3,025,000,000","5,142,000,000","4,685,000,000","5,168,000,000","5,859,000,000","5,562,000,000","5,196,000,000","5,073,900,000","5,804,800,000","6,466,300,000","5,720,445,000","4,984,009,000","2,200,618,000","2,717,072,000","2,663,879,000","2,151,750,000","2,389,196,000","2,739,191,000","2,309,949,000","2,123,995,000","2,244,490,000","2,541,079,000","2,253,538,000","1,791,849,000","1,826,568,000","2,227,094,000","1,939,610,000","2,197,570,000","17,006,381,000","17,689,577,000","2,778,095,000","2,220,992,000","2,148,144,000","2,582,232,000","2,176,553,000","1,723,745,000","1,730,713,000"
		PayablesAndAccruedExpenses,"1,802,000,000","1,592,000,000","1,718,000,000","1,957,000,000","1,516,000,000","1,298,000,000","1,514,000,000","1,449,000,000","2,113,000,000","2,279,000,000","2,275,000,000","2,891,000,000","2,755,000,000","2,428,000,000","2,491,000,000","2,811,000,000","2,793,000,000","2,026,000,000","2,153,000,000","2,510,000,000","2,280,000,000","1,966,000,000","2,061,000,000","2,455,000,000","2,638,000,000","2,153,000,000","2,269,000,000","2,661,000,000","2,696,000,000","2,290,000,000","2,213,000,000","2,409,300,000","2,803,800,000","2,662,345,000","2,298,209,000","2,200,618,000","2,717,072,000","2,663,879,000","2,151,750,000","2,389,196,000","2,739,191,000","2,309,949,000","2,123,995,000","2,244,490,000","2,541,079,000","2,253,538,000","1,791,849,000","1,826,568,000","2,227,094,000","1,939,610,000","2,197,570,000","2,064,499,000","2,858,622,000","1,592,954,000","2,093,000,000","1,009,077,000","1,511,908,000","1,166,444,000","1,631,276,000","802,677,000"
			Payables,"863,000,000","729,000,000","814,000,000","1,012,000,000","692,000,000","539,000,000","704,000,000","613,000,000","1,131,000,000","1,093,000,000","1,029,000,000","1,533,000,000","1,425,000,000","1,124,000,000","1,185,000,000","1,653,000,000","1,621,000,000","1,106,000,000","1,131,000,000","1,547,000,000","1,314,000,000","986,000,000","988,000,000","1,418,000,000","1,548,000,000","1,047,000,000","1,053,000,000","1,533,000,000","1,536,000,000","1,142,000,000","1,108,300,000","1,123,500,000","1,619,400,000","1,448,438,000","1,117,671,000","1,180,135,000","1,652,662,000","1,452,436,000","1,023,292,000","1,164,992,000","1,695,253,000","1,326,529,000","1,053,913,000","1,120,568,000","1,625,262,000","1,367,586,000","767,027,000","840,028,000","1,274,627,000","1,033,572,000","931,336,000","1,037,980,000","1,853,284,000","1,592,954,000","1,064,878,000","1,009,077,000","1,511,908,000","1,166,444,000","654,327,000","675,821,000"
				AccountsPayable,"675,000,000","572,000,000","586,000,000","780,000,000","531,000,000","418,000,000","585,000,000","516,000,000","998,000,000","943,000,000","870,000,000","1,369,000,000","1,279,000,000","988,000,000","1,004,000,000","1,491,000,000","1,458,000,000","946,000,000","954,000,000","1,381,000,000","1,141,000,000","821,000,000","792,000,000","1,239,000,000","1,382,000,000","875,000,000","917,000,000","1,431,000,000","1,401,000,000","1,008,000,000","967,900,000","952,400,000","1,484,500,000","1,304,849,000","999,061,000","975,098,000","1,487,086,000","1,320,805,000","897,489,000","997,287,000","1,560,856,000","1,204,927,000","944,973,000","928,108,000","1,467,148,000","1,223,859,000","658,671,000","747,326,000","1,184,588,000","932,727,000","931,336,000","860,190,000","1,707,949,000","1,592,954,000","1,064,878,000","1,009,077,000","1,511,908,000","1,166,444,000","654,327,000","675,821,000"
				TotalTaxPayable,"188,000,000","157,000,000","228,000,000","232,000,000","161,000,000","121,000,000","119,000,000","97,000,000","133,000,000","150,000,000","159,000,000","164,000,000","146,000,000","136,000,000","181,000,000","162,000,000","163,000,000","160,000,000","177,000,000","166,000,000","173,000,000","165,000,000","196,000,000","179,000,000","166,000,000","172,000,000","136,000,000","102,000,000","135,000,000","134,000,000","140,400,000","171,100,000","134,900,000","143,589,000","118,610,000","205,037,000","165,576,000","131,631,000","125,803,000","167,705,000","134,397,000","121,602,000","108,940,000","192,460,000","158,114,000","143,727,000","108,356,000","92,702,000","90,039,000","100,845,000",,"177,790,000","145,335,000",,,,,,,
			CurrentAccruedExpenses,"939,000,000","863,000,000","904,000,000","945,000,000","824,000,000","759,000,000","810,000,000","836,000,000","982,000,000","1,186,000,000","1,246,000,000","1,358,000,000","1,330,000,000","1,304,000,000","1,306,000,000","1,158,000,000","1,172,000,000","920,000,000","1,022,000,000","963,000,000","966,000,000","980,000,000","1,073,000,000","1,037,000,000","1,090,000,000","1,106,000,000","1,216,000,000","1,128,000,000","1,160,000,000","1,148,000,000","1,104,700,000","1,285,800,000","1,184,400,000","1,213,907,000","1,180,538,000","1,020,483,000","1,064,410,000","1,211,443,000","1,128,458,000","1,224,204,000","1,043,938,000","983,420,000","1,070,082,000","1,123,922,000","915,817,000","885,952,000","1,024,822,000","986,540,000","952,467,000","906,038,000","1,266,234,000","1,026,519,000","1,005,338,000",,"1,028,122,000",,,,"976,949,000","126,856,000"
		CurrentDebtAndCapitalLeaseObligation,"140,000,000","146,000,000","161,000,000","169,000,000","872,000,000","390,000,000","159,000,000","386,000,000","987,000,000","443,000,000","547,000,000","576,000,000","431,000,000","428,000,000","1,050,000,000","956,000,000","567,000,000","663,000,000","647,000,000","1,237,000,000","359,000,000","381,000,000","614,000,000","570,000,000","2,504,000,000","2,532,000,000","2,899,000,000","3,198,000,000","2,866,000,000","2,906,000,000","2,860,900,000","3,395,500,000","3,662,500,000","3,058,100,000","2,685,800,000",,,,,,,,,,,,,,,,,"12,844,178,000","12,693,814,000",,,,,,,
			CurrentDebt,"140,000,000","146,000,000","161,000,000","169,000,000","872,000,000","390,000,000","159,000,000","386,000,000","987,000,000","443,000,000","547,000,000","576,000,000","431,000,000","428,000,000","1,050,000,000","956,000,000","567,000,000","663,000,000","647,000,000","1,237,000,000","359,000,000","381,000,000","614,000,000","570,000,000","2,504,000,000","2,532,000,000","2,899,000,000","3,198,000,000","2,866,000,000","2,906,000,000","2,860,900,000","3,395,500,000","3,662,500,000","3,058,100,000","2,685,800,000",,,,,,,,,,,,,,,,,"12,844,178,000","12,693,814,000",,,,,,,
