name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015
OperatingCashFlow,"274,372,000","60,221,000","64,589,000","68,416,000","81,146,000","48,751,000","53,331,000","67,339,000","54,293,000","35,613,000","50,993,000","75,813,000","58,825,000","41,244,000","31,255,000","44,224,000","54,302,000","23,510,000","41,339,000","18,565,000","28,501,000","20,456,000","17,897,000","28,224,000","31,996,000","24,959,000","15,298,000","27,374,000","34,730,000","28,671,000"
	CashFlowFromContinuingOperatingActivities,"274,372,000","60,221,000","64,589,000","68,416,000","81,146,000","48,751,000","53,331,000","67,339,000","54,293,000","35,613,000","50,993,000","75,813,000","58,825,000","41,244,000","31,255,000","44,224,000","54,302,000","23,510,000","41,339,000","18,565,000","28,501,000","20,456,000","17,897,000","28,224,000","31,996,000","24,959,000","15,298,000","27,374,000","34,730,000","28,671,000"
		NetIncomeFromContinuingOperations,"28,514,000","11,398,000","-5,836,000","16,562,000","6,390,000","117,000","-12,754,000","13,430,000","-6,413,000","11,199,000","4,861,000","-29,727,000","-42,172,000","-5,788,000","79,155,000","-16,267,000","-14,076,000","-1,837,000","-33,255,000","-8,376,000","-1,221,000","1,134,000","3,717,000","2,490,000","583,000","2,253,000","-2,185,000","5,246,000","5,461,000","5,039,000"
		OperatingGainsLosses,"-14,802,000","-1,368,000","4,429,000","-14,106,000","-3,757,000","-12,295,000","-5,912,000","-10,734,000","541,000","1,577,000","-22,529,000","-6,024,000","1,786,000","-6,665,000","-103,744,000","-4,679,000",,,,,,,,,"18,000","104,000",,,"6,000","100,000"
			GainLossOnSaleOfPPE,,,,,,,,,,,,,"1,266,000","-7,121,000",,,,,,,,,,,"18,000","104,000",,,"6,000","100,000"
			GainLossOnInvestmentSecurities,"-17,948,000","-1,368,000","1,257,000","-14,093,000","-3,744,000","-13,841,000","-7,878,000","-10,734,000","541,000","1,577,000","-24,767,000",,,,"-103,744,000",,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"1,150,000","0","1,176,000","-13,000","-13,000","1,546,000",,,,,,,"520,000","456,000",,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"223,318,000","57,226,000","55,604,000","53,901,000","56,587,000","55,341,000","55,987,000","56,095,000","56,370,000","56,227,000","57,850,000","58,477,000","59,554,000","60,989,000","57,123,000","42,272,000","46,727,000","45,161,000","45,743,000","28,149,000","27,767,000","27,284,000","26,989,000","25,978,000","25,382,000","24,933,000","24,865,000","24,987,000","24,557,000","23,958,000"
			DepreciationAndAmortization,"223,318,000","57,226,000","55,604,000","53,901,000","56,587,000","55,341,000","55,987,000","56,095,000","56,370,000","56,227,000","57,850,000","58,477,000","59,554,000","60,989,000","57,123,000","42,272,000","46,727,000","45,161,000","45,743,000","28,149,000","27,767,000","27,284,000","26,989,000","25,978,000","25,382,000","24,933,000","24,865,000","24,987,000","24,557,000","23,958,000"
				Depreciation,"223,318,000","57,226,000","55,604,000","53,901,000","56,587,000","55,341,000","55,987,000","56,095,000","56,370,000","56,227,000","57,850,000",,,,"57,123,000","42,272,000","45,720,000","46,168,000",,,,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,"-1,007,000",,,,,,,,,,,,
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,"-1,007,000",,,,,,,,,,,,
		AmortizationOfSecurities,,,,,,,,,,,,,"-1,091,000","-1,133,000",,,,,"578,000","897,000","842,000","861,000","907,000","1,310,000","720,000","791,000","1,008,000","1,118,000","1,057,000","1,080,000"
		AssetImpairmentCharge,"1,754,000","0","0","698,000","1,056,000","5,000,000","2,782,000","0","0","0","12,767,000","35,710,000","34,860,000","13,717,000","13,086,000","16,604,000",,,"135,000","39,000","66,000","-477,000",,,,"52,000",,,,"81,000"
