name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999
TotalRevenue,"1,676,770,000","410,320,000","401,335,000","463,449,000","401,666,000","315,316,000","347,228,000","383,458,000","400,038,000","296,688,000","346,544,000","291,699,000","264,086,000","223,949,000","255,175,000","291,266,000","268,734,000","222,492,000","253,911,000","304,219,000","246,412,000","153,416,000","168,345,000","205,629,000","189,582,000","126,567,000","152,488,000","176,000,000","177,425,000","117,682,000","153,612,000","189,275,000","194,806,000","134,538,000","125,916,000","185,935,000","133,350,000","111,035,000","158,089,000","205,283,000","168,709,000","98,425,000","113,989,000","159,427,000","128,498,000","99,242,000","137,997,000","118,874,000","116,865,000","86,157,000","71,677,000","103,929,000","120,375,000","94,866,000","109,272,000","114,148,000","106,728,000","84,926,000","88,343,000","77,714,000","71,275,000","68,888,000","64,115,000","68,743,000","60,010,000","56,480,000","61,634,000","61,163,000","63,317,000","45,949,000","41,452,000","45,674,000","34,743,000","32,309,000","37,708,000","41,376,000","49,311,000","41,698,000","15,874,000","32,520,000","33,990,000","29,682,000","23,790,000","5,760,000","5,598,000","4,631,000","5,285,000","5,745,000","-4,354,000","7,324,000"
	OperatingRevenue,"1,676,770,000","410,320,000","401,335,000","463,449,000","401,666,000","315,316,000","347,228,000","383,458,000","400,038,000","296,688,000","346,544,000","291,699,000","264,086,000","223,949,000","255,175,000","291,266,000","268,734,000","222,492,000","253,911,000","304,219,000","246,412,000","153,416,000","168,345,000","205,629,000","189,582,000","126,567,000","152,488,000","176,000,000","177,425,000","117,682,000","153,612,000","189,275,000","194,806,000","134,538,000","125,916,000","185,935,000","133,350,000","111,035,000","158,089,000","205,283,000","168,709,000","98,425,000","113,989,000","159,427,000","128,498,000","99,242,000","137,997,000","118,874,000","116,865,000","86,157,000","71,677,000","103,929,000","120,375,000","94,866,000","109,272,000","114,148,000","106,728,000","84,926,000","88,343,000","77,714,000","71,275,000","68,888,000","64,115,000","68,743,000","60,010,000","56,480,000","61,634,000","61,163,000","63,317,000","45,949,000","41,452,000","45,674,000","34,743,000","32,309,000","37,147,000","41,376,000","49,311,000","41,698,000","15,874,000","32,520,000","33,990,000","29,682,000","23,790,000","5,760,000","5,598,000","4,631,000","5,285,000","5,745,000","-4,354,000","7,324,000"
CostOfRevenue,"1,450,906,000","354,181,000","345,661,000","405,645,000","345,419,000","270,284,000","300,619,000","333,542,000","340,439,000","261,443,000","312,965,000","262,483,000","238,590,000","204,446,000","228,360,000","259,735,000","237,269,000","201,898,000","229,942,000","273,588,000","221,207,000","144,129,000","161,442,000","188,597,000","173,493,000","122,737,000","140,268,000","161,542,000","168,314,000","124,518,000","149,915,000","180,919,000","182,307,000","126,669,000","148,969,000","177,576,000","149,985,000","109,650,000","141,819,000","191,114,000","153,550,000","96,552,000","110,089,000","144,671,000","114,916,000","91,643,000","109,246,000","105,876,000","104,162,000","77,908,000","64,240,000","87,387,000","101,796,000","83,055,000","99,713,000","101,576,000","94,988,000","76,825,000","76,250,000","69,799,000","63,229,000","63,256,000","57,443,000","60,865,000","52,700,000","49,794,000","54,142,000","54,261,000","56,240,000","41,619,000","38,697,000","41,033,000","29,266,000","28,684,000","32,086,000","35,573,000","44,012,000","36,982,000","33,966,000","28,282,000","29,472,000","26,132,000","20,935,000","4,705,000","4,010,000","3,705,000","4,204,000","4,468,000","-3,883,000","6,035,000"
GrossProfit,"225,864,000","56,139,000","55,674,000","57,804,000","56,247,000","45,032,000","46,609,000","49,916,000","59,599,000","35,245,000","33,579,000","29,216,000","25,496,000","19,503,000","26,815,000","31,531,000","31,465,000","20,594,000","23,969,000","30,631,000","25,205,000","9,287,000","6,903,000","17,032,000","16,089,000","3,830,000","12,220,000","14,458,000","9,111,000","-6,836,000","3,697,000","8,356,000","12,499,000","7,869,000","-23,053,000","8,359,000","-16,635,000","1,385,000","16,270,000","14,169,000","15,159,000","1,873,000","3,900,000","14,756,000","13,582,000","7,599,000","28,751,000","12,998,000","12,703,000","8,249,000","7,437,000","16,542,000","18,579,000","11,811,000","9,559,000","12,572,000","11,740,000","8,101,000","12,093,000","7,915,000","8,046,000","5,632,000","6,672,000","7,878,000","7,310,000","6,686,000","7,492,000","6,902,000","7,077,000","4,330,000","2,755,000","4,641,000","5,477,000","3,625,000","5,622,000","5,803,000","5,299,000","4,716,000","-18,092,000","4,238,000","4,518,000","3,550,000","2,855,000","1,055,000","1,588,000","926,000","1,081,000","1,277,000","-471,000","1,289,000"
OperatingExpense,"108,931,000","27,615,000","32,016,000","25,773,000","23,527,000","22,277,000","25,684,000","20,684,000","26,414,000","22,669,000","21,694,000","15,205,000","14,312,000","14,783,000","17,405,000","17,159,000","19,315,000","13,915,000","17,000,000","17,992,000","16,849,000","11,075,000","12,219,000","13,360,000","12,708,000","10,296,000","12,148,000","12,077,000","9,273,000","9,842,000","9,325,000","9,929,000","9,964,000","7,428,000","13,971,000","6,836,000","9,480,000","9,359,000","8,939,000","9,998,000","6,919,000","6,435,000","5,414,000","6,995,000","6,295,000","5,911,000","9,216,000","6,819,000","5,324,000","5,433,000","6,346,000","3,578,000","3,861,000","3,127,000","3,713,000","3,140,000","3,533,000","3,458,000","4,365,000","3,257,000","2,768,000","2,267,000","2,374,000","2,866,000","2,842,000","2,309,000","2,320,000","2,410,000","2,995,000","2,555,000","2,425,000","2,816,000","2,389,000","2,476,000","4,205,000","2,470,000","1,773,000","1,995,000","2,621,000","2,494,000","2,518,000","2,163,000","2,469,000","1,068,000","1,244,000","1,059,000","1,140,000","1,146,000","-420,000","1,579,000"
	SellingGeneralAndAdministration,"84,479,000","23,072,000","25,941,000","19,637,000","15,829,000","17,099,000","20,206,000","15,154,000","18,451,000","17,604,000","15,098,000","10,839,000","10,774,000","12,489,000","12,264,000","11,707,000","13,622,000","13,100,000","11,806,000","13,129,000","12,812,000","10,604,000","9,402,000","9,575,000","9,104,000","10,542,000","9,560,000","11,119,000","9,598,000","11,603,000","9,581,000","9,326,000","9,507,000","8,484,000","13,678,000","8,176,000","9,486,000","9,611,000","8,818,000","10,259,000","8,444,000","7,666,000","5,578,000","7,071,000","6,300,000","6,056,000","7,413,000","6,774,000","5,241,000","5,464,000","6,646,000","3,508,000","3,814,000","3,214,000","3,673,000","3,201,000","3,442,000","3,447,000","4,481,000","3,257,000","2,876,000","2,575,000","2,650,000","2,866,000","2,842,000","2,309,000","2,320,000","2,410,000","2,995,000","2,555,000","2,425,000","2,816,000","2,389,000","2,476,000","4,205,000","2,470,000","1,773,000","1,995,000","2,362,000","2,494,000","2,518,000","2,163,000","2,469,000","1,068,000","1,194,000","1,023,000","1,104,000","1,112,000","-485,000","1,530,000"
		GeneralAndAdministrativeExpense,"84,479,000","23,072,000","25,941,000","19,637,000","15,829,000","17,099,000","20,206,000","15,154,000","18,451,000","17,604,000","15,098,000","10,839,000","10,774,000","12,489,000","12,264,000","11,707,000","13,622,000","13,100,000","11,806,000","13,129,000","12,812,000","10,604,000","9,402,000","9,575,000","9,104,000","10,542,000","9,560,000","11,119,000","9,598,000","11,603,000","9,581,000","9,326,000","9,507,000","8,484,000","13,678,000","8,176,000","9,486,000","9,611,000","9,149,000","10,259,000","8,444,000","7,666,000",,"7,071,000","6,300,000","6,056,000","7,413,000","6,774,000","5,241,000","5,464,000","4,435,000","3,508,000","3,814,000","3,214,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"84,479,000","23,072,000","25,941,000","19,637,000","15,829,000","17,099,000","20,206,000","15,154,000","18,451,000","17,604,000","15,098,000","10,839,000","10,774,000","12,489,000","12,264,000","11,707,000","13,622,000","13,100,000","11,806,000","13,129,000","12,812,000","10,604,000","9,402,000","9,575,000","9,104,000","10,542,000","9,560,000","11,119,000","9,598,000","11,603,000","9,581,000","9,326,000","9,507,000","8,484,000","13,678,000","8,176,000","9,486,000","9,611,000","9,149,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"12,166,000","3,568,000","2,866,000","2,866,000","2,866,000","2,866,000","2,867,000","2,866,000","2,866,000","2,837,000","2,895,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50,000","36,000","36,000","34,000","65,000","49,000"
		DepreciationAndAmortizationInIncomeStatement,"12,166,000","3,568,000","2,866,000","2,866,000","2,866,000","2,866,000","2,867,000","2,866,000","2,866,000","2,837,000","2,895,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50,000","36,000","36,000","34,000","65,000","49,000"
