name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009
TotalAssets,"266,290,981,000","264,285,440,000","265,799,650,000","229,234,863,000","216,445,114,000","79,806,502,000","70,655,333,000","62,110,382,000","55,601,075,000","60,899,319,000","57,645,049,000","57,524,065,000","52,004,019,000","50,743,375,000","50,343,948,000","48,572,664,000","47,579,153,000","45,834,719,000","44,305,639,000","42,868,081,000","41,635,712,000","39,002,897,000","37,984,599,000","37,506,871,000","34,428,583,000","71,057,759,000","69,056,926,000","71,693,697,000","67,286,990,000","65,872,745,000","66,332,985,000","65,634,317,000","56,402,666,000","51,427,201,000","48,160,051,000","44,807,645,000","45,542,791,000","44,426,353,000","43,648,620,000","42,610,275,000","43,520,412,000","40,377,645,000","38,633,762,000","40,588,171,000","39,871,530,000","38,391,157,000","34,863,959,000","33,816,937,000","32,624,876,000","30,221,111,000"
	CurrentAssets,"42,703,697,000","39,657,494,000","43,167,115,000","33,294,142,000","30,873,060,000","9,032,750,000","7,951,939,000","5,626,817,000","4,602,886,000","4,387,979,000","5,004,821,000","4,611,671,000","4,531,638,000","4,158,523,000","4,908,073,000","4,849,689,000","4,259,677,000","5,543,836,000","5,778,803,000","5,333,343,000","5,969,829,000","6,098,016,000","5,343,634,000","5,719,413,000","3,343,558,000","3,856,830,000","4,607,369,000","5,436,449,000","4,258,623,000","3,969,321,000","4,837,455,000","6,725,832,000","3,980,312,000","3,190,517,000","3,042,394,000","2,907,461,000","2,983,578,000","3,055,979,000",,,,,,,,,,,,
		CashCashEquivalentsAndShortTermInvestments,"12,914,929,000","10,091,602,000","11,973,622,000","11,662,284,000","10,498,736,000","6,507,874,000","5,744,081,000","3,605,103,000","3,153,537,000","3,163,154,000","3,542,400,000","3,098,821,000","2,719,818,000","2,445,147,000","3,228,652,000","3,204,670,000","2,748,948,000","3,679,059,000","3,766,301,000","3,608,696,000","4,358,295,000","4,133,660,000","3,473,130,000","3,493,367,000","2,080,306,000","2,519,860,000","3,037,546,000","3,909,812,000","2,641,905,000","2,290,855,000","3,224,250,000","5,060,763,000","2,241,976,000","1,747,191,000","1,549,093,000","1,632,928,000","1,971,296,000","1,817,638,000","1,603,438,000","1,094,406,000","1,079,577,000","1,774,147,000","1,261,021,000","1,405,730,000","1,279,768,000","1,434,595,000","1,301,468,000","959,742,000","1,002,863,000","828,830,000"
			CashAndCashEquivalents,"12,914,929,000","10,091,602,000","11,973,622,000","11,662,284,000","10,498,736,000","6,507,874,000","5,744,081,000","3,605,103,000","3,153,537,000","3,163,154,000","3,542,400,000","3,098,821,000","2,719,818,000","2,445,147,000","3,228,652,000","3,204,670,000","2,748,948,000","3,679,059,000","3,766,301,000","3,608,696,000","4,358,295,000","4,133,660,000","3,473,130,000","3,493,367,000","2,080,306,000","2,519,860,000","3,037,546,000","3,909,812,000","2,641,905,000","2,290,855,000","3,224,250,000","5,060,763,000","2,241,976,000","1,747,191,000","1,549,093,000","1,632,928,000","1,971,296,000","1,817,638,000","1,603,438,000","1,094,406,000","1,079,577,000","1,774,147,000","1,261,021,000","1,405,730,000","1,279,768,000","1,434,595,000","1,301,468,000","959,742,000","1,002,863,000","828,830,000"
		Receivables,"29,058,485,000","29,008,604,000","30,529,288,000","21,071,768,000","19,791,010,000","1,935,886,000","1,956,182,000","1,797,413,000","1,258,422,000","1,051,505,000","1,234,546,000","1,299,315,000","1,644,710,000","1,424,295,000","1,504,397,000","1,465,962,000","1,349,588,000","1,699,427,000","1,892,092,000","1,560,608,000","1,417,990,000","1,687,444,000","1,618,625,000","2,056,175,000","1,168,712,000","1,031,319,000","1,271,044,000","1,332,180,000","1,543,132,000","1,535,396,000","1,520,474,000","1,532,781,000","1,650,104,000","1,348,804,000","1,415,937,000","1,218,932,000","970,192,000","1,138,635,000","124,932,000","104,830,000","150,336,000","149,605,000","158,417,000","145,701,000","149,292,000","136,556,000","129,033,000","133,366,000","133,832,000","123,988,000"
			AccountsReceivable,"200,963,000","167,657,000","106,117,000","116,304,000","103,577,000","75,697,000","58,785,000","50,331,000","38,820,000","26,893,000","58,734,000","77,814,000","64,802,000","27,258,000","52,223,000","42,415,000","53,448,000","138,109,000","172,788,000","333,976,000","174,204,000","49,279,000","255,260,000","493,141,000","84,882,000","78,297,000","110,637,000","38,284,000","56,244,000","55,876,000","67,571,000","71,181,000","41,529,000","19,455,000","31,457,000","31,924,000","46,059,000","267,126,000",,,,,,,,,,,,
			AccruedInterestReceivable,"147,124,000","144,221,000","191,085,000","188,029,000","171,729,000","145,532,000","188,476,000","167,384,000","152,369,000","156,026,000","194,301,000","261,186,000","231,445,000","241,547,000","227,090,000","230,135,000","244,547,000","189,785,000","215,338,000","201,157,000","206,081,000","158,511,000","287,668,000","256,926,000","277,229,000","372,699,000","427,282,000","472,907,000","617,626,000","594,288,000","589,321,000","300,550,000","361,440,000","380,099,000","410,786,000","407,824,000","424,972,000","469,456,000",,,,,,,,,,,,
			TaxesReceivable,"53,161,000","103,954,000","5,151,000","28,008,000","13,695,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,"1,277,574,000","1,224,283,000","1,102,874,000","1,048,854,000","1,061,431,000","872,994,000","768,887,000","930,103,000","852,484,000","717,399,000","658,481,000","675,950,000","734,195,000","657,189,000","682,007,000","614,592,000","565,681,000","554,349,000","484,004,000","394,717,000","323,335,000","250,452,000","343,106,000","309,625,000","318,567,000","139,783,000","116,103,000","109,209,000","109,346,000","147,056,000","130,999,000","134,832,000","161,317,000","143,908,000","133,746,000","134,725,000","149,614,000","122,185,000",,,,,,,,,,,,
			OtherReceivables,"27,379,663,000","27,368,489,000","29,124,061,000","19,690,573,000","18,440,578,000","841,663,000","940,034,000","649,595,000","214,749,000","151,187,000","323,030,000","284,365,000","614,268,000","498,301,000","543,077,000","578,820,000","485,912,000","817,184,000","1,019,962,000","630,758,000","714,370,000","1,229,202,000","732,591,000","996,483,000","488,034,000","440,540,000","617,022,000","711,780,000","759,916,000","738,176,000","732,583,000","1,026,218,000","1,085,818,000","805,342,000","839,948,000","644,459,000","349,547,000","279,868,000",,,,,,,,,,,,
