name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,12/31/2019
TotalAssets,"634,109,000","608,673,000","608,083,000","599,484,000","597,508,000","285,434,000","269,568,000","151,988,000"
	CurrentAssets,"608,979,000","591,275,000","598,368,000","588,905,000","585,983,000","269,977,000","255,400,000","136,019,000"
		CashCashEquivalentsAndShortTermInvestments,"596,614,000","581,538,000","589,028,000","579,485,000","574,663,000","262,072,000","246,967,000","128,864,000"
			CashAndCashEquivalents,"596,614,000","581,538,000","589,028,000","573,416,000","551,412,000","235,834,000","216,558,000","63,318,000"
			OtherShortTermInvestments,,"0","0","6,069,000","23,251,000","26,238,000","30,409,000","65,546,000"
		PrepaidAssets,"12,365,000","9,737,000","9,340,000","9,420,000","11,320,000","7,905,000","8,433,000","7,155,000"
	TotalNonCurrentAssets,"25,130,000","17,398,000","9,715,000","10,579,000","11,525,000","15,457,000","14,168,000","15,969,000"
		NetPPE,"15,273,000","7,376,000","7,899,000","7,946,000","8,318,000","8,447,000","8,889,000","9,845,000"
			GrossPPE,"25,264,000","16,533,000","16,207,000","15,449,000","14,985,000","14,342,000","14,098,000","12,943,000"
				Properties,"0","0","0","0","0","0","0","0"
				MachineryFurnitureEquipment,"9,688,000","9,246,000","8,928,000","8,170,000","7,706,000","7,065,000","6,757,000","5,681,000"
				OtherProperties,"8,289,000",,,,,,,
				Leases,"7,287,000","7,287,000","7,279,000","7,279,000","7,279,000","7,277,000","7,341,000","7,262,000"
			AccumulatedDepreciation,"-9,991,000","-9,157,000","-8,308,000","-7,503,000","-6,667,000","-5,895,000","-5,209,000","-3,098,000"
		GoodwillAndOtherIntangibleAssets,"8,214,000","8,372,000",,,,,,
			Goodwill,"7,012,000","7,012,000",,,,,,
			OtherIntangibleAssets,"1,202,000","1,360,000",,,,,,
		OtherNonCurrentAssets,"1,643,000","1,650,000","1,816,000","2,633,000","3,207,000","7,010,000","5,279,000","6,124,000"
TotalLiabilitiesNetMinorityInterest,"220,516,000","191,054,000","189,848,000","183,419,000","186,839,000","229,041,000","210,459,000","120,600,000"
