name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017
TotalAssets,"4,706,081,000","4,709,006,000","4,088,366,000","3,386,554,000","3,214,463,000","3,062,881,000","2,729,267,000","2,661,096,000","2,848,777,000","2,653,629,000","2,644,628,000","2,420,652,000","2,396,156,000","1,937,778,000","1,740,948,000","1,502,710,000","1,254,519,000","1,234,837,000"
	CurrentAssets,"688,240,000","633,337,000","962,291,000","449,136,000","433,867,000","300,659,000","262,713,000","238,723,000","432,797,000","253,096,000","260,711,000","227,568,000","286,482,000","207,959,000","270,075,000","201,806,000","160,240,000","162,391,000"
		CashCashEquivalentsAndShortTermInvestments,"317,034,000","310,684,000","642,207,000","143,981,000","169,715,000","65,858,000","42,655,000","35,329,000","233,039,000","65,178,000","51,263,000","37,944,000","83,779,000","33,213,000","98,378,000","32,572,000","27,949,000","51,455,000"
			CashAndCashEquivalents,"317,034,000","310,684,000","642,207,000","143,981,000","169,715,000","65,858,000","42,655,000","35,329,000","233,039,000","65,178,000","51,263,000","37,944,000","83,779,000","33,213,000","98,378,000","32,572,000","27,949,000","51,455,000"
		Receivables,"209,209,000","198,827,000","189,201,000","178,300,000","176,558,000","169,220,000","157,071,000","147,592,000","139,502,000","129,337,000","130,384,000","118,674,000","119,202,000","98,596,000","101,570,000","94,145,000","84,433,000","73,513,000"
			AccountsReceivable,"209,209,000","198,827,000","189,201,000","178,300,000","176,558,000","169,220,000","157,071,000","147,592,000","139,502,000","129,337,000","130,384,000","118,674,000","119,202,000","98,596,000","101,570,000","94,145,000","84,433,000","73,513,000"
				GrossAccountsReceivable,"212,905,000","202,082,000","191,845,000","180,672,000","178,693,000","171,398,000","158,446,000","148,589,000","140,406,000","130,021,000","131,184,000","119,459,000","119,863,000","99,172,000","102,778,000","95,288,000","85,026,000","74,018,000"
				AllowanceForDoubtfulAccountsReceivable,"-3,696,000","-3,255,000","-2,644,000","-2,372,000","-2,135,000","-2,178,000","-1,375,000","-997,000","-904,000","-684,000","-800,000","-785,000","-661,000","-576,000","-1,208,000","-1,143,000","-593,000","-505,000"
		PrepaidAssets,"161,997,000","123,826,000","130,883,000","126,855,000","87,594,000","65,581,000","62,987,000","55,802,000","60,256,000","58,581,000","79,064,000","70,950,000","83,501,000","76,150,000","70,127,000","75,089,000","47,858,000","37,423,000"
	TotalNonCurrentAssets,"4,017,841,000","4,075,669,000","3,126,075,000","2,937,418,000","2,780,596,000","2,762,222,000","2,466,554,000","2,422,373,000","2,415,980,000","2,400,533,000","2,383,917,000","2,193,084,000","2,109,674,000","1,729,819,000","1,470,873,000","1,300,904,000","1,094,279,000","1,072,446,000"
		NetPPE,"302,896,000","297,049,000","271,661,000","275,611,000","277,843,000","278,957,000","282,144,000","244,208,000","223,742,000","221,748,000","208,093,000","203,230,000","196,049,000","24,780,000","22,407,000","22,767,000","21,870,000","21,397,000"
			GrossPPE,"302,896,000","356,010,000","271,661,000","275,611,000","277,843,000","335,171,000","282,144,000","244,208,000","223,742,000","268,080,000","208,093,000","203,230,000","196,049,000","64,287,000","22,407,000","22,767,000","21,870,000","53,453,000"
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,"0"
				MachineryFurnitureEquipment,,"59,908,000",,,,"60,558,000",,,,"51,267,000",,,,"43,577,000",,,,"34,655,000"
				OtherProperties,"302,896,000","249,850,000","271,661,000","275,611,000","277,843,000","229,748,000","282,144,000","244,208,000","223,742,000","180,114,000","208,093,000","203,230,000","196,049,000","24,780,000","22,407,000","22,767,000","21,870,000",
				Leases,,"46,252,000",,,,"44,865,000",,,,"36,699,000",,,,"20,710,000",,,,"18,798,000"
			AccumulatedDepreciation,,"-58,961,000",,,,"-56,214,000",,,,"-46,332,000",,,,"-39,507,000",,,,"-32,056,000"
		GoodwillAndOtherIntangibleAssets,"3,453,137,000","3,507,034,000","2,612,444,000","2,427,174,000","2,336,230,000","2,369,026,000","2,073,331,000","2,093,659,000","2,110,650,000","2,093,687,000","2,087,586,000","1,901,816,000","1,826,599,000","1,622,690,000","1,365,220,000","1,266,333,000","1,059,868,000","1,037,771,000"
			Goodwill,"1,928,135,000","1,925,315,000","1,429,196,000","1,316,160,000","1,253,976,000","1,255,559,000","1,125,604,000","1,121,153,000","1,111,780,000","1,090,231,000","1,073,283,000","988,706,000","945,503,000","860,495,000","693,160,000","639,599,000","527,201,000","515,489,000"
