name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010
OperatingCashFlow,"299,105,000","123,889,000","-9,439,000","127,299,000","57,356,000","-2,181,000","14,786,000","104,983,000","-131,276,000","-14,038,000","76,555,000","290,507,000","-96,015,000","-12,217,000","-231,997,000","193,034,000","-71,491,000","107,256,000","191,928,000","-21,951,000","-157,404,000","147,995,000","136,465,000","-72,396,000","-62,985,000","-45,897,000","241,682,000","124,038,000","-141,382,000","-216,027,000","3,990,000","-116,384,000","-182,208,000","-54,034,000","45,814,000","143,098,000","-52,682,000","167,800,000","-55,735,000","-89,239,000","-104,086,000","-142,810,000","92,843,000","-65,570,000","-43,978,000","106,425,000","-64,583,000"
	CashFlowFromContinuingOperatingActivities,"299,105,000","123,889,000","-9,439,000","127,299,000","57,356,000","-2,181,000","14,786,000","104,983,000","-131,276,000","-14,038,000","76,555,000","290,507,000","-96,015,000","-12,217,000",,"193,034,000","-71,491,000","107,256,000","191,928,000","-21,951,000","-157,404,000","147,995,000","136,465,000","-72,396,000","-62,985,000","-45,897,000","241,682,000","124,038,000","-141,382,000","-216,027,000","3,990,000","-116,384,000","-182,208,000","-54,034,000","45,814,000","143,098,000","-52,682,000","167,800,000","-55,735,000","-89,239,000","-104,086,000","-142,810,000","92,843,000","-65,570,000","-43,978,000","106,425,000","-64,583,000"
		NetIncomeFromContinuingOperations,"105,710,000","19,951,000","29,432,000","27,170,000","29,157,000","29,663,000","27,598,000","26,349,000","18,904,000","7,139,000","10,988,000","13,827,000","-5,588,000","-1,715,000",,"11,835,000","7,099,000","5,866,000","34,915,000","13,839,000","11,209,000","8,983,000","2,294,000","27,701,000","21,749,000","6,407,000","8,678,000","9,961,000","12,376,000","10,304,000","5,621,000","4,975,000","9,362,000","2,301,000","-861,000","1,662,000","12,068,000","10,940,000","23,736,000","21,343,000","17,997,000","19,050,000","7,026,000","15,258,000","1,284,000","-7,449,000","-14,395,000"
		OperatingGainsLosses,,,"-7,012,000","68,000","-1,832,000","-2,601,000","-1,668,000","-1,881,000","-360,000","-1,835,000","-2,914,000","-2,680,000","-1,684,000","-7,721,000",,"-788,000","757,000","-126,000","-1,835,000","-2,145,000","-2,056,000","-251,000","-3,130,000","-1,891,000","436,000","1,105,000","-1,799,000","-479,000","9,510,000","-7,857,000","-6,160,000","-3,636,000","-9,397,000","-3,400,000","22,810,000","-32,395,000","18,580,000","13,612,000","-3,087,733,000","1,488,110,000","1,022,123,000","561,055,000","812,626,000","407,741,000","354,143,000","432,078,000","667,142,000"
			GainLossOnSaleOfPPE,,,,,,,"0","0","-1,000","1,000","-4,000","128,000","0","-6,206,000",,"1,000","238,000","64,000","58,000","51,000","56,000","50,000","67,000","-327,000","428,000","85,000","-28,000","61,000",,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,"-25,000","15,000","-219,000","-112,000","-121,000","18,000","-137,000","247,000",,"4,000","-16,000","-222,000","399,000","-331,000","-551,000","-6,000","-2,394,000","-48,000","-62,000","-35,000","-1,404,000","-1,002,000","0","0","-1,185,000","-480,000","20,000","-713,000","-1,766,000","184,000","-238,000","48,000","-141,000","-397,000","-911,000","-41,000","-459,000","-642,000","-1,000","0","-1,000"
		DepreciationAmortizationDepletion,"19,164,000","4,550,000","5,253,000","4,555,000","4,806,000","4,046,000","-12,948,000","9,636,000","9,436,000","10,343,000","9,665,000","9,972,000","9,979,000","9,883,000",,"6,567,000","6,053,000","6,051,000","5,880,000","5,854,000","6,104,000","4,807,000","2,878,000","4,224,000","4,802,000","3,763,000","4,177,000","3,544,000","2,525,000","4,631,000","4,210,000","6,141,000","2,734,000","4,418,000","10,347,000","1,650,000","1,436,000","1,514,000","1,357,000","1,366,000","1,079,000","1,047,000","908,000","991,000","880,000","818,000","866,000"
			DepreciationAndAmortization,"19,164,000","4,550,000","5,253,000","4,555,000","4,806,000","4,046,000","-12,948,000","9,636,000","9,436,000","10,343,000","9,665,000","9,972,000","9,979,000","9,883,000",,"6,567,000","6,053,000","6,051,000","5,880,000","5,854,000","6,104,000","4,807,000","2,878,000","4,224,000","4,802,000","3,763,000","4,177,000","3,544,000","2,525,000","4,631,000","4,210,000","6,141,000","2,734,000","4,418,000","10,347,000","1,650,000","1,436,000","1,514,000","1,357,000","1,366,000","1,079,000","1,047,000","908,000","991,000","880,000","818,000","866,000"
				Depreciation,"10,093,000","2,593,000","2,614,000","2,506,000","2,380,000","2,408,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,210,000","1,007,000","1,014,000","875,000","743,000","592,000","529,000","507,000","502,000","503,000","464,000","495,000"
				AmortizationCashFlow,"9,071,000","1,957,000","2,639,000","2,049,000","2,426,000","1,638,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"440,000","429,000","500,000","482,000","623,000","487,000","518,000","401,000","489,000","377,000","354,000","371,000"
					AmortizationOfIntangibles,"9,071,000","1,957,000","2,639,000","2,049,000","2,426,000","1,638,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"440,000","429,000","500,000","482,000","623,000","487,000","518,000","401,000","489,000","377,000","354,000","371,000"
		DeferredTax,"8,799,000","5,363,000","107,000","2,424,000","905,000","4,448,000",,,,,,,"683,000","-40,515,000",,"4,418,000","-1,952,000","1,906,000","-13,607,000","4,003,000","-114,000","7,624,000","31,374,000","8,067,000","-1,554,000","-6,397,000","4,898,000","7,199,000","8,855,000","-4,563,000","-162,000","2,121,000","-14,615,000","-1,008,000","2,426,000","7,767,000","9,509,000","1,374,000","6,384,000","1,728,000","-9,250,000","-3,972,000","0","-16,000","0","0","8,645,000"
			DeferredIncomeTax,"8,799,000","5,363,000","107,000","2,424,000","905,000","4,448,000",,,,,,,"683,000","-40,515,000",,"4,418,000","-1,952,000","1,906,000","-13,607,000","4,003,000","-114,000","7,624,000","31,374,000","8,067,000","-1,554,000","-6,397,000","4,898,000","7,199,000","8,855,000","-4,563,000","-162,000","2,121,000","-14,615,000","-1,008,000","2,426,000","7,767,000","9,509,000","1,374,000","6,384,000","1,728,000","-9,250,000","-3,972,000","0","-16,000","0","0","8,645,000"
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,809,000","1,855,000",,,"3,099,000","-703,000",,,
		AssetImpairmentCharge,,,"-248,000","68,000","-14,000","194,000",,,,,,,,,,,,,,,,,,,"0","0","-381,000","-796,000","79,000","-6,628,000",,,,,,,,,,,,,,,,,
		StockBasedCompensation,"3,664,000","1,076,000","841,000","892,000","855,000","810,000","663,000","846,000","707,000","477,000","-1,350,000","846,000","731,000","-390,000",,"826,000","820,000","882,000","727,000","767,000","642,000","720,000","584,000","651,000","427,000","400,000","277,000","153,000","237,000","393,000","416,000","417,000","207,000","476,000","566,000","308,000","281,000","343,000","358,000","199,000","1,882,000","334,000","3,000","4,000","4,000","4,000","16,000"
		OtherNonCashItems,"216,477,000","110,387,000","-28,275,000","87,465,000","46,900,000","-45,540,000","-10,979,000","75,218,000","-162,543,000","-13,741,000","61,739,000","294,265,000","-80,413,000","3,292,000",,"180,474,000","-104,378,000","105,253,000","155,985,000","-66,988,000","-184,999,000","162,000,000","94,530,000","-122,019,000","-77,331,000","-30,292,000","216,606,000","113,034,000","-176,820,000","-213,754,000","6,897,000","-157,034,000","-182,583,000","-48,050,000","9,446,000","163,807,000","-85,936,000","160,087,000","2,997,895,000","-1,614,544,000","-1,137,040,000","-712,194,000","-740,305,000","-493,911,000","-391,368,000","-313,552,000","-783,853,000"
