name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012
TotalAssets,"4,314,072,000","4,336,223,000","4,233,685,000","4,160,157,000","4,092,953,000","4,021,980,000","3,957,565,000","3,977,904,000","4,293,053,000","3,858,690,000","3,941,471,000","3,877,550,000","3,855,895,000","3,884,203,000","3,877,104,000","3,872,685,000","3,846,761,000","3,805,381,000","3,896,066,000","3,751,997,000","3,599,716,000","3,564,640,000","3,489,903,000","3,336,264,000","3,234,077,000","3,138,071,000","3,111,813,000","3,107,187,000","2,972,247,000","2,913,524,000","2,851,396,000","601,187,000","538,567,000","506,035,000","430,968,000","382,959,000","379,712,000","217,516,000"
	CurrentAssets,"3,832,934,000","3,865,064,000","3,826,223,000","3,756,221,000","3,693,690,000","3,609,972,000","3,587,799,000","3,596,020,000","3,928,487,000","3,487,793,000","3,573,102,000","3,512,870,000","3,480,108,000","3,577,330,000","3,572,890,000","3,565,145,000","3,537,041,000","3,527,107,000","3,570,698,000","3,417,187,000","3,263,281,000","3,226,279,000","3,158,716,000","3,005,696,000","2,893,745,000","2,791,991,000","2,729,113,000","2,714,607,000","2,572,697,000","2,510,754,000","2,473,794,000","585,224,000","529,543,000","490,903,000","422,642,000","380,653,000","377,754,000","214,455,000"
		CashCashEquivalentsAndShortTermInvestments,"412,703,000","681,528,000","587,405,000","556,483,000","584,665,000","621,295,000","493,585,000","474,545,000","624,129,000","329,011,000","130,262,000","171,516,000","148,782,000","277,696,000","83,086,000","239,906,000","324,608,000","282,914,000","162,396,000","114,945,000","128,519,000","208,657,000","128,715,000","117,509,000","144,019,000","214,485,000","96,993,000","121,907,000","106,573,000","170,629,000","147,683,000","26,120,000","32,046,000","35,261,000","62,231,000","77,374,000","131,316,000","19,824,000"
			CashAndCashEquivalents,"412,703,000","681,528,000","587,405,000","556,483,000","584,665,000","621,295,000","493,585,000","474,545,000","624,129,000","329,011,000","130,262,000","171,516,000","148,782,000","277,696,000","83,086,000","239,906,000","324,608,000","282,914,000","162,396,000","114,945,000","128,519,000","208,657,000","128,715,000","117,509,000","144,019,000","214,485,000","96,993,000","121,907,000","106,573,000","170,629,000","147,683,000","26,120,000","32,046,000","35,261,000","32,303,000","37,537,000","71,215,000","19,824,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,928,000","39,837,000","60,101,000",
		Receivables,"116,749,000","116,996,000","87,232,000","105,041,000","81,365,000","63,551,000","85,612,000","87,580,000","83,701,000","69,276,000","70,507,000","58,370,000","58,234,000","51,592,000","85,026,000","59,611,000","55,249,000","125,600,000","85,764,000","74,339,000","65,999,000","82,500,000","45,954,000","34,671,000","32,688,000","43,710,000","34,729,000","34,189,000","30,618,000","30,831,000","35,240,000","3,965,000","1,855,000","1,697,000","533,000","1,448,000","1,276,000","548,000"
			AccountsReceivable,"52,991,000","53,096,000","40,407,000","44,829,000","34,846,000","16,642,000","34,597,000","47,836,000","43,688,000","29,282,000","33,106,000","20,749,000","20,715,000","13,995,000","49,738,000","24,323,000","19,920,000","89,783,000","38,660,000","26,736,000","19,124,000","35,625,000","25,619,000","24,115,000","22,026,000","32,917,000","22,128,000","23,363,000","12,980,000","9,771,000","15,881,000","3,965,000","1,855,000","1,697,000","533,000","1,448,000","1,276,000","548,000"
			NotesReceivable,,,,,,,,,,,,,,,,,,,,,,"0",,"300,000","300,000","300,000","300,000","300,000","300,000","300,000","300,000",,,,,,,
			TaxesReceivable,,,"306,000","13,693,000",,,"12,193,000",,,,,,,,,,,,"1,181,000","1,336,000",,,"10,633,000",,,"0","1,808,000","0","7,606,000","10,713,000","8,297,000",,,,,,,
			OtherReceivables,"63,758,000","63,900,000","46,519,000","46,519,000","46,519,000","46,909,000","38,822,000","39,744,000","40,013,000","39,994,000","37,401,000","37,621,000","37,519,000","37,597,000","35,288,000","35,288,000","35,329,000","35,817,000","45,923,000","46,267,000","46,875,000","46,875,000","9,702,000","10,256,000","10,362,000","10,493,000","10,493,000","10,526,000","9,732,000","10,047,000","10,762,000",,,,,,,
