name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,08/31/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003
OperatingCashFlow,"580,144,000","78,789,000","169,605,000","189,186,000","142,564,000","152,851,000","222,395,000","158,571,000","158,571,000","116,470,000","95,358,000","172,354,000","123,043,000","104,555,000","96,998,000","131,652,000","107,807,000","71,036,000","83,676,000","116,898,000","107,052,000","29,393,000","85,693,000","124,656,000","93,164,000","52,305,000","17,148,000","124,478,000","63,714,000","18,849,000","84,745,000","73,454,000","58,095,000","24,586,000","36,204,000","89,414,000","37,735,000","19,191,000","47,649,000","75,068,000","43,142,000","37,893,000","20,217,000","67,967,000","40,694,000","16,603,000","27,809,000","46,059,000","32,626,000","17,050,000","32,590,000","46,462,000","25,674,000","16,867,000","12,271,000","36,344,000","-4,702,000","23,343,000","20,272,000","17,969,000","42,000,000","17,311,000","6,908,000","42,887,000","36,192,000","25,255,000","28,669,000","32,308,000","37,291,000","30,927,000","40,671,000","55,714,000","5,212,000","35,486,000","17,050,000","50,429,000"
	CashFlowFromContinuingOperatingActivities,"580,144,000","78,789,000","169,605,000","189,186,000","142,564,000","152,851,000","222,395,000","158,571,000","158,571,000","116,470,000","95,358,000","172,354,000","123,043,000","104,555,000","96,998,000","131,652,000","107,807,000","71,036,000","83,676,000","116,898,000","107,052,000","29,393,000","85,693,000","124,656,000","93,164,000","52,305,000","17,148,000","124,478,000","63,714,000","18,849,000","84,745,000","73,454,000","58,095,000","24,586,000","36,204,000","89,414,000","37,735,000","19,191,000","47,649,000","75,068,000","43,142,000","37,893,000","20,217,000","67,967,000","40,694,000","16,603,000","27,809,000","46,059,000","32,626,000","17,050,000","32,590,000","46,462,000","25,674,000","16,867,000","12,271,000","36,344,000","-4,702,000","23,343,000","20,272,000","17,969,000","42,000,000","17,311,000","6,908,000","42,887,000","36,192,000","25,255,000","28,669,000","32,308,000","37,291,000","30,927,000","40,671,000","55,714,000","5,212,000","35,486,000","17,050,000","50,429,000"
		NetIncomeFromContinuingOperations,"483,670,000","90,964,000","155,685,000","120,402,000","116,619,000","117,761,000","151,897,000","99,129,000","99,129,000","118,668,000","121,602,000","129,327,000","86,373,000","92,359,000","92,650,000","111,642,000","84,095,000","77,408,000","88,827,000","93,327,000","56,368,000","65,741,000","62,469,000","72,733,000","47,233,000","49,261,000","45,451,000","62,759,000","37,832,000","45,909,000","46,289,000","48,033,000","35,618,000","38,462,000","40,474,000","44,663,000","30,632,000","33,270,000","34,420,000","37,578,000",,,,,"22,091,000","25,248,000","27,111,000","24,173,000","16,600,000","22,625,000","24,519,000","23,618,000","17,829,000","14,527,000","23,770,000","11,026,000","10,096,000","18,730,000","14,119,000","16,177,000","10,991,000","2,316,000","8,398,000","31,045,000","24,524,000","24,506,000","26,152,000","39,107,000","20,816,000","23,401,000","24,958,000","27,017,000","979,000","15,883,000","18,408,000","21,328,000"
		OperatingGainsLosses,"1,223,000","195,000","696,000","37,000","295,000","161,000","1,392,000","986,000","986,000","238,000","306,000","-1,118,000","312,000","2,680,000","149,000","450,000","-5,706,000","154,000","365,000","-3,796,000","303,000","163,000","182,000","390,000","226,000","161,000","86,000","389,000","199,000","-422,000","150,000","274,000","306,000","-131,000","-1,556,000","438,000","214,000","-197,000","-88,000","627,000","61,000","-111,000","-37,000","19,000","-818,000","-13,000","-1,624,000","8,754,000","-838,000","-1,603,000","-5,910,000","-6,517,000","-14,262,000","-12,560,000","-21,093,000","-6,372,000","1,220,000","-4,630,000","-3,970,000","-3,297,000","1,323,000","319,000","889,000","1,154,000","-3,838,000","-746,000","752,000","-15,559,000","526,000","685,000","400,000","1,545,000",,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61,000","-111,000","-37,000","19,000","-818,000","-13,000","-1,624,000",,,,"234,000",,,"378,000","81,000",,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,144,000",,,"-12,938,000","-21,174,000",,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"75,434,000","18,976,000","22,704,000","16,578,000","17,176,000","16,465,000","20,922,000","15,327,000","15,327,000","14,757,000","14,032,000","18,948,000","13,132,000","14,060,000","13,790,000","17,895,000","12,460,000","12,241,000","11,069,000","14,315,000","10,281,000","10,275,000","9,498,000","12,680,000","8,704,000","8,535,000","8,221,000","9,739,000","7,667,000","7,681,000","7,347,000","15,764,000","6,947,000","6,656,000","6,421,000","8,303,000","6,073,000","5,776,000","5,631,000","7,319,000","5,411,000","5,225,000","5,216,000","6,964,000","6,010,000","5,462,000","5,606,000","7,627,000","5,431,000","5,491,000","5,503,000","7,281,000","5,506,000","5,490,000","5,787,000","2,326,000","8,610,000","8,115,000","9,326,000","13,275,000","8,831,000","30,218,000","17,464,000","10,688,000","8,404,000","8,090,000","8,464,000","11,138,000","8,161,000","7,971,000","8,165,000","11,550,000",,,"6,945,000","9,829,000"
			DepreciationAndAmortization,"75,434,000","18,976,000","22,704,000","16,578,000","17,176,000","16,465,000","20,922,000","15,327,000","15,327,000","14,757,000","14,032,000","18,948,000","13,132,000","14,060,000","13,790,000","17,895,000","12,460,000","12,241,000","11,069,000","14,315,000","10,281,000","10,275,000","9,498,000","12,680,000","8,704,000","8,535,000","8,221,000","9,739,000","7,667,000","7,681,000","7,347,000","15,764,000","6,947,000","6,656,000","6,421,000","8,303,000","6,073,000","5,776,000","5,631,000","7,319,000","5,411,000","5,225,000","5,216,000","6,964,000","6,010,000","5,462,000","5,606,000","7,627,000","5,431,000","5,491,000","5,503,000","7,281,000","5,506,000","5,490,000","5,787,000","2,326,000","8,610,000","8,115,000","9,326,000","13,275,000","8,831,000","30,218,000","17,464,000","10,688,000","8,404,000","8,090,000","8,464,000","11,138,000","8,161,000","7,971,000","8,165,000","11,550,000",,,"6,945,000","9,829,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,810,000","6,836,000","7,071,000","9,436,000","7,157,000","7,334,000","7,249,000","9,876,000","7,416,000","7,475,000","7,499,000","10,175,000","7,554,000","7,365,000","7,321,000","10,277,000",,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,800,000","1,279,000","2,255,000","3,839,000","1,674,000","22,884,000","10,215,000","812,000","988,000","615,000","965,000","963,000","607,000","606,000","844,000","1,273,000",,,,
