name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995
TotalAssets,"9,017,072,000","9,153,315,000","9,334,831,000","9,415,735,000","9,514,515,000","8,687,319,000","8,796,673,000","8,879,545,000","8,996,623,000","9,033,967,000","9,515,503,000","7,177,746,000","7,255,804,000","7,177,079,000","7,251,553,000","7,225,362,000","7,120,874,000","7,150,385,000","7,144,467,000","6,973,448,000","6,789,434,000","6,634,228,000","6,586,132,000","6,609,335,000","6,532,140,000","6,407,597,000","6,494,550,000","6,401,148,000","6,032,406,000","5,982,562,000","5,990,583,000","5,988,925,000","5,936,187,000","5,967,544,000","5,901,865,000","6,039,874,000","5,659,230,000","5,635,125,000","5,372,932,000","5,362,979,000","5,478,024,000","5,133,573,000","5,111,069,000","5,147,505,000","5,169,082,000","5,192,286,000","5,329,970,000","5,327,894,000","5,499,826,000","5,548,370,000","5,520,403,000","5,517,656,000","5,554,934,000","5,576,405,000","5,595,575,000","5,641,875,000","5,711,717,000","5,679,307,000","5,647,155,000","5,790,013,000","5,145,180,000","3,957,463,000","3,422,692,000","3,422,889,000","3,339,158,000","3,114,607,000","3,080,422,000","3,092,959,000","3,074,510,000","2,689,425,000","2,698,594,000","2,716,140,000","2,750,052,000","2,761,601,000","2,638,551,000","2,565,280,000","2,417,711,000","2,403,756,000","2,415,263,000","2,433,876,000","2,337,370,000","2,354,964,000","2,359,757,000","2,322,905,000","2,244,591,000","2,220,909,000","2,233,654,000","2,233,177,000","2,183,920,000","2,194,852,000","2,199,000,000","2,212,200,000","2,028,700,000","1,837,638,000","1,672,900,000","1,635,400,000","1,547,700,000","1,313,256,000","992,800,000","998,100,000","884,100,000","871,603,000","839,700,000","841,000,000","466,900,000","338,947,000","336,900,000"
	CurrentAssets,"1,469,102,000","1,511,104,000","964,556,000","970,520,000","945,976,000","160,529,000","335,827,000","263,224,000","221,552,000","237,405,000","748,085,000","129,419,000","178,514,000","167,215,000","173,657,000","174,614,000","158,578,000","176,009,000","162,835,000","180,322,000","149,405,000","136,684,000","133,089,000","140,757,000","127,224,000","115,880,000","98,533,000","100,498,000","93,894,000","86,069,000","89,956,000","84,010,000","99,196,000","91,437,000","47,451,000","235,537,000","55,973,000","60,793,000","56,043,000","72,238,000","207,855,000","242,320,000","229,248,000","243,350,000","76,037,000","85,503,000","281,714,000","220,184,000","150,527,000","155,482,000","77,719,000","31,040,000","36,810,000","228,724,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CashCashEquivalentsAndShortTermInvestments,"969,609,000","944,043,000","912,532,000","915,330,000","874,455,000","73,332,000","47,847,000","20,206,000","55,218,000","27,633,000","16,990,000","15,688,000","23,675,000","25,966,000","19,849,000","16,549,000","16,832,000","24,139,000","14,489,000","49,670,000","23,772,000","10,896,000","9,534,000","20,347,000","15,816,000","13,682,000","7,375,000","18,395,000","15,570,000","11,834,000","19,082,000","15,520,000","33,830,000","22,500,000","17,118,000","200,737,000","18,043,000","20,049,000","17,124,000","24,771,000","148,211,000","8,303,000","6,487,000","3,253,000","16,118,000","4,882,000","4,862,000","3,754,000","116,958,000","130,399,000","52,002,000","7,414,000","11,796,000","22,450,000","9,301,000","13,492,000","29,487,000","23,401,000","3,532,000","11,535,000","27,751,000","553,256,000","17,040,000","16,880,000","13,255,000","18,568,000","19,164,000","10,065,000","2,750,000","15,894,000","3,491,000","3,081,000","9,715,000","6,428,000","4,418,000","171,759,000","28,437,000","7,337,000","503,000","487,000","32,846,000","38,962,000","24,946,000","127,000","9,176,000","24,601,000","24,247,000","9,141,000","77,173,000","73,554,000",,,,"24,610,000",,,,"81,728,000",,,,"38,073,000",,,,"2,135,000",
			CashAndCashEquivalents,"969,609,000","944,043,000","912,532,000","915,330,000","874,455,000","73,332,000","47,847,000","20,206,000","55,218,000","27,633,000","16,990,000","15,688,000","23,675,000","25,966,000","19,849,000","16,549,000","16,832,000","24,139,000","14,489,000","49,670,000","23,772,000","10,896,000","9,534,000","20,347,000","15,816,000","13,682,000","7,375,000","18,395,000","15,570,000","11,834,000","19,082,000","15,520,000","33,830,000","22,500,000","17,118,000","200,737,000","18,043,000","20,049,000","17,124,000","24,771,000","148,211,000","8,303,000","6,487,000","3,253,000","16,118,000","4,882,000","4,862,000","3,754,000","116,958,000","130,399,000","52,002,000","7,414,000","11,796,000","22,450,000","9,301,000","13,492,000","29,487,000","23,401,000","3,532,000","11,535,000","27,751,000","553,256,000","17,040,000","16,880,000","13,255,000","18,568,000","19,164,000","10,065,000","2,750,000","15,894,000","3,491,000","3,081,000","9,715,000","6,428,000","4,418,000","171,759,000","28,437,000","7,337,000","503,000","487,000","32,846,000","38,962,000","24,946,000","127,000","9,176,000","24,601,000","24,247,000","9,141,000","77,173,000","73,554,000",,,,"24,610,000",,,,"81,728,000",,,,"38,073,000",,,,"2,135,000",
		Receivables,"44,430,000","48,168,000","46,660,000","49,636,000","52,620,000","55,530,000","58,648,000","60,999,000","65,109,000","68,653,000","72,587,000","75,939,000","79,710,000","91,212,000","88,164,000","84,786,000","82,213,000","78,513,000","75,231,000","71,741,000","68,920,000","65,332,000","62,949,000","58,991,000","55,517,000","50,987,000","46,862,000","42,997,000","41,775,000","40,253,000","40,253,000","39,251,000","38,503,000","38,064,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"852,000",,,,"1,623,000",,,,"1,671,000",,,,"322,000",
			DuefromRelatedPartiesCurrent,"44,430,000","48,168,000","46,660,000","49,636,000","52,620,000","55,530,000","58,648,000","60,999,000","65,109,000","68,653,000","72,587,000","75,939,000","79,710,000","91,212,000","88,164,000","84,786,000","82,213,000","78,513,000","75,231,000","71,741,000","68,920,000","65,332,000","62,949,000","58,991,000","55,517,000","50,987,000","46,862,000","42,997,000","41,775,000","40,253,000","40,253,000","39,251,000","38,503,000","38,064,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RestrictedCash,"2,963,000","3,375,000","1,657,000","1,295,000","5,096,000","18,124,000","38,130,000","29,652,000","44,537,000","53,626,000","53,519,000","37,792,000","75,129,000","50,037,000","65,644,000","73,279,000","59,533,000","73,357,000","73,115,000","58,911,000","56,713,000","60,456,000","60,606,000","61,419,000","55,891,000","51,211,000","44,296,000","39,106,000","36,549,000","33,982,000","30,621,000","29,239,000","26,863,000","30,873,000","30,333,000","34,800,000","37,930,000","40,744,000","38,919,000","47,467,000","59,644,000","50,196,000","41,747,000","51,686,000","59,919,000","80,621,000","66,781,000","41,526,000","33,569,000","25,083,000","25,717,000","23,626,000","25,014,000","32,026,000","37,485,000","37,003,000","45,469,000","28,134,000","25,698,000","30,684,000","32,444,000","27,363,000","29,797,000","30,241,000","26,491,000","29,063,000","32,369,000","37,421,000","39,810,000","38,511,000","45,532,000","47,746,000","48,324,000","55,755,000","31,891,000","31,722,000","28,014,000","46,807,000",,"45,873,000",,,"37,239,000",,,,,,,,,,,,,,,,,,,,,,,,
		AssetsHeldForSaleCurrent,"452,100,000","515,518,000","3,707,000","4,259,000","13,805,000","13,543,000","191,202,000","152,367,000","56,688,000","87,493,000","604,989,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"229,556,000","183,821,000","181,014,000","188,411,000",,,"210,071,000","174,904,000",,,"199,055,000",,,"174,248,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalNonCurrentAssets,"7,547,970,000","7,642,211,000","8,370,275,000","8,445,215,000","8,568,539,000","8,526,790,000","8,460,846,000","8,616,321,000","8,775,071,000","8,796,562,000","8,767,418,000","7,048,327,000","7,077,290,000","7,009,864,000","7,077,896,000","7,050,748,000","6,962,296,000","6,974,376,000","6,981,632,000","6,793,126,000","6,640,029,000","6,497,544,000","6,453,043,000","6,468,578,000","6,404,916,000","6,291,717,000","6,396,017,000","6,300,650,000","5,938,512,000","5,896,493,000","5,900,627,000","5,904,915,000","5,836,991,000","5,876,107,000","5,854,414,000","5,804,337,000","5,603,257,000","5,574,332,000","5,316,889,000","5,290,741,000","5,270,169,000","4,891,253,000","4,881,821,000","4,904,155,000","5,093,045,000","5,106,783,000","5,048,256,000","5,107,710,000","5,349,299,000","5,392,888,000","5,442,684,000","5,486,616,000","5,518,124,000","5,347,681,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
