name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001
MarketCap,"772,684,410","811,389,810","1,027,776,357","785,115,360","610,242,620","455,822,550","320,892,464","234,788,730","222,838,000","243,260,080","416,815,907","369,430,100","345,427,908","254,088,242","261,136,322","316,852,853","409,495,533","401,702,325","465,496,424","519,313,931","470,358,486","511,164,016","515,300,305","388,560,248","458,572,935","372,305,433","523,692,624","438,768,707","407,875,264","371,309,974","390,531,598","290,349,975","203,677,438","250,986,514","310,231,184","187,753,230","159,455,940","167,391,213","148,331,107","146,167,945","134,335,416","156,743,260","173,376,816","130,416,000","237,120,000","243,513,000","263,439,716","223,609,000","279,589,000","317,721,520","307,303,193","286,818,104","211,423,343","201,575,385","270,511,089","501,322,599","441,945,074","379,220,274","449,655,896","557,528,478","533,659,836","584,526,555","700,407,707","544,025,534","583,529,597","621,456,000","572,930,658","596,958,012","548,930,697","540,264,114","582,249,404","500,119,822","581,388,749","532,501,597","476,392,237","450,456,188","423,428,816","371,166,893","449,603,840","459,549,407","1,230,238,497","885,438,445","853,611,242"
EnterpriseValue,"1,005,431,410","1,005,838,810","1,145,667,357","899,039,360","711,560,620","529,799,550","393,978,464","299,295,730","300,844,000","337,150,080","502,961,907","441,792,100","430,119,908","321,248,242","323,657,322","381,037,853","474,813,533","475,299,325","550,062,424","520,721,931","493,126,486","577,557,016","561,101,305","458,102,248","528,012,935","459,726,433","571,114,624","501,848,707","475,682,264","440,388,974","448,157,598","345,853,975","216,063,438","251,508,220","278,033,184","162,195,230","139,031,940","190,787,178","171,727,072","174,527,945","163,334,416","186,450,004","203,217,816","160,257,000","269,134,000","283,644,000","304,125,697","278,714,000","335,939,000","374,963,520","369,817,671","344,297,104","292,924,343","299,931,385","393,418,744","633,093,599","471,474,074","417,836,274","480,040,833","586,534,478","560,018,836","606,055,271","721,088,707","554,399,534","593,903,597","638,643,000","604,206,658","628,234,012","587,300,697","581,837,114","624,523,801","560,539,822","650,939,749","619,975,597","570,129,783","551,241,188","534,336,816","384,440,893","475,208,414","474,701,407","1,275,440,497","931,659,912","899,832,709"
PeRatio,"4.367","6.139","17.459","22.839","71.783",,,,,,,,,,"8.624","8.314","9.868","11","319","52.704",,"95.733",,,"77.333","83.071",,,,,,,,,,,,,,,"43.7","38.538",,,,,,"59.917","74.917","63.188","45.045",,,,,"19.866","17.155","15.463","18.737","31.764","32.077","35.745","50.744","29.31","31.362","39.51","35.66","37.12","34.694","27.933","28.698","25.161","27.09","23.139","18.725","15.217","13.429","11.275","13.95","14.708","54.783","50.852","49.074"
ForwardPeRatio,"4.444","8.757","16.611","26.525","13.263","19.455","26.667","40.323",,"34.602","46.948","46.729","270.27","56.18",,"25.707","25","20.964","15.748","17.065","18.282","19.802","17.794","14.903","21.368","13.755","22.523","27.624","26.81","25.381","41.494","35.714","27.624","30.581","84.746","62.5","35.088","34.13","18.939","16.529","15.48","16.208","21.93","16.447","26.954","30.212","38.168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"0.444","0.876","1.66","2.655","1.326","1.944","2.668","4.031",,"3.456","4.695","4.682","21.44","4.499",,"1.975","2","2.096","1.575","1.707","1.829","1.981","1.778","1.491","2.137","1.376","2.252","2.762","2.679","2.538","4.142","3.566","2.759","3.057","8.472","6.259","3.503","3.415","0.775","0.388","0.364","1.352","1.687","1.266","1.839","2.059","2.604","-12.441",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.356","0.483","0.821","0.727","0.629","0.539","0.382","0.274","0.264","0.294","0.514","0.46","0.417","0.307","0.315","0.364","0.468","0.464","0.532","0.604","0.555","0.624","0.685","0.488","0.579","0.487","0.685","0.601","0.597","0.599","0.721","0.631","0.454","0.571","0.701","0.42","0.36","0.37","0.334","0.288","0.267","0.31","0.351","0.264","0.495","0.519","0.561","0.468","0.568","0.599","0.531","0.437","0.3","0.277","0.371","0.718","0.636","0.55","0.644","0.828","0.813","0.911","1.11","0.867","0.927","0.983","0.914","0.951","0.869","0.85","0.9","0.745","0.843","0.776","0.709","0.679","0.667","0.596","0.734","0.781","1.956","1.384","1.335"
PbRatio,"2.17","2.727","4.741","4.098","3.525","2.953","2.162","1.58","1.386","1.496","2.559","2.253","1.562","1.157","1.104","1.315","1.701","1.673","2.191","2.532","2.409","3.38","3.181","2.702","2.861","2.643","3.7","3.223","3.064","2.859","2.609","1.85","1.271","1.562","1.458","0.888","0.753","0.785","0.709","0.623","0.541","0.617","0.681","0.519","0.951","0.985","1.071","0.889","1.121","1.283","1.249","1.178","0.874","0.85","1.156","1.257","1.126","0.981","1.152","1.459","1.412","1.559","1.913","1.481","1.589","1.71","1.61","1.678","1.558","1.542","1.681","1.478","1.745","1.627","1.486","1.421","1.349","1.203","1.495","1.543","4.432","3.28","3.162"
EnterprisesValueRevenueRatio,"0.471","1.275","1.788","2.398","2.144","1.609","1.827","1.543","1.388","1.605","2.338","2.112","2.121","1.646","1.611","1.898","2.321","2.26","2.504","2.279","2.356","2.782","2.522","2.131","2.647","2.339","2.957","2.564","2.47","2.368","2.382","1.83","1.762","2.13","2.547","1.501","1.255","1.729","2.835","1.352","1.294","1.472","1.629","1.222","2.135","2.324","2.675","2.409","2.851","3.09","2.979","2.656","1.965","1.71","1.911","3.554","2.758","2.331","2.642","3.168","3.194","3.442","4.103","3.404","3.79","3.996","3.645","3.864","3.694","3.682","4.188","3.396","3.891","3.592","3.246","2.99","3.221","2.388","2.772","3.011","8.177","6.016","6.235"
EnterprisesValueEBITDARatio,"4.57","10.774","14.532","30.474","38.875","22.754","52.28","104.067","-30.843","131.034","101.261","259.572","-37.347","17,847.125","-15.344","67.191","64.138","65.486","-160.135","46.192","56.082","280.64","-177.62","24.605","-26.863","19.131","-417.787","83.53","71.758","56.707","-27.793","-99.756","-758.117","1,562.163","-50.082","66.446","1,782.461","8,672.144","7.825","-7.951","-9.141","82.282","38.116","23.738","50.258","72.119","-55.34","49.532","51.14","68.25","69.161","49.369","37.87","28.395","-1.717","46.01","34.88","33.352","32.422","40.811","50.096","59.575","49.571","254.779","64.026","68.348","46.981","56.705","125.304","67.233","58.732","51.577","58.276","54.047","43.589","37.016","39.174","26.497","26.45","28.105","78.349","63.612","52.593"
