name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,12/31/2010
TotalAssets,"21,736,400,000","21,250,400,000","20,788,700,000","19,649,200,000","16,975,300,000","15,644,800,000","14,202,200,000","12,322,700,000","12,084,600,000","13,808,800,000","13,928,000,000","13,400,800,000","12,242,800,000","12,914,200,000","13,433,700,000","13,294,400,000","12,941,800,000","12,280,600,000","11,686,600,000","10,856,400,000","10,375,200,000","9,973,000,000","9,503,600,000","9,586,400,000","8,775,900,000","32,191,000,000","32,796,700,000","34,401,900,000","35,013,200,000","35,994,300,000","37,666,300,000","37,512,900,000","36,348,500,000","35,622,300,000","33,905,300,000","33,787,200,000","32,651,500,000","31,566,600,000","30,044,000,000","29,580,500,000","29,183,000,000","24,651,700,000","25,440,300,000","17,690,200,000","17,062,600,000"
	CurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,300,700,000","5,227,300,000","28,419,200,000","23,915,900,000","24,698,400,000","17,162,700,000","16,522,700,000"
		CashCashEquivalentsAndShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,604,800,000","856,100,000","25,300,400,000","23,227,500,000","24,128,800,000","16,519,800,000","15,805,300,000"
			CashAndCashEquivalents,"1,459,100,000","2,617,300,000","2,533,800,000","1,773,700,000","1,055,000,000","1,136,200,000","1,316,200,000","652,500,000","1,178,800,000","915,800,000","1,613,900,000","883,500,000","936,900,000","877,100,000","1,480,000,000","1,272,100,000","1,424,100,000","1,377,700,000","1,551,100,000","1,206,000,000","1,185,700,000","1,432,400,000","1,217,400,000","1,212,500,000","1,051,500,000","2,604,200,000","2,438,700,000","2,294,700,000","2,461,500,000","2,793,100,000","3,316,500,000","3,537,300,000","3,184,100,000","2,369,300,000","2,350,600,000","2,778,400,000","2,743,600,000","2,213,700,000","2,194,300,000","449,500,000","1,959,000,000","1,076,200,000","1,390,900,000","1,145,000,000","1,346,400,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"410,500,000","406,600,000","23,341,400,000","22,151,300,000","22,737,900,000","15,374,800,000","14,458,900,000"
		Receivables,"506,300,000","518,400,000","467,100,000","465,000,000","415,500,000","361,600,000","347,500,000","418,300,000","316,800,000","348,300,000","316,200,000","395,000,000","346,200,000","576,500,000","454,400,000","420,700,000","454,500,000","307,900,000","333,100,000","420,400,000","368,000,000","356,100,000","339,800,000","351,800,000","319,800,000","1,032,400,000","1,464,000,000","757,900,000","998,100,000","1,504,100,000","772,900,000","775,800,000","561,400,000","912,400,000","778,000,000","616,500,000","467,300,000","522,500,000","477,700,000","587,200,000","509,000,000","574,600,000","444,100,000","512,700,000","565,400,000"
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"477,700,000","587,200,000",,,"444,100,000","512,700,000",
		PrepaidAssets,"101,300,000","61,700,000","72,400,000","76,900,000","51,800,000","51,700,000","53,500,000","56,700,000","54,400,000","54,000,000","53,800,000","62,600,000","57,400,000","49,300,000","62,800,000","58,500,000","61,200,000","54,100,000","58,500,000","50,300,000","46,500,000","39,400,000","39,900,000","47,400,000","49,700,000","58,400,000","57,500,000","57,300,000","60,900,000","59,200,000","57,000,000","58,500,000","50,200,000","38,500,000","43,300,000","47,900,000","54,400,000","48,400,000",,,,,,,
		RestrictedCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"65,200,000","1,664,200,000","120,200,000","113,800,000","125,500,000","130,200,000","152,000,000"
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,153,000,000","2,119,800,000","2,489,600,000",,,,
	TotalNonCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,743,300,000","24,353,200,000","763,800,000","735,800,000","741,900,000","527,500,000","539,900,000"
		NetPPE,"496,000,000","505,000,000","503,600,000","478,600,000","513,600,000","510,300,000","321,600,000","311,900,000","314,800,000","312,000,000","323,600,000","337,400,000","347,200,000","95,100,000","93,400,000","95,900,000","97,800,000","100,400,000","100,100,000","98,800,000","92,800,000","106,300,000","101,600,000","104,300,000","107,900,000","111,700,000","106,600,000","107,700,000","88,100,000","77,200,000","69,600,000","69,000,000","69,600,000","71,000,000","65,500,000","62,700,000","62,200,000","63,600,000","62,900,000","61,100,000","52,400,000","52,700,000","48,000,000","45,400,000","39,600,000"
			GrossPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"202,500,000","197,700,000","194,200,000","181,400,000","181,300,000","174,400,000","165,100,000","147,300,000"
				Properties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0"
				MachineryFurnitureEquipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"138,500,000","138,100,000","132,700,000","132,200,000","126,200,000","118,500,000","103,100,000"
				Leases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59,200,000","56,100,000","48,700,000","49,100,000","48,200,000","46,600,000","44,200,000"
			AccumulatedDepreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-138,900,000","-134,800,000","-133,100,000","-129,000,000","-128,600,000","-126,400,000","-119,700,000","-107,700,000"
		GoodwillAndOtherIntangibleAssets,"820,100,000","34,900,000","36,900,000","38,900,000","45,000,000","48,700,000","51,900,000","55,100,000","58,300,000","62,300,000","65,700,000","70,300,000","74,000,000","77,300,000","27,200,000","29,900,000","34,000,000","35,900,000","38,000,000","39,500,000","40,100,000","42,000,000","106,600,000","117,200,000","127,100,000","135,700,000","171,600,000","380,600,000","399,300,000","442,100,000","506,400,000","544,700,000","568,600,000","582,800,000","580,300,000","624,600,000","650,100,000","691,100,000","577,300,000","594,900,000","619,000,000","594,900,000","608,300,000","423,200,000","448,400,000"
			Goodwill,"13,100,000","13,300,000",,,,"16,800,000",,,,"16,100,000",,,,"15,300,000",,,,"11,100,000","11,000,000","10,700,000","10,200,000","10,100,000","38,500,000","38,400,000","38,700,000","38,300,000","45,700,000","46,200,000","45,800,000","47,500,000","48,100,000","49,300,000","49,000,000","40,300,000","37,200,000","36,900,000","36,800,000","37,000,000","36,800,000","36,600,000","37,100,000","36,800,000","37,300,000",,
			OtherIntangibleAssets,"807,000,000","21,600,000",,,,"31,900,000","51,900,000","55,100,000","58,300,000","46,200,000","65,700,000","70,300,000","74,000,000","62,000,000","27,200,000","29,900,000","34,000,000","24,800,000","27,000,000","28,800,000","29,900,000","31,900,000","68,100,000","78,800,000","88,400,000","97,400,000","125,900,000","334,400,000","353,500,000","394,600,000","458,300,000","495,400,000","519,600,000","542,500,000","543,100,000","587,700,000","613,300,000","654,100,000","540,500,000","558,300,000","581,900,000","558,100,000","571,000,000","423,200,000",
		InvestmentsAndAdvances,"18,335,600,000","9,360,000,000","17,148,200,000","16,765,700,000","14,869,300,000","8,469,200,000","11,899,000,000","10,557,200,000","9,856,400,000","7,956,100,000","7,485,900,000","7,559,500,000","6,590,100,000","7,555,800,000","7,175,000,000","7,339,100,000","7,032,100,000","6,534,900,000","5,834,100,000","5,337,600,000","5,234,800,000","5,203,600,000","4,618,400,000","4,526,200,000","3,706,000,000","24,899,300,000","24,907,000,000","26,225,200,000","26,927,400,000","26,997,200,000","28,900,300,000","28,341,000,000","27,842,500,000","27,658,700,000","26,940,400,000","26,879,300,000","25,949,800,000","25,696,900,000","23,994,700,000","23,585,300,000","75,400,000",,,,
			LongTermEquityInvestment,,"2,128,600,000",,,,"1,810,800,000",,,,"2,443,600,000","2,532,400,000","2,311,400,000","2,050,900,000","1,765,800,000","1,402,100,000","1,300,300,000","1,205,700,000","1,218,400,000","1,157,700,000",,,"950,900,000",,,,"873,900,000","874,300,000",,"917,200,000","918,700,000","972,000,000","757,800,000","735,100,000","751,100,000","778,800,000","795,400,000","828,700,000","855,100,000",,,,,,,
			InvestmentinFinancialAssets,"18,335,600,000","7,231,400,000","17,148,200,000","16,765,700,000","14,869,300,000","6,658,400,000","11,899,000,000","10,557,200,000","9,856,400,000","5,512,500,000","4,953,500,000","5,248,100,000","4,539,200,000","5,790,000,000","5,772,900,000","6,038,800,000","5,826,400,000","5,316,500,000","4,676,400,000","5,337,600,000","5,234,800,000","4,252,700,000","4,618,400,000","4,526,200,000","3,706,000,000","24,025,400,000","24,032,700,000","26,225,200,000","26,010,200,000","26,078,500,000","27,928,300,000","27,583,200,000","27,107,400,000","26,907,600,000","26,161,600,000","26,083,900,000","25,121,100,000","24,841,800,000",,,,,,,
				TradingSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,"12,000,000","22,900,000",,"27,000,000","12,900,000","13,200,000","13,800,000","12,900,000","14,200,000","15,200,000","15,800,000","27,500,000","26,100,000",,,,,,,
				FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,"11,923,000,000",,"10,678,500,000","10,642,300,000","9,044,500,000",,,"5,976,000,000","5,391,100,000",,,,"6,236,500,000","5,689,900,000",,,,"1,624,300,000",,"1,302,300,000","1,169,000,000","1,107,000,000","1,118,500,000","1,099,000,000","1,011,300,000","885,900,000","897,200,000","926,400,000","944,200,000","931,600,000","985,200,000","771,600,000","748,000,000","765,300,000","794,000,000","811,200,000","856,200,000","881,200,000",,,,,,,
				AvailableForSaleSecurities,"6,412,600,000","7,231,400,000","6,469,700,000","6,123,400,000","5,824,800,000","6,658,400,000","11,899,000,000","4,581,200,000","4,465,300,000","5,512,500,000","4,953,500,000","5,248,100,000","4,539,200,000","5,790,000,000","5,772,900,000","6,038,800,000","5,826,400,000","5,316,500,000","4,676,400,000","4,035,300,000","4,065,800,000","4,252,700,000","3,499,900,000","3,427,200,000","2,694,700,000","24,013,400,000","24,009,800,000","25,298,800,000","25,983,200,000","26,065,600,000","27,915,100,000","27,569,400,000","27,094,500,000","26,893,400,000","26,146,400,000","26,068,100,000","25,093,600,000","24,815,700,000",,,,,,,
		NonCurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56,100,000","51,600,000","17,000,000","18,000,000","16,900,000",,
			NonCurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56,100,000","51,600,000","17,000,000","18,000,000","16,900,000",,
		NonCurrentPrepaidAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"70,200,000",,,"51,900,000"
		OtherNonCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52,300,000","60,300,000",,,"68,700,000","58,900,000",
TotalLiabilitiesNetMinorityInterest,"15,382,100,000","15,544,200,000","15,755,700,000","15,027,200,000","13,263,100,000","12,714,600,000","11,772,000,000","10,180,000,000","10,015,500,000","10,839,200,000","10,632,500,000","9,782,500,000","9,107,000,000","10,077,900,000","10,354,500,000","10,171,100,000","9,898,800,000","9,331,600,000","8,914,800,000","8,734,600,000","8,597,200,000","8,519,000,000","7,925,400,000","7,805,700,000","7,049,800,000","26,113,400,000","26,099,200,000","26,663,000,000","26,854,800,000","26,899,800,000","27,769,400,000","27,475,400,000","26,432,200,000","25,244,900,000","24,347,300,000","23,919,100,000","22,592,900,000","20,871,200,000","16,613,300,000","16,311,200,000","17,103,200,000","13,561,100,000","14,056,100,000","14,468,600,000","14,864,000,000"
	CurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,314,900,000","14,732,800,000","15,477,000,000","12,719,000,000","13,202,900,000","13,444,300,000","13,229,700,000"
		PayablesAndAccruedExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"467,900,000","463,100,000","1,434,200,000","1,327,800,000","1,339,200,000","1,445,400,000","1,183,800,000"
			Payables,"698,300,000","767,800,000","765,700,000","711,900,000","623,600,000","723,000,000","759,800,000","775,400,000","757,700,000","897,000,000","516,600,000","529,600,000","489,100,000","616,200,000","636,400,000","535,700,000","497,000,000","585,000,000","573,200,000","554,000,000","669,600,000","608,000,000","634,100,000","545,600,000","505,300,000","724,200,000","889,700,000","1,369,100,000","604,600,000","606,500,000","641,800,000","549,000,000","550,600,000","694,200,000","672,100,000","565,500,000","537,700,000","547,100,000","467,900,000","463,100,000","1,434,200,000","1,327,800,000","1,339,200,000","1,445,400,000","1,183,800,000"
				AccountsPayable,"365,400,000","379,700,000","374,500,000","309,800,000","215,500,000","286,300,000","311,800,000","316,600,000","301,600,000","354,900,000","334,400,000","337,500,000","308,300,000","442,200,000","475,700,000","365,700,000","318,900,000","355,100,000","308,900,000","319,200,000","385,700,000","384,400,000","411,300,000","322,100,000","284,200,000","478,300,000","419,600,000","448,300,000","413,100,000","422,300,000","409,000,000","270,800,000","276,300,000","290,500,000","268,900,000","223,700,000","204,900,000","215,000,000","212,200,000","197,200,000","180,600,000","203,400,000","203,400,000","174,800,000","211,600,000"
				DuetoRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"255,700,000","265,900,000","1,253,600,000","1,124,400,000","1,135,800,000","1,270,600,000","972,200,000"
				OtherPayable,"332,900,000","388,100,000","391,200,000","402,100,000","408,100,000","436,700,000","448,000,000","458,800,000","456,100,000","542,100,000","182,200,000","192,100,000","180,800,000","174,000,000","160,700,000","170,000,000","178,100,000","229,900,000","264,300,000","234,800,000","283,900,000","223,600,000","222,800,000","223,500,000","221,100,000","245,900,000","470,100,000","920,800,000","191,500,000","184,200,000","232,800,000","278,200,000","274,300,000","403,700,000","403,200,000","341,800,000","332,800,000","332,100,000",,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,302,700,000","1,204,700,000","480,100,000","577,900,000","544,400,000","479,600,000","520,900,000"
		CurrentDebtAndCapitalLeaseObligation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,544,300,000","13,065,000,000","13,562,700,000","10,813,300,000","11,319,300,000","11,519,300,000","11,525,000,000"
			CurrentDebt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,544,300,000","13,065,000,000","13,562,700,000","10,813,300,000","11,319,300,000","11,519,300,000","11,525,000,000"
				OtherCurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,544,300,000","13,065,000,000","13,562,700,000","10,813,300,000","11,319,300,000","11,519,300,000","11,525,000,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,298,400,000","1,578,400,000","1,626,200,000","842,100,000","853,200,000","1,024,300,000","1,634,300,000"
		LongTermDebtAndCapitalLeaseObligation,"8,495,400,000","8,499,400,000","8,868,200,000","8,214,400,000","7,920,000,000","8,047,400,000","7,515,800,000","6,728,100,000","6,658,400,000","6,971,200,000","6,486,100,000","6,346,500,000","5,607,700,000","6,390,500,000","6,333,000,000","6,427,000,000","6,158,400,000","5,877,400,000","5,310,400,000","5,230,900,000","4,997,000,000","5,210,900,000","4,638,100,000","4,661,600,000","3,808,000,000","18,285,200,000","17,919,800,000","17,985,500,000","17,839,300,000","17,345,300,000","17,728,700,000","17,433,100,000","16,953,200,000","16,283,400,000","16,117,600,000","15,943,000,000","15,235,900,000","14,543,000,000",,,,,,,
