name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994
MarketCap,"60,329,974,379","62,616,860,761","51,830,406,202","60,268,793,298","74,222,785,710","72,251,150,463","71,887,219,845","62,558,679,456","58,572,493,597","45,820,101,150","45,679,729,479","40,649,249,246","36,155,517,136","34,777,356,237","35,552,353,906","63,424,770,352","58,095,153,541","51,177,291,985","47,876,217,490","48,699,964,934","43,454,968,229","37,572,102,370","26,837,434,826","32,920,137,278","29,376,646,414","24,974,166,084","28,432,598,316","22,578,852,561","17,645,942,869","16,496,177,194","14,546,878,518","14,947,160,063","15,982,445,590","14,609,908,713","12,547,130,631","18,741,137,508","15,936,146,766","16,226,562,201","11,805,256,643","12,527,497,885","13,329,403,283","14,395,151,247","14,096,786,765","13,599,283,026","13,340,413,242","12,652,509,214","14,720,498,958","13,047,332,987","12,839,227,454","14,983,062,712","13,892,290,376","15,703,965,095","16,192,639,064","13,673,470,207","11,442,736,002","20,423,587,708","10,161,176,657","8,046,927,685","8,723,504,255","6,289,387,390","5,329,884,808","5,365,905,301","4,884,277,054","4,360,152,196","3,223,628,100","3,820,118,183","3,791,318,142","4,222,520,517","3,449,802,780","3,089,938,025","2,870,276,376","1,926,550,031","2,198,456,891","2,172,640,815","1,624,558,641","1,058,583,027","1,132,151,144","867,498,082","951,684,827","1,600,555,480","1,933,796,143","1,689,948,325","1,392,356,281","905,623,532","1,299,159,601","662,297,484","372,622,008","364,047,936","153,313,420","307,077,448","384,673,997","439,865,476","339,004,668","279,384,473","248,456,823","247,337,511","206,071,070","204,072,171","336,041,037","233,592,097","205,264,967","158,891,646","179,678,300","196,127,077","179,729,504","180,239,454","150,752,604","225,191,642","100,864,128","85,059,982","69,408,017"
EnterpriseValue,"52,970,974,379","55,801,860,761","45,719,406,202","54,665,793,298","68,547,785,710","67,209,150,463","68,076,219,845","58,896,679,456","55,341,493,597","42,701,101,150","43,414,729,479","38,730,249,246","34,131,517,136","33,223,356,237","34,914,353,906","62,961,770,352","57,270,153,541","50,854,291,985","48,688,217,490","49,808,964,934","44,599,968,229","39,214,102,370","29,170,434,826","35,682,137,278","32,345,646,414","27,222,166,084","27,991,598,316","22,134,852,561","17,250,942,869","15,972,177,194","15,040,878,518","15,064,160,063","16,015,445,590","14,871,908,713","10,219,130,631","14,195,137,508","11,318,146,766","11,851,562,201","7,430,256,643","9,335,497,885","9,853,403,283","10,870,151,247","11,195,786,765","10,698,283,026","10,396,413,242","9,293,509,214","11,212,498,958","10,198,332,987","9,993,227,454","11,641,062,712","10,647,290,376","12,982,965,095","13,362,639,064","10,643,470,207","8,440,736,002","17,487,587,708","8,908,462,657","6,597,715,685","7,534,931,255","5,325,591,390","4,375,035,808","4,560,705,301","4,136,882,054","3,567,576,196","2,431,052,100","2,875,158,183","3,041,059,142","3,472,261,517","2,663,903,780","2,685,802,025","2,466,140,376","1,522,414,031","1,794,320,891","1,768,504,815","1,220,422,641","654,447,027","728,015,144","463,362,082","425,647,827","1,050,267,480","1,658,079,143","1,498,955,325","1,201,363,281","804,655,532","1,247,241,601","687,061,484","454,867,008","442,576,936","231,842,420","347,130,448","451,018,997","518,698,476","417,098,668","313,672,473","270,141,823","276,930,511","207,291,070","192,710,171","307,393,037","224,688,097","190,838,967","141,252,646","162,342,300","178,779,077","154,441,504","152,162,454","176,752,604","251,191,642","126,864,128","111,059,982","95,408,017"
PeRatio,"24.495","23.288","19.742","23.24","32.243","32.979","32.579","34.594","37.574","30.503","28.161","24.164","20.702","19.374","62.093","127.985","169.6","187.389","43.37","43.588","42.331","38.953","31.4","44.747","35.703","28.437","26.333","24.323","19.214","20.111","23.43","22.117","23.474","21.516","17.144","14.017","13.327","14.426","10.515","15.88","14.446","13.935","18.954","18.308","20.491","24.378","37.697","34.903","37.464","48.2","123.444","53.87",,,,"25.933","28.63","24.827","32.637","49.068","66.679","63.133","405.628","175.886","131.429","98.5","37.009","41.596","28.555","23.288","18.729","16.778","26.797","29.296","18.397","170.997","49.495","22.58","12.059","18.84","33.021","40.864","35.631","28.355","52.333",,,,,,"11.779","25.985","22.179","18.754","33.552","39.943","32.548","35.839","35.18","32.041","31.14","22.958","31.261","36.523","35.139",,,,,,
ForwardPeRatio,"24.39","22.026","16.835","18.939","26.596","25.84","27.248","25.707","30.864","24.938","25.641","22.222","22.523","21.692",,"28.249","29.674","26.525","25.51","26.316","29.412","26.667","17.668","20.79","21.552","18.083","24.631","20.747","16.26","15.748","13.624","14.641","16.75","15.723","13.68","12.658","12.674","12.739","11.641","10.953","11.468","11.933","12.771","12.804","12.788","12.438","15.152","17.182",,"13.587","14.514","15.924","16.208",,,,,,"38.168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"2.057","5.948","1.257","1.362","1.914","1.826","1.964","1.852","2.437","1.97","2.769","3.801","3.663","3.525",,"1.871","1.969","1.802","1.758","1.741","2.162","1.752","1.867","2.68",,"1.419","1.934","5.289","2.013","1.417","0.965","0.915","1.445","1.15","1.107","1.252",,"3.969","5.195","2.164","3.583","0.853","0.937","0.909","0.86","0.857","1.009","1.241",,"0.84","0.754","0.869","0.865",,,,,,"2.612",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"7.299","7.135","5.757","6.775","8.686","8.948","9.409","8.96","9.082","7.067","6.648","5.736","4.944","4.68","5.015","8.808","8.081","7.364","6.907","7.066","6.335","5.689","4.565","6.158","6.08","5.362","5.816","4.86","3.856","3.743","3.397","4.045","4.771","4.616","4.149","3.747","3.178","3.354","2.445","2.9","3.058","3.117","3.024","2.921","2.921","2.906","3.458","2.967","2.927","3.368","3.404","3.762","4.179","3.461","2.701","3.206","3.54","2.966","3.556","3.721","3.768","4.196","3.231","3.038","2.27","2.813","2.216","2.49","2.265","2.287","1.473","1.806","2.354","2.419","1.786","2.265","2.381","1.734","1.12","1.775","2.197","2.036","1.776","1.27","1.734","1.003","0.61","0.618","0.268","0.521","0.659","0.957","0.782","0.659","0.672","0.833","0.757","0.799","8.403","13.745","2.345","11.351","14.051","17.899","17.78","23.609","16.649","32.107","14.409","12.007","17.505"
PbRatio,"3.383","3.558","3.058","3.701","4.841","4.805","4.998","4.572","4.498","3.578","3.734","3.394","3.121","3.071","3.335","6.135","5.924","5.425","4.812","5.02","4.605","4.12","3.053","3.849","3.519","3.095","3.559","2.894","2.438","2.281","2.081","2.084","2.308","2.206","1.034","1.57","1.383","1.438","1.043","1.187","1.27","1.361","1.321","1.286","1.275","1.236","1.443","1.214","1.182","1.379","1.292","1.391","1.404","1.194","0.993","1.734","4.832","4.131","4.674","4.303","3.776","3.809","3.941","3.531","2.611","3.117","3.384","3.769","3.099","2.809","2.813","2.17","2.575","2.609","2.04","1.594","1.793","1.451","1.239","2.108","4.496","4.383","3.611","3.148","7.166","4.542","3.107","3.314","1.396","2.326","2.191","2.94","2.488","2.192","2.073","2.556","2.187","2.035","3.451","2.878","2.654","1.966","2.648","3.1","2.853","3.179","2.512","3.939","1.765","1.357","1.129"
EnterprisesValueRevenueRatio,"6.385","31.562","21.137","26.409","29.855","29.542","28.224","30.142","28.645","23.882","21.86","30.211","24.45","18.205","14.664","41.641","34.9","25.88","23.832","30.784","27.345","22.72","14.484","22.756","20.602","18.709","20.704","22.358","16.524","12.498","9.55","20.006","16.511","13.386","6.732","20.543","10.779","8.951","4.203","11.1","9.166","9.275","7.957","14.189","9.072","6.414","7.852","13.689","10.334","8.9","6.838","18.468","12.873","10.85","5.15","24.596","13.617","10.951","5.083","16.761","8.83","14.594","5.019","18.959","12.926","15.283","3.726","15.603","11.049","13.175","3.626","4.901","8.493","10.857","2.4","5.569","4.587","3.707","1.124","6.208","8.669","9.089","3.235","5.764","11.279","5.419","1.72","3.066","2.742","3.343","1.678","4.496","4.957","2.512","1.396","4.184","3.996","3.308","2.517","7.04","23.61","4.883","5.177","9.324","21.997","7.029","10.055","13.327","38.224","16.907","3.642"
EnterprisesValueEBITDARatio,"15.714","94.419","60.078","61.979","60.235","72.113","91.623","70.874","67.325","55.746","70.823","106.99","65.512","40.615","32.661","151.715","95.133","56.505","88.847","97.474","69.255","48.653","39.26","68.619","55.672","37.914","74.644","74.03","39.657","22.688","25.152","231.756","42.708","29.923","25.741","135.192","22.819","17.077","11.832","34.322","30.696","19.205","52.317","49.301","18.868","11.794","-86.25","76.679","26.298","18.419","-57.553","110.966","35.258","32.155","46.378","-131.486","80.749","73.323","15.155","272.981","37.559","166.705","18.067","-126.649","-336.478","-176.574","14.318","-3,461.876","230.741","292.635","12.323","21.531","35.842","91.386","7.69","-670.54","27.533","30.434","3.863","35.194","31.953","51.408","12.263","51.239","194.426","73.806","6.935","13.586","30.797","139.242","6.223","33.327","102.759","8.147","9.516","-298.738","-48.512","103.552","16.439","53.282","-25.702","22.217","24.857","85.54","-39.55","30.883","93.322","93.484","-22.284","-516.558","56.122"
