name,ttm,03/31/2022,12/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992
OperatingCashFlow,,"853,000,000","563,000,000","9,000,000","382,000,000","376,000,000","397,000,000","441,000,000","329,000,000","397,000,000","456,000,000","405,000,000","504,000,000","435,000,000","656,000,000","472,000,000","331,000,000","-157,000,000","99,000,000","-254,000,000","376,000,000","95,000,000","-421,000,000","179,000,000","318,000,000","314,000,000","423,000,000","829,000,000","1,162,000,000","1,352,000,000","1,291,000,000","1,053,000,000","1,356,000,000","1,281,000,000","924,000,000","859,000,000","949,000,000","755,000,000","274,000,000","2,179,000,000","1,631,000,000","1,352,000,000","741,000,000","1,146,000,000","993,000,000","1,795,000,000","1,183,000,000","1,225,000,000","1,133,000,000","737,000,000","1,261,000,000","931,000,000","1,551,000,000","1,256,000,000","1,498,000,000","1,543,000,000","1,267,000,000","1,145,000,000","977,000,000","1,861,055,000","937,275,000","1,077,686,000","967,458,000","768,520,000","558,061,000","566,781,000","513,526,000","410,349,000","367,649,000","328,787,000","341,770,000","292,085,000","276,884,000","277,581,000","99,052,000","78,873,000","138,833,000","97,528,000","117,297,000","112,781,000","143,954,000","90,653,000","206,349,000","-80,075,000","90,844,000","45,655,000","38,215,000","50,922,000","46,500,000","21,300,000","26,300,000","41,339,000","33,600,000","-29,500,000","49,200,000","42,600,000","2,489,000","39,700,000","15,900,000","26,000,000","20,872,000","53,000,000","29,700,000","17,400,000","17,500,000","9,900,000","17,200,000","10,100,000","13,900,000","-3,700,000","4,600,000","4,600,000","5,300,000","-9,700,000","2,400,000","500,000"
	CashFlowFromContinuingOperatingActivities,,"853,000,000","563,000,000","9,000,000","382,000,000","376,000,000","397,000,000","441,000,000","329,000,000","397,000,000","456,000,000","405,000,000","504,000,000","435,000,000","656,000,000","472,000,000","331,000,000","-157,000,000","99,000,000","-254,000,000","376,000,000","95,000,000","-421,000,000","179,000,000","318,000,000","314,000,000","423,000,000","829,000,000","1,162,000,000","1,352,000,000","1,291,000,000","1,053,000,000","1,356,000,000","1,281,000,000","924,000,000","859,000,000","949,000,000","755,000,000","274,000,000","2,179,000,000","1,631,000,000","1,352,000,000","741,000,000","1,146,000,000","993,000,000","1,795,000,000","1,183,000,000","1,225,000,000","1,133,000,000","737,000,000","1,261,000,000","931,000,000","1,551,000,000","1,256,000,000","1,498,000,000","1,543,000,000","1,267,000,000","1,145,000,000","977,000,000","1,861,055,000","937,275,000","1,077,686,000","967,458,000","768,520,000","558,061,000","566,781,000","513,526,000","410,349,000","367,649,000","328,787,000","341,770,000","292,085,000","276,884,000","277,581,000","99,052,000","78,873,000","138,833,000","97,528,000","117,297,000","112,781,000","143,954,000","90,653,000","206,349,000","-80,075,000","90,844,000","45,655,000","38,215,000","50,922,000","46,500,000","21,300,000","26,300,000","41,339,000","33,600,000","-29,500,000","49,200,000","42,600,000","2,489,000","39,700,000","15,900,000","26,000,000","20,872,000","53,000,000","29,700,000","17,400,000","17,500,000","9,900,000","17,200,000","10,100,000","13,900,000","-3,700,000","4,600,000","4,600,000","5,300,000","-9,700,000","2,400,000","500,000"
		NetIncomeFromContinuingOperations,,"-764,000,000","1,434,000,000","-416,000,000","-745,000,000","-276,000,000","-8,313,000,000","-324,000,000","-61,000,000","98,000,000","-21,000,000","514,000,000","85,000,000","-16,000,000","294,000,000","334,000,000","-17,000,000","495,000,000","141,000,000","-574,000,000","-1,154,000,000","-1,750,000,000","-921,000,000","-2,185,000,000","-4,640,000,000","-4,090,000,000","-3,720,000,000","669,000,000","691,000,000","230,000,000","466,000,000","-73,000,000","239,000,000","626,000,000","102,000,000","344,000,000","-1,971,000,000","1,036,000,000","-3,000,000","488,000,000","922,000,000","509,000,000","-162,000,000","224,000,000",,,"596,000,000","-499,000,000","192,000,000","242,000,000","-5,740,000,000","-861,000,000","3,313,000,000","-1,597,000,000","-132,000,000","303,000,000","372,000,000","518,000,000","258,000,000","471,362,000","548,335,000","359,903,000","623,723,000","452,525,000","176,988,000","193,779,000","125,010,000","208,538,000","96,872,000","97,155,000","112,590,000","69,373,000","87,859,000","82,240,000","73,509,000","26,239,000","16,600,000","25,033,000","-27,586,000","42,625,000","65,008,000","39,485,000","70,288,000","-1,028,045,000","54,689,000","31,634,000","21,202,000","18,966,000","18,100,000","8,200,000","-12,000,000","-425,120,000","-4,200,000","-234,700,000","-256,500,000","5,500,000","-224,377,000","16,100,000","16,700,000","8,200,000","7,355,000","7,600,000","5,500,000","2,900,000","3,800,000","2,300,000","3,300,000","2,300,000","2,800,000","300,000","500,000","300,000",,,"-100,000","-200,000"
		OperatingGainsLosses,,"1,846,000,000","-480,000,000","-55,000,000","160,000,000","194,000,000","-970,000,000","157,000,000","-247,000,000","-258,000,000","286,000,000","-234,000,000","200,000,000","250,000,000","-14,000,000","-10,000,000","69,000,000","-390,000,000","-316,000,000","473,000,000","-81,000,000","412,000,000","-295,000,000","-554,000,000","-266,000,000","-154,000,000","-162,000,000","-1,067,000,000","-663,000,000","205,000,000","285,000,000","245,000,000","225,000,000","-629,000,000","237,000,000","-648,000,000","-4,000,000","-941,000,000","31,000,000","-416,000,000","-21,000,000","18,000,000","-8,000,000","-309,000,000","-330,000,000","-92,000,000","-105,000,000","129,000,000","327,000,000","167,000,000","-163,000,000","-261,000,000","79,000,000","18,000,000","2,000,000","-15,000,000","-27,000,000","-401,000,000","268,000,000","-37,287,000","170,100,000","-107,004,000","-289,612,000","-142,301,000","110,999,000","-14,488,000","116,209,000","-57,788,000","39,295,000","11,863,000","31,187,000","53,498,000","2,459,000","-3,180,000","-30,003,000","14,979,000","12,779,000","201,000","79,915,000","-19,989,000","-136,206,000","89,009,000","2,777,000","265,000","-2,000","311,000","39,000","1,309,000","-200,000","0","100,000","-476,297,000","600,000","225,400,000","251,000,000","-2,500,000","1,428,000","34,900,000","-29,100,000","-2,700,000","-689,000","-1,100,000","1,000,000","-1,100,000","400,000","0","-100,000","-100,000",,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,"571,000,000","0","-1,000,000","8,000,000","-3,000,000","-1,000,000","1,000,000","0","-7,000,000","0","-1,000,000","-4,000,000","1,000,000","-1,000,000","1,000,000","3,000,000","2,000,000","-86,000,000","-92,000,000","-23,000,000","-12,000,000","-132,000,000","-109,000,000","-49,000,000",,,,"-2,000,000","-394,000,000",,,"-5,000,000",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,"2,125,000,000","-477,000,000","-26,000,000","161,000,000","196,000,000","-907,000,000","176,000,000","-164,000,000","-257,000,000","305,000,000","-474,000,000","132,000,000","251,000,000","-22,000,000","43,000,000","70,000,000","-200,000,000","-322,000,000","461,000,000","6,000,000","481,000,000","-191,000,000","-251,000,000","-265,000,000","-155,000,000","-165,000,000","-1,074,000,000","-535,000,000","203,000,000","317,000,000","218,000,000","302,000,000","-536,000,000","181,000,000","-434,000,000","-31,000,000",,,"-22,000,000",,,,,,,,,,,"-145,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"199,000,000",,,,,"27,000,000","87,000,000","33,000,000",,,"-18,000,000","-5,000,000","13,000,000","-155,000,000","48,000,000","-13,000,000","7,000,000","24,000,000","7,000,000","1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,000,000","-42,000,000","33,000,000","-9,000,000","11,000,000","60,000,000","-1,000,000","105,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,,"409,000,000","340,000,000","166,000,000","170,000,000","158,000,000","603,000,000","592,000,000","573,000,000","580,000,000","519,000,000","278,000,000","291,000,000","290,000,000","286,000,000","306,000,000","248,000,000","223,000,000","218,000,000","233,000,000","280,000,000","294,000,000","300,000,000","356,000,000","519,000,000","635,000,000","719,000,000","744,000,000","726,000,000","739,000,000","706,000,000","724,000,000","732,000,000","721,000,000","726,000,000","722,000,000","829,000,000","670,000,000","590,000,000","570,000,000","498,000,000","429,000,000","426,000,000","430,000,000","434,000,000","392,000,000","358,000,000","401,000,000","357,000,000","353,000,000","504,000,000","504,000,000","523,000,000","567,000,000","553,000,000","530,000,000","526,000,000","484,000,000","431,000,000","393,244,000","372,704,000","353,025,000","330,469,000","275,482,000","245,490,000","222,605,000","192,388,000","171,901,000","162,489,000","144,582,000","126,621,000","102,167,000","103,184,000","96,037,000","80,616,000","62,245,000","61,322,000","54,696,000","51,973,000","45,985,000","49,336,000","42,077,000","40,145,000","72,003,000","27,097,000","26,754,000","26,350,000","23,316,000","24,700,000","26,200,000","25,300,000","37,004,000","36,600,000","45,900,000","32,700,000","29,700,000","41,791,000","25,500,000","20,300,000","18,000,000","14,968,000","13,900,000","12,600,000","11,300,000","10,000,000","7,400,000","5,600,000","4,700,000","2,700,000","3,000,000","2,500,000","2,000,000","1,000,000","1,200,000","1,200,000","1,300,000"
			DepreciationAndAmortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"504,000,000","523,000,000","567,000,000","553,000,000",,"526,000,000","484,000,000","431,000,000",,"372,704,000","353,025,000","330,469,000",,"245,490,000","222,605,000","192,388,000",,"162,489,000","144,582,000","126,621,000",,"103,184,000","96,037,000","80,616,000",,"61,322,000","54,696,000","51,973,000",,"49,336,000","42,077,000","40,145,000",,"27,097,000","26,754,000","26,350,000",,"24,700,000","26,200,000","25,300,000",,"36,600,000","45,900,000","32,700,000","29,700,000",,"25,500,000","20,300,000","18,000,000",,"13,900,000","12,600,000","11,300,000","10,000,000","7,400,000","5,600,000","4,700,000","2,700,000","3,000,000","2,500,000","2,000,000","1,000,000","1,200,000","1,200,000","1,300,000"
