name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
TotalRevenue,"32,053,000","11,359,000","2,962,000","8,976,000","8,756,000","7,247,000","10,571,000","8,967,000","0","0","0","0","0","0","0","0","0","0"
	OperatingRevenue,"32,053,000","11,359,000","2,962,000","8,976,000","8,756,000","7,247,000","10,571,000","8,967,000","0","0","0","0","0","0","0","0","0","0"
OperatingExpense,"87,406,000","25,579,000","21,331,000","20,689,000","19,807,000","16,382,000","15,851,000","13,963,000","12,590,000","12,478,000","11,319,000","11,623,000","11,235,000","10,094,000","9,133,000","13,626,000","7,571,000","6,087,000"
	SellingGeneralAndAdministration,"21,158,000","5,923,000","5,221,000","5,186,000","4,828,000","4,816,000","3,800,000","3,938,000","3,994,000","3,452,000","2,778,000","2,700,000","2,376,000","2,098,000","1,556,000","1,088,000","1,139,000","885,000"
		GeneralAndAdministrativeExpense,"21,158,000","5,923,000","5,221,000","5,186,000","4,828,000","4,816,000","3,800,000","3,938,000","3,994,000","3,452,000","2,778,000","2,700,000","2,376,000","2,098,000","1,556,000","1,088,000","1,139,000","885,000"
			OtherGandA,"21,158,000","5,923,000","5,221,000","5,186,000","4,828,000","4,816,000","3,800,000","3,938,000","3,994,000","3,452,000","2,778,000","2,700,000","2,376,000","2,098,000","1,556,000","1,088,000","1,139,000","885,000"
	ResearchAndDevelopment,"66,248,000","19,656,000","16,110,000","15,503,000","14,979,000","11,566,000","12,051,000","10,025,000","8,596,000","9,026,000","8,541,000","8,923,000","8,859,000","7,996,000","7,577,000","12,538,000","6,432,000","5,202,000"
OperatingIncome,"-55,353,000","-14,220,000","-18,369,000","-11,713,000","-11,051,000","-9,135,000","-5,280,000","-4,996,000","-12,590,000","-12,478,000","-11,319,000","-11,623,000","-11,235,000","-10,094,000","-9,133,000","-13,626,000","-7,571,000","-6,087,000"
NetNonOperatingInterestIncomeExpense,"599,000","207,000","157,000","131,000","104,000","114,000","145,000","70,000","199,000","435,000","536,000","654,000","573,000","525,000","571,000","573,000","568,000","282,000"
	InterestIncomeNonOperating,"599,000","207,000","157,000","131,000","104,000","114,000","145,000","70,000","199,000","435,000","536,000","654,000","573,000","525,000","571,000","573,000","568,000","282,000"
OtherIncomeExpense,,"-2,092,000",,,,,,,,,"2,000",,"6,000",,"0","1,000","8,000","68,000"
	GainOnSaleOfSecurity,,"-2,092,000",,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,,,,,,,,,,,"2,000",,"6,000",,"0","1,000","8,000","68,000"
PretaxIncome,"-56,839,000","-16,105,000","-18,212,000","-11,582,000","-10,947,000","-9,021,000","-5,135,000","-4,926,000","-12,391,000","-12,043,000","-10,781,000","-10,969,000","-10,656,000","-9,569,000","-8,562,000","-13,052,000","-6,995,000","-5,737,000"
NetIncomeCommonStockholders,"-56,839,000","-16,105,000","-18,212,000","-11,582,000","-10,947,000","-9,021,000","-5,105,000","-4,948,000","-12,391,000","-12,043,000","-10,781,000","-10,969,000","-10,656,000","-9,569,000","-8,632,000","-13,052,000","-6,995,000","-5,737,000"
	NetIncome,"-56,839,000","-16,105,000","-18,212,000","-11,582,000","-10,947,000","-9,021,000","-5,135,000","-4,926,000","-12,391,000","-12,043,000","-10,781,000","-10,969,000","-10,656,000","-9,569,000","-8,562,000","-13,052,000","-6,995,000","-5,737,000"
		NetIncomeIncludingNoncontrollingInterests,"-56,839,000","-16,105,000","-18,212,000","-11,582,000","-10,947,000","-9,021,000","-5,135,000","-4,926,000","-12,391,000","-12,043,000","-10,781,000","-10,969,000","-10,656,000","-9,569,000","-8,562,000","-13,052,000","-6,995,000","-5,737,000"
			NetIncomeContinuousOperations,"-56,839,000","-16,105,000","-18,212,000","-11,582,000","-10,947,000","-9,021,000","-5,135,000","-4,926,000","-12,391,000","-12,043,000","-10,781,000","-10,969,000","-10,656,000","-9,569,000","-8,562,000","-13,052,000","-6,995,000","-5,737,000"
	OtherunderPreferredStockDividend,,,"662,000",,,,,"22,000",,,,,,,,,,
DilutedNIAvailtoComStockholders,"-56,839,000","-16,105,000","-18,212,000","-11,582,000","-10,947,000","-9,021,000","-5,105,000","-4,948,000","-12,391,000","-12,043,000","-10,781,000","-10,969,000","-10,656,000","-9,569,000","-8,632,000","-13,052,000","-6,995,000","-5,737,000"
BasicEPS,,"-0.36","-0.47","-0.31","-0.33","-0.28","-0.18","-0.17","-0.59","-0.59","-0.53","-0.54","-1.3","-0.67",,"-0.917","-0.491","-0.403"
DilutedEPS,,"-0.36","-0.47","-0.31","-0.33","-0.28","-0.18","-0.17","-0.59","-0.59","-0.53","-0.54","-1.3","-0.67",,"-0.917","-0.491","-0.403"
BasicAverageShares,,"38,591,966","38,501,335","37,769,910","32,854,926","31,761,207","29,149,106","28,396,670","21,001,730","20,250,549","20,216,275","20,158,223","8,218,010","14,240,901",,"14,240,901","14,240,901","14,240,901"
DilutedAverageShares,,"38,591,966","38,501,335","37,769,910","32,854,926","31,761,207","29,149,106","28,396,670","21,001,730","20,250,549","20,216,275","20,158,223","8,218,010","14,240,901",,"14,240,901","14,240,901","14,240,901"
TotalOperatingIncomeAsReported,"-55,353,000","-14,220,000","-18,369,000","-11,713,000","-11,051,000","-9,135,000","-5,280,000","-4,996,000","-12,590,000","-12,478,000","-11,319,000","-11,623,000","-11,235,000","-10,094,000","-9,133,000","-13,626,000","-7,571,000","-6,087,000"
TotalExpenses,"87,406,000","25,579,000","21,331,000","20,689,000","19,807,000","16,382,000","15,851,000","13,963,000","12,590,000","12,478,000","11,319,000","11,623,000","11,235,000","10,094,000","9,133,000","13,626,000","7,571,000","6,087,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-56,839,000","-16,105,000","-18,212,000","-11,582,000","-10,947,000","-9,021,000","-5,135,000","-4,926,000","-12,391,000","-12,043,000","-10,781,000","-10,969,000","-10,656,000","-9,569,000","-8,562,000","-13,052,000","-6,995,000","-5,737,000"
NormalizedIncome,"-54,754,000","-14,013,000","-18,212,000","-11,582,000","-10,947,000","-9,021,000","-5,135,000","-4,926,000","-12,391,000","-12,043,000","-10,781,000","-10,969,000","-10,656,000","-9,569,000","-8,562,000","-13,052,000","-6,995,000","-5,737,000"
InterestIncome,"599,000","207,000","157,000","131,000","104,000","114,000","145,000","70,000","199,000","435,000","536,000","654,000","573,000","525,000","571,000","573,000","568,000","282,000"
NetInterestIncome,"599,000","207,000","157,000","131,000","104,000","114,000","145,000","70,000","199,000","435,000","536,000","654,000","573,000","525,000","571,000","573,000","568,000","282,000"
EBIT,"-55,353,000","-14,220,000","-18,369,000","-11,713,000","-11,051,000","-9,135,000","-5,280,000","-4,996,000","-12,590,000","-12,478,000","-11,319,000","-11,623,000","-11,235,000","-10,094,000","-9,133,000","-13,626,000","-7,571,000","-6,087,000"
EBITDA,"-53,546,000"
ReconciledDepreciation,"1,807,000","464,000","448,000","451,000","444,000","382,000","361,000","347,000","337,000","336,000","330,000","324,000","298,000","293,000","263,000","223,000","207,000","193,000"
