name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009
	DepreciationAmortizationDepletionIncomeStatement,"1,775,978","422,931","417,092","434,277","501,678","517,412","534,560","634,669","640,711","648,541","645,799","628,728","607,965","559,089","523,329","377,724","294,988","273,622","264,353","251,366","242,979","239,830","221,424","196,370","183,686","169,188","154,369","88,285","78,548","59,638","18,494","59,680","101,438","99,705","93,284","95,595","90,612","98,348","77,287","123,983","122,452","135,827","135,622","111,052","111,052","111,098","100,443","119,659","113,990","110,266","114,857","101,256","167,509"
		DepreciationAndAmortizationInIncomeStatement,"1,775,978","422,931","417,092","434,277","501,678","517,412","534,560","634,669","640,711","648,541","645,799","628,728","607,965","559,089","523,329","377,724","294,988","273,622","264,353","251,366","242,979","239,830","221,424","196,370","183,686","169,188","154,369","88,285","78,548","59,638","18,494","59,680","101,438","99,705","93,284","95,595","90,612","98,348","77,287","123,983","122,452","135,827","135,622","111,052","111,052","111,098","100,443","119,659","113,990","110,266","114,857","101,256","167,509"
	OtherTaxes,"335,275","47,632","169,334","105,526","12,783","19,725","59,966","16,802","9,379","17,686","20,565","26,740","10,301","52,662","10,250","17,809","1,316","28,542","-9,521","15,734","11,600","10,550","-1,478","19,124","13,904","20,721","9,924","30,443","2,290","11,774","27,137","9,747","25,093","21,442",,,,,,,,,,,,,,,,,,,
OperatingIncome,"-41,441,568","-10,411,921","-16,889,993","-7,928,362","-8,723,299","-6,482,044","-4,862,088","-4,749,026","-4,247,253","-5,299,397","-9,645,883","-5,548,605","-5,079,695","-6,402,329","-5,622,234","-4,875,952","-6,055,561","-5,380,152","-5,816,466","-4,386,747","-3,991,569","-4,036,758","-5,138,676","-4,744,213","-3,843,661","-3,716,574","-3,208,409","-2,327,446","-2,146,571","-3,700,240","-1,767,452","-1,278,598","-950,393","-1,014,592","-1,657,844","-1,196,018","-1,107,871","-705,675","-1,201,495","-982,262","-1,141,331","-448,824","-1,164,456","-617,424","-623,067","-128,454","-68,017","-1,062,599","-1,285,538","-1,411,232","-789,175","-813,318","-977,731"
NetNonOperatingInterestIncomeExpense,,,,,,,,,,,"0","0","0","0","-204","-2,937","-6,977","-9,213","-10,385","-12,592","-53,907","-186,611","-158,166","-192,857","-156,614","-166,337","-176,877","-156,051","-228,254","-392,456","-157,765","-320,310","-62,766","-44,813","854,969","-900,491","-268,687","-189,570","-128,865","-128,197","-993,967","-364,447","-313,422","-233,422","-234,012","-214,007","-143,422","-106,932","-91,641","-90,893","-107,557","-67,544","-56,700"
	InterestIncomeNonOperating,,,,,,,,,,,,,,,,,,,,,,,,"8,144","3,324",,,"12,621",,,,,,,"0","0","0","0","-47","0","232","48","0","221","295","665","-518","2","330","414","0","3","11"
	InterestExpenseNonOperating,,,,,,,,,,,"0","0","0","0","204","2,937","6,977","9,213","10,385","12,592","45,859","175,158","125,536","189,294","148,358","166,337","152,549","156,964","216,674","392,456","157,765","320,310","62,766","44,813","-854,969","900,491","268,687","189,570","128,818","128,197","994,199","364,495","313,422","233,643","234,307","214,672","142,904","106,934","91,971","91,307","107,557","67,547","56,711"
	TotalOtherFinanceCost,,,,,,,,,,,,,,,,,,,"0",,"8,048","11,453","11,707","11,707","11,580",,"11,707","11,708","11,580",,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-290,223","-94,080","-122,281","-17,704","-56,158","-157,319","1,271,016","-11,784","8,587","-62,227","61,898","71,915","23,761","42,568","58,579","81,133","-85,905","23,715","-52,613","-1,102,903","-24,623","41,557","-1,038,149","-98,791","-103,215","107,172","-124,042","58,526","-27,502","-998,156","-4,393,336","-1,702,413","1,252,269","2,571,311","-4,934,844","264,097","-276,937","-27,357","-74,229","157","5,905,863","-14,210","-132,702","-63,853","-68,504","-58,570","-257,306","-15,099","-4,341","-5,174","-10,192","-7,065","-3,657"
	GainOnSaleOfSecurity,"-86,924","-50,757","-8,452","-10,160","-25,393","-45,680","-34,884","4,216","8,587","-4,695","61,898","71,915","23,761","42,568","56,915","65,940","-29,069","23,715","-52,613","49,164","-24,623","41,557","106,758","-72,901","-103,215","107,172","-110,820","58,526","-27,502","-998,156","-4,317,882","-1,702,413","1,252,269","2,571,311","-3,548,773","264,097","-276,937","-27,357","-9,526","157","3,200","-4,942","-33,770","-185","-5,529",,,,,,,,
	SpecialIncomeCharges,"-201,741","-49,603","-113,829","-7,544","-30,765","-111,639","1,305,900","-16,000","0","-57,532","0","0","0",,"1,664","15,193","-56,836",,"0","-1,152,067",,,"-1,144,907","-25,890",,,,,,,,,,,,,,"0",,,"5,902,663","-9,268","-98,932","-63,668","-62,975","-58,570","-257,306","-15,099","-4,341","-5,174","-10,192","-7,065","-3,657"
		ImpairmentOfCapitalAssets,"102,035","49,603","14,123","7,544","30,765","27,731","0","16,000","0","57,532","0","0",,,"0","196,223",,,,,,,"20,506",,,,,,,,,,,,,,,"0",,,,"9,268",,,,,,,,,,,
		WriteOff,,,,,,,,,,,,,,,"0","-211,416",,,"0","1,151,482",,,"1,124,401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfPPE,"-99,706","0","-99,706","0","0","-83,908",,,,,"0","0","0",,"1,664","0","-56,836",,"0","-585",,,"0","-25,890",,,,,,,,,,,,,,,,,"5,902,663",,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,,"6,280","-178,000","-115,000",,"-65,000","1,211,000",,,"-22,381","41,331",,,"-10,094","48,124",,,,,,,,"-49,930",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"-41,731,791","-10,506,001","-17,012,274","-7,946,066","-8,779,457","-6,639,363","-3,591,072","-4,760,810","-4,238,666","-5,361,624","-9,583,985","-5,476,690","-5,055,934","-6,359,761","-5,563,859","-4,797,756","-6,148,443","-5,365,650","-5,879,464","-5,502,242","-4,070,099","-4,181,812","-6,334,991","-5,035,861","-4,103,490","-3,775,739","-3,509,328","-2,424,971","-2,402,327","-5,090,852","-6,318,553","-3,301,321","239,110","1,511,906","-5,737,719","-1,832,412","-1,653,495","-922,602","-1,404,589","-1,110,302","3,770,565","-827,481","-1,610,580","-914,699","-925,583","-401,031","-468,745","-1,184,630","-1,381,520","-1,507,299","-906,924","-887,927","-1,038,088"
TaxProvision,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,"0","0","0","0","0",,"0","0",,"0","0","0","0","0","0","0","-41,225","24,288","3,241","13,696","-8,292","5,721","5,967","17,002","603","5,854","1,956","19,275","7,340","2,335","4,388","875","-477","-31,516","888"
NetIncomeCommonStockholders,"-41,731,791","-10,506,001","-17,012,274","-7,946,066","-8,779,457","-6,639,363","-4,119,506","-5,281,372","-4,745,981","-5,861,462","-10,081,787","-5,967,076","-5,533,841","-6,825,526","-6,032,880","-5,259,790","-6,598,719","-5,804,486","-6,321,369","-5,937,563","-4,494,342","-4,595,276","-6,751,346","-5,446,014","-4,503,205","-4,169,563","-3,901,549","-2,811,348","-2,778,872","-5,449,791","-6,318,553","-3,301,321","239,110","1,511,906","-5,696,494","-1,856,700","-1,656,736","-936,298","-1,416,097","-1,181,079","3,764,598","-844,483","-1,611,183","-920,553","-927,539","-420,306","-476,085","-1,186,965","-1,385,908","-1,508,174","-906,447","-856,411","-1,038,976"
	NetIncome,"-41,731,791","-10,506,001","-17,012,274","-7,946,066","-8,779,457","-6,639,363","-3,591,072","-4,760,810","-4,238,666","-5,361,624","-9,583,985","-5,476,690","-5,055,934","-6,359,761","-5,563,859","-4,797,756","-6,148,443","-5,365,650","-5,879,464","-5,502,242","-4,070,099","-4,181,812","-6,334,991","-5,035,861","-4,103,490","-3,775,739","-3,509,328","-2,424,971","-2,402,327","-5,090,852","-6,318,553","-3,301,321","239,110","1,511,906","-5,696,494","-1,856,700","-1,656,736","-936,298","-1,416,097","-1,181,079","3,764,598","-844,483","-1,611,183","-920,553","-927,539","-420,306","-476,085","-1,186,965","-1,385,908","-1,508,174","-906,447","-856,411","-1,038,976"
		NetIncomeIncludingNoncontrollingInterests,"-41,731,791","-10,506,001","-17,012,274","-7,946,066","-8,779,457","-6,639,363","-3,591,072","-4,760,810","-4,238,666","-5,361,624","-9,583,985","-5,476,690","-5,055,934","-6,359,761","-5,563,859","-4,797,756","-6,148,443","-5,365,650","-5,879,464","-5,502,242","-4,070,099","-4,181,812","-6,334,991","-5,035,861","-4,103,490","-3,775,739","-3,509,328","-2,424,971","-2,402,327","-5,090,852","-6,318,553","-3,301,321","239,110","1,511,906","-5,696,494","-1,856,700","-1,656,736","-936,298","-1,416,097","-1,181,079","3,764,598","-844,483","-1,611,183","-920,553","-927,539","-420,306","-476,085","-1,186,965","-1,385,908","-1,508,174","-906,447","-856,411","-1,038,976"
			NetIncomeContinuousOperations,"-41,731,791","-10,506,001","-17,012,274","-7,946,066","-8,779,457","-6,639,363","-3,591,072","-4,760,810","-4,238,666","-5,361,624","-9,583,985","-5,476,690","-5,055,934","-6,359,761","-5,563,859","-4,797,756","-6,148,443","-5,365,650","-5,879,464","-5,502,242","-4,070,099","-4,181,812","-6,334,991","-5,035,861","-4,103,490","-3,775,739","-3,509,328","-2,424,971","-2,402,327","-5,090,852","-6,318,553","-3,301,321","239,110","1,511,906","-5,696,494","-1,856,700","-1,656,736","-936,298","-1,396,297","-1,116,023","3,764,598","-844,483","-1,611,183","-920,553","-927,539","-420,306","-476,085","-1,186,965","-1,385,908","-1,508,174","-906,447","-856,411","-1,038,976"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","-19,800","-65,056",,,,,,,,,,,,,
	PreferredStockDividends,,,,,,,"528,434","520,562","507,315","499,838","497,802","490,386","477,907","465,765","469,021","462,034","450,276","438,836","441,905","435,321","424,243","413,464","416,355","410,153","399,715","393,824","392,221","386,377","376,545","358,939",,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"-41,731,791","-10,506,001","-17,012,274","-7,946,066","-8,779,457","-6,639,363","-4,119,506","-5,281,372","-4,745,981","-5,861,462","-10,081,787","-5,967,076","-5,533,841","-6,825,526","-6,032,880","-5,259,790","-6,598,719","-5,804,486","-6,321,369","-5,937,563","-4,494,342","-4,595,276","-6,751,346","-5,446,014","-4,503,205","-4,169,563","-3,901,549","-2,811,348","-2,778,872","-5,449,791","-6,318,553","-3,301,321","239,110","1,511,906","-5,696,494","-1,856,700","-1,656,736","-936,298","-1,416,097","-1,181,079","3,764,598","-844,483","-1,611,183","-920,553","-927,539","-420,306","-476,085","-1,186,965","-1,385,908","-1,508,174","-906,447","-856,411","-1,038,976"
BasicEPS,,"-0.16","-0.27","-0.13","-0.14","-0.12","-0.09","-0.13","-0.13","-0.18","-0.31","-0.18","-0.2","-0.25","-0.22","-0.19","-0.24","-0.22",,"-0.28","-0.22","-0.23","-0.324","-0.32","-0.28","-0.26",,"-0.17","-0.17","-0.4",,"-0.31","0.02","0.15",,"-0.26","-0.47","-0.26",,"-0.338","1.065","-0.24",,"-0.263","-0.263","-0.12",,"-0.338","-0.398","-0.428",,"-0.3","-0.36"
DilutedEPS,,"-0.16","-0.27","-0.13","-0.14","-0.12","-0.09","-0.13","-0.13","-0.18","-0.31","-0.18","-0.2","-0.25","-0.22","-0.19","-0.24","-0.22",,"-0.28","-0.22","-0.23","-0.324","-0.32","-0.28","-0.26",,"-0.17","-0.17","-0.4",,"-0.31","0.02","0.13",,"-0.26","-0.47","-0.26",,"-0.338","0.87","-0.24",,"-0.263","-0.263","-0.12",,"-0.338","-0.398","-0.428",,"-0.3","-0.36"
BasicAverageShares,,"63,695,127","63,011,111","61,123,077","63,071,061","55,325,000","39,900,000","39,837,321","36,341,616","29,786,800","30,916,081","32,968,952","27,602,014","25,439,044","25,290,269","27,504,626","27,326,649","26,296,188",,"21,366,712","20,446,824","19,714,396","19,569,247","17,216,374","16,137,419","16,102,374",,"15,934,279","15,934,279","13,561,206",,"10,556,420","10,285,453","9,972,105",,"7,191,649","3,536,856","3,536,865",,"3,536,702","3,536,702","3,536,702",,"3,514,908","3,514,582","3,514,582",,"3,514,582","3,514,582","3,514,582",,"2,936,845","2,936,845"
DilutedAverageShares,,"63,695,127","63,011,111","61,123,077","63,071,061","55,325,000","39,900,000","39,837,321","36,341,616","29,786,800","30,916,081","32,968,952","27,602,014","25,439,044","25,290,269","27,504,626","27,326,649","26,296,188",,"21,366,712","20,446,824","19,714,396","19,569,247","17,216,374","16,137,419","16,102,374",,"15,934,279","15,934,279","13,561,206",,"10,556,420","11,226,921","11,517,104",,"7,191,649","3,536,856","3,536,865",,"3,536,702","4,711,313","3,536,702",,"3,514,908","3,514,582","3,514,582",,"3,514,582","3,514,582","3,514,582",,"2,936,845","2,936,845"
TotalOperatingIncomeAsReported,"-41,308,034","-10,413,892","-16,834,488","-7,830,380","-8,741,281","-6,573,958","-4,802,122","-4,748,224","-4,237,874","-5,339,243","-9,625,318","-5,521,865","-5,069,394","-6,349,667","-5,611,984","-4,842,950","-6,054,245","-5,351,610","-5,825,987","-5,522,495","-3,979,969","-4,026,208","-6,285,061","-4,725,089","-3,829,757","-3,695,853","-3,211,707","-2,297,003","-2,144,281","-3,688,466","-1,845,031","-1,268,851","-925,300","-993,150","-1,642,993","-1,196,018","-1,107,871","-705,675","-1,266,198","-982,262","4,761,332","-458,092","-1,199,721","-617,424","-623,067","-128,454","-117,973","-1,062,599","-1,285,538","-1,411,232","-789,175","-813,318","-977,731"
TotalExpenses,"53,194,163","12,914,972","20,204,224","10,947,136","11,639,837","10,397,433","9,096,304","7,527,747","7,284,096","6,831,112","11,598,372","6,707,487","7,265,556","7,775,700","7,601,725","6,799,352","8,703,144","6,924,047","7,413,194","5,791,847","5,316,830","5,247,421","5,758,788","5,326,762","4,404,538","4,080,413","3,751,047","3,297,825","2,574,383","4,509,395","2,613,266","1,943,184","1,673,651","1,813,010","2,268,702","1,534,834","1,808,066","1,444,859","1,912,501","1,738,757","2,178,341","3,300,216","4,973,707","3,460,712","2,951,716","4,201,563","5,620,373","3,788,338","3,200,897","3,473,191","4,754,725","3,651,779","3,041,464"
NetIncomeFromContinuingAndDiscontinuedOperation,"-41,731,791","-10,506,001","-17,012,274","-7,946,066","-8,779,457","-6,639,363","-3,591,072","-4,760,810","-4,238,666","-5,361,624","-9,583,985","-5,476,690","-5,055,934","-6,359,761","-5,563,859","-4,797,756","-6,148,443","-5,365,650","-5,879,464","-5,502,242","-4,070,099","-4,181,812","-6,334,991","-5,035,861","-4,103,490","-3,775,739","-3,509,328","-2,424,971","-2,402,327","-5,090,852","-6,318,553","-3,301,321","239,110","1,511,906","-5,696,494","-1,856,700","-1,656,736","-936,298","-1,416,097","-1,181,079","3,764,598","-844,483","-1,611,183","-920,553","-927,539","-420,306","-476,085","-1,186,965","-1,385,908","-1,508,174","-906,447","-856,411","-1,038,976"
NormalizedIncome,"-41,443,126","-10,405,641","-16,889,993","-7,928,362","-8,723,299","-6,482,044","-4,862,088","-4,749,026","-4,247,253","-5,299,397","-9,645,883","-5,548,605","-5,079,695","-6,402,329","-5,622,438","-4,878,889","-6,062,538","-5,389,365","-5,826,851","-4,399,339","-4,045,476","-4,223,369","-5,296,842","-4,937,070","-4,000,275","-3,882,911","-3,385,286","-2,483,497","-2,374,825","-4,092,696","-1,925,217","-1,598,908","-1,013,159","-1,059,405","-797,106.415","-2,028,363.05","-1,476,726.95","-918,515.95","-1,322,506.211","-1,116,125.05","-2,131,918.845","-835,246.5","-1,524,926.7","-879,048.55","-883,011.4","-382,235.5","-308,836.1","-1,177,150.65","-1,383,086.35","-1,504,810.9","-896,260.361","-849,596.764","-1,036,598.95"
InterestIncome,,,,,,,,,,,,,,,,,,,,,,,,"8,144","3,324",,,"12,621",,,,,,,"0","0","0","0","-47","0","232","48","0","221","295","665","-518","2","330","414","0","3","11"
InterestExpense,,,,,,,,,,,"0","0","0","0","204","2,937","6,977","9,213","10,385","12,592","45,859","175,158","125,536","189,294","148,358","166,337","152,549","156,964","216,674","392,456","157,765","320,310","62,766","44,813","-854,969","900,491","268,687","189,570","128,818","128,197","994,199","364,495","313,422","233,643","234,307","214,672","142,904","106,934","91,971","91,307","107,557","67,547","56,711"
NetInterestIncome,,,,,,,,,,,"0","0","0","0","-204","-2,937","-6,977","-9,213","-10,385","-12,592","-53,907","-186,611","-158,166","-192,857","-156,614","-166,337","-176,877","-156,051","-228,254","-392,456","-157,765","-320,310","-62,766","-44,813","854,969","-900,491","-268,687","-189,570","-128,865","-128,197","-993,967","-364,447","-313,422","-233,422","-234,012","-214,007","-143,422","-106,932","-91,641","-90,893","-107,557","-67,544","-56,700"
EBIT,"-41,441,568","-10,411,921","-16,889,993","-7,928,362","-8,723,299","-6,482,044","-3,656,495","-4,749,026","-4,247,253","-5,299,397","-9,583,985","-5,476,690","-5,055,934","-6,359,761","-5,563,655","-4,794,819","-6,141,466","-5,356,437","-5,869,079","-5,489,650","-4,024,240","-4,006,654","-6,209,455","-4,846,567","-3,955,132","-3,609,402","-3,356,779","-2,268,007","-2,185,653","-4,698,396","-6,160,788","-2,981,011","301,876","1,556,719","-6,592,688","-931,921","-1,384,808","-733,032","-1,275,771","-982,105","4,764,764","-462,986","-1,297,158","-681,056","-691,276","-186,359","-325,841","-1,077,696","-1,289,549","-1,415,992","-799,367","-820,380","-981,377"
EBITDA,"-39,226,478"
ReconciledCostOfRevenue,"9,302,875","1,803,598","2,846,871","2,375,338","2,277,068","2,775,699","3,347,686","2,430,751","2,240,922","1,451,199","6,321,082","1,390,339","2,033,822","1,333,481","1,679,426","1,106,256","1,977,410","1,366,770","1,900,564","1,282,263","1,754,748","1,061,903","1,396,778","747,505","543,706","602,977","229,732","644,246","464,161","559,208","657,576","460,234","462,240","450,249","648,060","190,026","406,622","337,387","551,465","557,650","758,626","1,737,827","2,926,413","1,760,259","1,251,986","2,375,710","3,482,930","1,945,030","1,522,734","1,502,075","2,540,597","1,846,631","1,390,819"
ReconciledDepreciation,"2,215,090","483,030","675,908","494,376","561,776","577,511","717,888","634,669","640,712","648,541","645,799","628,728","607,965","559,089","523,329","573,948","294,988","273,622","264,353","466,204","242,979","239,830","6,588","267,981","326,911","169,188","440,819","88,285","6,935","131,252","90,107","59,680","101,438","99,705","93,284","95,596","90,612","98,348","86,555","123,983","122,452","135,827","135,622","111,052","111,051","111,098","100,443","119,659","113,990","110,266","114,858","101,257","167,509"
NetIncomeFromContinuingOperationNetMinorityInterest,"-41,731,791","-10,506,001","-17,012,274","-7,946,066","-8,779,457","-6,639,363","-3,591,072","-4,760,810","-4,238,666","-5,361,624","-9,583,985","-5,476,690","-5,055,934","-6,359,761","-5,563,859","-4,797,756","-6,148,443","-5,365,650","-5,879,464","-5,502,242","-4,070,099","-4,181,812","-6,334,991","-5,035,861","-4,103,490","-3,775,739","-3,509,328","-2,424,971","-2,402,327","-5,090,852","-6,318,553","-3,301,321","239,110","1,511,906","-5,696,494","-1,856,700","-1,656,736","-936,298","-1,396,297","-1,116,023","3,764,598","-844,483","-1,611,183","-920,553","-927,539","-420,306","-476,085","-1,186,965","-1,385,908","-1,508,174","-906,447","-856,411","-1,038,976"
TotalUnusualItemsExcludingGoodwill,"-288,665","-100,360","-122,281","-17,704","-56,158","-157,319","1,271,016","-11,784","8,587","-62,227","61,898","71,915","23,761","42,568","58,579","81,133","-85,905","23,715","-52,613","-1,102,903","-24,623","41,557","-1,038,149","-98,791","-103,215","107,172","-124,042","58,526","-27,502","-998,156","-4,393,336","-1,702,413","1,252,269","2,571,311","-4,934,844","264,097","-276,937","-27,357","-74,229","157","5,905,863","-14,210","-132,702","-63,853","-68,504","-58,570","-257,306","-15,099","-4,341","-5,174","-10,192","-7,065","-3,657"
TotalUnusualItems,"-288,665","-100,360","-122,281","-17,704","-56,158","-157,319","1,271,016","-11,784","8,587","-62,227","61,898","71,915","23,761","42,568","58,579","81,133","-85,905","23,715","-52,613","-1,102,903","-24,623","41,557","-1,038,149","-98,791","-103,215","107,172","-124,042","58,526","-27,502","-998,156","-4,393,336","-1,702,413","1,252,269","2,571,311","-4,934,844","264,097","-276,937","-27,357","-74,229","157","5,905,863","-14,210","-132,702","-63,853","-68,504","-58,570","-257,306","-15,099","-4,341","-5,174","-10,192","-7,065","-3,657"
