name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003
TotalRevenue,"1,125,484,000","220,686,000","346,677,000","289,455,000","268,666,000","279,069,000","331,536,000","270,952,000","250,392,000","137,772,000","328,753,000","264,022,000","228,425,000","212,928,000","304,565,000","248,795,000","218,971,000","206,287,000","308,245,000","245,756,000","192,245,000","181,155,000","263,634,000","221,391,000","178,272,000","172,970,000","242,434,000","204,320,000","179,819,000","177,610,000","258,569,000","213,341,000","176,709,000","162,932,000","226,838,000","191,145,000","157,858,000","148,496,000","224,405,000","180,023,000","135,066,000","129,899,000","183,859,000","153,951,000","112,213,000","105,851,000","156,192,000","135,859,000","97,702,000","89,096,000","132,434,000","113,192,000","85,170,000","76,808,000","125,464,000","112,245,000","92,258,000","78,702,000","126,606,000","104,045,000","81,974,000","68,791,000","112,378,000","82,258,000","55,756,000","47,785,000","75,401,000","57,412,000","39,407,000","33,369,000","53,001,000","45,138,000","30,615,000","24,829,000","39,819,000","34,448,000","23,601,000","19,989,000"
	OperatingRevenue,"1,125,484,000","220,686,000","346,677,000","289,455,000","268,666,000","279,069,000","331,536,000","270,952,000","250,392,000","137,772,000","328,753,000","264,022,000","228,425,000","212,928,000","304,565,000","248,795,000","218,971,000","206,287,000","308,245,000","245,756,000","192,245,000","181,155,000","263,634,000","221,391,000","178,272,000","172,970,000","242,434,000","204,320,000","179,819,000","177,610,000","258,569,000","213,341,000","176,709,000","162,932,000","226,838,000","191,145,000","157,858,000","148,496,000","224,405,000","180,023,000","135,066,000","129,899,000","183,859,000","153,951,000","112,213,000","105,851,000","156,192,000","135,859,000","97,702,000","89,096,000","132,434,000","113,192,000","85,170,000","76,808,000","125,464,000","112,245,000","92,258,000","78,702,000","126,606,000","104,045,000","81,974,000","68,791,000","112,378,000","82,258,000","55,756,000","47,785,000","75,401,000","57,412,000","39,407,000","33,369,000","53,001,000","45,138,000","30,615,000","24,829,000","39,819,000","34,448,000","23,601,000","19,989,000"
CostOfRevenue,"699,549,000","148,312,000","212,744,000","174,791,000","163,701,000","175,900,000","201,913,000","165,146,000","159,542,000","114,036,000","200,426,000","169,446,000","151,229,000","146,464,000","190,624,000","161,922,000","146,436,000","143,700,000","193,583,000","162,389,000","132,449,000","129,106,000","169,613,000","145,213,000","123,428,000","123,012,000","158,177,000","134,261,000","122,046,000","121,075,000","160,791,000","135,481,000","115,797,000","112,399,000","138,959,000","120,356,000","102,738,000","100,524,000","138,722,000","112,948,000","88,641,000","87,798,000","113,046,000","93,807,000","74,916,000","72,429,000","95,311,000","82,811,000","66,986,000","63,344,000","84,338,000","73,093,000","60,526,000","54,908,000","84,855,000","72,982,000","62,155,000","54,142,000","78,286,000","65,466,000","53,701,000","46,976,000","68,115,000","51,994,000","36,981,000","32,519,000","46,658,000","35,999,000","26,633,000","23,522,000",,,,,,,,
GrossProfit,"425,935,000","72,374,000","133,933,000","114,664,000","104,965,000","103,169,000","129,623,000","105,806,000","90,850,000","23,736,000","128,327,000","94,576,000","77,196,000","66,464,000","113,941,000","86,873,000","72,535,000","62,587,000","114,662,000","83,367,000","59,796,000","52,049,000","94,021,000","76,178,000","54,844,000","49,958,000","84,257,000","70,059,000","57,773,000","56,535,000","97,778,000","77,860,000","60,912,000","50,533,000","87,879,000","70,789,000","55,120,000","47,972,000","85,683,000","67,075,000","46,425,000","42,101,000","70,813,000","60,144,000","37,297,000","33,422,000","60,881,000","53,048,000","30,716,000","25,752,000","48,096,000","40,099,000","24,644,000","21,900,000","40,609,000","39,263,000","30,103,000","24,560,000","48,320,000","38,579,000","28,273,000","21,815,000","44,263,000","30,264,000","18,775,000","15,266,000","28,743,000","21,413,000","12,774,000","9,847,000",,,,,,,,
OperatingExpense,"301,908,000","71,877,000","82,198,000","74,822,000","73,011,000","68,889,000","75,814,000","67,941,000","57,738,000","51,584,000","79,471,000","70,266,000","65,523,000","65,496,000","76,245,000","68,479,000","65,837,000","64,296,000","77,713,000","64,559,000","60,558,000","58,283,000","66,115,000","59,265,000","55,980,000","53,899,000","62,753,000","54,835,000","52,461,000","52,409,000","66,500,000","52,885,000","49,307,000","46,820,000","47,579,000","50,111,000","47,285,000","43,943,000","49,582,000","45,674,000","42,647,000","34,839,000","39,500,000","37,327,000","33,747,000","30,870,000","36,867,000","34,073,000","33,084,000","29,006,000","35,053,000","31,742,000","29,870,000","25,338,000","31,923,000","28,879,000","26,191,000","22,934,000","28,982,000","25,857,000","23,571,000","19,632,000","26,205,000","19,343,000","16,780,000","13,796,000","18,200,000","13,198,000","11,502,000","9,830,000",,,,,,,,
	SellingGeneralAndAdministration,"301,908,000","71,877,000","82,198,000","74,822,000","73,011,000","68,889,000","75,814,000","67,941,000","57,738,000","51,584,000","79,471,000","70,266,000","65,523,000","65,496,000","76,245,000","68,479,000","65,837,000","64,296,000","77,713,000","64,559,000","60,558,000","58,283,000","66,115,000","59,265,000","55,980,000","53,899,000","62,753,000","54,835,000","52,461,000","52,409,000","66,500,000","52,885,000","49,307,000","46,820,000","47,579,000","50,111,000","47,285,000","43,943,000","49,582,000","45,674,000","42,647,000","34,839,000","39,500,000","37,327,000","33,747,000","30,870,000","36,867,000","34,073,000","33,084,000","29,006,000","35,053,000","31,742,000","29,870,000","25,338,000","31,923,000","28,879,000","26,191,000","22,934,000","28,982,000","25,857,000","23,571,000","19,632,000","26,205,000","19,343,000","16,780,000","13,796,000","18,200,000","13,198,000","11,502,000","9,830,000",,,,,,,,
OperatingIncome,"124,027,000","497,000","51,735,000","39,842,000","31,954,000","34,280,000","53,809,000","37,865,000","33,112,000","-27,848,000","48,856,000","24,310,000","11,673,000","968,000","37,696,000","18,394,000","6,698,000","-1,709,000","36,949,000","18,808,000","-762,000","-6,234,000","27,906,000","16,913,000","-1,136,000","-3,941,000","21,504,000","15,224,000","5,312,000","4,126,000","31,278,000","24,975,000","11,605,000","3,713,000","40,300,000","20,678,000","7,835,000","4,029,000","36,101,000","21,401,000","3,778,000","7,262,000","31,313,000","22,817,000","3,550,000","2,552,000","24,014,000","18,975,000","-2,368,000","-3,254,000","13,043,000","8,357,000","-5,226,000","-3,438,000","8,686,000","10,384,000","3,912,000","1,626,000","19,338,000","12,722,000","4,702,000","2,183,000","18,058,000","10,921,000","1,995,000","1,470,000","10,543,000","8,215,000","1,272,000","17,000","-88,573,000","45,138,000","30,615,000","24,829,000","-70,577,000","34,448,000","23,601,000","19,989,000"
NetNonOperatingInterestIncomeExpense,"3,109,000","492,000","759,000","893,000","965,000","975,000","881,000","769,000","794,000","1,074,000","1,002,000","1,002,000","798,000","852,000","677,000","493,000","238,000","283,000","211,000","111,000","92,000","82,000","10,000","-37,000","28,000","31,000","89,000","84,000","150,000","205,000","162,000","147,000","146,000","182,000","167,000","171,000","158,000","215,000","258,000","235,000","427,000","490,000","449,000","440,000","434,000","513,000","409,000","370,000","352,000","365,000","351,000","161,000","307,000","357,000",,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"3,109,000","492,000","759,000","893,000","965,000","975,000","881,000","769,000","794,000","1,074,000","1,002,000","1,002,000","798,000","852,000","677,000","493,000","238,000","283,000","211,000","111,000","92,000","82,000","10,000","-37,000","28,000","31,000","89,000","84,000","150,000","205,000","162,000","147,000","146,000","182,000","167,000","171,000","158,000","215,000",,,,"490,000",,,"434,000","513,000",,"370,000","352,000","365,000",,"161,000","307,000","357,000",,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,,,,,,,,,"-1,002,000","-1,002,000","-798,000","-852,000","-677,000","-493,000","-238,000","-283,000","-211,000","-111,000","-92,000","-82,000","-10,000","37,000","-28,000","-31,000","-89,000","-84,000","-150,000","-205,000","-162,000","-147,000","-146,000","-182,000","-167,000","-171,000","-158,000","-215,000","-258,000","-235,000","-427,000",,"-449,000","-440,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
