name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004
TotalRevenue,"1,086,812,000","266,936,000","274,470,000","276,225,000","269,181,000","237,761,000","238,788,000","237,422,000","229,394,000","251,235,000","241,552,000","238,069,000","232,154,000","241,026,000","241,414,000","239,357,000","253,980,000","255,965,000","270,615,000","258,026,000","256,573,000","240,670,000","216,763,000","215,052,000","209,575,000","207,855,000","200,195,000","206,065,000","192,132,000","190,046,000","197,606,000","181,269,000","145,702,000","144,256,000","146,212,000","168,442,000","142,971,000","154,513,000","160,232,000","161,855,000","146,997,000","133,996,000","106,250,000","105,544,000","95,295,000","96,363,000","90,608,000","78,303,000","73,425,000","71,382,000","75,448,000","84,181,000","73,225,000","70,852,000","80,278,000","88,051,000","73,534,000","80,433,000","80,222,000","87,337,000","78,611,000","78,036,000","80,124,000","84,551,000","75,923,000","80,014,000","79,856,000","73,345,000","63,555,000","78,361,000","75,854,000","81,346,000","67,757,000"
	OperatingRevenue,"1,086,770,000","266,927,000","274,454,000","276,217,000","269,172,000","237,752,000","238,779,000","237,409,000","229,384,000","251,207,000","241,545,000","238,051,000","232,133,000","240,973,000","241,411,000","239,354,000","253,954,000","255,853,000","270,522,000","257,930,000","256,487,000","240,594,000","216,732,000","215,017,000","208,770,000","207,054,000","199,485,000","205,262,000","191,287,000","189,089,000","196,435,000","180,005,000","144,541,000","142,795,000","145,054,000","167,004,000","142,101,000","153,659,000","159,492,000","161,323,000","145,920,000","130,749,000","106,250,000","105,544,000","95,295,000","96,363,000","90,608,000","78,303,000","73,425,000","71,382,000","75,448,000","84,181,000","72,608,000","70,852,000","80,278,000","88,051,000","73,534,000","80,433,000","80,222,000","87,337,000","78,611,000","78,036,000","80,124,000","84,551,000","75,923,000","80,014,000","79,856,000","73,345,000","63,555,000","78,361,000","75,854,000","81,346,000","67,757,000"
CostOfRevenue,"466,166,000","118,074,000","119,410,000","118,513,000","110,169,000","100,705,000","99,901,000","99,761,000","95,526,000","107,325,000","104,057,000","101,318,000","98,087,000","102,780,000","102,179,000","101,885,000","113,357,000","114,708,000","122,941,000","113,928,000","113,097,000","110,487,000","92,216,000","91,087,000","87,984,000","89,604,000","83,411,000","86,125,000","79,896,000","79,976,000","85,861,000","78,727,000","63,836,000","64,216,000","64,403,000","73,723,000","59,488,000","66,443,000","75,235,000","71,310,000","63,393,000","65,508,000","51,128,000","51,638,000","45,427,000","50,058,000","46,596,000","35,713,000","34,546,000","35,917,000","35,641,000","39,847,000","34,374,000","35,564,000","37,817,000","41,792,000","34,272,000","39,221,000","38,783,000","42,770,000","37,322,000","38,797,000","36,766,000","41,259,000","36,325,000","36,206,000","38,726,000","35,549,000","28,339,000","33,459,000","33,923,000","37,843,000","36,123,000"
GrossProfit,"620,646,000","148,862,000","155,060,000","157,712,000","159,012,000","137,056,000","138,887,000","137,661,000","133,868,000","143,910,000","137,495,000","136,751,000","134,067,000","138,246,000","139,235,000","137,472,000","140,623,000","141,257,000","147,674,000","144,098,000","143,476,000","130,183,000","124,547,000","123,965,000","121,591,000","118,251,000","116,784,000","119,940,000","112,236,000","110,070,000","111,745,000","102,542,000","81,866,000","80,040,000","81,809,000","94,719,000","83,483,000","88,070,000","84,997,000","90,545,000","83,604,000","68,488,000","55,122,000","53,906,000","49,868,000","46,305,000","44,012,000","42,590,000","38,879,000","35,465,000","39,807,000","44,334,000","38,851,000","35,288,000","42,461,000","46,259,000","39,262,000","41,212,000","41,439,000","44,567,000","41,289,000","39,239,000","43,358,000","43,292,000","39,598,000","43,808,000","41,130,000","37,796,000","35,216,000","44,902,000","41,931,000","43,503,000","31,634,000"
OperatingExpense,"290,727,000","71,437,000","72,466,000","79,154,000","67,670,000","66,119,000","65,444,000","64,758,000","53,749,000","69,993,000","61,091,000","67,403,000","62,581,000","62,234,000","61,694,000","67,832,000","68,136,000","164,080,000","64,171,000","67,941,000","64,447,000","76,861,000","58,665,000","52,907,000","109,377,000","52,982,000","54,141,000","50,042,000","49,731,000","48,825,000","54,752,000","56,024,000","39,063,000","35,085,000","41,351,000","40,957,000","34,042,000","37,897,000","38,275,000","39,389,000","39,771,000","45,932,000","31,492,000","24,504,000","22,633,000","27,681,000","30,988,000","18,754,000","17,559,000","17,469,000","16,106,000","23,104,000","19,791,000","14,901,000","22,499,000","25,758,000","18,048,000","16,419,000","18,534,000","23,957,000","18,183,000","16,606,000","18,824,000","19,126,000","16,249,000","23,740,000","16,378,000","16,969,000","18,256,000","14,799,000","15,560,000",,
	SellingGeneralAndAdministration,"265,859,000","64,745,000","66,222,000","72,982,000","61,910,000","60,240,000","59,476,000","58,729,000","47,684,000","63,751,000","54,867,000","61,181,000","56,507,000","55,732,000","54,989,000","61,076,000","61,052,000","157,134,000","57,042,000","60,755,000","57,280,000","70,210,000","52,813,000","47,387,000","47,092,000","46,784,000","48,070,000","44,355,000","44,011,000","43,052,000","49,598,000","52,172,000","36,102,000","31,805,000","37,707,000","37,663,000","30,774,000","34,612,000","34,916,000","36,093,000","36,476,000","42,881,000","28,929,000","21,934,000","20,083,000","25,141,000","28,475,000","16,341,000","15,012,000","14,698,000","13,510,000","20,263,000","17,014,000","11,955,000","19,739,000","23,001,000","15,292,000","13,665,000","15,781,000","21,201,000","15,432,000","13,851,000","16,020,000","16,714,000","13,836,000","11,751,000","13,544,000","14,334,000","15,625,000","12,147,000","12,955,000",,
		GeneralAndAdministrativeExpense,"108,516,000","27,810,000","25,983,000","32,252,000","22,471,000","23,823,000","21,395,000","20,388,000","19,934,000","23,584,000","21,308,000","22,514,000","21,706,000","21,299,000","20,485,000","24,034,000","23,941,000","121,815,000","21,207,000","21,567,000","20,336,000","28,760,000","22,131,000","18,795,000","19,457,000","20,232,000","18,135,000","16,462,000","17,589,000","17,685,000","19,454,000","27,128,000","17,006,000","13,091,000","12,137,000","11,619,000","11,634,000","11,353,000","11,378,000","12,585,000","16,151,000","24,334,000","13,655,000","8,861,000","9,850,000","11,019,000","15,426,000","8,101,000","7,414,000","8,107,000","7,411,000","10,481,000","8,195,000","6,241,000","8,311,000","9,363,000","7,973,000","7,375,000","6,209,000","10,184,000","7,646,000","7,655,000","7,068,000","7,259,000","6,434,000","5,976,000","6,159,000","4,117,000","4,911,000",,,,
			OtherGandA,"108,516,000","27,810,000","25,983,000","32,252,000","22,471,000","23,823,000","21,395,000","20,388,000","19,934,000","23,584,000","21,308,000","22,514,000","21,706,000","21,299,000","20,485,000","24,034,000","23,941,000","121,815,000","21,207,000","21,567,000","20,336,000","28,760,000","22,131,000","18,795,000","19,457,000","20,232,000","18,135,000","16,462,000","17,589,000","17,685,000","19,454,000","27,128,000","17,006,000","13,091,000","12,137,000","11,619,000","11,634,000","11,353,000","11,378,000","12,585,000","16,151,000","24,334,000","13,655,000","8,861,000","9,850,000","11,019,000","15,426,000","8,101,000","7,414,000","8,107,000","7,411,000","10,481,000","8,195,000","6,241,000","8,311,000","9,363,000","7,973,000","7,375,000","6,209,000","10,184,000","7,646,000","7,655,000","7,068,000","7,259,000","6,434,000","5,976,000","6,159,000","4,117,000","4,911,000",,,,
		SellingAndMarketingExpense,"157,343,000","36,935,000","40,239,000","40,730,000","39,439,000","36,417,000","38,081,000","38,341,000","27,750,000","40,167,000","33,559,000","38,667,000","34,801,000","34,433,000","34,504,000","37,042,000","37,111,000","35,319,000","35,835,000","39,188,000","36,944,000","41,450,000","30,682,000","28,592,000","27,635,000","26,552,000","29,935,000","27,893,000","26,422,000","25,367,000","30,144,000","25,044,000","19,096,000","18,714,000","25,570,000","26,044,000","19,140,000","23,259,000","23,538,000","23,508,000","20,325,000","18,547,000","15,274,000","13,073,000","10,233,000","14,122,000","13,049,000","8,240,000","7,598,000","6,591,000","6,099,000","9,782,000","8,819,000","5,714,000","11,428,000","13,638,000","7,319,000","6,290,000","9,572,000","11,017,000","7,786,000","6,196,000","8,952,000","9,455,000","7,402,000","5,775,000","7,385,000","10,217,000","10,714,000",,,,
	DepreciationAmortizationDepletionIncomeStatement,"24,868,000","6,692,000","6,244,000","6,172,000","5,760,000","5,879,000","5,968,000","6,029,000","6,065,000","6,242,000","6,224,000","6,222,000","6,074,000","6,502,000","6,705,000","6,756,000","7,084,000","6,946,000","7,129,000","7,186,000","7,167,000","6,651,000","5,852,000","6,016,000","6,832,000","6,198,000","6,071,000","5,687,000","5,720,000","5,773,000","5,154,000","3,852,000","2,961,000","3,280,000","3,644,000","3,294,000","3,268,000","3,285,000","3,359,000","3,296,000","3,295,000","3,051,000","2,563,000","2,570,000","2,550,000","2,540,000","2,513,000","2,413,000","2,547,000","2,771,000","2,596,000","2,841,000","2,777,000","2,946,000","2,760,000","2,757,000","2,756,000","2,754,000","2,753,000","2,756,000","2,751,000","2,755,000","2,804,000","2,412,000","2,413,000","2,672,000","2,834,000","2,635,000","2,631,000","2,652,000","2,605,000",,
