name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
MarketCap,"1,014,284,665","1,596,620,970","2,627,356,490","3,013,209,940","2,445,305,700","1,977,256,640","2,283,563,249","1,515,238,410","1,284,033,440","715,508,160","646,094,549","748,787,550","707,228,915","402,067,600","362,802,000","458,371,753","337,790,344"
EnterpriseValue,"1,173,261,665","1,743,058,970","2,776,749,490","3,112,682,940","2,533,650,700","2,071,387,640","2,346,938,249","1,544,692,410","1,319,585,440","747,332,160","682,129,549","787,914,550","736,812,915","431,879,600","393,629,000","487,937,332","380,038,161"
PeRatio,"292.235","302.192","325.2","400.763","254.6","210.157","402.452","481.056","1,503.2","202.864","157.037","205.625",,,,,"80.429"
ForwardPeRatio,"62.112","97.087","129.87","126.582","153.846","112.36","138.889","103.093",,"68.493",,,,,,,
PsRatio,"6.551","10.807","18.179","22.152","19.009","16.838","22.824","17.227","16.251","9.273","8.304","9.851","10.105","6.283","6.29","8.932","6.451"
PbRatio,"3,369.35",,,"881.313",,,,"1,275.453",,,,"9.799","9.347","4.902","4.373","5.601",
EnterprisesValueRevenueRatio,"7.271","42.227","69.022","74.679","66.373","66.331","67.733","48.249","44.098","36.589","49.437","37.22","38.007","18.669","26.747","30.394","25.7"
