name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001
TotalAssets,"2,698,000,000","2,567,400,000","1,782,200,000","2,226,800,000","2,181,000,000","1,792,200,000","1,774,900,000","1,693,800,000","1,481,100,000","1,457,200,000","1,424,300,000","1,409,800,000","1,468,600,000","1,499,600,000","1,524,800,000","1,499,800,000","1,443,700,000","1,438,000,000","1,477,100,000","1,266,700,000","1,268,700,000","1,302,500,000","1,241,200,000","1,300,200,000","1,449,500,000","1,453,300,000","1,394,100,000","1,519,400,000","1,511,217,000","1,503,574,000","1,024,049,000","1,020,333,000","894,806,000","822,026,000","683,968,000","691,266,000","601,490,000","544,407,000","559,197,000","541,505,000","523,210,000","481,891,000","451,540,000","456,201,000","466,310,000","453,888,000","449,789,000","414,679,000","355,203,000","334,757,000","387,988,000","376,221,000","330,658,000","306,908,000","333,733,000","306,361,000","319,578,000","416,011,000","385,889,000","373,312,000","353,946,000","357,893,000","338,616,000","331,421,000","323,058,000","315,295,000","301,993,000","311,205,000","308,558,000","288,236,000","142,589,000","132,653,000","122,893,000","113,786,000","107,406,000","104,508,000","99,482,000","95,417,000","92,943,000","90,381,000","87,103,000","32,197,000"
	CurrentAssets,"1,247,200,000","1,074,700,000","749,400,000","1,179,700,000","1,090,800,000","671,600,000","620,000,000","1,077,600,000","832,900,000","790,800,000","737,100,000","731,100,000","766,900,000","789,800,000","789,000,000","739,500,000","666,100,000","647,500,000","649,400,000","792,000,000","794,400,000","805,200,000","726,000,000","780,100,000","907,300,000","892,300,000","812,000,000","916,000,000","880,041,000","842,980,000","740,632,000","742,431,000","634,368,000","573,077,000","550,016,000","560,420,000","470,997,000","429,613,000","448,110,000","446,177,000","452,062,000","403,595,000","371,317,000","374,184,000","381,008,000","369,511,000","366,380,000","334,505,000","278,588,000","260,343,000","308,259,000","294,753,000","263,481,000","245,181,000","268,079,000","240,360,000","278,039,000","386,894,000","356,375,000","338,017,000","316,515,000","319,336,000","300,225,000","292,627,000","281,526,000","272,426,000","262,673,000","273,488,000","278,757,000","278,681,000","137,769,000","127,782,000","118,089,000","109,306,000","102,851,000","99,772,000","96,577,000","92,634,000","89,863,000","87,253,000","84,044,000","28,261,000"
		CashCashEquivalentsAndShortTermInvestments,"754,900,000","573,900,000","347,300,000","836,300,000","756,200,000","316,900,000","243,900,000","763,400,000","472,100,000","424,800,000","350,800,000","327,800,000","323,800,000","283,000,000","263,300,000","301,000,000","283,400,000","252,200,000","199,700,000","367,800,000","329,100,000","347,200,000","301,400,000","352,200,000","406,100,000","372,000,000","274,500,000","399,900,000","380,579,000","327,546,000","449,815,000","447,205,000","391,481,000","369,424,000","331,572,000","355,303,000","315,513,000","292,531,000","312,889,000","305,005,000","324,118,000","282,465,000","241,357,000","247,153,000","246,285,000","216,444,000","230,620,000","209,858,000","168,665,000","140,033,000","197,620,000","191,970,000","174,456,000","136,769,000","152,490,000","146,516,000","185,743,000","286,315,000","261,171,000","265,017,000","245,227,000","253,646,000","245,663,000","245,176,000","237,468,000","230,238,000","219,764,000","228,921,000","232,600,000","229,904,000","97,300,000","96,299,000","90,785,000","84,071,000","79,373,000","77,286,000","72,898,000","69,678,000","64,360,000","65,180,000","62,236,000","10,610,000"
			CashAndCashEquivalents,"690,300,000","502,800,000","347,300,000","836,300,000","756,200,000","309,900,000","180,200,000","763,400,000","472,100,000","424,800,000","350,800,000","327,800,000","323,800,000","283,000,000","263,300,000","301,000,000","283,400,000","252,200,000","199,700,000","367,800,000","329,100,000","347,200,000","301,400,000","352,200,000","406,100,000","372,000,000","274,500,000","399,900,000","380,579,000","327,546,000","449,815,000","447,205,000","391,481,000","369,424,000","331,572,000","355,303,000","315,513,000","292,531,000","312,889,000","305,005,000","324,118,000","282,465,000","241,357,000","247,153,000","246,285,000","216,444,000","230,620,000","209,858,000","168,665,000","140,033,000","180,040,000","169,036,000","146,080,000","109,604,000","112,063,000","96,218,000","107,837,000","130,000,000","101,979,000","45,915,000","47,456,000","47,129,000","51,796,000","38,724,000","57,254,000","29,991,000","51,903,000","72,232,000","125,949,000","193,444,000","59,837,000","59,489,000","55,494,000","47,849,000","45,330,000","41,697,000","38,584,000","38,935,000","35,163,000","45,491,000","55,526,000","10,610,000"
			OtherShortTermInvestments,"64,600,000","71,100,000",,,,"7,000,000","63,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","17,580,000","22,934,000","28,376,000","27,165,000","40,427,000","50,298,000","77,906,000","156,315,000","159,192,000","219,102,000","197,771,000","206,517,000","193,867,000","206,452,000","180,214,000","200,247,000","167,861,000","156,689,000","106,651,000","36,460,000","37,463,000","36,810,000","35,291,000","36,222,000","34,043,000","35,589,000","34,314,000","30,743,000","29,197,000","19,689,000","6,710,000",
		Receivables,"298,300,000","312,200,000","269,700,000","228,300,000","233,700,000","249,300,000","227,800,000","195,300,000","238,400,000","246,400,000","232,200,000","230,000,000","266,800,000","326,000,000","332,600,000","289,100,000","258,200,000","236,400,000","253,600,000","255,200,000","246,600,000","259,700,000","239,500,000","252,600,000","320,000,000","337,000,000","349,100,000","324,600,000","319,567,000","335,023,000","194,488,000","195,057,000","149,687,000","133,022,000","153,939,000","148,454,000","106,700,000","99,052,000","98,040,000","104,140,000","95,493,000","86,748,000","95,339,000","93,808,000","97,661,000","125,643,000","115,960,000","101,509,000","87,992,000","100,302,000","91,062,000","84,739,000","69,163,000","81,665,000","86,598,000","69,362,000","57,762,000","66,914,000","65,664,000","56,721,000","57,839,000","52,787,000","41,813,000","34,034,000","29,720,000","31,865,000","32,897,000","33,790,000","32,432,000","34,629,000","29,462,000","21,875,000","18,808,000","17,717,000","15,950,000","13,181,000","14,152,000","13,452,000","15,610,000","13,242,000","13,716,000","12,031,000"
			AccountsReceivable,"298,300,000","312,200,000","269,700,000","228,300,000","233,700,000","249,300,000","227,800,000","195,300,000","238,400,000","246,400,000","232,200,000","230,000,000","266,800,000","326,000,000","332,600,000","289,100,000","258,200,000","236,400,000","253,600,000","255,200,000","246,600,000","259,700,000","239,500,000","252,600,000","320,000,000","337,000,000","349,100,000","324,600,000","319,567,000","335,023,000","194,488,000","195,057,000","149,687,000","133,022,000","153,939,000","148,454,000","106,700,000","99,052,000","98,040,000","104,140,000","95,493,000","86,748,000","95,339,000","93,808,000","97,661,000","125,643,000","115,960,000","101,509,000","87,992,000","100,302,000","91,062,000","84,739,000","69,163,000","81,665,000","86,598,000","69,362,000","57,762,000","66,914,000","65,664,000","56,721,000","49,103,000","52,787,000","41,813,000","34,034,000","29,720,000","31,865,000","32,897,000","33,790,000","32,432,000","34,629,000","29,462,000","21,875,000","18,808,000","17,717,000","15,950,000","13,181,000","14,152,000","13,452,000","15,610,000","13,242,000","13,716,000","12,031,000"
				GrossAccountsReceivable,"304,300,000","318,100,000","275,300,000","234,100,000","239,500,000","255,100,000","233,600,000","201,100,000","240,100,000","248,100,000","234,300,000","232,100,000","268,900,000","328,100,000","334,600,000","290,900,000","260,800,000","239,000,000","256,200,000","257,800,000","250,600,000","263,500,000","243,300,000","256,300,000","323,500,000","339,300,000","352,000,000","327,500,000","321,367,000","336,188,000","195,453,000","195,940,000","150,574,000","133,905,000","154,822,000","149,337,000","107,267,000","99,619,000","98,607,000","104,707,000","95,996,000","87,457,000","96,048,000","94,517,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-6,000,000","-5,900,000","-5,600,000","-5,800,000","-5,800,000","-5,800,000","-5,800,000","-5,800,000","-1,700,000","-1,700,000","-2,100,000","-2,100,000","-2,100,000","-2,100,000","-2,000,000","-1,800,000","-2,600,000","-2,600,000","-2,600,000","-2,600,000","-4,000,000","-3,800,000","-3,800,000","-3,700,000","-3,500,000","-2,300,000","-2,900,000","-2,900,000","-1,800,000","-1,165,000","-965,000","-883,000","-887,000","-883,000","-883,000","-883,000","-567,000","-567,000","-567,000","-567,000","-503,000","-709,000","-709,000","-709,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,736,000",,,,,,,,,,,,,,,,,,,,,
