name,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018
TotalAssets,"1,935,250,172","1,963,857,082","1,779,163,270","1,547,027,439","1,913,156,861","1,836,248,780","1,651,071,132","1,825,678,031"
TotalLiabilitiesNetMinorityInterest,"32,412,056","21,102,248","40,040,965","22,332,778","31,481,571","35,637,349","12,834,624","21,709,561"
TotalEquityGrossMinorityInterest,"1,902,838,116","1,942,754,834","1,739,122,305","1,524,694,661","1,881,675,290","1,800,611,431","1,638,236,508","1,803,968,470"
	StockholdersEquity,"1,902,838,116","1,942,754,834","1,739,122,305","1,524,694,661","1,881,675,290","1,800,611,431","1,638,236,508","1,803,968,470"
		CapitalStock,"1,309,265,007","1,309,268,867","1,309,268,867","1,320,628,954","1,320,628,954","1,320,628,954","1,320,628,954","1,320,628,954"
			CommonStock,"1,309,265,007","1,309,268,867","1,309,268,867","1,320,628,954","1,320,628,954","1,320,628,954","1,320,628,954","1,320,628,954"
		RetainedEarnings,"593,573,109","633,485,967","429,853,438","204,065,707","561,046,336","479,982,477","317,607,554","-37,685,311"
TotalCapitalization,,,"1,739,188,586",,"1,882,229,145","1,800,717,334",,"1,804,019,709"
CommonStockEquity,"1,902,838,116","1,942,754,834","1,739,122,305","1,524,694,661","1,881,675,290","1,800,611,431","1,638,236,508","1,803,968,470"
NetTangibleAssets,"1,902,838,116","1,942,754,834","1,739,122,305","1,524,694,661","1,881,675,290","1,800,611,431","1,638,236,508","1,803,968,470"
InvestedCapital,,,"1,739,188,586",,"1,882,229,145","1,800,717,334",,"1,804,019,709"
TangibleBookValue,"1,902,838,116","1,942,754,834","1,739,122,305","1,524,694,661","1,881,675,290","1,800,611,431","1,638,236,508","1,803,968,470"
TotalDebt,,,"66,281",,"553,855","105,903",,"51,239"
NetDebt,,,"66,281",,"553,855","105,903",,"51,239"
ShareIssued,"186,003,434","186,003,434","186,003,434","187,542,405","187,542,405","187,542,405","187,542,405","187,542,405"
OrdinarySharesNumber,"186,003,434","186,003,434","186,003,434","187,542,405","187,542,405","187,542,405","187,542,405","187,542,405"
