name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012
TotalRevenue,"144,548,000","31,080,000","42,455,000","37,150,000","33,863,000","31,617,000","36,262,000","31,845,000","22,604,000","26,605,000","36,931,000","30,604,000","30,345,000","27,688,000","30,032,000","28,616,000","24,999,000","23,085,000","35,233,000","27,016,000","34,592,000","18,063,000","25,232,000","23,933,000","22,627,000","14,697,000","22,315,000","15,693,000","13,066,000","11,593,000","15,618,000","12,343,000","10,881,000","8,751,000","10,120,000","8,389,000","7,218,000","5,676,000","6,493,000","6,035,000","5,943,000","4,502,000"
	OperatingRevenue,"144,548,000","31,080,000","42,455,000","37,150,000","33,863,000","31,617,000","36,262,000","31,845,000","22,604,000","26,605,000","36,931,000","30,604,000","30,345,000","27,688,000","30,032,000","28,616,000","24,999,000","23,085,000","35,233,000","27,016,000","34,592,000","18,063,000","25,232,000","23,933,000","22,627,000","14,697,000","22,315,000","15,693,000","13,066,000","11,593,000","15,618,000","12,343,000","10,881,000","8,751,000","10,120,000","8,389,000","7,218,000","5,676,000","6,493,000","6,035,000","5,943,000","4,502,000"
CostOfRevenue,"67,459,000","14,778,000","20,046,000","17,154,000","15,481,000","15,623,000","16,718,000","13,962,000","10,712,000","11,017,000","14,800,000","10,925,000","9,605,000","8,709,000","10,793,000","9,291,000","8,552,000","7,695,000","9,188,000","7,305,000","8,224,000","7,163,000","8,429,000","8,075,000","7,871,000","5,870,000","8,626,000","6,289,000","5,871,000","5,340,000","6,693,000","5,271,000","4,860,000","4,325,000","4,821,000","3,784,000","3,522,000","2,882,000","3,285,000","3,086,000","3,334,000","2,656,000"
GrossProfit,"77,089,000","16,302,000","22,409,000","19,996,000","18,382,000","15,994,000","19,544,000","17,883,000","11,892,000","15,588,000","22,131,000","19,679,000","20,740,000","18,979,000","19,239,000","19,325,000","16,447,000","15,390,000","26,045,000","19,711,000","26,368,000","10,900,000","16,803,000","15,858,000","14,756,000","8,827,000","13,689,000","9,404,000","7,195,000","6,253,000","8,925,000","7,072,000","6,021,000","4,426,000","5,299,000","4,605,000","3,696,000","2,794,000","3,208,000","2,949,000","2,609,000","1,846,000"
OperatingExpense,"196,917,000","53,772,000","49,758,000","49,370,000","44,017,000","41,862,000","38,613,000","35,467,000","35,651,000","43,223,000","44,850,000","40,389,000","39,528,000","39,463,000","36,829,000","34,461,000","35,234,000","33,269,000","33,419,000","29,754,000","29,682,000","28,366,000","26,678,000","24,324,000","24,306,000","22,112,000","21,273,000","17,848,000","18,621,000","20,041,000","20,431,000","18,476,000","18,154,000","15,406,000","13,600,000","11,772,000","10,334,000","9,185,000","8,280,000","7,255,000","6,222,000","5,364,000"
	SellingGeneralAndAdministration,"125,059,000","36,355,000","31,596,000","30,253,000","26,855,000","26,799,000","23,990,000","20,474,000","19,912,000","25,721,000","26,878,000","23,382,000","22,499,000","23,436,000","20,298,000","17,810,000","20,649,000","19,437,000","19,744,000","18,380,000","18,644,000","17,565,000","16,682,000","15,607,000","15,507,000","14,904,000","14,202,000","12,036,000","12,823,000","14,125,000","14,994,000","12,515,000","12,880,000","10,674,000","9,090,000","7,988,000","6,708,000","6,126,000","4,898,000","4,170,000","3,251,000","3,167,000"
	ResearchAndDevelopment,"71,858,000","17,417,000","18,162,000","19,117,000","17,162,000","15,063,000","14,623,000","14,993,000","15,739,000","17,502,000","17,972,000","17,007,000","17,029,000","16,027,000","16,531,000","16,651,000","14,585,000","13,832,000","13,675,000","11,374,000","11,038,000","10,801,000","9,996,000","8,717,000","8,799,000","7,208,000","7,071,000","5,812,000","5,798,000","5,916,000","5,437,000","5,961,000","5,274,000","4,732,000","4,510,000","3,784,000","3,626,000","3,059,000","3,382,000","3,085,000","2,971,000","2,197,000"
OperatingIncome,"-119,828,000","-37,470,000","-27,349,000","-29,374,000","-25,635,000","-25,868,000","-19,069,000","-17,584,000","-23,759,000","-27,635,000","-22,719,000","-20,710,000","-18,788,000","-20,484,000","-17,590,000","-15,136,000","-18,787,000","-17,879,000","-7,374,000","-10,043,000","-3,314,000","-17,466,000","-9,875,000","-8,466,000","-9,550,000","-13,285,000","-7,584,000","-8,444,000","-11,426,000","-13,788,000","-11,506,000","-11,404,000","-12,133,000","-10,980,000","-8,301,000","-7,167,000","-6,638,000","-6,391,000","-5,072,000","-4,306,000","-3,613,000","-3,518,000"
NetNonOperatingInterestIncomeExpense,"-6,821,000","-1,732,000","-1,729,000","-1,723,000","-1,637,000","-1,752,000","-4,027,000","-3,821,000","-3,637,000","-2,179,000","-1,730,000","-1,652,000","-1,061,000","-1,225,000","-2,128,000","-1,247,000","-1,400,000","-1,325,000","-1,308,000","-1,304,000","-1,378,000","-1,354,000","-1,398,000","-1,405,000","-1,232,000","-1,247,000","-958,000","-964,000","-945,000","-917,000","-824,000","-632,000","-1,940,000","-472,000","-490,000","-516,000","-486,000","-382,000","-249,000","-215,000","-214,000","-105,000"
	InterestIncomeNonOperating,"682,000","151,000","147,000","153,000","231,000","118,000","228,000","333,000","479,000","704,000","705,000","763,000","828,000","523,000","505,000","384,000","204,000","238,000","260,000","252,000","150,000","147,000","124,000","104,000","94,000","68,000","52,000","58,000","56,000","67,000","68,000","65,000","75,000","64,000","40,000","22,000","3,000","3,000","4,000","4,000","6,000","7,000"
