name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997
TotalAssets,"4,964,129,000","4,900,362,000","4,865,227,000","4,655,868,000","4,388,013,000","4,186,897,000","4,180,917,000","4,055,188,000","3,856,762,000","3,830,887,000","3,893,346,000","3,775,708,000","3,686,778,000","3,618,106,000","3,756,523,000","3,622,695,000","3,506,554,000","3,469,384,000","3,951,711,000","2,736,660,000","2,777,103,000","2,860,094,000","2,882,442,000","3,043,658,000","2,981,583,000","2,589,315,000","2,695,051,000","2,163,695,000","2,091,564,000","2,056,155,000","2,072,632,000","2,100,417,000","1,795,464,000","1,800,615,000","1,802,770,000","1,727,355,000","1,693,344,000","1,885,172,000","1,881,143,000","1,915,261,000","1,928,640,000","1,918,256,000","1,951,418,000","1,938,433,000","2,004,884,000","2,049,644,000","2,118,093,000","1,811,471,000","1,906,961,000","1,481,107,000","1,504,383,000","1,511,226,000","1,511,092,000","2,000,551,000","2,024,594,000","2,061,699,000","2,055,771,000","1,913,416,000","2,416,273,000","2,413,679,000","1,923,056,000","1,861,656,000","1,839,713,000","1,830,539,000","1,820,138,000","1,544,891,000","1,675,229,000","1,923,474,000","2,020,365,000","2,066,055,000","2,137,054,000","2,613,446,000","2,177,835,000","2,264,323,000","2,378,165,000","2,478,863,000","2,429,768,000","2,543,066,000","2,751,022,000","3,630,031,000","2,473,254,000","3,218,778,000","3,317,301,000","5,070,058,000","5,030,423,000","1,167,152,000","1,027,201,000","852,590,000","780,834,000","707,200,000","677,800,000","644,900,000","614,800,000","588,700,000","572,400,000","591,200,000","575,100,000","533,500,000","447,200,000","391,100,000","276,700,000","99,600,000"
	CurrentAssets,"3,228,533,000","3,164,114,000","3,188,906,000","2,984,133,000","2,794,453,000","2,596,539,000","2,611,159,000","2,567,883,000","2,340,211,000","2,266,444,000","2,381,802,000","2,291,232,000","2,178,168,000","2,089,667,000","2,142,602,000","2,104,476,000","1,985,422,000","1,923,422,000","2,006,311,000","1,923,135,000","1,942,250,000","1,998,052,000","2,013,192,000","2,150,174,000","2,078,049,000","1,751,020,000","1,864,210,000","1,766,576,000","1,682,838,000","1,681,367,000","1,693,190,000","1,698,431,000","1,431,336,000","1,416,964,000","1,395,802,000","1,304,477,000","1,264,158,000","1,434,873,000","1,415,690,000","1,410,521,000","1,409,602,000","1,375,364,000","1,332,838,000","1,286,386,000","1,323,402,000","1,397,942,000","1,441,568,000","1,071,433,000","1,121,376,000","1,278,067,000","1,305,762,000","1,317,022,000","1,300,154,000","1,178,549,000","1,184,786,000","1,312,030,000","1,333,382,000","1,470,674,000","1,968,759,000","1,995,092,000","1,425,174,000","1,160,077,000","1,098,186,000","1,247,686,000","1,285,907,000","974,866,000","1,101,922,000","1,068,887,000","1,084,299,000","1,023,776,000","1,079,272,000","743,419,000","1,158,512,000","1,180,518,000","1,229,403,000","1,415,119,000","1,339,614,000","1,395,352,000","1,637,657,000","1,860,509,000","1,561,743,000","2,031,406,000","2,191,089,000","2,295,301,000","2,243,731,000","925,185,000","813,014,000","661,670,000","616,320,000","558,500,000","533,000,000","497,200,000","468,600,000","444,400,000","428,000,000","444,900,000","445,000,000","436,900,000","378,600,000","337,500,000","240,300,000","79,500,000"
		CashCashEquivalentsAndShortTermInvestments,"1,549,415,000","1,579,004,000","1,604,029,000","1,412,451,000","1,354,790,000","1,180,671,000","1,239,291,000","1,164,153,000","988,474,000","947,353,000","1,013,985,000","842,899,000","818,475,000","787,953,000","894,404,000","955,154,000","920,680,000","927,610,000","919,646,000","794,283,000","903,402,000","943,909,000","1,052,863,000","1,150,240,000","1,117,212,000","870,331,000","926,078,000","857,158,000","731,427,000","743,877,000","726,925,000","653,134,000","415,132,000","425,077,000","471,466,000","478,160,000","456,471,000","637,185,000","692,501,000","667,347,000","635,713,000","600,700,000","541,896,000","486,332,000","506,840,000","625,820,000","688,687,000","470,421,000","613,766,000","1,001,589,000","1,048,888,000","1,062,826,000","1,065,775,000","922,603,000","917,005,000","1,028,921,000","1,033,620,000","1,181,949,000","1,714,246,000","1,728,763,000","1,116,959,000","870,707,000","848,557,000","1,018,596,000","1,089,711,000","794,634,000","952,312,000","916,457,000","938,588,000","897,640,000","955,874,000","614,099,000","1,043,074,000","1,053,633,000","1,106,474,000","1,312,336,000","1,239,446,000","1,288,511,000","1,507,603,000","1,686,942,000","1,368,725,000","1,523,650,000","1,300,484,000","1,398,425,000","1,501,375,000","259,683,000","238,318,000","244,062,000","237,141,000","258,500,000","262,400,000","142,600,000","194,900,000","194,700,000","227,400,000","193,500,000","174,500,000","251,900,000","263,100,000","244,500,000","180,800,000","31,900,000"
			CashAndCashEquivalents,"1,019,863,000","1,118,636,000","1,422,546,000","1,230,441,000","1,202,974,000","1,029,237,000","1,088,624,000","1,093,749,000","887,732,000","837,286,000","904,045,000","723,229,000","699,148,000","668,810,000","745,423,000","726,214,000","652,096,000","648,867,000","640,513,000","559,540,000","628,623,000","693,853,000","777,615,000","854,918,000","922,033,000","660,321,000","790,971,000","697,091,000","586,338,000","598,723,000","586,720,000","532,884,000","325,083,000","330,084,000","346,487,000","378,179,000","356,498,000","552,267,000","642,444,000","617,232,000","585,547,000","550,461,000","541,896,000","486,332,000","506,840,000","625,820,000","688,687,000","470,237,000","584,229,000","573,180,000","485,705,000","455,732,000","583,481,000","534,985,000","550,669,000","873,103,000","963,852,000","922,306,000","892,061,000","724,271,000","470,306,000","374,079,000","220,164,000","552,234,000","656,223,000","298,624,000","372,781,000","313,569,000","255,822,000","192,949,000","202,623,000","255,730,000","218,145,000","296,315,000","309,665,000","585,258,000","509,407,000","305,053,000","377,189,000","715,180,000","514,731,000","472,533,000","397,890,000","869,604,000","1,144,212,000","176,725,000","143,187,000","209,903,000","90,004,000","148,300,000","143,400,000","142,600,000","194,900,000","194,700,000","227,400,000","193,500,000","174,500,000","251,900,000","263,100,000","244,500,000","180,800,000","31,900,000"
			OtherShortTermInvestments,"529,552,000","460,368,000","181,483,000","182,010,000","151,816,000","151,434,000","150,667,000","70,404,000","100,742,000","110,067,000","109,940,000","119,670,000","119,327,000","119,143,000","148,981,000","228,940,000","268,584,000","278,743,000","279,133,000","234,743,000","274,779,000","250,056,000","275,248,000","295,322,000","195,179,000","210,010,000","135,107,000","160,067,000","145,089,000","145,154,000","140,205,000","120,250,000","90,049,000","94,993,000","124,979,000","99,981,000","99,973,000","84,918,000","50,057,000","50,115,000","50,166,000","50,239,000",,,,,"0","184,000","29,537,000","428,409,000","563,183,000","607,094,000","482,294,000","387,618,000","366,336,000","155,818,000","69,768,000","259,643,000","822,185,000","1,004,492,000","646,653,000","496,628,000","628,393,000","466,362,000","433,488,000","496,010,000","579,531,000","602,888,000","682,766,000","704,691,000","753,251,000","358,369,000","824,929,000","757,318,000","796,809,000","727,078,000","730,039,000","983,458,000","1,130,414,000","971,762,000","853,994,000","1,051,117,000","902,594,000","528,821,000","357,163,000","82,958,000","95,131,000","34,159,000","147,137,000","110,200,000","119,000,000",,,,,,,,,,,
		Receivables,"933,877,000","924,201,000","1,004,721,000","996,078,000","816,351,000","811,585,000","827,229,000","834,670,000","835,978,000","775,058,000","837,036,000","910,030,000","842,559,000","828,882,000","812,844,000","728,940,000","647,380,000","553,724,000","633,887,000","661,484,000","568,001,000","612,873,000","584,373,000","592,297,000","584,115,000","506,764,000","579,249,000","533,649,000","561,434,000","526,396,000","529,664,000","549,713,000","515,025,000","518,967,000","488,630,000","439,188,000","426,884,000","406,122,000","354,185,000","379,092,000","397,291,000","399,457,000","417,509,000","414,826,000","391,330,000","369,718,000","343,582,000","260,277,000","178,959,000","105,624,000","118,251,000","120,271,000","116,671,000","130,477,000","142,414,000","138,142,000","135,326,000","149,757,000","112,848,000","129,684,000","154,117,000","150,940,000","118,642,000","89,638,000","89,353,000","92,233,000","72,786,000","70,622,000","66,482,000","52,122,000","45,878,000","49,821,000","38,593,000","45,876,000","43,600,000","41,966,000","32,432,000","23,485,000","28,680,000","43,289,000","61,194,000","150,221,000","395,063,000","370,764,000","267,011,000","250,996,000","248,950,000","213,087,000","197,771,000","166,200,000","144,300,000","103,200,000","96,400,000","80,300,000","85,500,000","108,500,000","132,000,000","79,300,000","63,200,000","57,100,000","31,200,000","26,100,000"
			AccountsReceivable,"774,896,000","795,247,000","884,958,000","878,229,000","716,779,000","700,025,000","719,405,000","715,195,000","693,963,000","655,105,000","724,854,000","798,884,000","756,607,000","761,186,000","786,502,000","728,940,000","647,380,000","553,724,000","622,183,000","653,242,000","564,856,000","595,706,000","576,235,000","588,389,000","555,056,000","480,382,000","550,792,000","530,261,000","553,306,000","513,554,000","518,981,000","541,573,000","514,973,000","518,915,000","488,578,000","430,424,000","421,014,000","394,785,000","345,496,000","379,092,000","397,291,000","399,457,000","417,509,000","414,826,000","391,330,000","369,718,000","343,582,000","260,277,000","178,959,000","105,624,000","118,251,000","120,271,000","116,671,000","130,477,000","138,441,000","138,142,000","132,065,000","144,639,000","104,078,000","117,806,000","145,495,000","139,422,000","107,172,000","89,638,000","76,599,000","81,136,000","72,786,000","70,622,000","66,482,000","52,122,000","45,878,000","49,821,000","38,593,000","45,876,000","43,600,000","41,966,000","32,432,000","23,485,000","28,680,000","43,289,000","61,194,000","150,221,000","395,063,000","370,764,000","267,011,000","250,996,000",,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"785,696,000","804,647,000","895,858,000","888,129,000","727,179,000","711,125,000","730,005,000","726,995,000","704,363,000","677,405,000","744,954,000","815,184,000","774,607,000","778,386,000","803,902,000","746,640,000","665,080,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-10,800,000","-9,400,000","-10,900,000","-9,900,000","-10,400,000","-11,100,000","-10,600,000","-11,800,000","-10,400,000","-22,300,000","-20,100,000","-16,300,000","-18,000,000","-17,200,000","-17,400,000","-17,700,000","-17,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"158,981,000","128,954,000","119,763,000","117,849,000","99,572,000","111,560,000","107,824,000","119,475,000","142,015,000","119,953,000","112,182,000","111,146,000","85,952,000","67,696,000","26,342,000",,,,"11,704,000","8,242,000","3,145,000","17,167,000","8,138,000","3,908,000","29,059,000","26,382,000","28,457,000","3,388,000","8,128,000","12,842,000","10,683,000","8,140,000","52,000","52,000","52,000","8,764,000","5,870,000","11,337,000","8,689,000",,,,,,,,,,,,,,,,"3,973,000",,"3,261,000","5,118,000","8,770,000","11,878,000","8,622,000","11,518,000","11,470,000",,"12,754,000","11,097,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
