name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004
TotalRevenue,"266,936,000","68,332,000","65,998,000","66,079,000","66,527,000","74,119,000","80,204,000","67,218,000","78,201,000","73,985,000","76,115,000","70,129,000","70,601,000","72,667,000","72,488,000","73,867,000","77,464,000","76,314,000","74,832,000","75,233,000","75,076,000","74,838,000","73,598,000","73,650,000","73,497,000","74,462,000","73,758,000","74,266,000","73,715,000","73,317,000","73,089,000","72,310,000","73,582,000","74,568,000","72,873,000","71,370,000","74,952,000","74,036,000","76,663,000","72,279,000","72,175,000","72,196,000","69,964,000","71,063,000","71,041,000","68,835,000","66,606,000","61,899,000","85,786,000","68,894,000","68,823,000","70,174,000","75,366,000","84,148,000","67,483,000","69,610,000","68,247,000","63,880,000","65,905,000","65,672,000","66,956,000","54,916,000","57,047,000",,,,,,,,
	OperatingRevenue,"266,936,000","68,332,000","65,998,000","66,079,000","66,527,000","74,119,000","80,204,000","67,218,000","78,201,000","73,985,000","76,115,000","70,129,000","70,601,000","72,667,000","72,488,000","73,867,000","77,464,000","76,314,000","74,832,000","75,233,000","75,076,000","74,838,000","73,598,000","73,650,000","73,497,000","74,462,000","73,758,000","74,266,000","73,715,000","73,317,000","73,089,000","72,310,000","73,582,000","74,568,000","72,873,000","71,370,000","74,952,000","74,036,000","76,663,000","72,279,000","72,175,000","72,196,000","69,964,000","71,063,000","71,041,000","68,835,000","66,606,000","61,899,000","85,786,000","68,894,000","68,823,000","70,174,000","75,366,000","84,148,000","67,483,000","69,610,000","68,247,000","63,880,000","65,905,000","65,672,000","66,956,000","54,916,000","57,047,000",,,,,,,,
PretaxIncome,"79,992,000","19,357,000","20,325,000","20,633,000","19,677,000","29,309,000","30,475,000","16,655,000","33,368,000","18,427,000","31,795,000","27,031,000","22,733,000","25,940,000","26,508,000","30,447,000","28,035,000","30,626,000","32,056,000","35,054,000","34,407,000","35,544,000","28,336,000","34,596,000","31,521,000","29,121,000","27,125,000","34,895,000","25,896,000","23,488,000","25,116,000","23,473,000","26,733,000","24,637,000","24,014,000","23,739,000","23,686,000","18,807,000","16,129,000","-1,182,000","433,000","1,876,000","12,485,000","10,569,000","9,752,000","2,693,000","-10,939,000","-14,849,000","15,311,000","4,910,000","12,839,000","-19,625,000","14,058,000","8,374,000","17,264,000","18,613,000","10,916,000","23,364,000","28,802,000","26,428,000","-23,801,000","17,730,000","23,525,000",,,,,,,,
TaxProvision,"15,011,000","3,512,000","4,185,000","3,618,000","3,696,000","6,300,000","5,473,000","3,077,000","6,528,000","1,170,000","6,153,000","5,514,000","4,476,000","5,810,000","6,175,000","8,842,000","7,160,000","7,312,000","12,443,000","12,036,000","11,619,000","12,083,000","8,726,000","11,790,000","10,901,000","9,845,000","9,274,000","11,872,000","8,638,000","7,822,000","8,472,000","7,622,000","9,102,000","8,252,000","7,990,000","7,970,000","7,439,000","6,017,000","4,976,000","-2,288,000","-459,000","854,000","4,026,000","2,090,000","3,767,000","469,000","-3,591,000","-4,102,000","5,074,000","1,988,000","3,913,000","-6,735,000","4,022,000","2,613,000","5,776,000","4,552,000","4,126,000","8,541,000","9,986,000","11,378,000","-6,544,000","5,743,000","7,694,000",,,,,,,,
NetIncomeCommonStockholders,"63,502,000","15,477,000","15,771,000","16,641,000","15,613,000","22,608,000","24,593,000","13,219,000","26,418,000","16,875,000","25,225,000","21,119,000","17,895,000","19,724,000","19,961,000","21,223,000","20,588,000","23,014,000","19,369,000","22,758,000","22,572,000","23,240,000","19,406,000","22,590,000","20,436,000","19,095,000","17,672,000","22,821,000","17,113,000","15,534,000","16,497,000","15,707,000","17,547,000","16,306,000","15,947,000","15,692,000","16,165,000","12,722,000","11,095,000","1,046,000","892,000","1,022,000","8,459,000","8,479,000","5,985,000","2,224,000","-7,348,000","-10,747,000","10,237,000","2,922,000","8,926,000","-12,890,000","10,036,000","5,761,000","11,488,000","14,061,000","6,790,000","14,823,000","18,816,000","15,050,000","-17,257,000","11,987,000","15,831,000","9,690,000","9,689,000","9,689,000","14,471,000","16,127,000","16,127,000","16,127,000","16,127,000"
	NetIncome,"64,981,000","15,845,000","16,140,000","17,015,000","15,981,000","23,009,000","25,002,000","13,578,000","26,840,000","17,257,000","25,642,000","21,517,000","18,257,000","20,130,000","20,333,000","21,605,000","20,875,000","23,314,000","19,613,000","23,018,000","22,788,000","23,461,000","19,610,000","22,806,000","20,620,000","19,276,000","17,851,000","23,023,000","17,258,000","15,666,000","16,644,000","15,851,000","17,631,000","16,385,000","16,024,000","15,769,000","16,247,000","12,790,000","11,153,000","1,106,000","892,000","1,022,000","8,459,000","8,479,000","5,985,000","2,224,000","-7,348,000","-10,747,000","10,237,000","2,922,000","8,926,000","-12,890,000","10,036,000","5,761,000","11,488,000","14,061,000","6,790,000","14,823,000","18,816,000","15,050,000","-17,257,000","11,987,000","15,831,000","9,690,000","9,689,000","9,689,000","14,471,000","16,127,000","16,127,000","16,127,000","16,127,000"
		NetIncomeIncludingNoncontrollingInterests,"64,981,000","15,845,000","16,140,000","17,015,000","15,981,000","23,009,000","25,002,000","13,578,000","26,840,000","17,257,000","25,642,000","21,517,000","18,257,000","20,130,000","20,333,000","21,605,000","20,875,000","23,314,000","19,613,000","23,018,000","22,788,000","23,461,000","19,610,000","22,806,000","20,620,000","19,276,000","17,851,000","23,023,000","17,258,000","15,666,000","16,644,000","15,851,000","17,631,000","16,385,000","16,024,000","15,769,000","16,247,000","12,790,000","11,153,000","1,106,000","892,000","1,022,000","8,459,000","8,479,000","5,985,000","2,224,000","-7,348,000","-10,747,000","10,237,000","2,922,000","8,926,000","-12,890,000","10,036,000","5,761,000","11,488,000","14,061,000","6,790,000","14,823,000","18,816,000","15,050,000","-17,257,000","11,987,000","15,831,000","9,690,000","9,689,000","9,689,000","14,471,000","16,127,000","16,127,000","16,127,000","16,127,000"
			NetIncomeContinuousOperations,"64,981,000","15,845,000","16,140,000","17,015,000","15,981,000","23,009,000","25,002,000","13,578,000","26,840,000","17,257,000","25,642,000","21,517,000","18,257,000","20,130,000","20,333,000","21,605,000","20,875,000","23,314,000","19,613,000","23,018,000","22,788,000","23,461,000","19,610,000","22,806,000","20,620,000","19,276,000","17,851,000","23,023,000","17,258,000","15,666,000","16,644,000","15,851,000","17,631,000","16,385,000","16,024,000","15,769,000","16,247,000","12,790,000","11,153,000","1,106,000","892,000","1,022,000","8,459,000","8,479,000","5,985,000","2,224,000","-7,348,000","-10,747,000","10,237,000","2,922,000","8,926,000","-12,890,000","10,036,000","5,761,000","11,488,000","14,061,000","6,790,000","14,823,000","18,816,000","15,050,000","-17,257,000","11,987,000","15,831,000","9,690,000","9,689,000","9,689,000","14,471,000","16,127,000","16,127,000","16,127,000","16,127,000"
	OtherunderPreferredStockDividend,"1,479,000","368,000","369,000","374,000","368,000","401,000","409,000","359,000","422,000","382,000","417,000","398,000","362,000","406,000","372,000","382,000","287,000","300,000","244,000","260,000","216,000","221,000","204,000","216,000","184,000","181,000","179,000","202,000","145,000","132,000","147,000","144,000","84,000","79,000","77,000","77,000","82,000","68,000","58,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"63,502,000","15,477,000","15,771,000","16,641,000","15,613,000","22,608,000","24,593,000","13,219,000","26,418,000","16,875,000","25,225,000","21,119,000","17,895,000","19,724,000","19,961,000","21,223,000","20,588,000","23,014,000","19,369,000","22,758,000","22,572,000","23,240,000","19,406,000","22,590,000","20,436,000","19,095,000","17,672,000","22,821,000","17,113,000","15,534,000","16,497,000","15,707,000","17,547,000","16,306,000","15,947,000","15,692,000","16,165,000","12,722,000","11,095,000","1,046,000","892,000","1,022,000","8,459,000","8,479,000","5,985,000","2,224,000","-7,348,000","-10,747,000","10,237,000","2,922,000","8,926,000","-12,890,000","10,036,000","5,761,000","11,488,000","14,061,000","6,790,000","14,823,000","18,816,000","15,050,000","-17,257,000","11,987,000","15,831,000","9,690,000","9,689,000","9,689,000","14,471,000","16,127,000","16,127,000","16,127,000","16,127,000"
