name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009
TotalRevenue,"850,000","232,000","54,000","142,000","346,000","13,000","421,000","122,000","942,000","3,825,000","6,888,000","6,104,000","5,058,000","6,403,000","6,625,000","8,575,000","9,420,000","8,218,000","6,680,000","7,699,000","7,542,000","5,616,000","5,836,000","6,944,000","8,113,000","6,320,000","7,297,000","8,017,000","8,924,000","5,899,000","9,501,000","10,141,000","7,721,000","903,000","1,695,000","1,127,000","1,859,000","3,543,000","1,924,000","562,000","7,027,000","14,872,000","17,229,000","17,506,000","14,533,000","15,281,000","14,108,000","1,496,000","462,000","330,000","-551,000","204,000","189,000","158,000"
	OperatingRevenue,"752,000","232,000","54,000","120,000","346,000","13,000","421,000","122,000","942,000","3,825,000","6,888,000","6,104,000","5,058,000","6,403,000","6,625,000","8,575,000","9,420,000","8,218,000","6,680,000","7,699,000","7,542,000","5,616,000","5,836,000","6,944,000","8,113,000","6,320,000","7,297,000","8,017,000","8,924,000","5,899,000","9,501,000","10,141,000","7,721,000","903,000","1,695,000","1,127,000","1,859,000","3,543,000","1,924,000","562,000","7,027,000","14,872,000","17,229,000","17,506,000","14,533,000","15,281,000","14,108,000","1,496,000","462,000","330,000","-551,000","204,000","189,000","158,000"
CostOfRevenue,"14,352,000","4,181,000","3,895,000","3,482,000","2,794,000","1,994,000","1,960,000","2,260,000","2,644,000","8,139,000","9,427,000","9,893,000","8,452,000","8,961,000","9,664,000","10,628,000","10,693,000","10,583,000","9,343,000","9,709,000","9,705,000","9,408,000","8,155,000","9,650,000","9,989,000","9,223,000","9,001,000","10,629,000","9,898,000","9,234,000","10,873,000","11,760,000","8,269,000","4,680,000","5,048,000","4,746,000","3,616,000","4,503,000","2,811,000","6,079,000","8,510,000","15,010,000","15,526,000","16,232,000","13,637,000","15,193,000","12,590,000","856,000","0","0","0","0","0","0"
GrossProfit,"-13,502,000","-3,949,000","-3,841,000","-3,340,000","-2,448,000","-1,981,000","-1,539,000","-2,138,000","-1,702,000","-4,314,000","-2,539,000","-3,789,000","-3,394,000","-2,558,000","-3,039,000","-2,053,000","-1,273,000","-2,365,000","-2,663,000","-2,010,000","-2,163,000","-3,792,000","-2,319,000","-2,706,000","-1,876,000","-2,903,000","-1,704,000","-2,612,000","-974,000","-3,335,000","-1,372,000","-1,619,000","-548,000","-3,777,000","-3,353,000","-3,619,000","-1,757,000","-960,000","-887,000","-5,517,000","-1,483,000","-138,000","1,703,000","1,274,000","896,000","88,000","1,518,000","640,000","462,000","330,000","-551,000","204,000","189,000","158,000"
OperatingExpense,"47,528,000","12,006,000","12,637,000","11,189,000","11,620,000","7,897,000","5,460,000","4,015,000","3,550,000","3,363,000","3,688,000","4,214,000","3,099,000","3,070,000","3,676,000","4,055,000","3,106,000","2,634,000","2,145,000","3,103,000","4,014,000","3,390,000","4,174,000","3,429,000","3,616,000","2,963,000","4,882,000","6,662,000","5,557,000","6,201,000","7,539,000","7,293,000","8,484,000","9,145,000","9,550,000","12,144,000","12,107,000","11,926,000","12,158,000","18,909,000","14,263,000","18,082,000","14,827,000","12,798,000","12,518,000","8,500,000","7,917,000","15,155,000","8,081,000","7,310,000","6,144,000","5,377,000","3,661,000","3,387,000"
	SellingGeneralAndAdministration,"31,046,000","9,367,000","7,466,000","9,335,000","4,820,000","3,872,000","3,611,000","3,215,000","2,919,000","2,783,000","3,380,000","2,431,000","2,182,000","2,092,000","2,425,000","2,190,000","1,637,000","1,870,000","1,281,000","1,893,000","2,123,000","2,173,000","2,628,000","2,273,000","2,147,000","1,919,000","3,286,000","5,135,000","3,792,000","4,479,000","4,833,000","3,570,000","4,898,000","5,040,000","5,651,000","6,668,000","6,279,000","6,950,000","7,806,000","13,508,000","9,540,000","13,127,000","8,889,000","7,587,000","7,180,000","5,234,000","4,529,000","11,601,000","4,871,000","2,642,000","3,014,000","2,532,000","1,586,000","1,567,000"
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,"2,425,000","2,190,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,"0","0","2,642,000",,,"1,586,000","1,567,000"
			OtherGandA,,,,,,,,,,,,,,,"2,425,000","2,190,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"6,589,000","1,192,000","2,452,000","1,541,000","1,404,000","1,378,000","1,959,000","870,000","677,000","580,000","308,000","1,789,000","945,000","978,000","1,251,000","1,865,000","1,469,000","789,000","864,000","1,210,000","1,891,000","1,217,000","1,546,000","1,156,000","1,469,000","1,044,000","1,596,000","1,527,000","1,765,000","1,722,000","2,706,000","3,723,000","3,586,000","4,105,000","3,899,000","5,476,000","5,828,000","4,976,000","4,352,000","5,401,000","4,723,000","4,955,000","5,938,000","5,211,000","5,338,000","3,266,000","3,388,000","3,554,000","3,210,000","4,668,000","3,778,000","2,845,000","2,065,000","1,820,000"
	DepreciationAmortizationDepletionIncomeStatement,"943,000","351,000","452,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,"943,000","351,000","452,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,"8,950,000","1,096,000","2,069,000","313,000","5,396,000","2,647,000","-110,000","-70,000","-46,000",,"0","-6,000","-28,000",,"0",,,"-25,000",,,,,,,,,,,,,"0",,,,,"0",,,,"0","0",,,,,,,,,,"-648,000","0",,
OperatingIncome,"-61,030,000","-15,955,000","-16,478,000","-14,529,000","-14,068,000","-9,878,000","-6,999,000","-6,153,000","-5,252,000","-7,677,000","-6,227,000","-8,003,000","-6,493,000","-5,628,000","-6,715,000","-6,108,000","-4,379,000","-4,999,000","-4,808,000","-5,113,000","-6,177,000","-7,182,000","-6,493,000","-6,135,000","-5,492,000","-5,866,000","-6,586,000","-9,274,000","-6,531,000","-9,536,000","-8,911,000","-8,912,000","-9,032,000","-12,922,000","-12,903,000","-15,763,000","-13,864,000","-12,886,000","-13,045,000","-24,426,000","-15,746,000","-18,220,000","-13,124,000","-11,524,000","-11,622,000","-8,412,000","-6,399,000","-14,515,000","-7,619,000","-6,980,000","-6,695,000","-5,173,000","-3,472,000","-3,229,000"
NetNonOperatingInterestIncomeExpense,"544,000","250,000","398,000","-67,000","-6,000","-5,000","-535,000","-473,000","-541,000","-545,000","-605,000","-605,000","-767,000","-755,000","-741,000","-767,000","-904,000","-825,000","-799,000","-811,000","-630,000","-714,000","-1,340,000","-2,100,000","-2,246,000","-2,151,000","-2,057,000","-2,121,000","-2,029,000","-2,035,000","-2,031,000","-2,598,000","-5,794,000","-1,601,000","-1,980,000","-1,733,000","-2,312,000","-3,276,000","-2,177,000","-2,624,000","-431,000","-1,087,000","-1,036,000","-781,000","-833,000","-842,000","-722,000","-741,000","-322,000","-327,000","219,000","-348,000","-430,000","-267,000"
