name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008
	CurrentLiabilities,"77,075,000","89,200,000","64,766,000","60,534,000","55,059,000","54,871,000","64,390,000","54,905,000","39,545,000","39,084,000","34,613,000","33,836,000","22,137,000","14,398,000","16,674,000","14,182,000","14,690,000","9,892,000","8,529,000","8,860,000","5,503,000","4,968,000","3,194,000","4,606,000","1,830,000","1,630,000","2,855,000","1,866,196","1,910,717","1,661,760","1,258,689","1,156,472","1,109,486","2,269,932","3,509,085","3,369,071","12,306,952","11,348,889","16,610,293","16,683,973","17,335,298","13,349,348","9,129,321","1,870,111","771,114","822,867","572,222","15,777","35,198","23,120","13,620","11,020","8,270","3,328","3,170","2,020","1,828"
		PayablesAndAccruedExpenses,"69,365,000","84,143,000","58,150,000","56,106,000","49,143,000","48,587,000","57,194,000","49,032,000","33,114,000","31,832,000","26,243,000","26,352,000","16,078,000","14,274,000","16,339,000","13,819,000","14,292,000","9,462,000","8,070,000","8,375,000","4,991,000","4,546,000","3,194,000","4,606,000","1,830,000","1,630,000","2,855,000","1,866,196","1,910,717","1,661,760","1,258,689","1,156,472","1,109,486","2,269,932","3,509,085","3,369,071","5,525,702","4,867,639","2,469,114","1,727,613","1,649,732","411,555","238,508","130,638","72,493","30,292","25,492","15,777","35,198","23,120","13,620","11,020","8,270","3,328","3,170","2,020","1,828"
			Payables,"20,454,000","27,377,000","12,181,000","21,914,000","13,369,000","13,513,000","24,794,000","10,238,000","10,614,000","15,567,000","9,921,000","12,782,000","7,589,000","2,739,000","6,014,000","5,196,000","6,576,000","1,232,000","2,905,000","3,695,000","2,174,000","863,000","228,000","725,000","1,140,000","1,044,000","1,247,000","1,242,422","1,192,870","1,333,913","782,123","440,550","286,325","412,976","1,550,865","1,480,851","1,291,718","1,098,271","841,616","609,266","504,252","190,048","206,864","130,638","72,493","30,292","25,492","15,777","35,198","23,120","13,620","11,020","8,270","3,328","3,170","2,020","1,828"
				AccountsPayable,"20,454,000","27,377,000","12,181,000","21,914,000","13,369,000","13,513,000","24,794,000","10,238,000","10,614,000","15,567,000","9,921,000","12,782,000","7,589,000","2,739,000","6,014,000","5,196,000","6,576,000","1,232,000","2,905,000","3,695,000","2,174,000","863,000","228,000","725,000","1,054,000","958,000","1,161,000","1,156,922","1,107,370","1,248,413","573,801","440,550","286,325","412,976","1,550,865","1,480,851","1,291,718","1,098,271","841,616","609,266","504,252","190,048","206,864","130,638","72,493","30,292","25,492","15,777","17,061",,,"3,800",,,,,
				DuetoRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,"86,000","86,000","86,000","85,500","85,500","85,500","208,322",,,,,,,,,,,,,,,"0",,,,,,"7,220",,,,,
				OtherPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,137",,,,,,,,
			CurrentAccruedExpenses,"48,911,000","56,766,000","45,969,000","34,192,000","35,774,000","35,074,000","32,400,000","38,794,000","22,500,000","16,265,000","16,322,000","13,570,000","8,489,000","11,535,000","10,325,000","8,623,000","7,716,000","8,230,000","5,165,000","4,680,000","2,817,000","3,683,000","2,966,000","3,881,000","690,000","586,000","1,608,000","623,774","717,847","327,847","476,566","715,922","823,161","1,856,956","1,958,220","1,888,220","4,233,984","3,769,368","1,627,498","1,118,347","1,145,480","221,507","31,644",,,,,,,,,,,,,,
				InterestPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","2,370,764","2,029,148",,,,,"31,644",,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"7,710,000","5,057,000","6,616,000","4,428,000","5,916,000","6,284,000","7,196,000","5,873,000","6,431,000","7,252,000","8,370,000","7,484,000","6,059,000",,,,,,,,,,,,,,,,,,,,,,,,"6,781,250","6,481,250","6,481,250","6,216,250","5,017,619","5,000,000","2,598,425",,,,,,,,,,,,,,
			CurrentDebt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,781,250","6,481,250","6,481,250","6,216,250","5,017,619","5,000,000","2,598,425",,,,,,,,,,,,,,
				CurrentNotesPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","1,481,250","1,481,250","6,481,250","6,216,250","5,000,000","5,000,000","2,598,425",,,,,,,,,,,,,,
				OtherCurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,300,000","5,000,000",,,"17,619",,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"7,710,000","5,057,000","6,616,000","4,428,000","5,916,000","6,284,000","7,196,000","5,873,000","6,431,000","7,252,000","8,370,000","7,484,000","6,059,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,,,,,,,,,,"0","0","0","0","124,000","335,000","363,000","398,000","430,000","459,000","485,000","512,000","422,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,659,929","8,740,110","10,667,947","7,937,793","6,292,388","1,739,473","698,621","792,575","546,730",,,,,,,,,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"72,184,000","66,474,000","65,729,000","47,843,000","48,083,000","57,089,000","6,063,000","4,353,000","5,440,000","6,600,000","6,070,000","4,666,000","4,433,000","230,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","167,057","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
		LongTermDebtAndCapitalLeaseObligation,"72,184,000","66,474,000","65,729,000","47,843,000","48,083,000","45,375,000","3,711,000","2,001,000","3,088,000","4,248,000","6,017,000","4,613,000","4,380,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LongTermDebt,"1,000,000","1,000,000","1,000,000","1,000,000","1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LongTermCapitalLeaseObligation,"71,184,000","65,474,000","64,729,000","46,843,000","47,083,000","45,375,000","3,711,000","2,001,000","3,088,000","4,248,000","6,017,000","4,613,000","4,380,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,,,,,,,,,,,,,,"230,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		EmployeeBenefits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"167,057",,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,,,,,,"11,714,000","2,352,000","2,352,000","2,352,000","2,352,000","53,000","53,000","53,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalEquityGrossMinorityInterest,"551,992,000","621,659,000","698,330,000","744,413,000","647,431,000","656,498,000","711,841,000","758,309,000","243,313,000","298,971,000","355,063,000","397,422,000","434,932,000","466,193,000","254,160,000","270,569,000","292,558,000","145,481,000","165,441,000","129,152,000","149,886,000","166,918,000","179,131,000","188,936,000","98,938,000","104,023,000","109,369,000","112,873,396","111,626,869","44,845,087","16,158,187","17,378,870","16,806,053","17,603,717","-3,340,459","-2,771,322","-12,278,619","-11,319,476","-16,581,601","-16,618,362","-17,258,451","-12,780,918","-5,690,725","-1,403,945","159,091","638,085","448,013","417,952","501,240","-13,488","-11,143","-7,673","-4,328","2,284","16,622","19,093","34,128"
