name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991
TotalAssets,"10,652,060,000","10,508,901,000","8,489,366,000","8,200,582,000","7,736,394,000","7,289,751,000","7,064,268,000","6,888,595,000","6,376,058,000","6,143,639,000","6,068,911,000","6,012,039,000","6,050,248,000","5,864,116,000","5,711,630,000","5,717,600,000","5,641,527,000","5,547,037,000","4,591,147,000","4,528,620,000","4,441,846,000","3,614,862,000","3,537,480,000","3,466,546,000","3,382,966,000","3,362,065,000","3,272,841,000","3,211,519,000","3,219,588,000","3,218,383,000","3,195,611,000","3,266,499,000","3,314,823,000","3,185,070,000","3,172,440,000","3,247,410,000","3,280,945,000","3,244,910,000","3,322,677,000","3,328,755,000","3,337,006,000","3,290,474,000","3,302,698,000","3,333,749,000","3,402,463,000","3,278,932,000","3,360,337,000","3,318,342,000","3,393,188,000","3,545,356,000","3,519,685,000","3,517,711,000","2,691,550,000","2,750,567,000","2,700,666,000","2,621,356,000","2,380,134,000","2,317,249,000","2,284,263,000","2,205,858,000","2,177,282,000","2,136,624,000","2,078,458,000","1,992,709,000","1,907,887,000","1,801,050,000","1,758,034,000","1,738,597,000","1,687,160,000","1,638,913,000","1,610,174,000","1,558,251,000","1,494,418,000","1,475,769,000","1,357,222,000","1,325,803,000","1,323,647,000","1,218,146,000","1,168,181,000","1,202,577,000","1,149,546,000","1,144,691,000","1,100,655,000","1,093,844,000","1,033,078,000","915,167,000","928,820,000","624,390,000","591,155,000","559,447,000","535,100,000","526,300,000","505,900,000","491,800,000","470,500,000","438,800,000","422,800,000","402,700,000","368,100,000","357,800,000","345,200,000","335,500,000","325,800,000","327,600,000","320,600,000","321,700,000","301,200,000","291,900,000","289,500,000","289,600,000","284,700,000","256,000,000","258,200,000","257,300,000","246,600,000","243,900,000","244,200,000","242,600,000","235,600,000","233,500,000","234,900,000","232,600,000","227,500,000","222,300,000","222,000,000"
TotalLiabilitiesNetMinorityInterest,"9,534,570,000","9,278,326,000","7,559,616,000","7,296,072,000","6,859,541,000","6,396,330,000","6,183,450,000","6,020,704,000","5,513,860,000","5,291,238,000","5,233,929,000","5,196,870,000","5,262,109,000","5,099,886,000","4,968,554,000","4,992,878,000","4,935,877,000","4,854,058,000","4,078,646,000","4,027,969,000","3,952,385,000","3,246,761,000","3,172,532,000","3,104,932,000","3,033,134,000","3,019,875,000","2,901,667,000","2,846,130,000","2,826,344,000","2,830,684,000","2,810,796,000","2,885,406,000","2,938,736,000","2,813,148,000","2,809,698,000","2,887,305,000","2,923,713,000","2,888,793,000","2,979,887,000","2,988,681,000","2,998,575,000","2,945,324,000","2,950,885,000","2,981,451,000","3,053,073,000","2,934,329,000","3,009,382,000","2,969,604,000","3,047,559,000","3,202,973,000","3,186,818,000","3,196,078,000","2,406,108,000","2,530,699,000","2,481,312,000","2,404,679,000","2,202,153,000","2,143,179,000","2,113,493,000","2,038,400,000","2,012,123,000","1,973,919,000","1,915,369,000","1,832,794,000","1,748,916,000","1,645,322,000","1,607,105,000","1,584,395,000","1,536,381,000","1,490,435,000","1,464,586,000","1,415,013,000","1,350,489,000","1,333,913,000","1,219,134,000","1,190,476,000","1,190,096,000","1,094,161,000","1,046,746,000","1,083,477,000","1,031,509,000","1,027,965,000","984,833,000","976,855,000","922,276,000","804,483,000","818,859,000","578,772,000","546,608,000","515,505,000","492,200,000","484,600,000","464,900,000","451,300,000","430,900,000","400,300,000","385,300,000","365,900,000","332,400,000","323,000,000","311,600,000","302,300,000","293,600,000","296,300,000","289,800,000","291,400,000","270,000,000","261,300,000","259,900,000","260,800,000","256,300,000","228,100,000","230,500,000","229,900,000","219,600,000","217,400,000","218,200,000","217,000,000","210,500,000","208,900,000","210,700,000","208,800,000","204,100,000","199,400,000","199,500,000"
TotalEquityGrossMinorityInterest,"1,117,490,000","1,230,575,000","929,750,000","904,510,000","876,853,000","893,421,000","880,818,000","867,891,000","862,198,000","852,401,000","834,982,000","815,169,000","788,139,000","764,230,000","743,076,000","724,722,000","705,650,000","692,979,000","512,501,000","500,651,000","489,461,000","368,101,000","364,948,000","361,614,000","349,832,000","342,190,000","371,174,000","365,389,000","393,244,000","387,699,000","384,815,000","381,093,000","376,087,000","371,922,000","362,742,000","360,105,000","357,232,000","356,117,000","342,790,000","340,074,000","338,431,000","345,150,000","351,813,000","352,298,000","349,390,000","344,603,000","350,955,000","348,738,000","345,629,000","342,383,000","332,867,000","321,633,000","285,442,000","219,868,000","219,354,000","216,677,000","177,981,000","174,070,000","170,770,000","167,458,000","165,159,000","162,705,000","163,089,000","159,915,000","158,971,000","155,728,000","150,929,000","154,202,000","150,779,000","148,478,000","145,588,000","143,238,000","143,929,000","141,856,000","138,088,000","135,327,000","133,551,000","123,985,000","121,435,000","119,100,000","118,037,000","116,726,000","115,822,000","116,989,000","110,802,000","110,684,000","109,961,000","45,618,000","44,547,000","43,942,000","42,900,000","41,700,000","41,000,000","40,500,000","39,600,000","38,500,000","37,500,000","36,800,000","35,700,000","34,800,000","33,600,000","33,200,000","32,200,000","31,300,000","30,800,000","30,300,000","31,200,000","30,600,000","29,600,000","28,800,000","28,400,000","27,900,000","27,700,000","27,400,000","27,000,000","26,500,000","26,000,000","25,600,000","25,100,000","24,600,000","24,200,000","23,800,000","23,400,000","22,900,000","22,500,000"
	StockholdersEquity,"1,117,490,000","1,230,575,000","929,750,000","904,510,000","876,853,000","893,421,000","880,818,000","867,891,000","862,198,000","852,401,000","834,982,000","815,169,000","788,139,000","764,230,000","743,076,000","724,722,000","705,650,000","692,979,000","512,501,000","500,651,000","489,461,000","368,101,000","364,948,000","361,614,000","349,832,000","342,190,000","371,174,000","365,389,000","393,244,000","387,699,000","384,815,000","381,093,000","376,087,000","371,922,000","362,742,000","360,105,000","357,232,000","356,117,000","342,790,000","340,074,000","338,431,000","345,150,000","351,813,000","352,298,000","349,390,000","344,603,000","350,955,000","348,738,000","345,629,000","342,383,000","332,867,000","321,633,000","285,442,000","219,868,000","219,354,000","216,677,000","177,981,000","174,070,000","170,770,000","167,458,000","165,159,000","162,705,000","163,089,000","159,915,000","158,971,000","155,728,000","150,929,000","154,202,000","150,779,000","148,478,000","145,588,000","143,238,000","143,929,000","141,856,000","138,088,000","135,327,000","133,551,000","123,985,000","121,435,000","119,100,000","118,037,000","116,726,000","115,822,000","116,989,000","110,802,000","110,684,000","109,961,000","45,618,000","44,547,000","43,942,000","42,900,000","41,700,000","41,000,000","40,500,000","39,600,000","38,500,000","37,500,000","36,800,000","35,700,000","34,800,000","33,600,000","33,200,000","32,200,000","31,300,000","30,800,000","30,300,000","31,200,000","30,600,000","29,600,000","28,800,000","28,400,000","27,900,000","27,700,000","27,400,000","27,000,000","26,500,000","26,000,000","25,600,000","25,100,000","24,600,000","24,200,000","23,800,000","23,400,000","22,900,000","22,500,000"
		CapitalStock,"723,441,000","722,671,000","398,058,000","397,704,000","397,094,000","400,582,000","403,351,000","408,699,000","410,236,000","429,514,000","429,136,000","432,533,000","434,948,000","434,453,000","434,227,000","434,117,000","433,305,000","432,794,000","263,493,000","262,901,000","262,180,000","147,287,000","147,266,000","147,119,000","142,605,000","140,680,000","171,998,000","171,848,000","203,539,000","203,319,000","203,227,000","203,204,000","203,002,000","202,886,000","202,885,000","202,884,000","202,683,000","202,664,000","63,500,000","168,937,000","63,500,000","63,500,000","63,500,000","65,000,000","65,000,000","65,000,000","65,000,000","65,000,000","65,000,000","61,211,000","65,000,000","65,000,000","65,000,000",,,,,,,,,,,,,"54,121,000","53,574,000","53,098,000","52,459,000","51,614,000","51,515,000","53,226,000","54,581,000","55,392,000","54,473,000","54,162,000","55,558,000","48,313,000","48,557,000","48,860,000","50,459,000","50,134,000","50,147,000","53,688,000","48,476,000","50,148,000","51,881,000","18,287,000","18,473,000","19,075,000","18,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PreferredStock,"0",,"0","0","0",,"0","0",,"0","0","0","0","0",,,,,"0","0","0","0","7,287,000","7,287,000","7,287,000","7,287,000","38,787,000","38,787,000","70,787,000","70,787,000","70,787,000","70,787,000","70,787,000","70,787,000","70,787,000","70,787,000","70,787,000","70,787,000","63,500,000","63,500,000","63,500,000","63,500,000","63,500,000","65,000,000","65,000,000","65,000,000","65,000,000","65,000,000","65,000,000","61,211,000","65,000,000","65,000,000","65,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"723,441,000","722,671,000","398,058,000","397,704,000","397,094,000","400,582,000","403,351,000","408,699,000","410,236,000","429,514,000","429,136,000","432,533,000","434,948,000","434,453,000","434,227,000","434,117,000","433,305,000","432,794,000","263,493,000","262,901,000","262,180,000","147,287,000","139,979,000","139,832,000","135,318,000","133,393,000","133,211,000","133,061,000","132,752,000","132,532,000","132,440,000","132,417,000","132,215,000","132,099,000","132,098,000","132,097,000","131,896,000","131,877,000","105,454,000","105,437,000","105,068,000",,"100,926,000","100,549,000",,,,,,,,,,,,,,,,,,,,,,"54,121,000","53,574,000","53,098,000","52,459,000","51,614,000","51,515,000","53,226,000","54,581,000","55,392,000","54,473,000","54,162,000","55,558,000","48,313,000","48,557,000","48,860,000","50,459,000","50,134,000","50,147,000","53,688,000","48,476,000","50,148,000","51,881,000","18,287,000","18,473,000","19,075,000","18,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AdditionalPaidInCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"105,454,000",,"105,068,000","104,841,000","100,926,000","100,549,000","99,989,000","99,615,000","99,303,000","98,973,000","98,440,000","98,099,000","97,745,000","97,409,000","96,687,000","96,072,000","95,352,000","94,858,000","56,423,000","56,302,000","56,256,000","56,645,000","56,115,000","56,035,000","55,394,000","54,827,000","54,994,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RetainedEarnings,"559,004,000","532,874,000","529,474,000","507,531,000","483,944,000","478,489,000","459,988,000","441,846,000","430,709,000","417,764,000","402,212,000","380,748,000","360,455,000","341,738,000","320,822,000","301,800,000","282,038,000","264,331,000","251,790,000","240,682,000","231,503,000","225,921,000","219,233,000","216,223,000","210,250,000","205,060,000","199,886,000","194,600,000","190,150,000","184,958,000","179,656,000","175,871,000","171,021,000","167,136,000","163,250,000","158,708,000","154,911,000","153,629,000","181,672,000","179,298,000","178,195,000","185,491,000","186,654,000","188,737,000","187,401,000","183,413,000","188,028,000","186,552,000","184,982,000","182,908,000","176,473,000","167,424,000","133,762,000","131,952,000","130,100,000","127,042,000","124,897,000","122,102,000","119,073,000","116,061,000","113,376,000","111,220,000","108,803,000","107,151,000","104,926,000","102,507,000","97,655,000","100,902,000","98,660,000","96,347,000","93,430,000","90,576,000","87,952,000","85,502,000","82,909,000","80,108,000","77,448,000","74,920,000","71,909,000","69,582,000","67,658,000","65,915,000","64,550,000","62,815,000","61,578,000","60,280,000","58,480,000","28,605,000","27,306,000","26,051,000","24,800,000","23,600,000","22,500,000","21,500,000","20,400,000","19,400,000","18,500,000","17,600,000","16,600,000","15,800,000","14,900,000","14,200,000","13,400,000","12,500,000","11,800,000","11,200,000","12,200,000","11,600,000","11,100,000","10,600,000","10,100,000","9,500,000","9,000,000","8,600,000","11,300,000","7,700,000","7,200,000","6,800,000","6,300,000","5,800,000","5,300,000","5,000,000","4,600,000","4,100,000","3,700,000"
		TreasuryStock,"1,814,000","1,803,000","1,791,000","1,928,000","2,256,000","2,243,000","2,230,000","2,217,000","2,602,000","2,587,000","2,577,000","2,866,000","3,245,000","3,235,000","3,224,000","3,214,000","3,588,000","3,581,000","3,571,000","4,257,000","7,688,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
