name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
TotalRevenue,"2,316,401,000","1,229,938,000","809,756,000","102,713,000","173,986,000","605,000","301,000","188,000","66,269,000","487,000","371,000","237,000","86,000","17,000","6,000","114,000"
	OperatingRevenue,"2,316,401,000","1,229,938,000","809,756,000","102,713,000","173,986,000","605,000","301,000","188,000","66,269,000","487,000","371,000","237,000","86,000","17,000","6,000","114,000"
CostOfRevenue,"156,014,000","90,149,000","56,877,000","7,836,000","1,144,000",,,,,,,,,,,
GrossProfit,"2,160,387,000","1,139,789,000","752,879,000","94,877,000","172,842,000",,,,,,,,,,,
OperatingExpense,"567,175,000","125,961,000","181,127,000","148,262,000","111,825,000","159,238,000","108,705,000","87,803,000","95,320,000","72,397,000","64,130,000","47,917,000","35,855,000","30,787,000","26,802,000","34,460,000"
	SellingGeneralAndAdministration,"173,309,000","38,255,000","55,777,000","50,496,000","28,781,000","25,739,000","23,043,000","18,859,000","16,386,000","12,649,000","11,808,000","9,220,000","8,011,000","8,559,000","7,949,000","7,394,000"
		GeneralAndAdministrativeExpense,,,,,,"25,739,000","23,043,000","18,859,000","16,386,000","12,649,000","11,808,000","9,220,000","8,011,000","8,559,000","7,949,000","7,394,000"
			OtherGandA,,,,,,"25,739,000","23,043,000","18,859,000","16,386,000","12,649,000","11,808,000","9,220,000","8,011,000","8,559,000","7,949,000","7,394,000"
	ResearchAndDevelopment,"403,363,000","90,227,000","128,341,000","98,669,000","86,126,000","134,870,000","87,095,000","70,684,000","79,653,000","64,979,000","52,931,000","39,863,000","29,805,000","25,872,000","21,973,000","29,837,000"
	OtherOperatingExpenses,"-9,497,000","-2,521,000","-2,991,000","-903,000","-3,082,000","-1,371,000","-1,433,000","-1,740,000","-719,000","-5,231,000","-609,000","-1,166,000","-1,961,000","-3,644,000","-3,120,000","-2,771,000"
OperatingIncome,"1,593,212,000","1,013,828,000","571,752,000","-53,385,000","61,017,000","-158,633,000","-108,404,000","-87,615,000","-29,051,000","-71,910,000","-63,759,000","-47,680,000","-35,769,000","-30,770,000","-26,796,000","-34,346,000"
NetNonOperatingInterestIncomeExpense,"663,000","388,000","167,000","11,000","97,000","164,000","288,000","412,000","825,000","1,755,000","1,947,000","2,012,000","2,307,000","2,245,000","621,000","712,000"
	InterestIncomeNonOperating,"663,000","388,000","167,000","11,000","97,000","164,000","288,000","412,000","825,000","1,755,000","1,947,000","2,012,000","2,307,000","2,245,000","621,000","712,000"
OtherIncomeExpense,"46,549,000","-92,309,000","-26,030,000","164,136,000","752,000","-10,246,000","2,437,000","2,616,000","-2,895,000","-7,069,000","-1,810,000","-2,659,000","-447,000","-145,000","-198,000","178,000"
	GainOnSaleOfSecurity,,"-95,039,000","-26,023,000","164,072,000",,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"3,539,000","2,730,000","-7,000","64,000","752,000","-10,246,000","2,437,000","2,616,000","-2,895,000","-7,069,000","-1,810,000","-2,659,000","-447,000","-145,000","-198,000","178,000"
PretaxIncome,"1,640,424,000","921,907,000","545,889,000","110,762,000","61,866,000","-168,715,000","-105,679,000","-84,587,000","-31,121,000","-77,224,000","-63,622,000","-48,327,000","-33,909,000","-28,670,000","-26,373,000","-33,456,000"
TaxProvision,"424,308,000","403,286,000","20,635,000","334,000","53,000","196,000","-30,000","22,000","46,000","16,000","149,000","-13,000","19,000","0","20,000","0"
NetIncomeCommonStockholders,"1,216,116,000","518,621,000","525,254,000","110,428,000","61,813,000","-168,911,000","-105,649,000","-84,609,000","-31,167,000","-77,240,000","-63,771,000","-48,314,000","-33,928,000","-28,670,000","-26,298,000","-33,456,000"
