name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,12/31/2017
TotalAssets,"850,288,000","904,220,000","958,206,000","997,601,000","1,032,734,000","1,067,347,000","480,736,000","429,368,000","443,042,000","358,866,000","68,916,000","78,275,000","87,077,000","92,189,000","17,115,000","21,703,000","3,244,000"
	CurrentAssets,"682,187,000","734,811,000","805,506,000","884,332,000","931,897,000","972,005,000","381,745,000","419,014,000","424,807,000","339,230,000","61,044,000","70,492,000","83,277,000","90,449,000","12,293,000","18,106,000","1,595,000"
		CashCashEquivalentsAndShortTermInvestments,"671,727,000","731,510,000","799,247,000","880,870,000","928,985,000","968,974,000","380,450,000","417,134,000","421,860,000","336,481,000","60,604,000","68,101,000","81,075,000","88,254,000","11,590,000","17,641,000","1,395,000"
			CashAndCashEquivalents,"671,727,000","731,510,000","799,247,000","880,870,000","920,461,000","944,396,000","291,585,000","269,836,000","226,456,000","211,797,000","37,033,000","44,967,000","57,222,000","88,254,000","11,590,000","17,641,000","1,395,000"
				CashFinancial,"32,036,000",,,,,,,,,,,,,,,,
				CashEquivalents,"639,691,000",,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,"0","0","8,524,000","24,578,000","88,865,000","147,298,000","195,404,000","124,684,000","23,571,000","23,134,000","23,853,000",,,,
		PrepaidAssets,"10,460,000","3,301,000","6,259,000","3,462,000","2,912,000","3,031,000","1,295,000","1,880,000","2,947,000","2,749,000","440,000","2,391,000","2,202,000","2,195,000","703,000","465,000","200,000"
	TotalNonCurrentAssets,"168,101,000","169,409,000","152,700,000","113,269,000","100,837,000","95,342,000","98,991,000","10,354,000","18,235,000","19,636,000","7,872,000","7,783,000","3,800,000","1,740,000","4,822,000","3,597,000","1,649,000"
		NetPPE,"113,806,000","108,074,000","91,389,000","79,738,000","79,361,000","78,808,000","79,110,000","2,697,000","2,748,000","2,786,000","3,001,000","3,219,000","3,157,000","1,097,000","1,198,000","1,303,000","1,509,000"
			GrossPPE,"113,806,000","111,013,000","91,389,000","79,738,000","79,361,000","80,978,000","79,110,000","2,697,000","2,748,000","4,557,000","3,001,000","3,219,000","3,157,000","2,782,000","3,019,000","3,001,000","2,963,000"
				Properties,,"0",,,,"0",,,,"0",,,,"0","0","0","0"
				MachineryFurnitureEquipment,,"610,000",,,,"441,000",,,,"377,000",,,,"389,000","534,000","534,000","529,000"
				OtherProperties,"113,806,000","71,309,000","91,389,000","79,738,000","79,361,000","77,023,000","79,110,000","2,697,000","2,748,000","2,915,000","3,001,000","3,219,000","3,157,000","1,133,000","1,225,000","1,207,000","1,174,000"
				ConstructionInProgress,,"37,809,000",,,,"2,229,000",,,,,,,,,,,
				Leases,,"1,285,000",,,,"1,285,000",,,,"1,265,000",,,,"1,260,000","1,260,000","1,260,000","1,260,000"
			AccumulatedDepreciation,,"-2,939,000",,,,"-2,170,000",,,,"-1,771,000",,,,"-1,685,000","-1,821,000","-1,698,000","-1,454,000"
		InvestmentsAndAdvances,,,,,,"0","0",,"8,533,000","11,696,000",,,,,,,
			InvestmentinFinancialAssets,,,,,,"0","0",,"8,533,000","11,696,000",,,,,,,
				AvailableForSaleSecurities,,,,,,,,,"8,533,000","11,696,000",,,,,,,
		NonCurrentDeferredAssets,,,,,,,,,,,,,,,"3,484,000","2,154,000","0"
		OtherNonCurrentAssets,"54,295,000","61,335,000","61,311,000","33,531,000","21,476,000","16,534,000","19,881,000","7,657,000","6,954,000","5,154,000","4,871,000","4,564,000","643,000","643,000","140,000","140,000","140,000"
TotalLiabilitiesNetMinorityInterest,"252,904,000","240,900,000","231,886,000","218,174,000","211,057,000","206,596,000","198,956,000","120,171,000","115,355,000","13,507,000","9,225,000","8,256,000","6,982,000","5,356,000","110,945,000","5,046,000","71,982,000"
	CurrentLiabilities,"76,334,000","64,683,000","54,396,000","41,020,000","35,058,000","31,422,000","22,505,000","18,769,000","13,834,000","11,711,000","7,301,000","6,214,000","4,773,000","4,826,000","5,383,000","4,489,000","9,158,000"
		PayablesAndAccruedExpenses,"71,351,000","60,750,000","52,777,000","39,772,000","33,251,000","29,048,000","21,488,000","18,307,000","13,386,000","11,277,000","6,880,000","5,806,000","4,382,000","4,826,000","5,383,000","4,401,000","9,050,000"
			Payables,"13,074,000","12,431,000","13,761,000","2,738,000","9,176,000","8,646,000","5,269,000","7,034,000","4,506,000","2,619,000","1,670,000","2,529,000","1,754,000","1,050,000","1,724,000","2,527,000","3,436,000"
				AccountsPayable,"13,074,000","12,431,000","13,761,000","2,738,000","9,176,000","8,646,000","5,269,000","7,034,000","4,506,000","2,619,000","1,670,000","2,529,000","1,754,000","1,050,000","1,724,000","2,472,000","3,356,000"
				OtherPayable,,,,,,,,,,,,,,,,"55,000","80,000"
			CurrentAccruedExpenses,"58,277,000","48,319,000","39,016,000","37,034,000","24,075,000","20,402,000","16,219,000","11,273,000","8,880,000","8,658,000","5,210,000","3,277,000","2,628,000","3,776,000","3,659,000","1,874,000","5,614,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,,,,,"888,000","2,061,000","1,068,000","752,000","1,129,000"
		CurrentDebtAndCapitalLeaseObligation,"4,983,000","3,933,000","1,619,000","1,248,000","1,807,000","2,374,000","1,017,000","462,000","448,000","434,000","421,000","408,000","391,000",,,"88,000","108,000"
			CurrentCapitalLeaseObligation,"4,983,000","3,933,000","1,619,000","1,248,000","1,807,000","2,374,000","1,017,000","462,000","448,000","434,000","421,000","408,000","391,000",,,"88,000","108,000"
		OtherCurrentLiabilities,,,,,,,,,,,,,"391,000",,,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"176,570,000","176,217,000","177,490,000","177,154,000","175,999,000","175,174,000","176,451,000","101,402,000","101,521,000","1,796,000","1,924,000","2,042,000","2,209,000","530,000","105,562,000","557,000","62,824,000"
		LongTermDebtAndCapitalLeaseObligation,"76,415,000","76,063,000","77,338,000","77,004,000","75,851,000","75,028,000","76,307,000","1,263,000","1,383,000","1,501,000","1,616,000","1,725,000","1,882,000",,"41,476,000","19,000","9,974,000"
			LongTermDebt,,,,,,,,,,,,,,,"41,476,000","39,495,000","9,921,000"
			LongTermCapitalLeaseObligation,"76,415,000","76,063,000","77,338,000","77,004,000","75,851,000","75,028,000","76,307,000","1,263,000","1,383,000","1,501,000","1,616,000","1,725,000","1,882,000",,,"19,000","53,000"
		TradeandOtherPayablesNonCurrent,,"0","0","0","0","0","0","0","0",,,,,,,,
		DuetoRelatedPartiesNonCurrent,,"99,943,000","99,929,000","99,916,000","99,903,000","99,890,000","99,877,000","99,863,000","99,850,000",,,,,,,,
		DerivativeProductLiabilities,,,,,,,,,,,,,,,"8,517,000","0","0"
		PreferredSecuritiesOutsideStockEquity,,,,,,"0",,,,"0",,,,"0","55,017,000","0","52,317,000"
		LiabilitiesHeldforSaleNonCurrent,"99,956,000",,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"199,000","211,000","223,000","234,000","245,000","256,000","267,000","276,000","288,000","295,000","308,000","317,000","327,000","530,000","552,000","538,000","533,000"
TotalEquityGrossMinorityInterest,"597,384,000","663,320,000","726,320,000","779,427,000","821,677,000","860,751,000","281,780,000","309,197,000","327,687,000","345,359,000","59,691,000","70,019,000","80,095,000","86,833,000","-93,830,000","16,657,000","-68,738,000"
	StockholdersEquity,"597,384,000","663,320,000","726,320,000","779,427,000","821,677,000","860,751,000","281,780,000","309,197,000","327,687,000","345,359,000","59,691,000","70,019,000","80,095,000","86,833,000","-93,830,000","16,657,000","-68,738,000"
		CapitalStock,"5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","4,000","4,000","4,000","4,000","1,000","3,000","1,000"
			PreferredStock,"0","0","0","0","0",,,,,,,,,,,,
			CommonStock,"5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","4,000","4,000","4,000","4,000","1,000","3,000","1,000"
		AdditionalPaidInCapital,"1,251,305,000","1,221,532,000","1,191,367,000","1,176,948,000","1,163,328,000","1,151,920,000","526,174,000","517,120,000","509,716,000","503,475,000","202,183,000","200,138,000","198,835,000","197,595,000","2,273,000","109,404,000","584,000"
		RetainedEarnings,"-653,926,000","-558,217,000","-465,052,000","-397,526,000","-341,674,000","-291,227,000","-244,644,000","-208,522,000","-182,523,000","-158,131,000","-142,515,000","-130,135,000","-118,750,000","-110,766,000","-96,104,000","-92,750,000","-69,323,000"
		GainsLossesNotAffectingRetainedEarnings,,,"0","0","18,000","53,000","245,000","594,000","489,000","10,000","19,000","12,000","6,000",,,,
TotalCapitalization,"597,384,000","663,320,000","726,320,000","779,427,000","821,677,000","860,751,000","281,780,000","309,197,000","327,687,000","345,359,000","59,691,000","70,019,000","80,095,000","86,833,000","-52,354,000","16,657,000","-58,817,000"
CommonStockEquity,"597,384,000","663,320,000","726,320,000","779,427,000","821,677,000","860,751,000","281,780,000","309,197,000","327,687,000","345,359,000","59,691,000","70,019,000","80,095,000","86,833,000","-93,830,000","16,657,000","-68,738,000"
CapitalLeaseObligations,"81,398,000","79,996,000","78,957,000","78,252,000","77,658,000","77,402,000","77,324,000","1,725,000","1,831,000","1,935,000","2,037,000","2,133,000","2,273,000",,,"107,000","161,000"
NetTangibleAssets,"597,384,000","663,320,000","726,320,000","779,427,000","821,677,000","860,751,000","281,780,000","309,197,000","327,687,000","345,359,000","59,691,000","70,019,000","80,095,000","86,833,000","-93,830,000","16,657,000","-68,738,000"
WorkingCapital,"605,853,000","670,128,000","751,110,000","843,312,000","896,839,000","940,583,000","359,240,000","400,245,000","410,973,000","327,519,000","53,743,000","64,278,000","78,504,000","85,623,000","6,910,000","13,617,000","-7,563,000"
InvestedCapital,"597,384,000","663,320,000","726,320,000","779,427,000","821,677,000","860,751,000","281,780,000","309,197,000","327,687,000","345,359,000","59,691,000","70,019,000","80,095,000","86,833,000","-52,354,000","16,657,000","-58,817,000"
TangibleBookValue,"597,384,000","663,320,000","726,320,000","779,427,000","821,677,000","860,751,000","281,780,000","309,197,000","327,687,000","345,359,000","59,691,000","70,019,000","80,095,000","86,833,000","-93,830,000","16,657,000","-68,738,000"
TotalDebt,"81,398,000","79,996,000","78,957,000","78,252,000","77,658,000","77,402,000","77,324,000","1,725,000","1,831,000","1,935,000","2,037,000","2,133,000","2,273,000",,"41,476,000","107,000","10,082,000"
NetDebt,,,,,,,,,,,,,,,"29,886,000","21,854,000","8,526,000"
ShareIssued,"51,939,881","51,826,257","51,698,775","51,434,408","51,225,861","51,112,302","44,760,513","44,667,016","44,452,701","44,413,404","37,008,997","36,931,141","36,909,857","36,829,857","35,365,855","35,365,855","35,365,855"
OrdinarySharesNumber,"51,939,881","51,826,257","51,698,775","51,434,408","51,225,861","51,112,302","44,760,513","44,667,016","44,452,701","44,413,404","37,008,997","36,931,141","36,909,857","36,829,857","35,365,855","35,365,855","35,365,855"
