name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
TotalAssets,"421,135,000","427,580,000","425,917,000","290,523,000","314,752,000","333,898,000","346,133,000","355,355,000","92,678,000","96,907,000"
	CurrentAssets,"404,800,000","411,141,000","421,958,000","287,309,000","311,950,000","331,678,000","344,297,000","353,817,000","90,257,000","95,676,000"
		CashCashEquivalentsAndShortTermInvestments,"397,071,000","405,543,000","413,029,000","279,458,000","307,914,000","328,141,000","341,142,000","352,446,000","88,751,000","94,578,000"
			CashAndCashEquivalents,"139,262,000","320,448,000","410,013,000","276,423,000","301,273,000","321,462,000","341,142,000","352,446,000","88,751,000","94,578,000"
			OtherShortTermInvestments,"257,809,000","85,095,000","3,016,000","3,035,000","6,641,000","6,679,000",,,,
		PrepaidAssets,"7,729,000","5,598,000","8,929,000","7,851,000","4,036,000","3,537,000","3,155,000","1,371,000","1,506,000","1,098,000"
	TotalNonCurrentAssets,"16,335,000","16,439,000","3,959,000","3,214,000","2,802,000","2,220,000","1,836,000","1,538,000","2,421,000","1,231,000"
		NetPPE,"15,286,000","15,589,000","3,220,000","2,556,000","2,187,000","1,468,000","1,295,000","771,000","558,000","631,000"
			GrossPPE,"17,333,000","17,322,000","5,197,000","4,413,000","3,898,000","3,447,000","3,196,000","2,571,000","2,285,000","2,274,000"
				Properties,"0","0","0","0","0","0","0","0","0","0"
				MachineryFurnitureEquipment,"1,840,000","1,514,000","123,000","114,000","102,000","102,000","134,000","102,000","103,000","102,000"
				OtherProperties,"15,244,000","15,559,000","4,440,000","3,882,000","3,379,000","2,928,000","2,645,000","2,052,000","1,765,000","1,755,000"
				Leases,"249,000","249,000","634,000","417,000","417,000","417,000","417,000","417,000","417,000","417,000"
			AccumulatedDepreciation,"-2,047,000","-1,733,000","-1,977,000","-1,857,000","-1,711,000","-1,979,000","-1,901,000","-1,800,000","-1,727,000","-1,643,000"
		OtherNonCurrentAssets,"1,049,000","850,000","739,000","658,000","615,000","752,000","541,000","767,000","1,863,000","600,000"
TotalLiabilitiesNetMinorityInterest,"45,427,000","46,150,000","31,040,000","26,043,000","28,636,000","27,675,000","25,969,000","25,059,000","26,676,000","162,264,000"
	CurrentLiabilities,"30,920,000","29,658,000","22,418,000","16,338,000","17,514,000","14,587,000","13,680,000","11,620,000","11,341,000","10,236,000"
		PayablesAndAccruedExpenses,"18,821,000","14,085,000","12,004,000","8,538,000","10,412,000","7,745,000","6,328,000","5,441,000","3,540,000","2,308,000"
			Payables,,,,,,,,,"3,540,000",
				AccountsPayable,,,,,,,,,"3,540,000",
		PensionandOtherPostRetirementBenefitPlansCurrent,"4,241,000","8,940,000","6,153,000","3,303,000","2,745,000","3,152,000","2,132,000","1,319,000","641,000","1,314,000"
		CurrentDebtAndCapitalLeaseObligation,"2,544,000","1,769,000",,,,,,,"2,780,000","2,774,000"
			CurrentDebt,,,,,,,,,"2,780,000","2,774,000"
				OtherCurrentBorrowings,,,,,,,,,"2,780,000","2,774,000"
			CurrentCapitalLeaseObligation,"2,544,000","1,769,000",,,,,,,,
		CurrentDeferredLiabilities,"5,314,000","4,864,000","4,261,000","4,497,000","4,357,000","3,690,000","5,220,000","4,860,000","4,380,000","3,840,000"
			CurrentDeferredRevenue,"5,314,000","4,864,000","4,261,000","4,497,000","4,357,000","3,690,000","5,220,000","4,860,000","4,380,000","3,840,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"14,507,000","16,492,000","8,622,000","9,705,000","11,122,000","13,088,000","12,289,000","13,439,000","15,335,000","152,028,000"
		LongTermDebtAndCapitalLeaseObligation,"9,347,000","9,960,000","877,000","914,000","951,000","938,000","689,000","679,000","1,395,000","2,163,000"
