name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017
MarketCap,"938,317,424","906,925,079","442,404,578","497,805,166","494,056,928","510,369,165","351,691,061","271,493,189","225,478,033","285,040,212","770,068,784","590,966,273","880,834,801","864,748,444","707,394,496","824,532,477","754,647,005","678,933,124","534,736,711"
EnterpriseValue,"970,080,424","925,773,079","470,124,578","522,615,166","528,736,928","553,167,165","415,203,061","351,026,189","319,795,033","355,684,212","845,163,784","661,460,273","932,244,801","931,961,444","689,240,496","831,749,477","751,310,005","686,150,124","525,609,711"
ForwardPeRatio,"36.364",,,,,,,,,,"42.919","33.557",,,,,,,
PsRatio,"2.35","2.403","1.223","1.394","1.34","1.274","0.817","0.581","0.453","0.556","1.456","1.099","1.613","1.517","0.643","1.049","0.973","0.962","0.821"
PbRatio,"1.361","1.293","0.603","0.656","0.627","0.621","0.413","0.306","0.226","0.281","0.716","0.531","0.789","0.758","0.75","0.858","0.768","0.673","0.518"
EnterprisesValueRevenueRatio,"2.467","8.756","4.47","5.656","5.878","6.624","4.52","4.06","3.125","3.057","7.116","5.523","7.407","7.63","6.253","8.385","7.115","7.499","5.032"
EnterprisesValueEBITDARatio,"-100.246","62.573","-24.625","-133.049","-363.893","-52.647","-48.824","-52.283","-3.763","-1,327.18","-25.157","-297.955","54.457","82.372","-12.001","-76.007","56.261","-41.332","-28.982"
