name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
		PrepaidAssets,"6,177,000","3,952,000","5,676,000","6,327,000","4,187,000","3,827,000","4,971,000","5,621,000","4,221,000","3,724,000","5,297,000","6,192,000","4,037,000","4,441,000","5,505,000","6,545,000","3,910,000","3,550,000","3,707,000","4,751,000","3,219,000","3,346,000",,,,,,,,,,,,,,,,,,,,,,,"76,477","202,241","62,218","76,151","215,105","119,692","154,552","733,529","950,801","1,105,421","1,036,996","884,610","1,034,295","875,018"
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,297,000","6,560,000","2,599,000","3,872,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,297,000","6,560,000","2,599,000","3,872,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"327,000","276,000","407,000","288,000","237,000","259,000","704,000","1,414,000","171,000","207,000","1,134,000","1,017,000","164,000","163,000","303,000","194,000","181,000","1,007,000","625,000","439,000","534,000","555,000","4,142,000","4,659,000","3,651,000","2,899,000","2,958,000","3,543,000","2,051,000","1,708,000","2,208,000","2,706,000","1,927,000","1,320,000","1,975,000","2,015,000","1,529,000","1,273,000","1,783,000","2,104,000","1,410,000","1,601,000","1,184,000","1,523,000",,,,,,,,"49,302","49,302","49,302","49,302","49,302","49,302","49,302"
	TotalNonCurrentAssets,"714,857,000","733,893,000","732,715,000","753,574,000","753,253,000","754,831,000","752,960,000","754,029,000","771,295,000","812,147,000","830,981,000","833,183,000","832,049,000","819,242,000","832,531,000","821,906,000","101,266,000","100,654,000","81,950,000","77,948,000","66,943,000","72,575,000","46,905,000","47,224,000","53,540,000","52,148,000","41,655,000","37,179,000","36,982,000","31,711,000","32,472,000","33,005,000","35,203,000","18,055,000","13,002,000","11,864,000","11,129,000","11,558,000","10,022,000","10,406,000","10,731,000","9,711,000","9,932,000","8,629,000","297,058","561,588","676,195","771,520","881,602","1,132,609","1,367,878","2,570,736","5,035,162","4,987,421","5,171,286","7,974,181","8,447,411","7,454,273"
		NetPPE,"983,000","1,077,000","1,176,000","23,460,000","23,273,000","23,906,000","24,442,000","25,065,000","25,594,000","26,288,000","26,897,000","27,601,000","28,309,000","9,122,000","9,723,000","10,028,000","10,391,000","10,693,000","11,004,000","11,318,000","11,642,000","11,748,000","11,790,000","12,062,000","12,051,000","11,974,000","11,279,000","10,274,000","10,153,000","10,356,000","10,263,000","9,634,000","9,587,000","6,252,000","1,349,000","438,000","408,000","480,000","554,000","576,000","582,000","597,000","640,000","679,000","58,963","70,446","90,961","114,018","137,076","169,845","153,969","1,219,167","1,687,622","1,450,274","1,479,105","1,442,849","1,599,928","1,660,444"
			GrossPPE,"1,247,000","1,304,000","1,628,000","32,504,000","32,046,000","32,400,000","32,565,000","32,854,000","33,143,000","33,698,000","33,932,000","34,438,000","34,930,000","15,426,000","15,281,000","15,304,000","15,465,000","15,365,000","15,322,000","15,284,000","15,259,000","15,009,000","14,771,000","14,708,000","14,345,000","13,952,000","12,947,000","11,689,000","11,345,000","11,328,000","11,014,000","10,178,000","9,930,000","6,403,000","3,274,000","2,279,000","2,166,000","2,156,000","2,148,000","2,091,000","2,022,000","1,966,000",,,"58,963","70,446","90,961","114,018","137,076","169,845","153,969","1,219,167","1,687,622","1,450,274","1,479,105","1,442,849","1,599,928","1,660,444"
				Properties,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,,"0","0","2,225,000","2,225,000","2,225,000","2,225,000","2,225,000","2,222,000","2,218,000","2,218,000","2,218,000","2,218,000","2,218,000","2,386,000","2,391,000","2,462,000","2,449,000","2,435,000","2,415,000","2,414,000","2,393,000","2,416,000","2,412,000","2,362,000","2,382,000","2,024,000","1,789,000","1,620,000","1,620,000","1,618,000","1,593,000","1,579,000","1,005,000","871,000","308,000","308,000","308,000","1,086,000","1,031,000","969,000","913,000",,,,,,,,,,,,,,,,
				OtherProperties,"1,247,000","1,304,000","1,628,000","19,252,000","18,800,000","19,163,000","19,364,000","19,682,000","19,970,000","20,491,000","20,767,000","21,256,000","21,730,000","2,244,000","2,028,000","2,031,000","1,916,000","1,879,000","1,870,000","1,860,000","1,839,000","1,739,000","1,727,000","1,680,000","1,424,000","1,258,000","1,292,000","1,004,000","925,000","913,000","850,000","805,000","653,000","518,000","888,000","866,000","796,000","786,000",,,,,,,,,,,,,,,,,,,,
				Leases,,"0","0","11,027,000","11,021,000","11,012,000","10,976,000","10,947,000","10,951,000","10,989,000","10,947,000","10,964,000","10,982,000","10,964,000","10,867,000","10,882,000","11,087,000","11,037,000","11,017,000","11,009,000","11,006,000","10,877,000","10,628,000","10,616,000","10,559,000","10,312,000","9,631,000","8,896,000","8,800,000","8,795,000","8,546,000","7,780,000","7,698,000","4,880,000","1,515,000","1,105,000","1,062,000","1,062,000","1,062,000","1,060,000","1,053,000","1,053,000",,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-264,000","-227,000","-452,000","-9,044,000","-8,773,000","-8,494,000","-8,123,000","-7,789,000","-7,549,000","-7,410,000","-7,035,000","-6,837,000","-6,621,000","-6,304,000","-5,558,000","-5,276,000","-5,074,000","-4,672,000","-4,318,000","-3,966,000","-3,617,000","-3,261,000","-2,981,000","-2,646,000","-2,294,000","-1,978,000","-1,668,000","-1,415,000","-1,192,000","-972,000","-751,000","-544,000","-343,000","-151,000","-1,925,000","-1,841,000","-1,758,000","-1,676,000","-1,594,000","-1,515,000","-1,440,000","-1,369,000",,,,,,,,,,,,,,,,
		GoodwillAndOtherIntangibleAssets,"687,103,000","687,103,000","687,103,000","687,103,000","687,103,000","687,103,000","687,103,000","687,103,000","687,103,000","689,150,000","689,124,000","689,147,000","689,107,000","689,065,000","699,130,000","699,083,000","13,828,000","13,884,000","11,752,000","11,752,000","11,752,000","11,752,000","13,428,000","13,428,000","13,428,000","1,676,000","1,676,000","1,676,000","1,676,000","1,676,000","1,676,000","1,676,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			Goodwill,"85,856,000","85,856,000","85,856,000","85,856,000","85,856,000","85,856,000","85,856,000","85,856,000","85,856,000","85,856,000","85,856,000","85,856,000","85,856,000","85,856,000","85,856,000","85,856,000","1,799,000","1,799,000","1,799,000","1,799,000","1,799,000","1,799,000","3,475,000","3,475,000","3,475,000","1,676,000","1,676,000","1,676,000","1,676,000","1,676,000","1,676,000","1,676,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"601,247,000","601,247,000","601,247,000","601,247,000","601,247,000","601,247,000","601,247,000","601,247,000","601,247,000","603,294,000","603,268,000","603,291,000","603,251,000","603,209,000","613,274,000","613,227,000","12,029,000","12,085,000","9,953,000","9,953,000","9,953,000","9,953,000","9,953,000","9,953,000","9,953,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		InvestmentsAndAdvances,"21,228,000","14,546,000","14,569,000","14,608,000","14,260,000","8,563,000","8,613,000","11,773,000","22,056,000","28,055,000","45,876,000","48,216,000","48,239,000","48,260,000","55,386,000","55,416,000","55,451,000","55,486,000","52,243,000","50,059,000","39,205,000","38,502,000","14,238,000","15,615,000","22,581,000","23,689,000","23,651,000","21,247,000","21,629,000","13,990,000","12,224,000","12,145,000","11,835,000","11,748,000","11,603,000","11,375,000","10,668,000","11,036,000","9,412,000","9,787,000","10,086,000","9,056,000","9,233,000","7,876,000",,,"285,942","285,111","283,797","373,913","0","0","3,053,012","2,678,546","3,054,126","5,316,902","5,316,902","4,183,092"
			InvestmentinFinancialAssets,"290,000","308,000","331,000","370,000","411,000","451,000","501,000","581,000","10,864,000","16,863,000","17,796,000","20,136,000","20,159,000","20,180,000","20,199,000","20,229,000","20,264,000","20,299,000","20,334,000","18,150,000","19,205,000","18,502,000",,,,"23,689,000","23,651,000","21,247,000","21,629,000","13,990,000","12,224,000","12,145,000","11,835,000","11,748,000","11,603,000","11,375,000","10,668,000","11,036,000",,,,,,,,,,,,,,,,,,,,
				AvailableForSaleSecurities,,,,,,"8,112,000","8,112,000","11,192,000","11,192,000","11,192,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				HeldToMaturitySecurities,"290,000","308,000","331,000","370,000","411,000","451,000","501,000","581,000","10,864,000","16,863,000","17,796,000","20,136,000","20,159,000","20,180,000","20,199,000","20,229,000","20,264,000","20,299,000","20,334,000","18,150,000","19,205,000","18,502,000",,,,"23,689,000","23,651,000","21,247,000","21,629,000","13,990,000","12,224,000","12,145,000","11,835,000","11,748,000","11,603,000","11,375,000","10,668,000","11,036,000",,,,,,,,,,,,,,,,,,,,
			OtherInvestments,"20,938,000","14,238,000","14,238,000","14,238,000","13,849,000","8,112,000","8,112,000","11,192,000","11,192,000","11,192,000","28,080,000","28,080,000","28,080,000","28,080,000","35,187,000","35,187,000","35,187,000","35,187,000","31,909,000","31,909,000","20,000,000","20,000,000",,,,"23,689,000","23,651,000","21,247,000","21,629,000","13,990,000","12,224,000","12,145,000","11,835,000","11,748,000","11,603,000","11,375,000","10,668,000","11,036,000",,,,,,,,,,,,,,,,,,,,
		NonCurrentAccountsReceivable,"1,452,000","21,925,000","21,872,000","22,427,000","22,222,000","27,016,000","25,502,000","24,364,000","24,429,000","32,101,000","29,985,000","30,877,000","31,593,000","34,876,000","35,654,000","28,339,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentNoteReceivables,,,,,,"0","0","0","8,500,000","28,172,000","32,368,000","31,485,000","29,317,000","28,722,000","28,121,000","24,588,000","19,165,000","18,748,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"3,734,000","8,881,000","7,636,000","5,628,000","6,215,000","8,063,000","7,115,000","5,540,000","2,863,000","7,398,000","5,655,000","4,599,000","3,998,000","7,042,000","2,213,000","2,024,000","1,053,000","1,050,000","6,151,000","4,026,000","3,596,000","9,826,000","6,662,000","5,356,000","4,717,000","14,071,000","4,326,000","3,519,000","3,441,000","5,618,000","8,253,000","9,487,000","13,725,000",,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,"3,734,000","8,881,000","7,636,000","5,628,000","6,215,000","8,063,000","7,115,000","5,540,000","2,863,000","7,398,000","5,655,000","4,599,000","3,998,000","7,042,000","2,213,000","2,024,000","1,053,000","1,050,000","6,151,000","4,026,000","3,596,000","9,826,000","6,662,000","5,356,000","4,717,000","14,071,000","4,326,000","3,519,000","3,441,000","5,618,000","8,253,000","9,487,000","13,725,000",,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"357,000","361,000","359,000","348,000","180,000","180,000","185,000","184,000","750,000","983,000","1,076,000","1,258,000","1,486,000","2,155,000","2,304,000","2,428,000","1,378,000","793,000","800,000","793,000","748,000","747,000","787,000","763,000","763,000","738,000","723,000","463,000","83,000","71,000","56,000","63,000","56,000","55,000","50,000","51,000","53,000","42,000","56,000","43,000","63,000","58,000","59,000","74,000","238,095","491,142","299,292","372,391","460,729","588,851","1,213,909","1,351,569","294,528","858,601","638,055","1,214,430","1,530,581","1,610,737"
TotalLiabilitiesNetMinorityInterest,"747,660,000","768,436,000","757,482,000","764,641,000","611,033,000","630,427,000","599,302,000","561,269,000","562,336,000","597,795,000","589,208,000","590,956,000","588,083,000","579,183,000","572,335,000","577,114,000","38,385,000","62,034,000","44,672,000","41,394,000","33,569,000","48,423,000","42,596,000","40,046,000","33,738,000","58,191,000","47,202,000","47,817,000","36,882,000","36,466,000","27,934,000","26,428,000","23,827,000","32,762,000","27,101,000","21,686,000","14,926,000","12,365,000","16,190,000","22,217,000","17,379,000","16,714,000","14,849,000","12,689,000","1,440,184","1,483,557","1,450,171","1,842,199","2,495,438","3,350,609","4,217,902","5,788,633","6,829,228","7,396,928","8,123,954","9,437,958","10,665,315","10,632,585"
	CurrentLiabilities,"66,886,000","83,667,000","75,743,000","64,784,000","56,558,000","73,999,000","67,017,000","62,179,000","54,329,000","79,041,000","71,477,000","63,142,000","62,753,000","62,801,000","61,384,000","66,721,000","33,748,000","57,348,000","39,936,000","36,609,000","28,730,000","43,527,000","37,639,000","35,031,000","23,980,000","49,094,000","39,540,000","40,356,000","29,638,000","29,431,000","20,851,000","19,679,000","19,478,000","29,056,000","24,038,000","21,686,000","14,926,000","12,352,000","16,142,000","22,135,000","17,262,000","16,563,000","14,663,000","12,469,000","943,957","919,563","825,207","1,065,242","1,462,293","2,050,652","2,550,353","3,611,596","4,155,980","4,115,074","4,983,894","5,552,362","5,719,577","6,065,082"
		PayablesAndAccruedExpenses,"48,760,000","66,719,000","59,421,000","45,357,000","37,963,000","53,490,000","46,691,000","42,522,000","35,890,000","60,824,000","53,835,000","46,110,000","45,907,000","49,338,000","47,578,000","53,317,000","33,748,000","56,398,000","39,936,000","36,582,000","28,703,000","42,279,000","37,639,000","35,031,000","23,980,000","49,094,000","39,540,000","40,356,000","29,638,000","29,431,000","20,851,000","19,679,000","19,478,000","29,056,000","24,038,000","21,686,000","14,926,000","12,352,000","12,907,000","19,329,000","16,025,000","16,563,000","11,676,000","12,469,000","918,957","894,563","737,707","971,492","1,013,943","1,242,650","1,457,699","1,419,159","2,709,141","2,769,243","2,996,827","4,008,509","4,018,682","4,525,132"
			Payables,"48,760,000","66,719,000","59,421,000","45,357,000","37,963,000","53,490,000","46,691,000","42,522,000","35,890,000","60,824,000","53,835,000","46,110,000","45,907,000","49,338,000","47,578,000","53,317,000","33,748,000","56,398,000","39,936,000","36,582,000","28,703,000","42,279,000","37,639,000","35,031,000","23,980,000","49,094,000","39,540,000","40,356,000","29,638,000","29,431,000","20,851,000","19,679,000","19,478,000","29,056,000","24,038,000","21,686,000","14,926,000","12,352,000","12,907,000","19,329,000","16,025,000","16,563,000","11,676,000","12,469,000","428,537","473,458","351,647","905,677","901,803","992,441","1,140,953","1,118,329","2,216,598","2,374,065","2,534,027","3,432,341","3,403,211","3,717,423"
				AccountsPayable,"39,774,000","29,958,000","35,010,000","29,910,000","29,395,000","29,771,000","32,810,000","32,616,000","31,182,000","30,951,000","30,903,000","31,491,000","36,693,000","30,885,000","33,051,000","31,368,000","27,549,000","28,345,000","21,338,000","19,268,000","19,262,000","19,390,000","19,535,000","20,306,000","18,905,000","21,034,000","17,665,000","18,631,000","18,568,000","15,098,000","13,789,000","15,024,000","16,673,000","14,778,000","14,647,000","14,454,000","12,313,000","10,196,000","3,608,000","6,795,000","4,077,000","2,360,000","2,810,000","2,423,000","428,537","473,458","351,647","905,677","901,803","992,441","1,140,953","1,118,329","2,216,598","2,374,065","2,534,027","3,432,341","3,403,211","3,717,423"
				TotalTaxPayable,"0","3,979,000","0","0","0","916,000","0","2,277,000","1,284,000","3,372,000","3,122,000",,,,"799,000","1,252,000",,"0","3,608,000","6,497,000","4,518,000","4,700,000","5,342,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					IncomeTaxPayable,"0","3,979,000","0","0","0","916,000","0","2,277,000","1,284,000","3,372,000","3,122,000",,,,"799,000","1,252,000",,"0","3,608,000","6,497,000","4,518,000","4,700,000","5,342,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherPayable,"8,986,000","32,782,000","24,411,000","15,447,000","8,568,000","22,803,000","13,881,000","7,629,000","3,424,000","26,501,000","19,810,000","14,619,000","9,214,000","18,453,000","13,728,000","20,697,000","6,199,000","28,053,000","14,990,000","10,817,000","4,923,000","18,189,000","12,762,000","14,725,000","5,075,000","28,060,000","21,875,000","21,725,000","11,070,000","14,333,000","7,062,000","4,655,000","2,805,000","14,278,000","9,391,000","7,232,000","2,613,000","2,156,000","9,299,000","12,534,000","11,948,000","14,203,000","8,866,000","10,046,000",,,,,,,,,,,,,,
			CurrentAccruedExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"490,420","421,105","386,060","65,815","112,140","250,209","316,746","300,830","492,543","395,178","462,800","576,168","615,471","807,709"
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,235,000","2,806,000","1,237,000",,"2,987,000",,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"244,000","209,000","361,000","3,326,000","2,958,000","3,135,000","3,124,000","3,293,000","3,470,000","3,682,000","3,671,000","3,632,000","3,651,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"244,000","209,000","361,000","3,326,000","2,958,000","3,135,000","3,124,000","3,293,000","3,470,000","3,682,000","3,671,000","3,632,000","3,651,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"17,882,000","16,739,000","15,961,000","16,101,000","15,637,000","17,374,000","17,202,000","16,364,000","14,500,000","13,953,000","13,403,000","12,857,000","11,857,000","11,765,000","11,788,000","11,378,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,,,,,,,,,"469,000","582,000","568,000","543,000","1,338,000","1,698,000","2,018,000","2,026,000",,"950,000",,"27,000","27,000","1,248,000",,,,,,,,,,,,,,,,,,,,,,,"25,000","25,000","87,500","93,750","448,350","808,002","1,092,654","2,192,437","1,446,839","1,345,831","1,987,067","1,543,853","1,700,895","1,539,950"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"680,774,000","684,769,000","681,739,000","699,857,000","554,475,000","556,428,000","532,285,000","499,090,000","508,007,000","518,754,000","517,731,000","527,814,000","525,330,000","516,382,000","510,951,000","510,393,000","4,637,000","4,686,000","4,736,000","4,785,000","4,839,000","4,896,000","4,957,000","5,015,000","9,758,000","9,097,000","7,662,000","7,461,000","7,244,000","7,035,000","7,083,000","6,749,000","4,349,000","3,706,000","3,063,000","0","0","13,000","48,000","82,000","117,000","151,000","186,000","220,000","496,227","563,994","624,964","776,957","1,033,145","1,299,957","1,667,549","2,177,037","2,673,248","3,281,854","3,140,060","3,885,596","4,945,738","4,567,503"
		LongTermDebtAndCapitalLeaseObligation,"319,458,000","318,952,000","318,306,000","334,256,000","188,175,000","184,080,000","183,668,000","159,737,000","190,209,000","195,013,000","200,940,000","215,952,000","215,878,000","194,592,000","193,999,000","193,407,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LongTermDebt,"319,269,000","318,624,000","317,979,000","317,336,000","171,163,000","166,646,000","165,819,000","141,479,000","171,548,000","175,956,000","181,359,000","195,762,000","195,174,000","194,592,000","193,999,000","193,407,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LongTermCapitalLeaseObligation,"189,000","328,000","327,000","16,920,000","17,012,000","17,434,000","17,849,000","18,258,000","18,661,000","19,057,000","19,581,000","20,190,000","20,704,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"227,295,000","211,323,000","208,992,000","210,605,000","211,509,000","212,763,000","190,546,000","182,420,000","160,800,000","159,071,000","154,237,000","148,416,000","145,290,000","154,345,000","148,729,000","156,078,000","4,637,000","4,686,000","4,736,000","4,785,000","4,839,000","4,896,000","4,957,000","5,015,000","5,071,000","5,155,000","5,213,000","5,183,000","5,230,000","5,278,000","5,326,000","4,992,000",,,,,,,,,,,,,"446,227","507,744","624,964","776,957","958,145","1,299,957","1,667,549","2,177,037","2,525,580","2,779,084","2,607,407","2,601,393","2,888,269","2,994,432"
			NonCurrentDeferredRevenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"446,227","507,744","624,964","776,957","958,145","1,299,957","1,667,549","2,177,037","2,525,580","2,779,084","2,607,407","2,601,393","2,888,269","2,994,432"
		TradeandOtherPayablesNonCurrent,"1,452,000","21,925,000","21,872,000","22,427,000","22,222,000","27,016,000","25,502,000","24,364,000",,"32,101,000","29,985,000","30,877,000","31,593,000","34,876,000","35,654,000","28,339,000",,,,,,"0",,"0","4,687,000","3,942,000","2,449,000","2,278,000","2,014,000","1,757,000","1,757,000","1,757,000",,,,,,,,,,,,,,,,,,,,,,,,,,
