name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994
OperatingCashFlow,"-113,488,000","53,877,000","-210,122,000","36,188,000","6,569,000","11,283,000","37,801,000","160,394,000","64,890,000","-3,529,000","27,501,000","279,721,000","-12,427,000","44,974,000","40,488,000","354,536,000","8,910,000","-7,076,000","-14,027,000","350,453,000","-165,840,000","-39,830,000","-11,400,000","259,383,000","25,886,000","-89,299,000","-49,809,000","298,111,000","9,831,000","-87,647,000","39,053,000","168,297,000","40,312,000","54,925,000","82,351,000","38,638,000","31,729,000","64,098,000","45,131,000","26,882,000","23,928,000","45,119,000","59,882,000","16,216,000","26,945,000","21,299,000","41,627,000","-23,136,000","29,217,000","11,187,000","27,708,000","13,792,000","26,196,000","13,429,000","33,726,000","-11,089,000","8,195,000","-76,236,000","18,185,000","-1,732,000","-24,606,000","16,081,000","12,720,000","16,600,000","14,500,000","27,100,000","18,726,000","15,000,000","6,600,000","17,800,000","19,439,730","4,700,000","33,300,000","-1,900,000","10,990,284","5,600,000","9,500,000","-2,800,000","-4,000,000","700,000","600,000","-300,000","-1,000,000","2,100,000","-2,300,000","-300,000"
	CashFlowFromContinuingOperatingActivities,"-113,488,000","53,877,000","-210,122,000","36,188,000","6,569,000","11,283,000","37,801,000","160,394,000","64,890,000","-3,529,000","27,501,000","279,721,000","-12,427,000","44,974,000","40,488,000","354,536,000","8,910,000","-7,076,000","-14,027,000","350,453,000","-165,840,000","-39,830,000","-11,400,000","259,383,000","25,886,000","-89,299,000","-49,809,000","298,111,000","9,831,000","-87,647,000","39,053,000","168,297,000","40,312,000","54,925,000","82,351,000","38,638,000","31,729,000","64,098,000","45,131,000","26,882,000","23,928,000","45,119,000","59,882,000","16,216,000","26,945,000","21,299,000","41,627,000","-23,136,000","29,217,000","11,187,000","27,708,000","13,792,000","26,196,000","13,429,000","33,726,000","-11,089,000","8,195,000","-76,236,000","18,185,000","-1,732,000","-24,606,000","16,081,000","12,720,000","16,600,000","14,500,000","27,100,000","18,726,000","15,000,000","6,600,000","17,800,000","19,439,730","4,700,000","33,300,000","-1,900,000","10,990,284","5,600,000","9,500,000","-2,800,000","-4,000,000","700,000","600,000","-300,000","-1,000,000","2,100,000","-2,300,000","-300,000"
		NetIncomeFromContinuingOperations,"324,048,000","-44,680,000","37,815,000","360,137,000","-29,224,000","-164,943,000","379,040,000","-784,430,000","-311,628,000","98,316,000","60,577,000","-96,794,000","779,616,000","194,265,000","72,116,000","-96,685,000","223,954,000","171,545,000","200,509,000","-103,489,000","117,097,000","-120,353,000","38,464,000","80,930,000","349,238,000","-102,446,000","-16,140,000","-130,397,000","56,932,000","-226,240,000","47,632,000","-195,700,000","59,029,000","-11,625,000","55,965,000","9,771,000","39,155,000","-936,000","36,612,000","11,818,000","22,157,000","4,596,000","43,883,000","9,334,000","20,810,000","-384,000","23,318,000","5,425,000","-13,784,000","-10,754,000","-3,685,000","-8,182,000","-81,226,000","-416,000","-796,000","8,368,000","-13,434,000","-11,584,000","-8,362,000","-1,434,000","4,669,000","-458,000","-24,088,000","-9,100,000","11,400,000","6,800,000","20,009,000","12,900,000","-2,800,000","5,600,000","11,733,999","7,600,000","6,400,000","3,700,000","5,543,106","4,400,000","3,000,000","1,800,000","100,000","100,000","2,000,000","1,300,000","600,000","1,800,000","600,000","-200,000"
		OperatingGainsLosses,"-479,029,000","-1,466,000","20,210,000","-609,801,000","112,028,000","-36,483,000","-272,943,000","301,398,000","10,444,000","-9,347,000","40,755,000","43,994,000","-603,288,000","-236,066,000","-11,438,000","65,977,000","-106,612,000","-269,784,000","-19,294,000","13,979,000","-6,897,000","-10,376,000","-6,972,000","-155,213,000","-277,238,000","-15,115,000","989,000","50,126,000","-7,255,000","77,805,000","56,224,000","50,080,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,900,000","2,900,000","800,000",,"1,900,000","800,000","1,400,000",,"19,300,000","4,100,000","100,000",,"100,000","200,000","-100,000","100,000","3,100,000","0","100,000",,,,
			GainLossOnSaleOfBusiness,"-626,703,000","-713,000","16,003,000","-612,016,000","-29,977,000","16,461,000","-339,980,000","291,156,000","4,893,000","21,175,000","17,869,000","38,146,000","-605,545,000","-246,803,000","891,000","16,919,000","-12,439,000","-297,479,000",,"1,123,000",,,"-10,173,000","-155,238,000","-244,208,000","947,000","-2,370,000","-174,000","348,000","-2,945,000","1,692,000","-260,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,"345,000",,,,,"-2,370,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,"15,901,000","-753,000","4,207,000","2,215,000","10,232,000","-23,687,000","41,699,000","10,242,000","4,123,000","-29,720,000","20,752,000","13,680,000","-10,704,000","5,458,000","-15,935,000","35,010,000","17,639,000","1,082,000","-717,000","-6,904,000","10,677,000","1,079,000","5,695,000","-14,985,000","-32,595,000","-26,061,000","3,496,000","48,835,000","-8,396,000","80,552,000","30,515,000","66,772,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,"0","0","53,847,000","-29,330,000","24,728,000","0","1,428,000","-802,000","283,000","-8,516,000","-2,634,000","-5,343,000","3,606,000","14,048,000","-111,812,000","19,132,000","-9,657,000","19,765,000","-27,119,000","-12,267,000","-2,494,000","-672,000","-2,116,000","9,999,000","-137,000","1,134,000","793,000","198,000","1,033,000","-16,432,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"129,024,000","22,128,000","33,842,000","34,722,000","38,332,000","38,360,000","39,373,000","50,595,000","66,333,000","67,418,000","74,179,000","81,678,000","79,154,000","81,018,000","50,037,000","59,797,000","62,402,000","67,762,000","65,348,000","67,929,000","66,951,000","64,514,000","62,144,000","66,824,000","69,704,000","66,207,000","73,556,000","70,229,000","69,843,000","69,318,000","77,375,000","73,101,000","14,576,000","12,874,000","13,295,000","5,788,000","14,968,000","14,807,000","13,465,000","12,848,000","12,834,000","11,618,000","8,141,000","4,608,000","9,042,000","8,526,000","1,552,000","7,041,000","7,401,000","9,093,000","9,230,000","7,271,000","7,730,000","6,806,000","9,691,000","9,801,000","9,170,000","9,306,000","8,754,000","5,093,000","6,390,000","10,205,000","76,887,000","-9,000,000","-10,900,000","-10,200,000","54,223,000","-8,400,000","-7,300,000","-6,200,000","31,119,222","-4,400,000","-4,700,000","-3,800,000","21,207,713","-2,600,000","-3,100,000","-2,900,000","-4,200,000","-1,100,000","-1,300,000","-1,100,000","-900,000","-700,000","-1,100,000","-500,000"
			DepreciationAndAmortization,"129,024,000","22,128,000","33,842,000","34,722,000","38,332,000","38,360,000","39,373,000","50,595,000","66,333,000","67,418,000","74,179,000","81,678,000","79,154,000","81,018,000","50,037,000","59,797,000","62,402,000","67,762,000","65,348,000","67,929,000","66,951,000","64,514,000","62,144,000","66,824,000","69,704,000","66,207,000","73,556,000","70,229,000","69,843,000","69,318,000","77,375,000","73,101,000","14,576,000","12,874,000","13,295,000","5,788,000","14,968,000","14,807,000","13,465,000","12,848,000","12,834,000","11,618,000","8,141,000","4,608,000","9,042,000","8,526,000","1,552,000","7,041,000","7,401,000","9,093,000","9,230,000","7,271,000","7,730,000","6,806,000","9,691,000","9,801,000","9,170,000","9,306,000","8,754,000","5,093,000","6,390,000","10,205,000","76,887,000","-9,000,000","-10,900,000","-10,200,000","54,223,000","-8,400,000","-7,300,000","-6,200,000","31,119,222","-4,400,000","-4,700,000","-3,800,000","21,207,713","-2,600,000","-3,100,000","-2,900,000","-4,200,000","-1,100,000","-1,300,000","-1,100,000","-900,000","-700,000","-1,100,000","-500,000"
